paper_ID,split,domain,title,openalex_id,publication_year,citation_count,referenced_works,title_matched,similarity_score
183,SKG,Dia,Dialogue Act Classification with Context-Aware Self-Attention,https://openalex.org/W2931751229,2019.0,60.0,"['https://openalex.org/W27394811', 'https://openalex.org/W1486649854', 'https://openalex.org/W1576632330', 'https://openalex.org/W2128970689', 'https://openalex.org/W2131744502', 'https://openalex.org/W2146785422', 'https://openalex.org/W2250539671', 'https://openalex.org/W2401527985', 'https://openalex.org/W2470673105', 'https://openalex.org/W2573626026', 'https://openalex.org/W2576526989', 'https://openalex.org/W2741675028', 'https://openalex.org/W2757599232', 'https://openalex.org/W2786396726', 'https://openalex.org/W2901101385', 'https://openalex.org/W2962739339', 'https://openalex.org/W2962803631', 'https://openalex.org/W2962902328', 'https://openalex.org/W2963386218', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963550483', 'https://openalex.org/W2963625095', 'https://openalex.org/W2963765493', 'https://openalex.org/W2964036636', 'https://openalex.org/W2964106094', 'https://openalex.org/W2964139507', 'https://openalex.org/W2964189376', 'https://openalex.org/W2964331270', 'https://openalex.org/W2988157054']",Dialogue Act Classification with Context-Aware Self-Attention,1.0
184,SKG,Dia,Self-Supervised Dialogue Learning,https://openalex.org/W2964046296,2019.0,56.0,"['https://openalex.org/W10957333', 'https://openalex.org/W182831726', 'https://openalex.org/W219040644', 'https://openalex.org/W343636949', 'https://openalex.org/W635530177', 'https://openalex.org/W1518951372', 'https://openalex.org/W1591706642', 'https://openalex.org/W1614298861', 'https://openalex.org/W1841959837', 'https://openalex.org/W1902237438', 'https://openalex.org/W1948566616', 'https://openalex.org/W1993378086', 'https://openalex.org/W2064675550', 'https://openalex.org/W2099471712', 'https://openalex.org/W2119717200', 'https://openalex.org/W2130942839', 'https://openalex.org/W2133564696', 'https://openalex.org/W2140679639', 'https://openalex.org/W2153579005', 'https://openalex.org/W2168490009', 'https://openalex.org/W2170973209', 'https://openalex.org/W2335122196', 'https://openalex.org/W2542835211', 'https://openalex.org/W2571927164', 'https://openalex.org/W2581637843', 'https://openalex.org/W2584185835', 'https://openalex.org/W2594726847', 'https://openalex.org/W2756487349', 'https://openalex.org/W2798494119', 'https://openalex.org/W2798888952', 'https://openalex.org/W2806936550', 'https://openalex.org/W2889186204', 'https://openalex.org/W2890969459', 'https://openalex.org/W2896457183', 'https://openalex.org/W2914120296', 'https://openalex.org/W2950577311', 'https://openalex.org/W2951883832', 'https://openalex.org/W2952729433', 'https://openalex.org/W2952938873', 'https://openalex.org/W2962739339', 'https://openalex.org/W2962883855', 'https://openalex.org/W2963167310', 'https://openalex.org/W2963206148', 'https://openalex.org/W2963341956', 'https://openalex.org/W2963360026', 'https://openalex.org/W2963420272', 'https://openalex.org/W2963790827', 'https://openalex.org/W2963797754', 'https://openalex.org/W2963854351', 'https://openalex.org/W2964210218', 'https://openalex.org/W2964268978', 'https://openalex.org/W2964308564', 'https://openalex.org/W3022187094', 'https://openalex.org/W3088653102', 'https://openalex.org/W4285719527', 'https://openalex.org/W4294149591', 'https://openalex.org/W4294170691', 'https://openalex.org/W4295249402', 'https://openalex.org/W4306716473', 'https://openalex.org/W4320013936']",Self-Supervised Dialogue Learning,1.0
185,SKG,Dia,What do Entity-Centric Models Learn Insights from Entity Linking in Multi-Party Dialogue,https://openalex.org/W2945614092,2019.0,6.0,"['https://openalex.org/W1520352740', 'https://openalex.org/W1522301498', 'https://openalex.org/W1548663377', 'https://openalex.org/W1566256432', 'https://openalex.org/W1677182931', 'https://openalex.org/W1732222442', 'https://openalex.org/W1789782362', 'https://openalex.org/W1793121960', 'https://openalex.org/W2064675550', 'https://openalex.org/W2085574295', 'https://openalex.org/W2101268022', 'https://openalex.org/W2131357087', 'https://openalex.org/W2141599568', 'https://openalex.org/W2153579005', 'https://openalex.org/W2160654481', 'https://openalex.org/W2292919134', 'https://openalex.org/W2549835527', 'https://openalex.org/W2563734883', 'https://openalex.org/W2631715525', 'https://openalex.org/W2739484150', 'https://openalex.org/W2773354821', 'https://openalex.org/W2799124508', 'https://openalex.org/W2803267010', 'https://openalex.org/W2805807693', 'https://openalex.org/W2807377748', 'https://openalex.org/W2889107415', 'https://openalex.org/W2891698435', 'https://openalex.org/W2950527759', 'https://openalex.org/W2951008357', 'https://openalex.org/W2951976932', 'https://openalex.org/W2962769558', 'https://openalex.org/W2963184844', 'https://openalex.org/W2963290255', 'https://openalex.org/W2963463993', 'https://openalex.org/W2963695529', 'https://openalex.org/W2963751529', 'https://openalex.org/W2964121744', 'https://openalex.org/W2964204621', 'https://openalex.org/W2964222268', 'https://openalex.org/W2989631226', 'https://openalex.org/W3029541414', 'https://openalex.org/W4230980737', 'https://openalex.org/W4294170691', 'https://openalex.org/W4303633609']",What do Entity-Centric Models Learn? Insights from Entity Linking in Multi-Party Dialogue,0.9943502824858758
186,SKG,Dia,Mimic and Rephrase Reflective Listening in Open-Ended Dialogue,https://openalex.org/W2988222679,2019.0,6.0,"['https://openalex.org/W612003795', 'https://openalex.org/W1518951372', 'https://openalex.org/W1591706642', 'https://openalex.org/W1948566616', 'https://openalex.org/W1968630830', 'https://openalex.org/W2027155840', 'https://openalex.org/W2046937782', 'https://openalex.org/W2064675550', 'https://openalex.org/W2097219834', 'https://openalex.org/W2101105183', 'https://openalex.org/W2123301721', 'https://openalex.org/W2123442489', 'https://openalex.org/W2143017621', 'https://openalex.org/W2153166272', 'https://openalex.org/W2161466446', 'https://openalex.org/W2250539671', 'https://openalex.org/W2251635323', 'https://openalex.org/W2531908596', 'https://openalex.org/W2606974598', 'https://openalex.org/W2757222607', 'https://openalex.org/W2798542795', 'https://openalex.org/W2799037524', 'https://openalex.org/W2891348164', 'https://openalex.org/W2899771611', 'https://openalex.org/W2914442349', 'https://openalex.org/W2950635152', 'https://openalex.org/W2962739339', 'https://openalex.org/W2962883855', 'https://openalex.org/W2963206148', 'https://openalex.org/W2963366196', 'https://openalex.org/W2963463583', 'https://openalex.org/W2963655793', 'https://openalex.org/W2963667126', 'https://openalex.org/W2963732644', 'https://openalex.org/W2963963856', 'https://openalex.org/W2964053384', 'https://openalex.org/W2964121744', 'https://openalex.org/W2964165364', 'https://openalex.org/W2964222296', 'https://openalex.org/W2964308564', 'https://openalex.org/W2964352131']",Mimic and Rephrase: Reflective Listening in Open-Ended Dialogue,0.992
187,SKG,Dia,Evaluating Coherence in Dialogue Systems using Entailment,https://openalex.org/W2929767294,2019.0,17.0,"['https://openalex.org/W119047706', 'https://openalex.org/W630532510', 'https://openalex.org/W1518951372', 'https://openalex.org/W1840435438', 'https://openalex.org/W1879966306', 'https://openalex.org/W2151814822', 'https://openalex.org/W2153579005', 'https://openalex.org/W2328886022', 'https://openalex.org/W2525127255', 'https://openalex.org/W2608787653', 'https://openalex.org/W2784400615', 'https://openalex.org/W2787560479', 'https://openalex.org/W2794557536', 'https://openalex.org/W2899231639', 'https://openalex.org/W2899503556', 'https://openalex.org/W2907308297', 'https://openalex.org/W2962883855', 'https://openalex.org/W2963035145', 'https://openalex.org/W2963310665', 'https://openalex.org/W2963341956', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963527228', 'https://openalex.org/W2963790827', 'https://openalex.org/W2963846996', 'https://openalex.org/W2963918774', 'https://openalex.org/W2964352131', 'https://openalex.org/W3023071679']",Evaluating Coherence in Dialogue Systems using Entailment,1.0
188,SKG,Dia,Towards Situated Dialogue Revisiting Referring Expression Generation,https://openalex.org/W2250983004,2013.0,25.0,"['https://openalex.org/W30305827', 'https://openalex.org/W65479595', 'https://openalex.org/W160853254', 'https://openalex.org/W185375561', 'https://openalex.org/W1505217571', 'https://openalex.org/W1533917153', 'https://openalex.org/W1541473376', 'https://openalex.org/W1546862091', 'https://openalex.org/W1570983904', 'https://openalex.org/W1679944736', 'https://openalex.org/W1741471588', 'https://openalex.org/W1748744376', 'https://openalex.org/W1794771410', 'https://openalex.org/W1968211338', 'https://openalex.org/W1983707534', 'https://openalex.org/W2007638992', 'https://openalex.org/W2027687248', 'https://openalex.org/W2034836133', 'https://openalex.org/W2040145958', 'https://openalex.org/W2045342304', 'https://openalex.org/W2045864324', 'https://openalex.org/W2054496757', 'https://openalex.org/W2064109068', 'https://openalex.org/W2065724000', 'https://openalex.org/W2069912875', 'https://openalex.org/W2086156645', 'https://openalex.org/W2096646663', 'https://openalex.org/W2100237704', 'https://openalex.org/W2106615295', 'https://openalex.org/W2108660925', 'https://openalex.org/W2110022948', 'https://openalex.org/W2110930288', 'https://openalex.org/W2111807093', 'https://openalex.org/W2112660220', 'https://openalex.org/W2125447031', 'https://openalex.org/W2130023087', 'https://openalex.org/W2133298256', 'https://openalex.org/W2138645987', 'https://openalex.org/W2148962888', 'https://openalex.org/W2149448122', 'https://openalex.org/W2166490941', 'https://openalex.org/W2250799982', 'https://openalex.org/W2786628538', 'https://openalex.org/W3110909889', 'https://openalex.org/W3128655779', 'https://openalex.org/W4285719527']",Towards Situated Dialogue: Revisiting Referring Expression Generation,0.9927007299270073
189,SKG,Dia,Achieving Common Ground in Multi-modal Dialogue,https://openalex.org/W3037206439,2020.0,3.0,"['https://openalex.org/W1492569146', 'https://openalex.org/W1503906659', 'https://openalex.org/W1530049455', 'https://openalex.org/W1552206080', 'https://openalex.org/W1741471588', 'https://openalex.org/W1933349210', 'https://openalex.org/W1983927101', 'https://openalex.org/W1999834439', 'https://openalex.org/W2014433466', 'https://openalex.org/W2028423696', 'https://openalex.org/W2034033634', 'https://openalex.org/W2039207728', 'https://openalex.org/W2055115092', 'https://openalex.org/W2084617042', 'https://openalex.org/W2095436958', 'https://openalex.org/W2096284813', 'https://openalex.org/W2106007254', 'https://openalex.org/W2122223050', 'https://openalex.org/W2145056673', 'https://openalex.org/W2154740693', 'https://openalex.org/W2155898337', 'https://openalex.org/W2166203283', 'https://openalex.org/W2251127944', 'https://openalex.org/W2251512949', 'https://openalex.org/W2475664808', 'https://openalex.org/W2483402000', 'https://openalex.org/W2486233051', 'https://openalex.org/W2508308148', 'https://openalex.org/W2558809543', 'https://openalex.org/W2593459258', 'https://openalex.org/W2736291100', 'https://openalex.org/W2739254393', 'https://openalex.org/W2767632743', 'https://openalex.org/W2768661419', 'https://openalex.org/W2774005037', 'https://openalex.org/W2774397635', 'https://openalex.org/W2782454886', 'https://openalex.org/W2785859276', 'https://openalex.org/W2789835528', 'https://openalex.org/W2791482304', 'https://openalex.org/W2806335304', 'https://openalex.org/W2876243767', 'https://openalex.org/W2885804027', 'https://openalex.org/W2888923036', 'https://openalex.org/W2950697717', 'https://openalex.org/W2951803047', 'https://openalex.org/W2955524724', 'https://openalex.org/W2960803587', 'https://openalex.org/W2961929436', 'https://openalex.org/W2962684798', 'https://openalex.org/W2962764403', 'https://openalex.org/W2962764817', 'https://openalex.org/W2962891827', 'https://openalex.org/W2963530300', 'https://openalex.org/W2963690599', 'https://openalex.org/W2963800628', 'https://openalex.org/W2964081539', 'https://openalex.org/W2964127652', 'https://openalex.org/W2997035654', 'https://openalex.org/W3000364824', 'https://openalex.org/W3099293669', 'https://openalex.org/W3100232116', 'https://openalex.org/W3167596001', 'https://openalex.org/W4244186045', 'https://openalex.org/W4246860817', 'https://openalex.org/W4288373474', 'https://openalex.org/W4289548744', 'https://openalex.org/W4302092768']",Achieving Common Ground in Multi-modal Dialogue,1.0
190,SKG,Dia,Dual Latent Variable Model for Low-Resource Natural Language Generation in Dialogue Systems,https://openalex.org/W2898790713,2018.0,14.0,"['https://openalex.org/W592244745', 'https://openalex.org/W648786980', 'https://openalex.org/W1753530705', 'https://openalex.org/W1947758080', 'https://openalex.org/W1948566616', 'https://openalex.org/W1959608418', 'https://openalex.org/W2161181481', 'https://openalex.org/W2188365844', 'https://openalex.org/W2291723583', 'https://openalex.org/W2510842514', 'https://openalex.org/W2586756136', 'https://openalex.org/W2749498836', 'https://openalex.org/W2756946152', 'https://openalex.org/W2951176429', 'https://openalex.org/W2962800561', 'https://openalex.org/W2962814609', 'https://openalex.org/W2962956378', 'https://openalex.org/W2963223306', 'https://openalex.org/W2963600562', 'https://openalex.org/W2963713328', 'https://openalex.org/W2963735467', 'https://openalex.org/W3100380967']",Dual Latent Variable Model for Low-Resource Natural Language Generation in Dialogue Systems,1.0
191,SKG,Dia,Improving Multi-turn Dialogue Modelling with Utterance ReWriter,https://openalex.org/W2952855649,2019.0,108.0,"['https://openalex.org/W1591706642', 'https://openalex.org/W2129657639', 'https://openalex.org/W2133564696', 'https://openalex.org/W2139354869', 'https://openalex.org/W2169498276', 'https://openalex.org/W2251035762', 'https://openalex.org/W2252247041', 'https://openalex.org/W2493916176', 'https://openalex.org/W2507756961', 'https://openalex.org/W2514022259', 'https://openalex.org/W2532807140', 'https://openalex.org/W2586847566', 'https://openalex.org/W2606974598', 'https://openalex.org/W2618463334', 'https://openalex.org/W2769196856', 'https://openalex.org/W2788653116', 'https://openalex.org/W2798542795', 'https://openalex.org/W2808991596', 'https://openalex.org/W2885421725', 'https://openalex.org/W2891744372', 'https://openalex.org/W2907042160', 'https://openalex.org/W2921671634', 'https://openalex.org/W2950902819', 'https://openalex.org/W2951008357', 'https://openalex.org/W2962769558', 'https://openalex.org/W2962780935', 'https://openalex.org/W2962883855', 'https://openalex.org/W2962985882', 'https://openalex.org/W2963167649', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963790827', 'https://openalex.org/W2963963856', 'https://openalex.org/W2964042872', 'https://openalex.org/W2964101860', 'https://openalex.org/W2964222246', 'https://openalex.org/W2964308564', 'https://openalex.org/W3022187094', 'https://openalex.org/W3098154224', 'https://openalex.org/W4298141555', 'https://openalex.org/W4385245566']",Improving Multi-turn Dialogue Modelling with Utterance ReWriter,1.0
192,SKG,Dia,Utterance-Unit Annotation for the JSL Dialogue Corpus Toward a Multimodal Approach to Corpus Linguistics,https://openalex.org/W3089264639,2020.0,2.0,"['https://openalex.org/W95890550', 'https://openalex.org/W1498883201', 'https://openalex.org/W1553063564', 'https://openalex.org/W1980298376', 'https://openalex.org/W1980935516', 'https://openalex.org/W1985479696', 'https://openalex.org/W2153190547', 'https://openalex.org/W2495266147']",Utterance-Unit Annotation for the JSL Dialogue Corpus: Toward a Multimodal Approach to Corpus Linguistics,0.9952153110047847
193,SKG,Dia,Improving Limited Labeled Dialogue State Tracking with Self-Supervision,https://openalex.org/W3105480731,2020.0,11.0,"['https://openalex.org/W1522301498', 'https://openalex.org/W1785674045', 'https://openalex.org/W2119015791', 'https://openalex.org/W2154455818', 'https://openalex.org/W2250297846', 'https://openalex.org/W2250539671', 'https://openalex.org/W2251355666', 'https://openalex.org/W2293363371', 'https://openalex.org/W2431080869', 'https://openalex.org/W2438667436', 'https://openalex.org/W2507756961', 'https://openalex.org/W2556468274', 'https://openalex.org/W2606974598', 'https://openalex.org/W2798367796', 'https://openalex.org/W2888882903', 'https://openalex.org/W2889448364', 'https://openalex.org/W2912889105', 'https://openalex.org/W2930865789', 'https://openalex.org/W2945475330', 'https://openalex.org/W2952592807', 'https://openalex.org/W2954492830', 'https://openalex.org/W2962831269', 'https://openalex.org/W2963009325', 'https://openalex.org/W2963243930', 'https://openalex.org/W2963283951', 'https://openalex.org/W2963341956', 'https://openalex.org/W2963435192', 'https://openalex.org/W2963641152', 'https://openalex.org/W2963797754', 'https://openalex.org/W2964006684', 'https://openalex.org/W2964046296', 'https://openalex.org/W2964057895', 'https://openalex.org/W2964101860', 'https://openalex.org/W2964121744', 'https://openalex.org/W2970404807', 'https://openalex.org/W2970529793', 'https://openalex.org/W2972777589', 'https://openalex.org/W2973230427', 'https://openalex.org/W2978426779', 'https://openalex.org/W2979400990', 'https://openalex.org/W2997771882', 'https://openalex.org/W2998228050', 'https://openalex.org/W2998432370', 'https://openalex.org/W3008186200', 'https://openalex.org/W3016625483', 'https://openalex.org/W3034573951', 'https://openalex.org/W3034917899', 'https://openalex.org/W3100110884', 'https://openalex.org/W3119649668', 'https://openalex.org/W3148060700', 'https://openalex.org/W4231665360', 'https://openalex.org/W4288094254']",Improving Limited Labeled Dialogue State Tracking with Self-Supervision,1.0
194,SKG,Dia,Towards Emotion-aided Multi-modal Dialogue Act Classification,https://openalex.org/W3035473672,2020.0,60.0,"['https://openalex.org/W155915536', 'https://openalex.org/W1503312748', 'https://openalex.org/W1517858959', 'https://openalex.org/W1526096287', 'https://openalex.org/W1913627016', 'https://openalex.org/W2004864148', 'https://openalex.org/W2016730668', 'https://openalex.org/W2032254851', 'https://openalex.org/W2038570053', 'https://openalex.org/W2045565604', 'https://openalex.org/W2064675550', 'https://openalex.org/W2079725295', 'https://openalex.org/W2085662862', 'https://openalex.org/W2098689807', 'https://openalex.org/W2098872617', 'https://openalex.org/W2108598243', 'https://openalex.org/W2109020278', 'https://openalex.org/W2110450943', 'https://openalex.org/W2122563357', 'https://openalex.org/W2124141504', 'https://openalex.org/W2128970689', 'https://openalex.org/W2146334809', 'https://openalex.org/W2166637769', 'https://openalex.org/W2194775991', 'https://openalex.org/W2250539671', 'https://openalex.org/W2397375888', 'https://openalex.org/W2556418146', 'https://openalex.org/W2573626026', 'https://openalex.org/W2703895418', 'https://openalex.org/W2739871800', 'https://openalex.org/W2740550900', 'https://openalex.org/W2757599232', 'https://openalex.org/W2772633765', 'https://openalex.org/W2796830519', 'https://openalex.org/W2805005636', 'https://openalex.org/W2809286861', 'https://openalex.org/W2883409523', 'https://openalex.org/W2917937435', 'https://openalex.org/W2918189006', 'https://openalex.org/W2931751229', 'https://openalex.org/W2962796276', 'https://openalex.org/W2963349408', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963686995', 'https://openalex.org/W2963765493', 'https://openalex.org/W2964089584', 'https://openalex.org/W2971770322', 'https://openalex.org/W2978127603', 'https://openalex.org/W3100146208', 'https://openalex.org/W3163340360', 'https://openalex.org/W4239031955', 'https://openalex.org/W4239072543', 'https://openalex.org/W4385245566']",Towards Emotion-aided Multi-modal Dialogue Act Classification,1.0
195,SKG,Dia,Probing Task-Oriented Dialogue Representation from Language Models,https://openalex.org/W3100532709,2020.0,20.0,"['https://openalex.org/W1546503963', 'https://openalex.org/W2150593711', 'https://openalex.org/W2162833336', 'https://openalex.org/W2515741950', 'https://openalex.org/W2593864460', 'https://openalex.org/W2624448691', 'https://openalex.org/W2886305736', 'https://openalex.org/W2891732163', 'https://openalex.org/W2896457183', 'https://openalex.org/W2908510526', 'https://openalex.org/W2914204778', 'https://openalex.org/W2945475330', 'https://openalex.org/W2946359678', 'https://openalex.org/W2962776659', 'https://openalex.org/W2963341956', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963797754', 'https://openalex.org/W2963844597', 'https://openalex.org/W2964006684', 'https://openalex.org/W2965373594', 'https://openalex.org/W2978017171', 'https://openalex.org/W2980282514', 'https://openalex.org/W2986193249', 'https://openalex.org/W2988647680', 'https://openalex.org/W2988937804', 'https://openalex.org/W2996428491', 'https://openalex.org/W3013571468', 'https://openalex.org/W3016625483', 'https://openalex.org/W3035305735', 'https://openalex.org/W3035451444', 'https://openalex.org/W3037026762', 'https://openalex.org/W3099668342', 'https://openalex.org/W3100110884', 'https://openalex.org/W3100128199', 'https://openalex.org/W3104078590', 'https://openalex.org/W4287824654', 'https://openalex.org/W4288624561', 'https://openalex.org/W4299585995', 'https://openalex.org/W4300672471', 'https://openalex.org/W4385245566']",Probing Task-Oriented Dialogue Representation from Language Models,1.0
196,SKG,Dia,Dialogue Generation on Infrequent Sentence Functions via Structured Meta-Learning,https://openalex.org/W3098314733,2020.0,3.0,"['https://openalex.org/W1743832209', 'https://openalex.org/W1902237438', 'https://openalex.org/W1985660488', 'https://openalex.org/W2039585592', 'https://openalex.org/W2064675550', 'https://openalex.org/W2095705004', 'https://openalex.org/W2101105183', 'https://openalex.org/W2130942839', 'https://openalex.org/W2328886022', 'https://openalex.org/W2507756961', 'https://openalex.org/W2521114121', 'https://openalex.org/W2604763608', 'https://openalex.org/W2799037524', 'https://openalex.org/W2804552794', 'https://openalex.org/W2888541716', 'https://openalex.org/W2945978556', 'https://openalex.org/W2946757877', 'https://openalex.org/W2949747155', 'https://openalex.org/W2951980657', 'https://openalex.org/W2952420867', 'https://openalex.org/W2962717182', 'https://openalex.org/W2962788902', 'https://openalex.org/W2962796276', 'https://openalex.org/W2963035145', 'https://openalex.org/W2963206148', 'https://openalex.org/W2963825865', 'https://openalex.org/W2963903950', 'https://openalex.org/W2964588180', 'https://openalex.org/W4297813345']",Dialogue Generation on Infrequent Sentence Functions via Structured Meta-Learning,1.0
197,SKG,Dia,Movie-DiC a Movie Dialogue Corpus for Research and Development,https://openalex.org/W2250895046,2012.0,86.0,"['https://openalex.org/W81773097', 'https://openalex.org/W120790241', 'https://openalex.org/W235355784', 'https://openalex.org/W264301034', 'https://openalex.org/W571009318', 'https://openalex.org/W966700856', 'https://openalex.org/W2006969979', 'https://openalex.org/W2025265669', 'https://openalex.org/W2094383466', 'https://openalex.org/W2109042199', 'https://openalex.org/W2160458012', 'https://openalex.org/W2161466446']",Movie-DiC: a Movie Dialogue Corpus for Research and Development,0.992
198,SKG,Dia,Discriminative Deep Dyna-Q Robust Planning for Dialogue Policy Learning,https://openalex.org/W2889186204,2018.0,74.0,"['https://openalex.org/W1491843047', 'https://openalex.org/W1948566616', 'https://openalex.org/W1975244201', 'https://openalex.org/W2062175565', 'https://openalex.org/W2109038907', 'https://openalex.org/W2117989772', 'https://openalex.org/W2145339207', 'https://openalex.org/W2290354866', 'https://openalex.org/W2295072214', 'https://openalex.org/W2412899141', 'https://openalex.org/W2417401578', 'https://openalex.org/W2473329891', 'https://openalex.org/W2507592741', 'https://openalex.org/W2567374473', 'https://openalex.org/W2571927164', 'https://openalex.org/W2594726847', 'https://openalex.org/W2765111838', 'https://openalex.org/W2783543950', 'https://openalex.org/W2949252816', 'https://openalex.org/W2950471160', 'https://openalex.org/W2962776342', 'https://openalex.org/W2962996309', 'https://openalex.org/W2963043030', 'https://openalex.org/W2963068985', 'https://openalex.org/W2963140401', 'https://openalex.org/W2963797754', 'https://openalex.org/W2964077562', 'https://openalex.org/W2964080167', 'https://openalex.org/W2964101860', 'https://openalex.org/W2964210218', 'https://openalex.org/W3021208093', 'https://openalex.org/W3104546989', 'https://openalex.org/W4293396018', 'https://openalex.org/W4295249402']",Discriminative Deep Dyna-Q: Robust Planning for Dialogue Policy Learning,0.993006993006993
199,SKG,Dia,A Hierarchical Neural Model for Learning Sequences of Dialogue Acts,https://openalex.org/W2741675028,2017.0,32.0,"['https://openalex.org/W77001256', 'https://openalex.org/W1482132414', 'https://openalex.org/W1526096287', 'https://openalex.org/W1612268991', 'https://openalex.org/W1810943226', 'https://openalex.org/W1902237438', 'https://openalex.org/W1911976934', 'https://openalex.org/W1934019294', 'https://openalex.org/W2003458432', 'https://openalex.org/W2006969979', 'https://openalex.org/W2024213584', 'https://openalex.org/W2064675550', 'https://openalex.org/W2095705004', 'https://openalex.org/W2106226466', 'https://openalex.org/W2128970689', 'https://openalex.org/W2130942839', 'https://openalex.org/W2133564696', 'https://openalex.org/W2142416747', 'https://openalex.org/W2146502635', 'https://openalex.org/W2176263492', 'https://openalex.org/W2193413348', 'https://openalex.org/W2312383716', 'https://openalex.org/W2401527985', 'https://openalex.org/W2949640717', 'https://openalex.org/W2964139507', 'https://openalex.org/W2964308564']",A Hierarchical Neural Model for Learning Sequences of Dialogue Acts,1.0
200,SKG,Dia,AirDialogue An Environment for Goal-Oriented Dialogue Research,https://openalex.org/W2891704263,2018.0,49.0,"['https://openalex.org/W1591706642', 'https://openalex.org/W1604513301', 'https://openalex.org/W1993378086', 'https://openalex.org/W2001771035', 'https://openalex.org/W2117989772', 'https://openalex.org/W2119717200', 'https://openalex.org/W2130942839', 'https://openalex.org/W2132997613', 'https://openalex.org/W2157331557', 'https://openalex.org/W2160458012', 'https://openalex.org/W2251058040', 'https://openalex.org/W2418993857', 'https://openalex.org/W2507756961', 'https://openalex.org/W2571927164', 'https://openalex.org/W2586847566', 'https://openalex.org/W2604698497', 'https://openalex.org/W2749436976', 'https://openalex.org/W2772001136', 'https://openalex.org/W2835434549', 'https://openalex.org/W2949252816', 'https://openalex.org/W2950902819', 'https://openalex.org/W2962707484', 'https://openalex.org/W2962852262', 'https://openalex.org/W2963167310', 'https://openalex.org/W2963206148', 'https://openalex.org/W2963217826', 'https://openalex.org/W2963324947', 'https://openalex.org/W2963491014', 'https://openalex.org/W2963797754', 'https://openalex.org/W2963963856', 'https://openalex.org/W2964210218', 'https://openalex.org/W4295249402']",AirDialogue: An Environment for Goal-Oriented Dialogue Research,0.992
201,SKG,Dia,Don’t Say That! Making Inconsistent Dialogue Unlikely with Unlikelihood Training,https://openalex.org/W3035068109,2020.0,120.0,"['https://openalex.org/W1840435438', 'https://openalex.org/W2741986794', 'https://openalex.org/W2898875342', 'https://openalex.org/W2913443447', 'https://openalex.org/W2916772188', 'https://openalex.org/W2938704169', 'https://openalex.org/W2946609015', 'https://openalex.org/W2950681488', 'https://openalex.org/W2955315729', 'https://openalex.org/W2962788902', 'https://openalex.org/W2962805889', 'https://openalex.org/W2962974452', 'https://openalex.org/W2962989446', 'https://openalex.org/W2963149412', 'https://openalex.org/W2963403868', 'https://openalex.org/W2963475460', 'https://openalex.org/W2963531095', 'https://openalex.org/W2963825865', 'https://openalex.org/W2963846996', 'https://openalex.org/W2968297680', 'https://openalex.org/W2969574947', 'https://openalex.org/W2970453125', 'https://openalex.org/W2970476646', 'https://openalex.org/W2971883198', 'https://openalex.org/W2995404354', 'https://openalex.org/W2996287690', 'https://openalex.org/W2997012196', 'https://openalex.org/W3034999214', 'https://openalex.org/W3035239386', 'https://openalex.org/W4288113479', 'https://openalex.org/W4385245566']",Don’t Say That! Making Inconsistent Dialogue Unlikely with Unlikelihood Training,1.0
202,SKG,Dia,A Network-based End-to-End Trainable Task-oriented Dialogue System,https://openalex.org/W2963797754,2017.0,792.0,"['https://openalex.org/W179875071', 'https://openalex.org/W225404700', 'https://openalex.org/W1485981043', 'https://openalex.org/W1544827683', 'https://openalex.org/W1591706642', 'https://openalex.org/W1832693441', 'https://openalex.org/W1932421248', 'https://openalex.org/W1947758080', 'https://openalex.org/W1948566616', 'https://openalex.org/W1969152782', 'https://openalex.org/W1975244201', 'https://openalex.org/W1987326241', 'https://openalex.org/W2024632416', 'https://openalex.org/W2064675550', 'https://openalex.org/W2101105183', 'https://openalex.org/W2115090890', 'https://openalex.org/W2115101920', 'https://openalex.org/W2120615054', 'https://openalex.org/W2130942839', 'https://openalex.org/W2133564696', 'https://openalex.org/W2157331557', 'https://openalex.org/W2187089797', 'https://openalex.org/W2220374841', 'https://openalex.org/W2250297846', 'https://openalex.org/W2252136820', 'https://openalex.org/W2291723583', 'https://openalex.org/W2294684023', 'https://openalex.org/W2295953541', 'https://openalex.org/W2296712013', 'https://openalex.org/W2507756961', 'https://openalex.org/W2807142242', 'https://openalex.org/W2949615363', 'https://openalex.org/W2951008357', 'https://openalex.org/W2963064439', 'https://openalex.org/W2963206148', 'https://openalex.org/W2963295373', 'https://openalex.org/W2963788376', 'https://openalex.org/W2963963856', 'https://openalex.org/W2964101860', 'https://openalex.org/W2964308564', 'https://openalex.org/W2964325845']",A Network-based End-to-End Trainable Task-oriented Dialogue System,1.0
