topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights
MT2022_2025,W4392757206,208,auto,Glutamate,toxicity,in a neuronal,Glutamate toxicity in a neuronal,0.57646704
MT2022_2025,W4392757206,209,auto,Sci.,USA,89 1992,Sci. USA 89 1992,0.65188783
MT2022_2025,W4392757206,210,auto,A,role,for 12 -,A role for 12 -,0.65433794
MT2022_2025,W4392757206,212,auto,Med,Chem,1 2001 Cellular,Med Chem 1 2001 Cellular,0.6752459
MT2022_2025,W4392757206,213,auto,Mechanisms,of,oxidative glutamate toxicity,Mechanisms of oxidative glutamate toxicity,0.56294036
MT2022_2025,W4392757206,215,auto,Drug,Targets,9 2010 Identification,Drug Targets 9 2010 Identification,0.6932342
MT2022_2025,W4392757206,216,auto,Synthetic,lethal,screening identifies compounds,Synthetic lethal screening identifies compounds,0.705874
MT2022_2025,W4392757206,218,auto,Glutathione,peroxidase,4 senses and,Glutathione peroxidase 4 senses and,0.72715163
MT2022_2025,W4392757206,220,auto,Sci.,USA,113 4975 2016,Sci. USA 113 4975 2016,0.5765487
MT2022_2025,W4392757206,221,auto,Global,survey,of cell death,Global survey of cell death,0.7273273
MT2022_2025,W4392757206,222,auto,Biol,12,2016 ACSL4 dictates,Biol 12 2016 ACSL4 dictates,0.5809269
MT2022_2025,W4392757206,224,auto,Intercellular,interaction,dictates cancer cell,Intercellular interaction dictates cancer cell,0.7332927
MT2022_2025,W4392757206,225,auto,The,CoQ,oxidoreductase FSP1 acts,The CoQ oxidoreductase FSP1 acts,0.623844
MT2022_2025,W4392757206,226,auto,Biol,16,2020 Plasticity of,Biol 16 2020 Plasticity of,0.50617886
MT2022_2025,W4392757206,227,auto,A,non-canonical,vitamin K cycle,A non-canonical vitamin K cycle,0.68076324
MT2022_2025,W4392757206,228,auto,Phase,separation,of FSP1 promotes,Phase separation of FSP1 promotes,0.6934424
MT2022_2025,W4392757206,229,auto,Human,hematopoietic,stem cell vulnerability,Human hematopoietic stem cell vulnerability,0.6774778
MT2022_2025,W4392757206,230,auto,Targeting,ferroptosis,as a vulnerability,Targeting ferroptosis as a vulnerability,0.6690607
MT2022_2025,W4392757206,231,auto,Targeting,ferroptosis,opens new avenues,Targeting ferroptosis opens new avenues,0.64910966
MT2022_2025,W4392757206,232,auto,Target,Ther,8 372 2023,Target Ther 8 372 2023,0.6729614
MT2022_2025,W4392757206,233,auto,The,autoxidation,of arachidonic acid,The autoxidation of arachidonic acid,0.67647475
MT2022_2025,W4392757206,234,auto,Res,Commun,89 1979,Res Commun 89 1979,0.6691574
MT2022_2025,W4392757206,235,auto,Polyunsaturated,fatty,"acids , Part","Polyunsaturated fatty acids , Part",0.572246
MT2022_2025,W4392757206,236,auto,Polyunsaturated,fatty,"acids , Part","Polyunsaturated fatty acids , Part",0.572246
MT2022_2025,W4392757206,237,auto,Oxidized,arachidonic,and adrenic PEs,Oxidized arachidonic and adrenic PEs,0.78225344
MT2022_2025,W4392757206,238,auto,Biol,13,2017 Human Haploid,Biol 13 2017 Human Haploid,0.50375444
MT2022_2025,W4392757206,239,auto,Biol,10,2015 Peroxisome -,Biol 10 2015 Peroxisome -,0.61172247
MT2022_2025,W4392757206,240,auto,Resolving,the,Role of Lipoxygenases,Resolving the Role of Lipoxygenases,0.6480646
MT2022_2025,W4392757206,241,auto,Biol,16,2020 PEBP1 Wardens,Biol 16 2020 PEBP1 Wardens,0.5067392
MT2022_2025,W4392757206,242,auto,Total,Environ,872 162089 2023,Total Environ 872 162089 2023,0.46533978
MT2022_2025,W4392757206,243,auto,Mitochondrial,DNA,stress triggers autophagy,Mitochondrial DNA stress triggers autophagy,0.62819326
MT2022_2025,W4392757206,244,auto,Lipid,peroxidation,in cell death,Lipid peroxidation in cell death,0.76055485
MT2022_2025,W4392757206,246,auto,Res,Commun,482 2017 2nd,Res Commun 482 2017 2nd,0.63477904
MT2022_2025,W4392757206,247,auto,The,isoprostanes,- 25 years,The isoprostanes - 25 years,0.524853
MT2022_2025,W4392757206,249,auto,The,chemical,basis of ferroptosis,The chemical basis of ferroptosis,0.5700149
MT2022_2025,W4392757206,251,auto,Iron,homeostasis,N C Andrews,Iron homeostasis N C Andrews,0.77882886
MT2022_2025,W4392757206,252,auto,The,molecular,mechanisms of the,The molecular mechanisms of the,0.70527345
MT2022_2025,W4392757206,254,auto,Transferrin,receptor,is a specific,Transferrin receptor is a specific,0.7253932
MT2022_2025,W4392757206,255,auto,A,promising,new approach to,A promising new approach to,0.63854563
MT2022_2025,W4392757206,256,auto,Cancer,Biol,53 2018 Ferroptosis,Cancer Biol 53 2018 Ferroptosis,0.587415
MT2022_2025,W4392757206,257,auto,The,iron,exporter ferroportin /,The iron exporter ferroportin /,0.6900172
MT2022_2025,W4392757206,258,auto,Cells,9,1505 2020 Mechanisms,Cells 9 1505 2020 Mechanisms,0.65429395
MT2022_2025,W4392757206,260,auto,Molecular,cell,biology 2023 A,Molecular cell biology 2023 A,0.70892817
MT2022_2025,W4392757206,261,auto,Rep,8,211 2018 Mitoferrin,Rep 8 211 2018 Mitoferrin,0.650023
MT2022_2025,W4392757206,262,auto,The,balancing,act of NEET,The balancing act of NEET,0.6823972
MT2022_2025,W4392757206,264,auto,Acta,Mol.,Cell Res 1867,Acta Mol. Cell Res 1867,0.6389728
MT2022_2025,W4392757206,265,auto,Structure,-,function analysis of,Structure - function analysis of,0.6324975
MT2022_2025,W4392757206,267,auto,Acta,1853,2015 CISD1 inhibits,Acta 1853 2015 CISD1 inhibits,0.64835584
MT2022_2025,W4392757206,269,auto,Res,Commun,478 2016 Redox,Res Commun 478 2016 Redox,0.66946274
MT2022_2025,W4392757206,270,auto,Sci.,USA,Natl Acad.,Sci. USA Natl Acad.,0.5269279
MT2022_2025,W4392757206,271,auto,Sci.,USA,19924-19929 ( 2019,Sci. USA 19924-19929 ( 2019,0.6484333
MT2022_2025,W4392757206,272,auto,Hedyotis,diffusa,injection induces ferroptosis,Hedyotis diffusa injection induces ferroptosis,0.60839003
MT2022_2025,W4392757206,273,auto,2022,Hypoxia,"inhibits ferritinophagy ,","2022 Hypoxia inhibits ferritinophagy ,",0.7205944
MT2022_2025,W4392757206,274,auto,The,protective,role of mitochondrial,The protective role of mitochondrial,0.6715674
MT2022_2025,W4392757206,275,auto,Aging,Neurosci,8 308 2016,Aging Neurosci 8 308 2016,0.6760768
MT2022_2025,W4392757206,277,auto,Res,200,2022 RNA silencing,Res 200 2022 RNA silencing,0.5698689
MT2022_2025,W4392757206,278,auto,The,mitochondrial,iron transporter ABCB7,The mitochondrial iron transporter ABCB7,0.6190891
MT2022_2025,W4392757206,280,auto,Sci.,USA,109 2012 Augmenter,Sci. USA 109 2012 Augmenter,0.6540201
MT2022_2025,W4392757206,281,auto,Reduction,in,mitochondrial iron alleviates,Reduction in mitochondrial iron alleviates,0.50272334
MT2022_2025,W4392757206,282,auto,Invest,124,2014 Induction of,Invest 124 2014 Induction of,0.5741014
MT2022_2025,W4392757206,283,auto,Chem,264,1989 Cystine transporter,Chem 264 1989 Cystine transporter,0.6393906
MT2022_2025,W4392757206,284,auto,Cell,Biol,22 2020 Regulation,Cell Biol 22 2020 Regulation,0.61869603
MT2022_2025,W4392757206,285,auto,Molecular,basis,for redox control,Molecular basis for redox control,0.70649594
MT2022_2025,W4392757206,286,auto,Med,152,2020 Ferroptosis :,Med 152 2020 Ferroptosis :,0.63233876
MT2022_2025,W4392757206,287,auto,Free,Radic,T M Seibt,Free Radic T M Seibt,0.6262437
MT2022_2025,W4392757206,288,auto,Med,133,2019 GPX4 at,Med 133 2019 GPX4 at,0.55279255
MT2022_2025,W4392757206,290,auto,Acta,1830,2013 Crystal structure,Acta 1830 2013 Crystal structure,0.6539753
MT2022_2025,W4392757206,291,auto,Acta,Mol.,Cell Biol .,Acta Mol. Cell Biol .,0.7916884
MT2022_2025,W4392757206,292,auto,Lipids,1863,2018 Selenium utilization,Lipids 1863 2018 Selenium utilization,0.5867142
MT2022_2025,W4392757206,293,auto,cDNA,cloning,and identification of,cDNA cloning and identification of,0.7899593
MT2022_2025,W4392757206,294,auto,Chem,270,1995 Testis -,Chem 270 1995 Testis -,0.6742265
MT2022_2025,W4392757206,296,auto,Distinct,promoters,determine alternative transcription,Distinct promoters determine alternative transcription,0.8132449
MT2022_2025,W4392757206,297,auto,Chem,278,2003 Identification of,Chem 278 2003 Identification of,0.636986
MT2022_2025,W4392757206,298,auto,Short,form,glutathione peroxidase 4,Short form glutathione peroxidase 4,0.67237806
MT2022_2025,W4392757206,300,auto,The,selenoprotein,GPX4 is essential,The selenoprotein GPX4 is essential,0.68335944
MT2022_2025,W4392757206,301,auto,Free,Radic,L J Yant,Free Radic L J Yant,0.6526539
MT2022_2025,W4392757206,302,auto,The,nuclear,form of phospholipid,The nuclear form of phospholipid,0.71579695
MT2022_2025,W4392757206,303,auto,Cell,Biol,25 2005 DHODH,Cell Biol 25 2005 DHODH,0.65349936
MT2022_2025,W4392757206,304,auto,Biol,14,2018 Necroptosis and,Biol 14 2018 Necroptosis and,0.48998213
MT2022_2025,W4392757206,305,auto,Life,Sci,74 2017 HSPA5,Life Sci 74 2017 HSPA5,0.65085405
MT2022_2025,W4392757206,306,auto,The,anti-ferroptotic,role of FSP1,The anti-ferroptotic role of FSP1,0.6423905
MT2022_2025,W4392757206,307,auto,Exogenous,monounsaturated,fatty acids promote,Exogenous monounsaturated fatty acids promote,0.738627
MT2022_2025,W4392757206,308,auto,Biol,26,429 2019 Stearoyl,Biol 26 429 2019 Stearoyl,0.5861625
MT2022_2025,W4392757206,309,auto,Res.,Commun,522 2020 Ferroptotic,Res. Commun 522 2020 Ferroptotic,0.64317554
MT2022_2025,W4392757206,310,auto,Res.,Commun,523 2020,Res. Commun 523 2020,0.64741296
MT2022_2025,W4392757206,311,auto,Rapid,evolutionary,innovation during an,Rapid evolutionary innovation during an,0.7399452
MT2022_2025,W4392757206,312,auto,An,African,- specific polymorphism,An African - specific polymorphism,0.67309
MT2022_2025,W4392757206,314,auto,Sci.,USA,Natl Acad.,Sci. USA Natl Acad.,0.5269279
MT2022_2025,W4392757206,315,auto,Sci.,USA,2019 116 BAP1,Sci. USA 2019 116 BAP1,0.63814306
MT2022_2025,W4392757206,316,auto,Germline,mutations,in FH predispose,Germline mutations in FH predispose,0.7229005
MT2022_2025,W4392757206,318,auto,Missense,mutations,in fumarate hydratase,Missense mutations in fumarate hydratase,0.7017553
MT2022_2025,W4392757206,320,auto,Germline,fumarate,hydratase mutations and,Germline fumarate hydratase mutations and,0.72160774
MT2022_2025,W4392757206,321,auto,Dermatol,52,2005 Role of,Dermatol 52 2005 Role of,0.50286037
MT2022_2025,W4392757206,322,auto,Comprehensive,genomic,characterization of squamous,Comprehensive genomic characterization of squamous,0.7188211
MT2022_2025,W4392757206,323,auto,Oncol,17,2022 Keap1 loss,Oncol 17 2022 Keap1 loss,0.5151233
MT2022_2025,W4392757206,324,auto,A,targetable,CoQ - FSP1,A targetable CoQ - FSP1,0.7053394
MT2022_2025,W4392757206,325,auto,Human,gene,essentiality I Bartha,Human gene essentiality I Bartha,0.60427004
MT2022_2025,W4392757206,326,auto,Amino,acid,transporter SLC7A11 /xCT,Amino acid transporter SLC7A11 /xCT,0.6529138
MT2022_2025,W4392757206,327,auto,Cystine,transporter,SLC7A 11 /xCT,Cystine transporter SLC7A 11 /xCT,0.7254001
MT2022_2025,W4392757206,328,auto,Suppression,of,the SLC7A11 /,Suppression of the SLC7A11 /,0.49986804
MT2022_2025,W4392757206,329,auto,Invest,130,2020 Glutathione and,Invest 130 2020 Glutathione and,0.55414605
MT2022_2025,W4392757206,330,auto,Soc.,Rev,50 2021,Soc. Rev 50 2021,0.64275193
MT2022_2025,W4392757206,331,auto,Glutathione,protects,metastatic melanoma cells,Glutathione protects metastatic melanoma cells,0.65694255
MT2022_2025,W4392757206,332,auto,A,self,- amplified ferroptosis,A self - amplified ferroptosis,0.62537336
MT2022_2025,W4392757206,333,auto,Rel,357,2023 WIPI2 enhances,Rel 357 2023 WIPI2 enhances,0.57364976
MT2022_2025,W4392757206,334,auto,Oncol,13,1146617 2023,Oncol 13 1146617 2023,0.61708784
MT2022_2025,W4392757206,335,auto,Hypersensitivity,to,ferroptosis in chromophobe,Hypersensitivity to ferroptosis in chromophobe,0.56565183
MT2022_2025,W4392757206,337,auto,Sci.,USA,119 2122840119 2022,Sci. USA 119 2122840119 2022,0.629259
MT2022_2025,W4392757206,338,auto,Drug,-,tolerant persister cancer,Drug - tolerant persister cancer,0.5848835
MT2022_2025,W4392757206,339,auto,A,potently,inhibits GPX4 activity,A potently inhibits GPX4 activity,0.6883961
MT2022_2025,W4392757206,341,auto,Biol,17,2021 iPLA2 β,Biol 17 2021 iPLA2 β,0.55655193
MT2022_2025,W4392757206,342,auto,The,Lipogenic,Regulator SREBP2 induces,The Lipogenic Regulator SREBP2 induces,0.71082467
MT2022_2025,W4392757206,343,auto,Oncol,15,72 2022,Oncol 15 72 2022,0.5620476
MT2022_2025,W4392757206,344,auto,Cancer,cells,evade ferroptosis :,Cancer cells evade ferroptosis :,0.6258826
MT2022_2025,W4392757206,345,auto,Target,Ther,8 336 2023,Target Ther 8 336 2023,0.6935764
MT2022_2025,W4392757206,346,auto,The,frequency,of Ras Mutations,The frequency of Ras Mutations,0.69129616
MT2022_2025,W4392757206,347,auto,Oncogene,-,selective sensitivity to,Oncogene - selective sensitivity to,0.61563885
MT2022_2025,W4392757206,348,auto,Commun,13,4327 2022 Elevated,Commun 13 4327 2022 Elevated,0.56688535
MT2022_2025,W4392757206,349,auto,The,effects,of NRF2 modulation,The effects of NRF2 modulation,0.6311306
MT2022_2025,W4392757206,351,auto,The,synthetic,triterpenoids CDDO -,The synthetic triterpenoids CDDO -,0.65252954
MT2022_2025,W4392757206,352,auto,Oxidative,stress,sensor Keap1 functions,Oxidative stress sensor Keap1 functions,0.7143765
MT2022_2025,W4392757206,353,auto,Cell,Biol,24 2004 PRMT5,Cell Biol 24 2004 PRMT5,0.5998853
MT2022_2025,W4392757206,354,auto,Cancer,11,6890 2023,Cancer 11 6890 2023,0.6056124
MT2022_2025,W4392757206,355,auto,Activation,of,the p62 -,Activation of the p62 -,0.59331024
MT2022_2025,W4392757206,356,auto,Overcoming,the,compensatory elevation of,Overcoming the compensatory elevation of,0.7036647
MT2022_2025,W4392757206,357,auto,Sci.,USA,117 2020 mTOR,Sci. USA 117 2020 mTOR,0.64437366
MT2022_2025,W4392757206,358,auto,Inhibiting,SCD,expression by IGF1R,Inhibiting SCD expression by IGF1R,0.6104545
MT2022_2025,W4392757206,359,auto,Hypoxia,",",DNA repair and,"Hypoxia , DNA repair and",0.5818204
MT2022_2025,W4392757206,360,auto,Hypoxia,-,mediated drug resistance,Hypoxia - mediated drug resistance,0.5444805
MT2022_2025,W4392757206,361,auto,Updat,14,2011 sibling rivals,Updat 14 2011 sibling rivals,0.5150253
MT2022_2025,W4392757206,362,auto,Hypoxic,microenvironment,in cancer :,Hypoxic microenvironment in cancer :,0.6485948
MT2022_2025,W4392757206,363,auto,Target,Ther,8 70 2023,Target Ther 8 70 2023,0.67556983
MT2022_2025,W4392757206,364,auto,Cancer,Res,42 6 2023,Cancer Res 42 6 2023,0.5640258
MT2022_2025,W4392757206,365,auto,Invest,131,143691 2021 A,Invest 131 143691 2021 A,0.6115923
MT2022_2025,W4392757206,366,auto,New,insights,into the mechanisms,New insights into the mechanisms,0.72454107
MT2022_2025,W4392757206,367,auto,Rev.,Mol.,Cell Biol 20,Rev. Mol. Cell Biol 20,0.7468128
MT2022_2025,W4392757206,368,auto,Identification,of,the tumour transition,Identification of the tumour transition,0.5656742
MT2022_2025,W4392757206,369,auto,Together,we,"stand , apart","Together we stand , apart",0.60690516
MT2022_2025,W4392757206,370,auto,Chem,12,2020 HDAC inhibition,Chem 12 2020 HDAC inhibition,0.55158883
MT2022_2025,W4392757206,371,auto,Mitochondrial,pyruvate,carrier 1 regulates,Mitochondrial pyruvate carrier 1 regulates,0.6234432
MT2022_2025,W4392757206,373,auto,Sci.,USA,120 2219585120 2023,Sci. USA 120 2219585120 2023,0.6539285
MT2022_2025,W4392757206,374,auto,Drugging,p53,in cancer :,Drugging p53 in cancer :,0.6440208
MT2022_2025,W4392757206,375,auto,Serine,starvation,induces stress and,Serine starvation induces stress and,0.8121427
MT2022_2025,W4392757206,376,auto,The,tumor,suppressor p53 limits,The tumor suppressor p53 limits,0.6422296
MT2022_2025,W4392757206,377,auto,Regulation,of,ferroptosis in cancer,Regulation of ferroptosis in cancer,0.5691036
MT2022_2025,W4392757206,378,auto,Target,Ther,8 302 2023,Target Ther 8 302 2023,0.6860993
MT2022_2025,W4392757206,379,auto,Endogenous,glutamate,determines ferroptosis sensitivity,Endogenous glutamate determines ferroptosis sensitivity,0.7034937
MT2022_2025,W4392757206,380,auto,The,Hippo,pathway effector TAZ,The Hippo pathway effector TAZ,0.7538909
MT2022_2025,W4392757206,381,auto,Cancer,Biol,66 2020 Quantitative,Cancer Biol 66 2020 Quantitative,0.6914937
MT2022_2025,W4392757206,382,auto,Lipid,storage,and lipophagy regulates,Lipid storage and lipophagy regulates,0.6379132
MT2022_2025,W4392757206,384,auto,Res,Commun,508 2019,Res Commun 508 2019,0.68029684
MT2022_2025,W4392757206,385,auto,The,small,GTPase Rab7 as,The small GTPase Rab7 as,0.6080697
MT2022_2025,W4392757206,386,auto,Heme,oxygenase,- 1 mediates,Heme oxygenase - 1 mediates,0.70812184
MT2022_2025,W4392757206,387,auto,Myoferlin,targeting,triggers mitophagy and,Myoferlin targeting triggers mitophagy and,0.669216
MT2022_2025,W4392757206,388,auto,The,coming,of age of,The coming of age of,0.70141226
MT2022_2025,W4392757206,389,auto,Chaperone,-,mediated autophagy is,Chaperone - mediated autophagy is,0.57239115
MT2022_2025,W4392757206,390,auto,Sci.,USA,Natl Acad.,Sci. USA Natl Acad.,0.5269279
MT2022_2025,W4392757206,391,auto,Sci.,USA,2019 116 Creatine,Sci. USA 2019 116 Creatine,0.6281602
MT2022_2025,W4392757206,393,auto,Res,Commun,436 2013 RNA,Res Commun 436 2013 RNA,0.6354951
MT2022_2025,W4392757206,394,auto,Rev,38,2017 Cardiac mitochondria,Rev 38 2017 Cardiac mitochondria,0.5602312
MT2022_2025,W4392757206,395,auto,Commun,9,545 2018,Commun 9 545 2018,0.55968964
MT2022_2025,W4392757206,396,auto,Regulation,of,cell survival and,Regulation of cell survival and,0.58779794
MT2022_2025,W4392757206,397,auto,Diverse,compounds,from pleuromutilin lead,Diverse compounds from pleuromutilin lead,0.6552216
MT2022_2025,W4392757206,398,auto,Chem,11,2019 Energy -,Chem 11 2019 Energy -,0.6081272
MT2022_2025,W4392757206,399,auto,Target,Ther,5 187 2020,Target Ther 5 187 2020,0.670824
MT2022_2025,W4392757206,400,auto,High,-,fat diet impairs,High - fat diet impairs,0.60799944
MT2022_2025,W4392757206,401,auto,Direct,16,10 2021,Direct 16 10 2021,0.62339175
MT2022_2025,W4392757206,402,auto,Dysregulated,cholesterol,homeostasis results in,Dysregulated cholesterol homeostasis results in,0.6434284
MT2022_2025,W4392757206,403,auto,Obesity,-,dependent adipokine chemerin,Obesity - dependent adipokine chemerin,0.53289676
MT2022_2025,W4392757206,404,auto,Targeting,glutamine,metabolism as a,Targeting glutamine metabolism as a,0.6123237
MT2022_2025,W4392757206,405,auto,Intermittent,dietary,methionine deprivation facilitates,Intermittent dietary methionine deprivation facilitates,0.68235004
MT2022_2025,W4392757206,407,auto,Kynurenine,importation,by SLC7A11 propagates,Kynurenine importation by SLC7A11 propagates,0.5936595
MT2022_2025,W4392757206,409,auto,Epigenetic,modulation,of antitumor immunity,Epigenetic modulation of antitumor immunity,0.6879801
MT2022_2025,W4392757206,410,auto,Res,9,2021 Immunogenic cell,Res 9 2021 Immunogenic cell,0.6608956
MT2022_2025,W4392757206,411,auto,Bull,68,2023 Mitochondrial -,Bull 68 2023 Mitochondrial -,0.6260928
MT2022_2025,W4392757206,412,auto,Commun,11,3637 2020,Commun 11 3637 2020,0.653373
MT2022_2025,W4392757206,413,auto,Iron,-,based nanoscale coordination,Iron - based nanoscale coordination,0.5398861
MT2022_2025,W4392757206,414,auto,Oxygenated,phosphatidylethanolamine,navigates phagocytosis of,Oxygenated phosphatidylethanolamine navigates phagocytosis of,0.70581824
MT2022_2025,W4392757206,415,auto,Cancer,8,1369 2020,Cancer 8 1369 2020,0.5743798
MT2022_2025,W4392757206,416,auto,High,-,mobility group box,High - mobility group box,0.6234783
MT2022_2025,W4392757206,417,auto,Rev,280,2017 Inhibition of,Rev 280 2017 Inhibition of,0.5342999
MT2022_2025,W4392757206,418,auto,Enhanced,natural,killer cell anti-tumor,Enhanced natural killer cell anti-tumor,0.7306252
MT2022_2025,W4392757206,419,auto,The,tumor,microenvironment innately modulates,The tumor microenvironment innately modulates,0.65934306
MT2022_2025,W4392757206,420,auto,Oncol,15,135 2022 ANO1,Oncol 15 135 2022 ANO1,0.5508718
MT2022_2025,W4392757206,421,auto,Damage,-,associated molecular patterns,Damage - associated molecular patterns,0.5616121
MT2022_2025,W4392757206,422,auto,Commun,11,6339 2020,Commun 11 6339 2020,0.66927123
MT2022_2025,W4392757206,423,auto,Oxidized,mitochondrial,DNA sensing by,Oxidized mitochondrial DNA sensing by,0.5885759
MT2022_2025,W4392757206,425,auto,Autophagy,-,dependent ferroptosis drives,Autophagy - dependent ferroptosis drives,0.4925486
MT2022_2025,W4392757206,426,auto,A,physiological,function for ferroptosis,A physiological function for ferroptosis,0.61572623
MT2022_2025,W4392757206,427,auto,T,cells,and fatty acids,T cells and fatty acids,0.60480493
MT2022_2025,W4392757206,428,auto,Target,Ther,7 128 2022,Target Ther 7 128 2022,0.7004085
MT2022_2025,W4392757206,429,auto,A,M,Gocher C J,A M Gocher C J,0.7162485
MT2022_2025,W4392757206,430,auto,The,establishment,of polypeptide PSMA,The establishment of polypeptide PSMA,0.6960072
MT2022_2025,W4392757206,431,auto,Oncol,15,2022 Gamma -,Oncol 15 2022 Gamma -,0.519683
MT2022_2025,W4392757206,432,auto,The,suppression,of cervical cancer,The suppression of cervical cancer,0.7192152
MT2022_2025,W4392757206,433,auto,Sin.,B,13 2023,Sin. B 13 2023,0.61201376
MT2022_2025,W4392757206,434,auto,Fueling,the,tumor microenvironment with,Fueling the tumor microenvironment with,0.6177633
MT2022_2025,W4392757206,435,auto,T,cell,effector function and,T cell effector function and,0.6568502
MT2022_2025,W4392757206,436,auto,T,cells,in tumors S,T cells in tumors S,0.60445035
MT2022_2025,W4392757206,437,auto,Invest,132,153247 2022,Invest 132 153247 2022,0.5838387
MT2022_2025,W4392757206,438,auto,B,cell,function in the,B cell function in the,0.69959944
MT2022_2025,W4392757206,439,auto,The,role,of B -,The role of B -,0.62973994
MT2022_2025,W4392757206,440,auto,Immunol,256,109778 2023,Immunol 256 109778 2023,0.6210952
MT2022_2025,W4392757206,441,auto,Tumor,microenvironment,- related dendritic,Tumor microenvironment - related dendritic,0.7526649
MT2022_2025,W4392757206,442,auto,Res,159,104980 2020 ER,Res 159 104980 2020 ER,0.6469675
MT2022_2025,W4392757206,443,auto,Res.,Commun,576 2021 12/15,Res. Commun 576 2021 12/15,0.5882673
MT2022_2025,W4392757206,444,auto,Invest,125,2015 NK cells,Invest 125 2015 NK cells,0.5156027
MT2022_2025,W4392757206,445,auto,L,-,kynurenine induces NK,L - kynurenine induces NK,0.6132006
MT2022_2025,W4392757206,446,auto,Exosomal,miRNAs,in tumor microenvironment,Exosomal miRNAs in tumor microenvironment,0.6960069
MT2022_2025,W4392757206,447,auto,Redox,lipid,reprogramming commands susceptibility,Redox lipid reprogramming commands susceptibility,0.71938086
MT2022_2025,W4392757206,449,auto,Biol,16,2020 Inhibition of,Biol 16 2020 Inhibition of,0.5035727
MT2022_2025,W4392757206,450,auto,Ferroptosis,-,strengthened metabolic and,Ferroptosis - strengthened metabolic and,0.5722209
MT2022_2025,W4392757206,451,auto,Mater,12,2301561 2023,Mater 12 2301561 2023,0.62195617
MT2022_2025,W4392757206,452,auto,Multifunctional,nanomaterials,for ferroptotic cancer,Multifunctional nanomaterials for ferroptotic cancer,0.738689
MT2022_2025,W4392757206,453,auto,Pharm,13,949835 2022,Pharm 13 949835 2022,0.6010786
MT2022_2025,W4392757206,454,auto,Metabolic,profiles,of regulatory T,Metabolic profiles of regulatory T,0.75839555
MT2022_2025,W4392757206,456,auto,The,glutathione,peroxidase Gpx4 prevents,The glutathione peroxidase Gpx4 prevents,0.72321916
MT2022_2025,W4392757206,457,auto,Target,Ther,6 362 2021,Target Ther 6 362 2021,0.67259955
MT2022_2025,W4392757206,458,auto,Tumor,neutrophils,ferroptosis : a,Tumor neutrophils ferroptosis : a,0.6227249
MT2022_2025,W4392757206,459,auto,Target,Ther,8 77 2023,Target Ther 8 77 2023,0.6775707
MT2022_2025,W4392757206,461,auto,Multi,-,stage differentiation defines,Multi - stage differentiation defines,0.6265495
MT2022_2025,W4392757206,462,auto,The,role,of ferroptosis in,The role of ferroptosis in,0.64657867
MT2022_2025,W4392757206,463,auto,A,novel,anti-tumor action for,A novel anti-tumor action for,0.7041347
MT2022_2025,W4392757206,464,auto,Treat,50,2018 RNF2 promotes,Treat 50 2018 RNF2 promotes,0.5362136
MT2022_2025,W4392757206,465,auto,Acta,Mol.,Cell Res 1869,Acta Mol. Cell Res 1869,0.64612013
MT2022_2025,W4392757206,466,auto,Simvastatin,induced,ferroptosis for triple,Simvastatin induced ferroptosis for triple,0.62972337
MT2022_2025,W4392757206,467,auto,Sulfasalazine,",",a potent suppressor,"Sulfasalazine , a potent suppressor",0.54358554
MT2022_2025,W4392757206,468,auto,Three,-,dimensional growth sensitizes,Three - dimensional growth sensitizes,0.5877804
MT2022_2025,W4392757206,469,auto,T,cell,differentiation and dysfunction,T cell differentiation and dysfunction,0.6665237
MT2022_2025,W4392757206,470,auto,Biol,110,2021 TYRO3 induces,Biol 110 2021 TYRO3 induces,0.5031692
MT2022_2025,W4392757206,473,auto,Ferroptosis,heterogeneity,in triple -,Ferroptosis heterogeneity in triple -,0.49887818
MT2022_2025,W4392757206,474,auto,Molecular,mechanisms,of tumor resistance,Molecular mechanisms of tumor resistance,0.7336006
MT2022_2025,W4392757206,475,auto,Image,-,guided radiotherapy :,Image - guided radiotherapy :,0.6407365
MT2022_2025,W4392757206,476,auto,Irradiated,tumor,cell - derived,Irradiated tumor cell - derived,0.7635657
MT2022_2025,W4392757206,477,auto,Oncol,12,34 2019,Oncol 12 34 2019,0.63730234
MT2022_2025,W4392757206,478,auto,The,role,of iron and,The role of iron and,0.70426905
MT2022_2025,W4392757206,480,auto,Understanding,sorafenib,- induced ferroptosis,Understanding sorafenib - induced ferroptosis,0.57208294
MT2022_2025,W4392757206,481,auto,Increased,ATF2,expression predicts poor,Increased ATF2 expression predicts poor,0.7364795
MT2022_2025,W4392757206,482,auto,The,PTBP1,- NCOA4 axis,The PTBP1 - NCOA4 axis,0.66167694
MT2022_2025,W4392757206,483,auto,Sorafenib,fails,to trigger ferroptosis,Sorafenib fails to trigger ferroptosis,0.6052227
MT2022_2025,W4392757206,484,auto,Res,Commun,567 2021,Res Commun 567 2021,0.68058175
MT2022_2025,W4392757206,485,auto,Ferroptosis,is,induced following siramesine,Ferroptosis is induced following siramesine,0.56603634
MT2022_2025,W4392757206,486,auto,Neoadjuvant,neratinib,promotes ferroptosis and,Neoadjuvant neratinib promotes ferroptosis and,0.7074188
MT2022_2025,W4392757206,487,auto,The,rediscovery,of platinum -,The rediscovery of platinum -,0.66657317
MT2022_2025,W4392757206,488,auto,Targeted,nanomedicine,in cisplatin -,Targeted nanomedicine in cisplatin -,0.609904
