paper_id,split,domain,tsne_x,tsne_y
SKG_QA_55,SKG,QA,41.209057,31.39561
SKG_MT_189,SKG,MT,0.7876336,38.701168
SKG_MT_75,SKG,MT,-5.2429037,37.126858
SKG_MT_95,SKG,MT,68.78557,-7.182267
SKG_DIA_0,SKG,DIA,-44.759434,-5.2904687
SKG_DIA_4,SKG,DIA,-41.777122,6.608069
SKG_DIA_6,SKG,DIA,-5.177237,41.91743
SKG_DIA_8,SKG,DIA,49.93151,21.79542
SKG_SUM_124,SKG,SUM,-15.11124,-5.643095
SKG_SUM_125,SKG,SUM,66.551285,-13.500781
SKG_SUM_126,SKG,SUM,64.133316,-14.517341
SKG_SUM_127,SKG,SUM,63.9505,-9.282011
SKG_SUM_149,SKG,SUM,-15.201037,-2.1589546
SKG_SUM_153,SKG,SUM,65.14843,-9.06254
SKG_SUM_156,SKG,SUM,-41.06623,13.898523
SKG_SUM_159,SKG,SUM,64.972115,-10.628699
SKG_SUM_161,SKG,SUM,-2.0284014,34.080845
SKG_SUM_168,SKG,SUM,67.97481,-11.2245245
SKG_SUM_169,SKG,SUM,-49.4266,-3.1314735
SKG_QA_27,SKG,QA,64.803276,-8.255718
SKG_DIA_36,SKG,DIA,63.25102,-11.128017
SKG_DIA_44,SKG,DIA,-26.309145,-8.882393
SKG_DIA_50,SKG,DIA,-6.1344085,-0.7224524
SKG_SUM_37,SKG,SUM,39.69948,30.649202
SKG_SUM_47,SKG,SUM,-25.664558,5.0488863
SKG_MT_1185,SKG,MT,-47.9921,16.831894
SKG_MT_1192,SKG,MT,-18.101124,54.96708
SKG_MT_1196,SKG,MT,68.41473,-12.380533
SKG_MT_1197,SKG,MT,-37.281815,21.41218
SKG_MT_1198,SKG,MT,-11.256273,13.18886
SKG_MT_1043,SKG,MT,-38.38671,25.689802
SKG_MT_1066,SKG,MT,-18.032194,17.011114
SKG_MT_1070,SKG,MT,-11.602218,11.360419
SKG_MT_1083,SKG,MT,41.41267,32.07655
SKG_DIA_23,SKG,DIA,-25.056795,-4.1204386
SKG_DIA_27,SKG,DIA,-1.9927545,16.401943
SKG_SUM_58,SKG,SUM,-46.56178,21.199924
SKG_DIA_51,SKG,DIA,65.38494,-11.0429325
SKG_DIA_62,SKG,DIA,1.4815509,-11.438274
SKG_DIA_66,SKG,DIA,-46.392754,-1.6869831
SKG_MT_1011,SKG,MT,-39.710537,19.33536
SKG_MT_1012,SKG,MT,40.491615,31.315939
SKG_MT_1016,SKG,MT,-31.632496,21.847542
SKG_MT_1216,SKG,MT,-8.893017,57.096447
SKG_MT_1217,SKG,MT,-8.211627,51.206894
SKG_MT_1022,SKG,MT,17.467916,16.311474
SKG_MT_1028,SKG,MT,-6.943509,40.80832
SKG_MT_1031,SKG,MT,40.207737,27.417927
SKG_MT_1184,SKG,MT,-18.85825,34.163998
SKG_SUM_73,SKG,SUM,-22.478155,3.7904282
SKG_SUM_79,SKG,SUM,65.36758,-13.888422
SKG_DIA_30,SKG,DIA,64.088646,-9.445462
SKG_DIA_76,SKG,DIA,67.89883,-8.099833
SKG_DIA_84,SKG,DIA,-15.468434,-7.197631
SKG_DIA_90,SKG,DIA,5.1214643,16.657766
SKG_DIA_96,SKG,DIA,64.48506,-12.209438
SKG_SA_623,SKG,SA,-37.08054,-14.395762
SKG_SA_628,SKG,SA,65.40883,-5.682044
SKG_SUM_21,SKG,SUM,66.551285,-13.500781
SKG_SUM_30,SKG,SUM,-20.857445,5.0388207
SKG_SUM_31,SKG,SUM,69.198494,-5.7292542
SKG_MT_1241,SKG,MT,47.46677,15.084897
SKG_MT_970,SKG,MT,41.182278,30.75726
SKG_MT_987,SKG,MT,-7.74096,37.2528
SKG_MT_992,SKG,MT,67.811424,-7.3163514
SKG_MT_998,SKG,MT,-41.833195,33.48997
SKG_SUM_51,SKG,SUM,68.85861,-9.379029
SKG_SUM_57,SKG,SUM,70.5744,-9.903765
SKG_DIA_139,SKG,DIA,-23.945646,-2.4961684
SKG_DIA_147,SKG,DIA,66.26602,-5.4940214
SKG_DIA_149,SKG,DIA,-29.90084,-12.834414
SKG_DIA_150,SKG,DIA,43.671715,28.903841
SKG_SA_587,SKG,SA,17.069202,13.423672
SKG_SA_598,SKG,SA,68.996254,-8.225419
SKG_SA_610,SKG,SA,67.1347,-13.720593
SKG_DIA_106,SKG,DIA,-22.032564,8.263598
SKG_DIA_111,SKG,DIA,-17.0381,-8.016088
SKG_DIA_113,SKG,DIA,-31.626387,4.02313
SKG_MT_1261,SKG,MT,-29.235477,24.778893
SKG_MT_1267,SKG,MT,-45.23065,17.478952
SKG_MT_1285,SKG,MT,-14.425977,24.027094
SKG_MT_951,SKG,MT,-7.3650246,26.119793
SKG_MT_953,SKG,MT,19.830334,15.606004
SKG_MT_1234,SKG,MT,-6.2094364,20.54791
SKG_DIA_168,SKG,DIA,-40.433308,-12.22715
SKG_SA_516,SKG,SA,-26.964401,4.375418
SKG_MT_1296,SKG,MT,42.346767,31.98274
SKG_MT_1301,SKG,MT,68.2857,-9.795414
SKG_MT_896,SKG,MT,-17.605242,58.358437
SKG_MT_902,SKG,MT,40.272923,31.742027
SKG_MT_904,SKG,MT,65.672104,-7.2591743
SKG_MT_918,SKG,MT,-2.6270525,36.684338
SKG_MT_921,SKG,MT,47.491173,15.054801
SKG_MT_933,SKG,MT,-44.16759,26.611471
SKG_MT_935,SKG,MT,-7.8025584,56.212574
SKG_DIA_123,SKG,DIA,20.498806,14.480973
SKG_SA_555,SKG,SA,66.15727,-13.569293
SKG_SA_576,SKG,SA,-7.3301907,36.825546
SKG_SA_581,SKG,SA,-30.76229,33.668896
SKG_DIA_129,SKG,DIA,68.05789,-12.010348
SKG_DIA_202,SKG,DIA,-25.761425,10.39521
SKG_MT_837,SKG,MT,-2.6918805,55.674904
SKG_MT_843,SKG,MT,-29.220394,17.607998
SKG_MT_846,SKG,MT,-13.779775,53.97158
SKG_MT_852,SKG,MT,-32.68222,38.979565
SKG_MT_856,SKG,MT,65.169655,-6.62906
SKG_MT_857,SKG,MT,-19.27917,20.901941
SKG_MT_864,SKG,MT,-9.865117,55.736828
SKG_MT_871,SKG,MT,-8.034121,24.251717
SKG_MT_875,SKG,MT,-42.615166,23.07269
SKG_MT_876,SKG,MT,-30.391638,20.973171
SKG_MT_883,SKG,MT,62.17177,-8.7518835
SKG_SA_541,SKG,SA,-51.23192,6.436403
SKG_SA_543,SKG,SA,62.081345,-9.864771
SKG_SA_553,SKG,SA,6.8724904,45.512383
SKG_DIA_164,SKG,DIA,65.39359,-9.166303
SKG_SA_446,SKG,SA,-4.680218,1.208421
SKG_SA_455,SKG,SA,65.73172,-8.186784
SKG_MT_336,SKG,MT,65.94628,-6.9213552
SKG_MT_508,SKG,MT,64.206314,-7.2592382
SKG_MT_608,SKG,MT,-47.992435,23.733839
SKG_MT_1061,SKG,MT,-36.76963,30.935484
SKG_MT_1275,SKG,MT,-5.048995,56.954258
SKG_MT_830,SKG,MT,-23.382912,52.32245
SKG_MT_1321,SKG,MT,-22.864616,25.559084
SKG_SA_521,SKG,SA,-48.667595,3.9871645
SKG_SA_525,SKG,SA,-33.82534,6.7172613
SKG_DIA_178,SKG,DIA,-43.81892,-14.1167
SKG_DIA_188,SKG,DIA,65.48439,-13.505126
SKG_DIA_193,SKG,DIA,-19.43985,-7.6180115
SKG_DIA_196,SKG,DIA,63.84609,-9.555057
SKG_DIA_200,SKG,DIA,64.69569,-13.290753
SKG_DIA_234,SKG,DIA,-25.856253,-13.620877
SKG_DIA_247,SKG,DIA,19.82961,13.235045
SKG_DIA_257,SKG,DIA,68.82786,-10.537024
SKG_DIA_261,SKG,DIA,19.730389,15.007254
SKG_MT_783,SKG,MT,-2.4148393,48.169624
SKG_MT_1350,SKG,MT,-2.4277537,51.563725
SKG_MT_1357,SKG,MT,-9.889165,22.760897
SKG_MT_1358,SKG,MT,-27.47554,24.538813
SKG_MT_1371,SKG,MT,-41.53687,16.683243
SKG_MT_792,SKG,MT,-27.845566,22.896706
SKG_MT_804,SKG,MT,-53.6609,7.2541456
SKG_MT_808,SKG,MT,-11.673579,49.329094
SKG_DIA_203,SKG,DIA,42.22493,31.861984
SKG_SA_479,SKG,SA,39.61515,31.190163
SKG_DIA_225,SKG,DIA,-50.454906,15.992753
SKG_DIA_227,SKG,DIA,69.6549,-9.589605
SKG_SA_436,SKG,SA,7.930375,45.951828
SKG_SA_440,SKG,SA,-33.0982,1.5970389
SKG_SA_444,SKG,SA,40.558178,32.46849
SKG_DIA_276,SKG,DIA,65.85362,-12.856244
SKG_DIA_277,SKG,DIA,67.093956,-5.9584312
SKG_DIA_279,SKG,DIA,-41.05057,-8.03387
SKG_DIA_282,SKG,DIA,-29.786291,-4.2867265
SKG_DIA_284,SKG,DIA,-44.799664,-6.7537923
SKG_MT_765,SKG,MT,-40.443424,22.33758
SKG_MT_1374,SKG,MT,-19.492262,29.45075
SKG_MT_1389,SKG,MT,66.24764,-6.539682
SKG_MT_1397,SKG,MT,-12.595079,11.970866
SKG_MT_1398,SKG,MT,-29.047264,21.11167
SKG_MT_773,SKG,MT,70.44266,-8.964877
SKG_MT_780,SKG,MT,-8.567199,38.94597
SKG_SA_464,SKG,SA,-53.810966,1.9920211
SKG_DIA_304,SKG,DIA,-40.47097,-1.675949
SKG_DIA_308,SKG,DIA,-42.473442,-2.4808903
SKG_DIA_313,SKG,DIA,63.729443,-5.300013
SKG_MT_1404,SKG,MT,-18.12585,36.88421
SKG_MT_1405,SKG,MT,-3.7635868,52.24133
SKG_MT_1418,SKG,MT,-13.950917,52.261475
SKG_MT_1419,SKG,MT,-5.0489964,56.95586
SKG_MT_1420,SKG,MT,-4.181442,35.755383
SKG_MT_1422,SKG,MT,-11.864119,1.6119584
SKG_MT_750,SKG,MT,-9.968893,27.741743
SKG_MT_751,SKG,MT,63.304058,-11.216906
SKG_MT_756,SKG,MT,-25.716637,44.55258
SKG_MT_761,SKG,MT,70.44266,-8.964879
SKG_DIA_266,SKG,DIA,-26.21825,0.24682891
SKG_DIA_268,SKG,DIA,63.180237,-6.5053625
SKG_DIA_271,SKG,DIA,38.957996,30.098036
SKG_DIA_318,SKG,DIA,-2.867068,14.983231
SKG_SA_357,SKG,SA,47.051357,-16.789968
SKG_SA_376,SKG,SA,19.2733,12.010461
SKG_SA_378,SKG,SA,62.17177,-8.7518835
SKG_SA_383,SKG,SA,69.90914,-8.361149
SKG_MT_1445,SKG,MT,-52.666508,24.426075
SKG_MT_683,SKG,MT,46.64738,15.47448
SKG_MT_687,SKG,MT,68.20803,-10.037042
SKG_MT_690,SKG,MT,-6.4580507,52.56693
SKG_MT_696,SKG,MT,-15.215489,19.027235
SKG_MT_702,SKG,MT,-47.986115,33.910877
SKG_MT_703,SKG,MT,-14.245874,49.09618
SKG_MT_721,SKG,MT,-12.902026,53.56998
SKG_SA_392,SKG,SA,-5.879311,26.948643
SKG_SA_394,SKG,SA,65.283485,-12.804903
SKG_SA_399,SKG,SA,-53.87324,1.6252779
SKG_SA_300,SKG,SA,-29.191626,4.1324134
SKG_SA_302,SKG,SA,64.919044,-7.9026537
SKG_SA_303,SKG,SA,19.685131,18.765823
SKG_SA_328,SKG,SA,1.4635828,8.089609
SKG_SA_337,SKG,SA,67.365005,-5.8099813
SKG_SA_348,SKG,SA,9.807586,43.14154
SKG_SA_297,SKG,SA,-48.892464,-0.19835028
SKG_MT_1469,SKG,MT,66.80161,-13.208188
SKG_MT_618,SKG,MT,67.33902,-9.21777
SKG_MT_621,SKG,MT,-15.549125,23.447748
SKG_MT_626,SKG,MT,-35.95382,25.452337
SKG_MT_640,SKG,MT,41.132874,31.19199
SKG_MT_649,SKG,MT,-51.542187,19.399956
SKG_MT_654,SKG,MT,39.096485,30.217997
SKG_MT_655,SKG,MT,-22.043762,51.20186
SKG_MT_674,SKG,MT,40.51929,31.289814
SKG_SA_208,SKG,SA,-51.82924,1.3126189
SKG_SA_216,SKG,SA,-22.31364,15.435891
SKG_SA_218,SKG,SA,-50.371082,11.372031
SKG_SA_200,SKG,SA,66.96842,-10.590605
SKG_SA_271,SKG,SA,-3.914618,-41.830124
SKG_SA_272,SKG,SA,-35.7991,14.511501
SKG_SA_279,SKG,SA,-22.89249,16.064537
SKG_SA_294,SKG,SA,65.388664,-14.479909
SKG_SA_236,SKG,SA,-54.104916,-0.26888904
SKG_SA_267,SKG,SA,-54.685642,-6.501923
SKG_MT_597,SKG,MT,-46.23579,14.861082
SKG_MT_602,SKG,MT,64.74516,-11.503093
SKG_MT_609,SKG,MT,-17.852407,16.900017
SKG_MT_616,SKG,MT,-26.898548,20.709936
SKG_MT_1463,SKG,MT,-34.046207,20.075815
SKG_MT_1465,SKG,MT,43.26992,32.46328
SKG_SUM_210,SKG,SUM,67.88754,-13.17462
SKG_SA_92,SKG,SA,-54.07802,6.8431015
SKG_SA_38,SKG,SA,-53.876007,1.999693
SKG_SA_39,SKG,SA,-33.63066,2.6361854
SKG_SA_49,SKG,SA,65.53512,-5.4983764
SKG_SA_134,SKG,SA,67.74115,-8.59283
SKG_SA_139,SKG,SA,-30.245428,14.504731
SKG_SA_141,SKG,SA,-26.254202,3.5665817
SKG_SA_147,SKG,SA,-20.7256,14.498338
SKG_SA_159,SKG,SA,-3.7791486,4.2850003
SKG_SA_101,SKG,SA,-52.33205,0.6960132
SKG_SA_189,SKG,SA,11.419177,42.3382
SKG_PAR_25,SKG,PAR,46.8273,22.907898
SKG_MT_570,SKG,MT,57.93131,-1.5808581
SKG_MT_577,SKG,MT,-5.687061,53.31888
SKG_MT_580,SKG,MT,-5.406339,50.619663
SKG_MT_522,SKG,MT,18.73907,15.676876
SKG_MT_539,SKG,MT,-12.902025,53.56977
SKG_MT_544,SKG,MT,-7.8304176,21.63633
SKG_MT_548,SKG,MT,68.78557,-7.182267
SKG_MT_552,SKG,MT,40.168247,32.010292
SKG_MT_556,SKG,MT,-23.03965,16.98945
SKG_MT_561,SKG,MT,-13.738805,53.377357
SKG_MT_562,SKG,MT,65.0169,-7.9222293
SKG_SA_11,SKG,SA,66.96842,-10.590605
SKG_SA_15,SKG,SA,42.977367,30.98185
SKG_SA_27,SKG,SA,66.70105,-6.6071787
SKG_SA_35,SKG,SA,1.5611236,25.190268
SKG_SUM_200,SKG,SUM,-43.186466,4.445949
SKG_SUM_201,SKG,SUM,-46.868336,-0.47313234
SKG_SUM_202,SKG,SUM,-36.496403,4.3615046
SKG_SUM_207,SKG,SUM,8.637165,24.772697
SKG_QA_466,SKG,QA,-19.116049,2.2006996
SKG_QA_473,SKG,QA,-13.865495,4.704346
SKG_QA_475,SKG,QA,-11.864023,1.6119586
SKG_QA_481,SKG,QA,-20.806187,6.8293114
SKG_QA_482,SKG,QA,5.7710037,31.334736
SKG_QA_484,SKG,QA,-0.31857783,-11.502658
SKG_QA_489,SKG,QA,44.04774,27.690397
SKG_QA_447,SKG,QA,62.5936,-11.909472
SKG_SA_0,SKG,SA,66.2293,-8.771491
SKG_SUM_213,SKG,SUM,5.9378486,22.91089
SKG_SUM_220,SKG,SUM,-22.793673,7.3536983
SKG_PAR_77,SKG,PAR,-3.0185978,53.485775
SKG_MT_501,SKG,MT,-12.314513,17.934187
SKG_MT_506,SKG,MT,-9.707481,43.717068
SKG_MT_511,SKG,MT,-18.290842,10.263609
SKG_MT_519,SKG,MT,41.004574,31.515913
SKG_QA_359,SKG,QA,-19.845066,5.7709537
SKG_QA_361,SKG,QA,-11.057507,-2.6089268
SKG_QA_396,SKG,QA,46.503357,16.330536
SKG_QA_397,SKG,QA,62.32892,-10.747657
SKG_QA_401,SKG,QA,64.976326,-14.198881
SKG_QA_440,SKG,QA,-9.160055,6.765093
SKG_MT_439,SKG,MT,-11.085579,39.12833
SKG_MT_444,SKG,MT,63.856945,-10.3875065
SKG_MT_454,SKG,MT,-39.663033,21.461569
SKG_MT_470,SKG,MT,-40.854614,28.092417
SKG_MT_482,SKG,MT,52.04359,19.257027
SKG_MT_485,SKG,MT,-10.7060995,18.18492
SKG_QA_449,SKG,QA,66.9152,-9.397124
SKG_QA_452,SKG,QA,5.5680494,32.546333
SKG_QA_454,SKG,QA,63.4969,-13.271751
SKG_QA_457,SKG,QA,-49.85545,28.505922
SKG_QA_333,SKG,QA,-13.875582,2.0509002
SKG_QA_310,SKG,QA,67.61329,-8.221861
SKG_QA_311,SKG,QA,-11.872578,-6.931394
SKG_QA_314,SKG,QA,-32.655605,-7.13367
SKG_QA_362,SKG,QA,-40.558334,1.2314757
SKG_QA_365,SKG,QA,-12.69217,-10.076758
SKG_QA_370,SKG,QA,15.707306,2.2413664
SKG_QA_371,SKG,QA,-34.649464,-9.711299
SKG_MT_411,SKG,MT,-13.557019,19.995306
SKG_MT_414,SKG,MT,2.9074876,45.612255
SKG_MT_419,SKG,MT,-13.020168,23.689127
SKG_MT_424,SKG,MT,-2.049914,42.398952
SKG_PAR_101,SKG,PAR,46.904137,23.046387
SKG_QA_403,SKG,QA,-18.394562,-3.7334661
SKG_QA_386,SKG,QA,-11.931491,-7.428795
SKG_QA_387,SKG,QA,-36.747623,-2.5000727
SKG_QA_291,SKG,QA,-30.180546,9.995615
SKG_QA_292,SKG,QA,38.99389,32.154713
SKG_QA_299,SKG,QA,-20.686953,0.51767886
SKG_QA_306,SKG,QA,-35.076077,0.27973187
SKG_QA_259,SKG,QA,-31.874926,12.523597
SKG_QA_260,SKG,QA,-16.629028,-3.7642877
SKG_QA_262,SKG,QA,66.65646,-13.016499
SKG_QA_319,SKG,QA,4.4494357,30.994085
SKG_QA_329,SKG,QA,64.271065,-10.480308
SKG_QA_330,SKG,QA,66.7089,-8.300595
SKG_PAR_174,SKG,PAR,45.514812,-15.544636
SKG_MT_334,SKG,MT,-43.63312,17.140577
SKG_MT_347,SKG,MT,-0.0107317185,13.930067
SKG_MT_353,SKG,MT,43.17566,29.760107
SKG_MT_366,SKG,MT,-15.632825,35.77774
SKG_MT_367,SKG,MT,-7.584184,50.719616
SKG_QA_267,SKG,QA,-11.209871,-0.6692029
SKG_QA_275,SKG,QA,70.57406,-9.904845
SKG_MT_20,SKG,MT,-5.1795774,48.081154
SKG_MT_30,SKG,MT,-4.6429768,25.033014
SKG_MT_34,SKG,MT,65.65589,-10.388221
SKG_MT_35,SKG,MT,48.254093,15.305182
SKG_MT_271,SKG,MT,-36.635406,16.312029
SKG_MT_276,SKG,MT,-5.322321,40.90381
SKG_MT_292,SKG,MT,-16.683922,19.84244
SKG_MT_298,SKG,MT,-43.158916,-18.160604
SKG_MT_303,SKG,MT,-44.107998,26.27691
SKG_MT_307,SKG,MT,-18.671633,22.065023
SKG_MT_322,SKG,MT,0.025067503,53.55474
SKG_MT_328,SKG,MT,-4.2410035,51.541473
SKG_MT_19,SKG,MT,-9.755129,56.323208
SKG_QA_284,SKG,QA,-11.918812,1.0247439
SKG_QA_221,SKG,QA,-0.45101318,-7.948198
SKG_QA_231,SKG,QA,69.65069,-10.039969
SKG_MT_70,SKG,MT,-7.834689,31.808847
SKG_MT_73,SKG,MT,-13.02081,38.426144
SKG_QA_249,SKG,QA,-17.68299,-2.7518103
SKG_QA_252,SKG,QA,-26.105078,-7.6629505
SKG_QA_257,SKG,QA,42.20748,30.671926
SKG_MT_43,SKG,MT,-23.471119,14.103571
SKG_MT_50,SKG,MT,68.336525,-9.822522
SKG_MT_60,SKG,MT,-34.366146,34.81837
SKG_MT_67,SKG,MT,-15.624719,55.47777
SKG_MT_253,SKG,MT,-29.646652,27.437038
SKG_MT_261,SKG,MT,-42.03575,20.58594
SKG_MT_263,SKG,MT,59.60061,-12.232668
SKG_QA_263,SKG,QA,-17.564453,2.483041
SKG_QA_265,SKG,QA,-10.179961,-0.98202527
SKG_MT_125,SKG,MT,45.675953,35.79963
SKG_MT_128,SKG,MT,-9.35987,52.440845
SKG_MT_130,SKG,MT,-52.008385,24.405504
SKG_QA_186,SKG,QA,69.336426,-11.608912
SKG_QA_187,SKG,QA,-24.393433,14.53414
SKG_QA_194,SKG,QA,38.574574,31.730408
SKG_QA_204,SKG,QA,3.2456584,9.933806
SKG_QA_206,SKG,QA,-42.38252,0.49837145
SKG_MT_90,SKG,MT,-37.08479,23.9599
SKG_MT_98,SKG,MT,-24.592852,41.380516
SKG_MT_101,SKG,MT,-14.105983,14.212606
SKG_MT_106,SKG,MT,-5.3493004,14.07012
SKG_QA_147,SKG,QA,65.77904,-5.871832
SKG_MT_68,SKG,MT,-14.376,49.993965
SKG_QA_209,SKG,QA,-43.458313,-4.0726485
SKG_QA_218,SKG,QA,64.836685,-8.840456
SKG_QA_99,SKG,QA,3.191398,-6.7827363
SKG_QA_100,SKG,QA,68.656624,-8.1995325
SKG_QA_102,SKG,QA,-15.558713,4.2768426
SKG_QA_109,SKG,QA,68.17313,-5.7716584
SKG_QA_115,SKG,QA,-45.714954,-3.7519763
SKG_QA_68,SKG,QA,39.699482,30.649204
SKG_QA_123,SKG,QA,66.916664,-9.582244
SKG_QA_138,SKG,QA,68.31164,-9.007749
SKG_QA_139,SKG,QA,43.478207,28.990746
SKG_MT_134,SKG,MT,64.31091,-7.9875937
SKG_MT_142,SKG,MT,69.52352,-10.731602
SKG_MT_154,SKG,MT,-11.571441,30.775953
SKG_QA_153,SKG,QA,-32.075237,-7.006452
SKG_QA_160,SKG,QA,19.225174,13.486619
SKG_MT_111,SKG,MT,39.458202,31.435186
SKG_MT_113,SKG,MT,-11.518136,32.884407
SKG_MT_202,SKG,MT,-10.276007,49.708984
SKG_QA_11,SKG,QA,66.73302,-11.990702
SKG_QA_19,SKG,QA,-19.274126,4.516519
SKG_QA_77,SKG,QA,-34.829277,-4.531715
SKG_QA_81,SKG,QA,65.77501,-11.797473
SKG_QA_82,SKG,QA,-9.815343,0.58582664
SKG_QA_86,SKG,QA,-35.67721,-3.210546
SKG_QA_89,SKG,QA,63.015846,-6.6621346
SKG_MT_159,SKG,MT,-47.436024,20.116787
SKG_MT_172,SKG,MT,-9.403645,23.36714
SKG_QA_43,SKG,QA,5.273951,25.558712
SKG_QA_44,SKG,QA,-33.631134,2.63614
SKG_QA_49,SKG,QA,66.26565,-11.179186
SKG_MT_251,SKG,MT,-38.454704,20.708275
SKG_QA_90,SKG,QA,-41.27267,-2.8391333
SKG_QA_98,SKG,QA,66.06287,-14.6970005
SKG_SUM_89,SKG,SUM,-22.477425,3.7904239
SKG_SUM_91,SKG,SUM,-19.524498,20.643194
SKG_SUM_94,SKG,SUM,-17.458538,7.5018067
SKG_SUM_95,SKG,SUM,-50.888195,-3.1996763
SKG_SUM_96,SKG,SUM,-23.90017,4.873964
SKG_SUM_101,SKG,SUM,70.62936,-8.234601
SKG_SUM_137,SKG,SUM,-41.06677,13.898498
SKG_SUM_112,SKG,SUM,-17.158432,7.3525596
SKG_SUM_115,SKG,SUM,66.55198,-9.748992
SKG_MT_1088,SKG,MT,-24.427784,21.364964
SKG_MT_1176,SKG,MT,44.71772,19.81406
SKG_MT_1179,SKG,MT,-13.063655,52.776157
SKG_MT_1134,SKG,MT,43.89758,28.667747
SKG_MT_1135,SKG,MT,39.017254,31.329004
SKG_MT_1136,SKG,MT,-9.139125,20.063911
SKG_MT_1139,SKG,MT,43.42391,29.071743
SKG_QA_25,SKG,QA,-48.15596,12.010528
SKG_SUM_183,SKG,SUM,64.133316,-14.517341
SKG_SUM_182,SKG,SUM,9.023557,29.73658
SKG_MT_1150,SKG,MT,-48.17037,26.936977
SKG_SA_276,SKG,SA,9.183676,46.394123
SKG_SA_312,SKG,SA,-44.90564,2.2759924
SKG_SA_299,SKG,SA,-54.312,9.528253
SKG_MT_1468,SKG,MT,-40.00237,35.87178
SKG_MT_1457,SKG,MT,-3.6044247,36.88672
SKG_MT_614,SKG,MT,55.03265,18.794615
SKG_MT_612,SKG,MT,-46.4032,26.911642
SKG_MT_611,SKG,MT,-48.71896,12.941103
SKG_PAR_8,SKG,PAR,-14.059505,-1.566934
SKG_PAR_6,SKG,PAR,-13.104893,34.359024
SKG_PAR_1,SKG,PAR,-25.496407,33.695526
SKG_NLI_19,SKG,NLI,-32.078114,14.725306
SKG_NLI_18,SKG,NLI,-5.7014117,28.87161
SKG_SA_263,SKG,SA,-52.842903,9.590582
NOVEL_MT_95,NOVEL,MT,-40.898613,25.733398
SKG_SA_235,SKG,SA,10.94205,46.60881
SKG_SUM_157,SKG,SUM,-40.852493,10.63049
SKG_SUM_150,SKG,SUM,-40.487534,-10.503104
SKG_SUM_146,SKG,SUM,-43.879368,-0.7804166
SKG_SUM_140,SKG,SUM,-22.289587,-10.189841
SKG_SUM_139,SKG,SUM,1.9506829,19.786259
SKG_SUM_171,SKG,SUM,-16.589664,-3.7183704
SKG_SUM_135,SKG,SUM,-13.775491,-1.9281905
SKG_SUM_131,SKG,SUM,-32.5569,20.354769
SKG_SUM_123,SKG,SUM,-26.29211,4.4158587
SKG_DIA_7,SKG,DIA,-38.553356,-6.0551467
SKG_QA_33,SKG,QA,49.568604,17.220121
SKG_QA_32,SKG,QA,-3.8325834,-16.164536
SKG_SUM_199,SKG,SUM,-20.49125,1.997811
SKG_SUM_192,SKG,SUM,-35.91317,-0.51998496
SKG_SUM_189,SKG,SUM,-50.32841,-2.6280801
SKG_SA_280,SKG,SA,-53.51762,1.0890983
SKG_MT_177,SKG,MT,-10.9202795,34.378597
SKG_MT_173,SKG,MT,-8.620574,29.863665
SKG_MT_163,SKG,MT,-52.368385,-11.787577
SKG_MT_161,SKG,MT,-40.683353,18.259504
SKG_QA_88,SKG,QA,0.4271289,31.28443
SKG_QA_18,SKG,QA,-32.064205,-4.9018617
SKG_QA_16,SKG,QA,-27.298515,9.808893
SKG_MT_12,SKG,MT,-16.323069,17.473154
SKG_MT_190,SKG,MT,-5.657375,37.313816
SKG_MT_186,SKG,MT,-28.29922,19.071444
SKG_QA_59,SKG,QA,-10.874994,5.14549
SKG_QA_52,SKG,QA,-6.970861,-3.493223
SKG_MT_244,SKG,MT,-5.7634845,51.7481
SKG_MT_231,SKG,MT,-28.986366,32.879723
SKG_DIA_3,SKG,DIA,-51.461185,14.155459
SKG_DIA_2,SKG,DIA,3.4528992,3.572466
SKG_SUM_119,SKG,SUM,-26.328209,2.9884655
SKG_SUM_118,SKG,SUM,-31.28555,14.4642725
SKG_SUM_106,SKG,SUM,-25.864164,-3.714719
SKG_SUM_105,SKG,SUM,-22.795876,7.191707
SKG_SUM_104,SKG,SUM,2.25909,23.96939
SKG_SUM_138,SKG,SUM,-28.924688,2.0494485
SKG_SUM_70,SKG,SUM,-34.134285,-17.062063
SKG_SUM_66,SKG,SUM,-49.555717,-4.1552234
SKG_SUM_99,SKG,SUM,1.3999431,19.736841
SKG_SUM_84,SKG,SUM,17.89421,11.998785
SKG_DIA_29,SKG,DIA,-26.362288,-0.5795031
SKG_DIA_22,SKG,DIA,-45.76382,-7.936663
SKG_QA_94,SKG,QA,-19.376577,5.080365
SKG_QA_91,SKG,QA,8.783127,30.629993
SKG_MT_250,SKG,MT,-5.9967976,-3.6959877
SKG_QA_41,SKG,QA,-54.915676,11.805835
SKG_QA_144,SKG,QA,-15.104775,-0.38273212
SKG_QA_142,SKG,QA,-27.845236,-6.3983846
SKG_QA_135,SKG,QA,-16.620043,10.771786
SKG_QA_132,SKG,QA,-8.380872,10.554836
SKG_QA_129,SKG,QA,-52.661392,12.01771
SKG_QA_120,SKG,QA,-40.241894,-9.076245
SKG_QA_69,SKG,QA,-0.8932103,35.776287
SKG_QA_61,SKG,QA,-34.967316,-2.7535474
SKG_QA_114,SKG,QA,-18.662983,-0.9316718
SKG_QA_105,SKG,QA,-22.214306,5.7928286
SKG_QA_103,SKG,QA,-18.913872,0.5797844
SKG_QA_96,SKG,QA,-26.126091,-7.7377405
