node_id,node_type,title,domain,split,year,openalex_id,cited_by_count,score,method
SKG_MT_206,Paper,Predicting and Using Target Length in Neural Machine Translation,MT,SKG,,,,0.6979766255627932,tfidf
SKG_MT_207,Paper,FJWU participation for the WMT20 Biomedical Translation Task,MT,SKG,2020.0,https://openalex.org/W3119254911,1.0,0.5630750299604765,tfidf
SKG_MT_208,Paper,BERT Enhanced Neural Machine Translation and Sequence Tagging Model for Chinese Grammatical Error Diagnosis,MT,SKG,2020.0,https://openalex.org/W3120329789,21.0,0.8066053868379437,tfidf
SKG_MT_211,Paper,The JAIST Machine Translation Systems for WMT 17,MT,SKG,2017.0,https://openalex.org/W2758640316,2.0,0.6921143221617517,tfidf
SKG_MT_213,Paper,Improved Zero-shot Neural Machine Translation via Ignoring Spurious Correlations,MT,SKG,2019.0,https://openalex.org/W2952153923,86.0,0.6650648628589996,tfidf
SKG_MT_214,Paper,Auto-Encoding Variational Neural Machine Translation,MT,SKG,2019.0,https://openalex.org/W2883384628,8.0,0.6083464092390185,tfidf
SKG_MT_215,Paper,Compression of Neural Machine Translation Models via Pruning,MT,SKG,2016.0,https://openalex.org/W2460130460,50.0,0.7219524482272552,tfidf
SKG_MT_216,Paper,Context-Aware Graph Segmentation for Graph-Based Translation,MT,SKG,2017.0,https://openalex.org/W2740545630,2.0,0.7839558514761737,tfidf
SKG_MT_217,Paper,Investigating Continuous Space Language Models for Machine Translation Quality Estimation,MT,SKG,2015.0,https://openalex.org/W2251468402,11.0,0.9092538747365756,tfidf
SKG_MT_220,Paper,SHEF-Lite 2.0 Sparse Multi-task Gaussian Processes for Translation Quality Estimation,MT,SKG,2014.0,https://openalex.org/W2251074483,9.0,0.66777110402943,tfidf
SKG_MT_221,Paper,Improving Statistical Machine Translation with a Multilingual Paraphrase Database,MT,SKG,2015.0,https://openalex.org/W2250818554,24.0,0.6629691957610199,tfidf
SKG_MT_222,Paper,A High-Quality Multilingual Dataset for Structured Documentation Translation,MT,SKG,2019.0,https://openalex.org/W2970231882,13.0,0.5881620837980135,tfidf
SKG_MT_223,Paper,Using Word Vectors to Improve Word Alignments for Low Resource Machine Translation,MT,SKG,2018.0,https://openalex.org/W2803172920,18.0,0.5188545132438956,tfidf
SKG_MT_224,Paper,Domain Adaptation for Medical Text Translation using Web Resources,MT,SKG,2014.0,https://openalex.org/W2120390143,7.0,0.5212588802977846,tfidf
SKG_MT_225,Paper,A Shift-Reduce Parsing Algorithm for Phrase-based String-to-Dependency Translation,MT,SKG,2013.0,https://openalex.org/W2142333053,5.0,0.6072538725651748,tfidf
SKG_MT_226,Paper,Multiscale Collaborative Deep Models for Neural Machine Translation,MT,SKG,2020.0,https://openalex.org/W3034742481,27.0,0.7229911754340117,tfidf
SKG_MT_230,Paper,Interlocking Phrases in Phrase-based Statistical Machine Translation,MT,SKG,2016.0,https://openalex.org/W2475062008,0.0,0.8598428720231243,tfidf
SKG_MT_231,Paper,Enhancing Machine Translation with Dependency-Aware Self-Attention,MT,SKG,2020.0,https://openalex.org/W3035589854,73.0,0.6998797747053872,tfidf
SKG_MT_232,Paper,Reference Network for Neural Machine Translation,MT,SKG,2019.0,https://openalex.org/W2951397374,1.0,0.6562253889726719,tfidf
SKG_MT_234,Paper,Topic Models for Dynamic Translation Model Adaptation,MT,SKG,2012.0,https://openalex.org/W2160131015,87.0,0.678607444999926,tfidf
SKG_MT_235,Paper,Latent Part-of-Speech Sequences for Neural Machine Translation,MT,SKG,2019.0,https://openalex.org/W2970292446,12.0,0.8187791098022061,tfidf
SKG_MT_237,Paper,Synthesizing Compound Words for Machine Translation,MT,SKG,2016.0,https://openalex.org/W2514698017,8.0,0.5895201617075632,tfidf
SKG_MT_239,Paper,Combining Word-Level and Character-Level Models for Machine Translation Between Closely-Related Languages,MT,SKG,2012.0,https://openalex.org/W2117717100,87.0,0.5532567124107917,tfidf
SKG_MT_240,Paper,Prediction Improves Simultaneous Neural Machine Translation,MT,SKG,2018.0,https://openalex.org/W2890698823,81.0,0.5382818230243683,tfidf
SKG_MT_241,Paper,Achieving Open Vocabulary Neural Machine Translation with Hybrid Word-Character Models,MT,SKG,2016.0,https://openalex.org/W2339995566,102.0,0.66636085969392,tfidf
SKG_MT_242,Paper,Panlingua-KMI MT System for Similar Language Translation Task at WMT 2019,MT,SKG,2019.0,https://openalex.org/W2970717663,3.0,0.6418813563628923,tfidf
SKG_MT_244,Paper,Meta Ensemble for Japanese-Chinese Neural Machine Translation Kyoto-U+ECNU Participation to WAT 2020,MT,SKG,2020.0,https://openalex.org/W3115802955,0.0,0.5662332362999211,tfidf
SKG_MT_246,Paper,Neural System Combination for Machine Translation,MT,SKG,2017.0,https://openalex.org/W2962700074,68.0,0.6403212939962563,tfidf
SKG_MT_247,Paper,Phrase-based Machine Translation is State-of-the-Art for Automatic Grammatical Error Correction,MT,SKG,2016.0,https://openalex.org/W2400573211,9.0,0.5606060766424801,tfidf
SKG_MT_248,Paper,Addressing word-order Divergence in Multilingual Neural Machine Translation for extremely Low Resource Languages,MT,SKG,2019.0,https://openalex.org/W2899336027,6.0,0.6640926956103917,tfidf
SKG_MT_249,Paper,Translating Translationese A Two-Step Approach to Unsupervised Machine Translation,MT,SKG,2019.0,https://openalex.org/W2950780414,13.0,0.5608591758258332,tfidf
SKG_MT_250,Paper,"On Exposure Bias, Hallucination and Domain Shift in Neural Machine Translation",MT,SKG,2020.0,https://openalex.org/W3035214886,119.0,0.720973650885833,tfidf
SKG_MT_251,Paper,Lattice-Based Transformer Encoder for Neural Machine Translation,MT,SKG,2019.0,https://openalex.org/W2950037171,53.0,0.5741743317198666,tfidf
SKG_MT_252,Paper,EU-BRIDGE MT Combined Machine Translation,MT,SKG,2014.0,https://openalex.org/W2250956062,18.0,0.5794697900262833,tfidf
SKG_MT_253,Paper,WMDO Fluency-based Word Mover’s Distance for Machine Translation Evaluation,MT,SKG,2019.0,https://openalex.org/W2971094522,21.0,0.8124488916142172,tfidf
SKG_MT_255,Paper,Opportunistic Decoding with Timely Correction for Simultaneous Translation,MT,SKG,2020.0,https://openalex.org/W3034982693,19.0,0.7214276747130084,tfidf
SKG_MT_259,Paper,Fast and Scalable Decoding with Language Model Look-Ahead for Phrase-based Statistical Machine Translation,MT,SKG,2012.0,https://openalex.org/W2161290528,5.0,0.8435917542507325,tfidf
SKG_MT_261,Paper,Neural Machine Translation with Reordering Embeddings,MT,SKG,2019.0,https://openalex.org/W2949745489,31.0,0.78651904237054,tfidf
SKG_MT_262,Paper,The KIT-LIMSI Translation System for WMT 2015,MT,SKG,2015.0,https://openalex.org/W2916222345,2.0,0.6645873337297385,tfidf
SKG_MT_263,Paper,"Selecting, Planning, and Rewriting A Modular Approach for Data-to-Document Generation and Translation",MT,SKG,2019.0,https://openalex.org/W2984294981,8.0,0.5132167178147455,tfidf
SKG_MT_264,Paper,Shallow-to-Deep Training for Neural Machine Translation,MT,SKG,2020.0,https://openalex.org/W3102816807,41.0,0.7140816531408476,tfidf
SKG_MT_265,Paper,Augmenting Translation Models with Simulated Acoustic Confusions for Improved Spoken Language Translation,MT,SKG,2014.0,https://openalex.org/W399167303,24.0,0.5398569177130902,tfidf
SKG_MT_266,Paper,Minimum Translation Modeling with Recurrent Neural Networks,MT,SKG,2014.0,https://openalex.org/W2250610505,25.0,0.8249207784306365,tfidf
SKG_MT_267,Paper,A Systematic Study of Inner-Attention-Based Sentence Representations in Multilingual Neural Machine Translation,MT,SKG,2020.0,https://openalex.org/W3013713299,14.0,0.6223594509527678,tfidf
SKG_MT_268,Paper,Online Learning Approaches in Computer Assisted Translation,MT,SKG,2013.0,https://openalex.org/W2113549939,26.0,0.5577061124799844,tfidf
SKG_MT_269,Paper,"In Neural Machine Translation, What Does Transfer Learning Transfer",MT,SKG,2020.0,https://openalex.org/W3035254119,54.0,0.5985304112964837,tfidf
SKG_MT_271,Paper,Encoders Help You Disambiguate Word Senses in Neural Machine Translation,MT,SKG,2019.0,https://openalex.org/W2970810442,21.0,0.6639813335001824,tfidf
SKG_MT_274,Paper,iAppraise A Manual Machine Translation Evaluation Environment Supporting Eye-tracking,MT,SKG,2016.0,https://openalex.org/W2473954587,6.0,0.6854690676395075,tfidf
SKG_MT_276,Paper,On Using SpecAugment for End-to-End Speech Translation,MT,SKG,2019.0,https://openalex.org/W2989819126,23.0,0.7713377103468128,tfidf
SKG_MT_277,Paper,A Markov Model of Machine Translation using Non-parametric Bayesian Inference,MT,SKG,2013.0,https://openalex.org/W2160993407,8.0,0.5409628545988424,tfidf
SKG_MT_280,Paper,Cache-based Document-level Statistical Machine Translation,MT,SKG,2011.0,https://openalex.org/W2136353104,97.0,0.6750094077259736,tfidf
SKG_MT_281,Paper,Context-Aware Neural Machine Translation Learns Anaphora Resolution,MT,SKG,2018.0,https://openalex.org/W2799051177,304.0,0.5186106131003496,tfidf
SKG_MT_282,Paper,Part-of-Speech Induction in Dependency Trees for Statistical Machine Translation,MT,SKG,2013.0,https://openalex.org/W2114053509,7.0,0.6156669067628622,tfidf
SKG_MT_283,Paper,Translation Model Based Cross-Lingual Language Model Adaptation from Word Models to Phrase Models,MT,SKG,2012.0,https://openalex.org/W2125823897,8.0,0.7106033234111494,tfidf
SKG_MT_286,Paper,Topic Adaptation for Lecture Translation through Bilingual Latent Semantic Models,MT,SKG,2011.0,https://openalex.org/W2149971620,17.0,0.6616131728383958,tfidf
SKG_MT_287,Paper,Fast Consensus Hypothesis Regeneration for Machine Translation,MT,SKG,2010.0,https://openalex.org/W2154417380,0.0,0.8239585925992369,tfidf
SKG_MT_288,Paper,Beyond BLEUTraining Neural Machine Translation with Semantic Similarity,MT,SKG,,,,0.7325799834442941,tfidf
SKG_MT_290,Paper,Handling Ambiguities of Bilingual Predicate-Argument Structures for Statistical Machine Translation,MT,SKG,2013.0,https://openalex.org/W2143002608,10.0,0.7859996532055818,tfidf
SKG_MT_291,Paper,Training Flexible Depth Model by Multi-Task Learning for Neural Machine Translation,MT,SKG,2020.0,https://openalex.org/W3099858430,2.0,0.6125242698927341,tfidf
SKG_MT_292,Paper,Generic and Specialized Word Embeddings for Multi-Domain Machine Translation,MT,SKG,2019.0,https://openalex.org/W3089067043,10.0,0.6362986310819178,tfidf
SKG_MT_293,Paper,How Much Attention Do You Need A Granular Analysis of Neural Machine Translation Architectures,MT,SKG,2018.0,https://openalex.org/W2798761464,81.0,0.5399267578131987,tfidf
SKG_MT_296,Paper,"HLTC-HKUST A Neural Network Paraphrase Classifier using Translation Metrics, Semantic Roles and Lexical Similarity Features",MT,SKG,2015.0,https://openalex.org/W2160177523,9.0,0.5799481063723332,tfidf
SKG_MT_298,Paper,Enhancing Context Modeling with a Query-Guided Capsule Network for Document-level Translation,MT,SKG,2019.0,https://openalex.org/W2970797723,27.0,0.6428105761367798,tfidf
SKG_MT_300,Paper,Machine Translation System Combination by Confusion Forest,MT,SKG,2011.0,https://openalex.org/W2141552696,14.0,0.7088196822604139,tfidf
SKG_MT_302,Paper,Multiple Segmentations of Thai Sentences for Neural Machine Translation,MT,SKG,2020.0,https://openalex.org/W3019655571,2.0,0.6872643347442792,tfidf
SKG_MT_303,Paper,Reducing Word Omission Errors in Neural Machine Translation A Contrastive Learning Approach,MT,SKG,2019.0,https://openalex.org/W2951902588,74.0,0.8007434755575741,tfidf
SKG_MT_304,Paper,Non-linear Learning for Statistical Machine Translation,MT,SKG,2015.0,https://openalex.org/W2963142052,4.0,0.5427809460832543,tfidf
SKG_MT_305,Paper,Graph Propagation for Paraphrasing Out-of-Vocabulary Words in Statistical Machine Translation,MT,SKG,2013.0,https://openalex.org/W2251302843,36.0,0.5350745060209803,tfidf
SKG_MT_307,Paper,NICT’s Supervised Neural Machine Translation Systems for the WMT19 Translation Robustness Task,MT,SKG,2019.0,https://openalex.org/W2970169061,7.0,0.6636112596618038,tfidf
SKG_MT_308,Paper,DFKI Hybrid Machine Translation System for WMT 2011 - On the Integration of SMT and RBMT,MT,SKG,2011.0,https://openalex.org/W2108471596,3.0,0.5021278531887733,tfidf
SKG_MT_309,Paper,A Study of Residual Adapters for Multi-Domain Neural Machine Translation,MT,SKG,2020.0,https://openalex.org/W3110062857,7.0,0.7247869739865666,tfidf
SKG_MT_310,Paper,SimulMT to SimulST Adapting Simultaneous Text Translation to End-to-End Simultaneous Speech Translation,MT,SKG,2020.0,https://openalex.org/W3115075512,37.0,0.6101783039486456,tfidf
SKG_MT_312,Paper,Agreement on Target-bidirectional Neural Machine Translation,MT,SKG,2016.0,https://openalex.org/W2466062786,100.0,0.6644916427245697,tfidf
SKG_MT_314,Paper,Online Polylingual Topic Models for Fast Document Translation Detection,MT,SKG,2013.0,https://openalex.org/W2251764313,8.0,0.6253054314872255,tfidf
SKG_MT_317,Paper,Learning New Semi-Supervised Deep Auto-encoder Features for Statistical Machine Translation,MT,SKG,2014.0,https://openalex.org/W2250508490,15.0,0.9007798603407746,tfidf
SKG_MT_318,Paper,Towards Multimodal Simultaneous Neural Machine Translation,MT,SKG,2020.0,https://openalex.org/W3120734549,8.0,0.6685333660635108,tfidf
SKG_MT_319,Paper,The KIT-LIMSI Translation System for WMT 2014,MT,SKG,2014.0,https://openalex.org/W2156562229,1.0,0.7358288132500245,tfidf
SKG_MT_320,Paper,A Coactive Learning View of Online Structured Prediction in Statistical Machine Translation,MT,SKG,2015.0,https://openalex.org/W2250296445,4.0,0.5455314858362682,tfidf
SKG_MT_321,Paper,Reinforcement Learning for Bandit Neural Machine Translation with Simulated Human Feedback,MT,SKG,2017.0,https://openalex.org/W2737114849,27.0,0.6683619147250124,tfidf
SKG_MT_322,Paper,English to Hindi Multi-modal Neural Machine Translation and Hindi Image Captioning,MT,SKG,2019.0,https://openalex.org/W2984930179,25.0,0.7327863685834433,tfidf
SKG_MT_327,Paper,RTM at SemEval-2016 Task 1 Predicting Semantic Similarity with Referential Translation Machines and Related Statistics,MT,SKG,2016.0,https://openalex.org/W2462184968,7.0,0.7035934318777487,tfidf
SKG_MT_328,Paper,Neural Machine Translation System using a Content-equivalently Translated Parallel Corpus for the Newswire Translation Tasks at WAT 2019,MT,SKG,2019.0,https://openalex.org/W2986769178,1.0,0.8348098408053843,tfidf
SKG_MT_329,Paper,Incorporating a Local Translation Mechanism into Non-autoregressive Translation,MT,SKG,2020.0,https://openalex.org/W3099665409,18.0,0.815009395665665,tfidf
SKG_MT_330,Paper,An Iterative Knowledge Transfer NMT System for WMT20 News Translation Task,MT,SKG,2020.0,https://openalex.org/W3118643801,1.0,0.5901353559341768,tfidf
SKG_MT_331,Paper,A Sense-Based Translation Model for Statistical Machine Translation,MT,SKG,2014.0,https://openalex.org/W2106565589,27.0,0.7588428964137018,tfidf
SKG_MT_332,Paper,Improving Syntax-Augmented Machine Translation by Coarsening the Label Set,MT,SKG,2013.0,https://openalex.org/W577284227,17.0,0.6622747877414602,tfidf
SKG_MT_333,Paper,Alto Rapid Prototyping for Parsing and Translation,MT,SKG,2017.0,https://openalex.org/W2741852514,11.0,0.5623193120533116,tfidf
SKG_MT_334,Paper,Recycling a Pre-trained BERT Encoder for Neural Machine Translation,MT,SKG,2019.0,https://openalex.org/W2989276524,59.0,0.7712175550448029,tfidf
SKG_MT_336,Paper,Exploiting Monolingual Data at Scale for Neural Machine Translation,MT,SKG,2019.0,https://openalex.org/W2970311224,58.0,0.720882668852493,tfidf
SKG_MT_337,Paper,A Phrase Orientation Model for Hierarchical Machine Translation,MT,SKG,2013.0,https://openalex.org/W2152423400,18.0,0.6084934842994253,tfidf
SKG_MT_338,Paper,Towards Decoding as Continuous Optimisation in Neural Machine Translation,MT,SKG,2017.0,https://openalex.org/W2738371943,36.0,0.5417876914573261,tfidf
SKG_MT_339,Paper,Fast Lexically Constrained Decoding with Dynamic Beam Allocation for Neural Machine Translation,MT,SKG,2018.0,https://openalex.org/W2797297135,21.0,0.5398593505632971,tfidf
SKG_MT_343,Paper,Lite Training Strategies for Portuguese-English and English-Portuguese Translation,MT,SKG,2020.0,https://openalex.org/W3074221917,1.0,0.7975745425957346,tfidf
SKG_MT_346,Paper,Modeling the Translation of Predicate-Argument Structure for SMT,MT,SKG,2012.0,https://openalex.org/W2130988241,56.0,0.8318406041492196,tfidf
SKG_MT_347,Paper,EED Extended Edit Distance Measure for Machine Translation,MT,SKG,2019.0,https://openalex.org/W2970325945,29.0,0.6369311088823114,tfidf
SKG_MT_351,Paper,Using Target-side Monolingual Data for Neural Machine Translation through Multi-task Learning,MT,SKG,2017.0,https://openalex.org/W2758310181,75.0,0.5112864770161034,tfidf
SKG_MT_353,Paper,Online Distilling from Checkpoints for Neural Machine Translation,MT,SKG,2019.0,https://openalex.org/W2944869267,35.0,0.5533140124141273,tfidf
SKG_MT_354,Paper,Character Mapping and Ad-hoc Adaptation Edinburgh’s IWSLT 2020 Open Domain Translation System,MT,SKG,2020.0,https://openalex.org/W3037255450,5.0,0.514297480893554,tfidf
SKG_MT_357,Paper,The Box is in the Pen Evaluating Commonsense Reasoning in Neural Machine Translation,MT,SKG,2020.0,https://openalex.org/W3104318719,12.0,0.718049178617028,tfidf
SKG_MT_358,Paper,Eyes Don’t Lie Predicting Machine Translation Quality Using Eye Movement,MT,SKG,,,,0.5781302354142982,tfidf
SKG_MT_359,Paper,Exploring Consensus in Machine Translation for Quality Estimation,MT,SKG,2014.0,https://openalex.org/W2135673254,4.0,0.685045516702066,tfidf
SKG_MT_360,Paper,LSTM Neural Reordering Feature for Statistical Machine Translation,MT,SKG,2016.0,https://openalex.org/W2185490708,16.0,0.7546788560853559,tfidf
SKG_MT_361,Paper,Multi-task Learning for Multilingual Neural Machine Translation,MT,SKG,2020.0,https://openalex.org/W3105038888,58.0,0.7830971512002377,tfidf
SKG_MT_362,Paper,An Unsupervised Method for Automatic Translation Memory Cleaning,MT,SKG,2016.0,https://openalex.org/W2515541333,2.0,0.6835516864169754,tfidf
SKG_MT_363,Paper,Sheffield MultiMT Using Object Posterior Predictions for Multimodal Machine Translation,MT,SKG,2017.0,https://openalex.org/W2760425631,17.0,0.554367372468245,tfidf
SKG_MT_364,Paper,Neural Machine Translation Decoding with Terminology Constraints,MT,SKG,2018.0,https://openalex.org/W2799708641,15.0,0.5538504052750117,tfidf
SKG_MT_365,Paper,"Selecting Syntactic, Non-redundant Segments in Active Learning for Machine Translation",MT,SKG,2016.0,https://openalex.org/W2467669267,16.0,0.5283392074703269,tfidf
SKG_MT_366,Paper,Neural Machine Translation of Text from Non-Native Speakers,MT,SKG,2019.0,https://openalex.org/W2886787567,0.0,0.5663175184854594,tfidf
SKG_MT_367,Paper,Supervised and Unsupervised Machine Translation for Myanmar-English and Khmer-English,MT,SKG,2019.0,https://openalex.org/W2983221611,6.0,0.5249366964458707,tfidf
SKG_MT_368,Paper,Instance Selection for Machine Translation using Feature Decay Algorithms,MT,SKG,2011.0,https://openalex.org/W2123318312,62.0,0.6776005366802244,tfidf
SKG_MT_370,Paper,Models and Inference for Prefix-Constrained Machine Translation,MT,SKG,2016.0,https://openalex.org/W2511277317,46.0,0.5774201760425159,tfidf
SKG_MT_371,Paper,Lexical Chain Based Cohesion Models for Document-Level Statistical Machine Translation,MT,SKG,2013.0,https://openalex.org/W2250761393,44.0,0.8784793972988104,tfidf
SKG_MT_372,Paper,Max-Margin Synchronous Grammar Induction for Machine Translation,MT,SKG,2013.0,https://openalex.org/W2252072825,4.0,0.6165074906935804,tfidf
SKG_MT_373,Paper,Optimization Strategies for Online Large-Margin Learning in Machine Translation,MT,SKG,2012.0,https://openalex.org/W2120459453,16.0,0.5738063062327015,tfidf
SKG_MT_374,Paper,Unsupervised Statistical Machine Translation,MT,SKG,2018.0,https://openalex.org/W2890007195,324.0,0.6722393947159259,tfidf
SKG_MT_375,Paper,Bilingual Lexical Cohesion Trigger Model for Document-Level Machine Translation,MT,SKG,2013.0,https://openalex.org/W2110295509,12.0,0.8446246326866799,tfidf
SKG_MT_376,Paper,Online Relative Margin Maximization for Statistical Machine Translation,MT,SKG,2013.0,https://openalex.org/W2155965092,5.0,0.7857050548652557,tfidf
SKG_MT_377,Paper,Machine Translation Human Evaluation an investigation of evaluation based on Post-Editing and its relation with Direct Assessment,MT,SKG,2018.0,https://openalex.org/W2950617329,18.0,0.510726040782756,tfidf
SKG_MT_378,Paper,Predicting Machine Translation Adequacy with Document Embeddings,MT,SKG,2015.0,https://openalex.org/W2250280404,14.0,0.5045481988970202,tfidf
SKG_MT_380,Paper,Coreference and Coherence in Neural Machine Translation A Study Using Oracle Experiments,MT,SKG,2018.0,https://openalex.org/W2902537726,33.0,0.6328618030325235,tfidf
SKG_MT_381,Paper,A Novel Approach to Dropped Pronoun Translation,MT,SKG,2016.0,https://openalex.org/W2340762547,40.0,0.8463299526912521,tfidf
SKG_MT_382,Paper,Paraphrasing Revisited with Neural Machine Translation,MT,SKG,2017.0,https://openalex.org/W2741049976,217.0,0.6993966280487068,tfidf
SKG_MT_383,Paper,Dynamic Context Selection for Document-level Neural Machine Translation via Reinforcement Learning,MT,SKG,2020.0,https://openalex.org/W3101683892,61.0,0.657903348464327,tfidf
SKG_MT_384,Paper,Context-Dependent Translation Selection Using Convolutional Neural Network,MT,SKG,2015.0,https://openalex.org/W2963232029,20.0,0.6438005311732208,tfidf
SKG_MT_385,Paper,Semantic Structural Decomposition for Neural Machine Translation,MT,SKG,2020.0,https://openalex.org/W3120758068,9.0,0.586563657399226,tfidf
SKG_MT_386,Paper,Monolingual Adapters for Zero-Shot Neural Machine Translation,MT,SKG,2020.0,https://openalex.org/W3096966601,59.0,0.6972393017907292,tfidf
SKG_MT_388,Paper,Soft Syntactic Constraints for Hierarchical Phrase-Based Translation Using Latent Syntactic Distributions,MT,SKG,2010.0,https://openalex.org/W165935821,32.0,0.5174269221102291,tfidf
SKG_MT_389,Paper,N-gram-based Tense Models for Statistical Machine Translation,MT,SKG,2012.0,https://openalex.org/W2154006786,26.0,0.5257333478523366,tfidf
SKG_MT_390,Paper,Tackling Sparse Data Issue in Machine Translation Evaluation,MT,SKG,2010.0,https://openalex.org/W2168103496,20.0,0.6424027222137763,tfidf
SKG_MT_392,Paper,Start-Before-End and End-to-End Neural Speech Translation by AppTek and RWTH Aachen University,MT,SKG,2020.0,https://openalex.org/W3037186962,17.0,0.5913030558290118,tfidf
SKG_MT_393,Paper,Accelerating Asynchronous Stochastic Gradient Descent for Neural Machine Translation,MT,SKG,2018.0,https://openalex.org/W2888555799,16.0,0.6831102126766228,tfidf
SKG_MT_394,Paper,A Hybrid Approach to Skeleton-based Translation,MT,SKG,2014.0,https://openalex.org/W2126129064,9.0,0.7909319138691896,tfidf
SKG_MT_397,Paper,Learning to Parse and Translate Improves Neural Machine Translation,MT,SKG,2017.0,https://openalex.org/W2594047108,143.0,0.6546566926221844,tfidf
SKG_MT_400,Paper,Deep architectures for Neural Machine Translation,MT,SKG,2017.0,https://openalex.org/W2737711067,16.0,0.7624840932563142,tfidf
SKG_MT_401,Paper,Normalized Word Embedding and Orthogonal Transform for Bilingual Word Translation,MT,SKG,2015.0,https://openalex.org/W2294774419,414.0,0.6294540149419698,tfidf
SKG_MT_402,Paper,Incorporating Structural Alignment Biases into an Attentional Neural Translation Model,MT,SKG,2016.0,https://openalex.org/W2227523508,15.0,0.5232939396494096,tfidf
SKG_MT_403,Paper,Incremental Decoding and Training Methods for Simultaneous Translation in Neural Machine Translation,MT,SKG,2018.0,https://openalex.org/W2804193771,4.0,0.73201135455229,tfidf
SKG_MT_405,Paper,Investigations on Phrase-based Decoding with Recurrent Neural Network Language and Translation Models,MT,SKG,2015.0,https://openalex.org/W2251771687,9.0,0.7615638012388346,tfidf
SKG_MT_407,Paper,Tencent AI Lab Machine Translation Systems for WMT20 Chat Translation Task,MT,SKG,2020.0,https://openalex.org/W3120749277,19.0,0.7089602625328705,tfidf
SKG_MT_408,Paper,Incorporating Word Reordering Knowledge into Attention-based Neural Machine Translation,MT,SKG,2017.0,https://openalex.org/W2741986820,40.0,0.6436236446738705,tfidf
SKG_MT_409,Paper,Spell Checking Techniques for Replacement of Unknown Words and Data Cleaning for Haitian Creole SMS Translation,MT,SKG,2011.0,https://openalex.org/W2113538861,14.0,0.6325824698342664,tfidf
SKG_MT_410,Paper,Phrase Model Training for Statistical Machine Translation with Word Lattices of Preprocessing Alternatives,MT,SKG,2012.0,https://openalex.org/W2111560130,4.0,0.710089721990831,tfidf
SKG_MT_411,Paper,Analysis of Positional Encodings for Neural Machine Translation,MT,SKG,2019.0,https://openalex.org/W3210914950,12.0,0.8299590166172912,tfidf
SKG_MT_412,Paper,Beyond Weight Tying Learning Joint Input-Output Embeddings for Neural Machine Translation,MT,SKG,2018.0,https://openalex.org/W2889336589,15.0,0.5622408440716349,tfidf
SKG_MT_414,Paper,The IWSLT 2019 KIT Speech Translation System,MT,SKG,2019.0,https://openalex.org/W3016137827,24.0,0.5241782502852705,tfidf
SKG_MT_415,Paper,An Exploration of Forest-to-String Translation Does Translation Help or Hurt Parsing,MT,SKG,2012.0,https://openalex.org/W2096426991,3.0,0.5405401113740985,tfidf
SKG_MT_416,Paper,The Best of Both Worlds Combining Recent Advances in Neural Machine Translation,MT,SKG,2018.0,https://openalex.org/W2896060389,131.0,0.6673521755580617,tfidf
SKG_MT_418,Paper,Machine Translation Reference-less Evaluation using YiSi-2 with Bilingual Mappings of Massive Multilingual Language Model,MT,SKG,2020.0,https://openalex.org/W3119152910,4.0,0.7476148319266311,tfidf
SKG_MT_419,Paper,Improving Zero-shot Translation with Language-Independent Constraints,MT,SKG,2019.0,https://openalex.org/W2952367383,5.0,0.6569699352346441,tfidf
SKG_MT_420,Paper,Russian-English Bidirectional Machine Translation System,MT,SKG,2020.0,https://openalex.org/W3119935461,1.0,0.5214988716020863,tfidf
SKG_MT_424,Paper,Customizing Neural Machine Translation for Subtitling,MT,SKG,2019.0,https://openalex.org/W2970780025,50.0,0.5933808423130933,tfidf
SKG_MT_425,Paper,Learning Unsupervised Word Translations Without Adversaries,MT,SKG,2018.0,https://openalex.org/W2891745105,37.0,0.6294007938736524,tfidf
SKG_MT_427,Paper,A Shared Task on Bandit Learning for Machine Translation,MT,SKG,2017.0,https://openalex.org/W2739754707,1.0,0.5415615345422107,tfidf
SKG_MT_428,Paper,Graph-Based Collective Lexical Selection for Statistical Machine Translation,MT,SKG,2015.0,https://openalex.org/W2250612533,6.0,0.6028456160627385,tfidf
SKG_MT_429,Paper,A Binarized Neural Network Joint Model for Machine Translation,MT,SKG,2015.0,https://openalex.org/W2251269336,3.0,0.9081480914903556,tfidf
SKG_MT_430,Paper,Automatic Machine Translation Evaluation using Source Language Inputs and Cross-lingual Language Model,MT,SKG,2020.0,https://openalex.org/W3034489696,12.0,0.7866571729395754,tfidf
SKG_MT_431,Paper,Reference Bias in Monolingual Machine Translation Evaluation,MT,SKG,2016.0,https://openalex.org/W2507833193,25.0,0.5037777579116343,tfidf
SKG_MT_432,Paper,Dense Information Flow for Neural Machine Translation,MT,SKG,2018.0,https://openalex.org/W2804044248,36.0,0.8228176956026447,tfidf
SKG_MT_434,Paper,An Effective Optimization Method for Neural Machine Translation The Case of English-Persian Bilingually Low-Resource Scenario,MT,SKG,2020.0,https://openalex.org/W3115381926,0.0,0.7387879106010685,tfidf
SKG_MT_436,Paper,Tencent Neural Machine Translation Systems for the WMT20 News Translation Task,MT,SKG,2020.0,https://openalex.org/W3121049435,21.0,0.6451866901908418,tfidf
SKG_MT_437,Paper,Syntax-based Rewriting for Simultaneous Machine Translation,MT,SKG,2015.0,https://openalex.org/W2251530174,25.0,0.522644915452232,tfidf
SKG_MT_438,Paper,Learning Adaptive Segmentation Policy for Simultaneous Translation,MT,SKG,2020.0,https://openalex.org/W3105626768,41.0,0.5660754992996894,tfidf
