paper_id,year,semantic_novelty,structural_novelty,triple_count,cited_by_count,reference_count
SKG_SA_339,2014,0.0759695172309875,0.8666666666666667,45.0,4,16
SKG_SA_283,2014,0.0725958943367004,0.7674418604651163,43.0,1167,59
SKG_SA_307,2014,0.0847444534301757,0.8108108108108109,185.0,1073,23
SKG_MT_97,2014,0.0592139959335327,0.6,10.0,35,17
SKG_MT_116,2014,0.0606682896614074,0.7723577235772358,123.0,6,20
SKG_PAR_35,2014,0.2655619382858276,0.8596491228070176,114.0,5,26
SKG_MT_224,2014,0.0543509721755981,0.8505747126436781,87.0,7,22
SKG_MT_827,2014,0.0489643216133117,1.0,12.0,1,41
SKG_MT_828,2014,0.0672796368598938,0.6911764705882353,68.0,16,14
SKG_MT_545,2014,0.0590206384658813,0.7894736842105263,133.0,60,38
SKG_MT_560,2014,0.060203731060028,0.7948717948717948,117.0,21,33
SKG_MT_770,2014,0.0468560457229614,0.7304347826086957,115.0,9,47
SKG_SA_540,2014,0.0750862956047058,0.9130434782608696,92.0,36,29
SKG_MT_652,2014,0.0602575540542602,0.7954545454545454,132.0,99,45
SKG_MT_187,2014,0.0972489118576049,1.0,4.0,2,7
SKG_MT_220,2014,0.0826472043991088,0.6857142857142857,35.0,9,18
SKG_MT_1158,2014,0.0715095400810241,0.8679245283018868,53.0,19,29
SKG_MT_647,2014,0.0622831583023071,0.8089887640449438,89.0,44,31
SKG_SA_556,2014,0.0664117932319641,0.8512396694214877,121.0,241,21
SKG_SA_517,2014,0.089263916015625,0.8421052631578947,57.0,615,23
SKG_DIA_64,2014,0.0755963325500488,0.8831168831168831,77.0,8,31
SKG_SA_490,2014,0.0651419758796691,0.8358974358974359,195.0,125,31
SKG_MT_738,2014,0.0760272741317749,0.8297872340425532,94.0,27,38
SKG_MT_732,2014,0.067315936088562,0.75,40.0,7,11
SKG_SA_441,2014,0.0748685598373413,0.7368421052631579,38.0,11,9
SKG_SUM_145,2014,0.0756005048751831,0.8352941176470589,85.0,19,16
SKG_SUM_68,2014,0.0662018060684204,0.85,20.0,37,19
SKG_SUM_22,2014,0.0728254318237304,0.8735955056179775,356.0,31,29
SKG_SUM_186,2015,0.0847347974777221,0.9,20.0,15,14
SKG_SUM_178,2015,0.0731756091117858,0.8849557522123894,113.0,134,19
SKG_SUM_177,2015,0.0548046231269836,0.7470588235294118,170.0,29,34
SKG_SUM_172,2015,0.0728170275688171,0.8541666666666666,48.0,239,45
SKG_MT_668,2015,0.0616693496704101,0.8313253012048193,83.0,9,23
SKG_SUM_17,2015,0.0758655667304992,0.8705882352941177,85.0,145,19
SKG_SA_608,2015,0.0780261158943176,0.7209302325581395,43.0,45,35
SKG_MT_1293,2015,0.2099266648292541,0.774390243902439,164.0,18,18
SKG_MT_1295,2015,0.0972944498062133,0.8333333333333334,90.0,5,0
SKG_SUM_129,2015,0.0752514600753784,0.7948717948717948,39.0,2,23
SKG_SUM_107,2015,0.0575504302978515,0.7988826815642458,179.0,37,49
SKG_PAR_100,2015,0.0709077715873718,0.7329842931937173,191.0,181,49
SKG_PAR_61,2015,0.0799804925918579,0.768595041322314,121.0,20,22
SKG_PAR_67,2015,0.0713527798652648,0.7823834196891192,193.0,26,28
SKG_MT_217,2015,0.0582086443901062,0.8165137614678899,109.0,11,22
SKG_MT_221,2015,0.0457558631896972,0.7692307692307693,78.0,24,58
SKG_MT_642,2015,0.0537834167480468,0.7613636363636364,176.0,14,44
SKG_MT_651,2015,0.0583281517028808,0.8333333333333334,72.0,7,25
SKG_SA_564,2015,0.056933045387268,0.7291666666666666,144.0,9,20
SKG_PAR_79,2015,0.0750457644462585,0.8048780487804879,123.0,52,18
SKG_PAR_124,2015,0.0759193301200866,0.7850467289719626,107.0,94,38
SKG_PAR_84,2015,0.073036789894104,0.8620689655172413,87.0,9,25
SKG_MT_1118,2015,0.2155488133430481,0.84375,32.0,2,15
SKG_MT_262,2015,0.0551515817642211,0.8111111111111111,90.0,2,34
SKG_MT_1108,2015,0.0583170056343078,0.8041237113402062,97.0,6,22
SKG_PAR_116,2015,0.0655150413513183,0.7976190476190477,84.0,29,27
SKG_MT_296,2015,0.0680506825447082,0.819672131147541,61.0,9,28
SKG_MT_1085,2015,0.069720447063446,0.6976744186046512,86.0,10,26
SKG_QA_168,2015,0.0713017582893371,0.7678571428571429,56.0,372,29
SKG_QA_107,2015,0.0727148056030273,0.85,180.0,58,23
SKG_QA_28,2015,0.0852235555648803,1.0,2.0,14,13
SKG_QA_15,2015,0.0746403932571411,0.821656050955414,157.0,454,27
SKG_MT_1456,2015,0.0748642683029174,0.6428571428571429,42.0,5,37
SKG_MT_615,2015,0.078666865825653,0.7651006711409396,149.0,72,28
SKG_QA_155,2015,0.0509203076362609,0.75,120.0,178,30
SKG_MT_304,2015,0.0741284489631652,0.7545454545454545,110.0,4,29
SKG_MT_320,2015,0.0773626565933227,0.7142857142857143,35.0,4,58
SKG_MT_1035,2015,0.0299201011657714,0.5882352941176471,102.0,3,32
SKG_MT_1045,2015,0.0653460621833801,0.8271604938271605,81.0,9,28
SKG_QA_298,2015,0.0785712003707885,0.8933333333333333,75.0,62,10
SKG_MT_1032,2015,0.0675795674324035,0.7719298245614035,57.0,36,27
SKG_QA_256,2015,0.0778790712356567,0.8977272727272727,88.0,112,30
SKG_QA_269,2015,0.0715144872665405,0.7894736842105263,38.0,43,16
SKG_MT_18,2015,0.0710490345954895,0.875,32.0,65,44
SKG_MT_24,2015,0.056776225566864,0.7888888888888889,90.0,47,29
SKG_MT_1380,2015,0.0627304911613464,0.7608695652173914,46.0,14,20
SKG_MT_48,2015,0.059649109840393,0.5121951219512195,41.0,9,18
SKG_MT_1004,2015,0.0568362474441528,0.75,80.0,66,33
SKG_QA_352,2015,0.0594556927680969,0.7663551401869159,107.0,74,16
SKG_QA_356,2015,0.0735313296318054,0.9411764705882352,17.0,141,24
SKG_QA_328,2015,0.0775362253189086,0.7916666666666666,72.0,18,23
SKG_QA_446,2015,0.0667053461074829,0.7457627118644068,59.0,21,22
SKG_MT_378,2015,0.0618726015090942,0.8695652173913043,46.0,14,45
SKG_MT_384,2015,0.0705856084823608,0.7777777777777778,99.0,20,24
SKG_MT_971,2015,0.0488491058349609,0.807909604519774,177.0,4,35
SKG_MT_976,2015,0.0829769968986511,0.7567567567567568,74.0,10,38
SKG_QA_423,2015,0.0659712553024292,0.8448275862068966,116.0,39,27
SKG_SA_531,2015,0.0642005205154419,0.8888888888888888,90.0,24,30
SKG_SA_535,2015,0.0664297938346862,0.7784810126582279,158.0,534,25
SKG_MT_699,2015,0.0749263763427734,0.8813559322033898,177.0,51,42
SKG_SA_9,2015,0.0708433389663696,0.7786259541984732,131.0,66,29
SKG_MT_401,2015,0.0635916590690612,0.7333333333333333,45.0,414,20
SKG_MT_405,2015,0.0650814175605773,0.7987421383647799,159.0,9,33
SKG_MT_165,2015,0.0610789060592651,0.7894736842105263,76.0,49,29
SKG_MT_171,2015,0.074833869934082,0.82,100.0,6,13
SKG_MT_959,2015,0.0834827423095703,0.8014184397163121,141.0,612,24
SKG_QA_438,2015,0.077289879322052,0.7474747474747475,99.0,102,22
SKG_MT_428,2015,0.055914282798767,0.7063492063492064,126.0,6,34
SKG_MT_429,2015,0.0665153264999389,0.8118811881188119,101.0,3,19
SKG_MT_437,2015,0.059130847454071,0.675,40.0,25,32
SKG_MT_441,2015,0.0712659955024719,0.7272727272727273,88.0,867,24
SKG_DIA_300,2015,0.064845860004425,0.881578947368421,76.0,838,54
SKG_MT_900,2015,0.0761153101921081,0.7714285714285715,35.0,20,20
SKG_MT_471,2015,0.0623245239257812,0.7532467532467533,77.0,6,16
SKG_DIA_275,2015,0.0668585896492004,0.7906976744186046,86.0,18,18
SKG_SA_107,2015,0.0544196963310241,0.8584905660377359,106.0,11,21
SKG_SA_114,2015,0.0685032606124877,0.75,76.0,14,19
SKG_SA_65,2015,0.0944656133651733,1.0,4.0,21,12
SKG_SA_78,2015,0.0625654458999633,0.8461538461538461,39.0,28,21
SKG_MT_1254,2015,0.0483636856079101,0.6385542168674698,83.0,4,37
SKG_MT_1333,2015,0.0794529914855957,0.6619718309859155,71.0,12,11
SKG_MT_1346,2015,0.2423641085624694,0.8416666666666667,120.0,96,9
SKG_SA_143,2015,0.0633131861686706,0.8778625954198473,262.0,1512,56
SKG_SA_240,2015,0.0729665756225586,0.7777777777777778,99.0,247,32
SKG_MT_854,2015,0.0659300088882446,0.7017543859649122,57.0,2,32
SKG_MT_839,2015,0.0702255368232727,0.8104575163398693,153.0,5,15
SKG_SA_266,2015,0.0534203648567199,0.7818181818181819,220.0,18,59
SKG_SA_366,2015,0.0700693130493164,0.75,16.0,83,38
SKG_SA_313,2015,0.0602290034294128,0.8095238095238095,63.0,38,28
SKG_SA_321,2015,0.0700603723526001,0.7608695652173914,92.0,16,22
SKG_SA_323,2015,0.0509363412857055,0.8387096774193549,93.0,245,38
SKG_SA_334,2015,0.0719982981681823,0.7672413793103449,116.0,115,32
SKG_SA_293,2015,0.0686338543891906,0.9043478260869564,115.0,91,26
SKG_SA_382,2015,0.0820465087890625,1.0,4.0,375,9
SKG_SA_393,2015,0.0573709607124328,0.7121212121212122,66.0,14,16
SKG_MT_108,2015,0.0761688947677612,0.7272727272727273,44.0,119,15
SKG_MT_109,2015,0.0583323240280151,0.7755102040816326,49.0,1,34
SKG_SA_401,2015,0.0782843828201294,0.8148148148148148,189.0,22,35
SKG_MT_809,2015,0.0561224222183227,0.8628571428571429,175.0,8489,20
SKG_MT_810,2015,0.0566474795341491,0.8303571428571429,224.0,5,34
SKG_MT_815,2015,0.0528172254562377,0.8842975206611571,121.0,10,25
SKG_SA_415,2015,0.061542809009552,0.8157894736842105,114.0,201,13
SKG_MT_555,2015,0.0824602842330932,0.9090909090909092,11.0,95,18
SKG_SA_432,2015,0.0776076316833496,0.8846153846153846,26.0,30,33
SKG_SA_542,2015,0.0891655683517456,0.7272727272727273,33.0,29,26
SKG_SA_545,2015,0.0676151514053344,0.7777777777777778,9.0,1,13
SKG_DIA_40,2015,0.0663868188858032,0.7586206896551724,29.0,3,20
SKG_SA_509,2015,0.0741931796073913,0.8247422680412371,97.0,71,30
SKG_SA_437,2015,0.0721713304519653,0.7202380952380952,168.0,376,51
SKG_SA_592,2015,0.0609121322631835,0.8541666666666666,48.0,8,14
SKG_SA_596,2015,0.0794655084609985,0.776595744680851,94.0,266,16
SKG_SA_458,2015,0.066394031047821,0.8627450980392157,51.0,11,29
SKG_SA_410,2015,0.0679977536201477,0.8518518518518519,27.0,163,31
SKG_SUM_136,2015,0.0746917724609375,0.8102189781021898,137.0,159,56
SKG_SUM_92,2015,0.0704717636108398,0.8539325842696629,89.0,69,27
SKG_SUM_64,2015,0.1123796701431274,0.7931034482758621,29.0,6,28
SKG_SUM_190,2016,0.0535987615585327,0.8764044943820225,89.0,99,42
SKG_MT_673,2016,0.0756570100784301,0.7837837837837838,111.0,182,38
SKG_SUM_217,2016,0.0784465074539184,0.8688524590163934,61.0,24,27
SKG_MT_658,2016,0.0564092397689819,0.7294117647058823,170.0,445,31
SKG_SUM_197,2016,0.0809739232063293,0.9230769230769232,13.0,27,26
SKG_SUM_85,2016,0.0576114654541015,0.7980769230769231,104.0,922,25
SKG_SUM_78,2016,0.0664972066879272,0.8529411764705882,68.0,13,33
SKG_SUM_128,2016,0.0700438618659973,0.8596491228070176,57.0,25,27
SKG_SA_617,2016,0.0657135248184204,0.8888888888888888,9.0,13,14
SKG_SUM_108,2016,0.0262849926948547,0.7425742574257426,101.0,48,49
SKG_MT_1311,2016,0.0285307168960571,0.801980198019802,101.0,2,28
SKG_MT_1304,2016,0.0606485605239868,0.7246376811594203,69.0,14,34
SKG_MT_999,2016,0.0556730031967163,0.7946428571428571,112.0,21,41
SKG_MT_1219,2016,0.0623693466186523,0.6632653061224489,98.0,402,27
SKG_SA_463,2016,0.0573166012763977,0.6382978723404256,47.0,11,17
SKG_SA_504,2016,0.0608576536178588,0.8432835820895522,134.0,20,42
SKG_SA_497,2016,0.0503815412521362,0.8348623853211009,218.0,423,51
SKG_MT_698,2016,0.0407482385635376,0.7719298245614035,171.0,3,43
SKG_SA_462,2016,0.0529884099960327,0.8064516129032258,155.0,21,11
SKG_MT_731,2016,0.0358026623725891,0.7073170731707317,82.0,160,39
SKG_DIA_86,2016,0.0623896718025207,0.7927927927927928,111.0,4,27
SKG_SA_493,2016,0.0625293850898742,0.8070175438596491,228.0,340,27
SKG_DIA_153,2016,0.0611971616744995,0.8253968253968254,126.0,73,44
SKG_SA_385,2016,0.0666338205337524,0.0,129.0,126,24
SKG_DIA_109,2016,0.0679143071174621,0.8586956521739131,92.0,60,0
SKG_SA_431,2016,0.0620402097702026,0.8333333333333334,54.0,4,16
SKG_SA_427,2016,0.0497554540634155,0.7981651376146789,109.0,38,11
SKG_SA_426,2016,0.0542491674423217,0.7578947368421053,95.0,5,45
SKG_MT_574,2016,0.0629630088806152,0.7751937984496124,129.0,191,32
SKG_MT_2,2016,0.0515788793563842,0.8232558139534883,215.0,102,22
SKG_MT_1,2016,0.0581951141357421,0.8262108262108262,351.0,57,23
SKG_MT_201,2016,0.0591543912887573,0.8045112781954887,133.0,199,36
SKG_MT_1190,2016,0.0545893907546997,0.8085106382978723,47.0,2,24
SKG_SA_309,2016,0.0647317171096801,0.7941176470588235,102.0,11,29
SKG_DIA_158,2016,0.0712078809738159,0.7555555555555555,90.0,69,35
SKG_SA_369,2016,0.0792735815048217,0.6404494382022472,89.0,3,7
SKG_SA_354,2016,0.0633554458618164,0.7840909090909091,88.0,3,6
SKG_SA_252,2016,0.0706179738044738,0.7142857142857143,35.0,23,5
SKG_SA_238,2016,0.0650508999824523,0.6792452830188679,106.0,2305,37
SKG_SA_275,2016,0.0666583180427551,0.7267441860465116,172.0,1027,48
SKG_SA_269,2016,0.0681542158126831,0.7974683544303798,79.0,37,12
SKG_MT_513,2016,0.047369360923767,0.768,125.0,6,26
SKG_DIA_204,2016,0.0666338205337524,0.8294573643410853,129.0,126,24
SKG_PAR_9,2016,0.0801770091056823,0.8048780487804879,41.0,14,11
SKG_PAR_7,2016,0.0762922167778015,0.8865248226950354,141.0,20,59
SKG_PAR_36,2016,0.0682708024978637,0.837037037037037,135.0,6,23
SKG_MT_1166,2016,0.076712965965271,0.8163265306122449,49.0,1,26
SKG_MT_1160,2016,0.0540282130241394,0.8130841121495327,107.0,124,22
SKG_MT_215,2016,0.0578573942184448,0.725,80.0,50,27
SKG_SA_160,2016,0.0575721859931945,0.7681159420289855,138.0,90,26
SKG_DIA_245,2016,0.0872243046760559,0.9444444444444444,18.0,73,10
SKG_SA_193,2016,0.0594085454940795,0.7352941176470589,68.0,60,32
SKG_SA_190,2016,0.0698505640029907,0.865979381443299,97.0,28,18
SKG_DIA_267,2016,0.0559598207473754,0.8303571428571429,112.0,172,50
SKG_MT_901,2016,0.0840393304824829,0.7439024390243902,82.0,1,38
SKG_MT_897,2016,0.0326648950576782,0.8666666666666667,105.0,51,23
SKG_MT_895,2016,0.0615622401237487,0.8409090909090909,176.0,732,27
SKG_MT_459,2016,0.0529653429985046,0.7592592592592593,162.0,147,20
SKG_DIA_260,2016,0.0891437530517578,0.8333333333333334,12.0,24,40
SKG_MT_1138,2016,0.0737776756286621,0.8775510204081632,49.0,5,13
SKG_MT_241,2016,0.0515787005424499,0.0211267605633802,142.0,102,22
SKG_MT_237,2016,0.0584962964057922,0.7959183673469388,49.0,8,28
SKG_MT_230,2016,0.0543547868728637,0.6666666666666666,42.0,0,17
SKG_SA_17,2016,0.0603054761886596,0.7709923664122137,131.0,185,46
SKG_SA_8,2016,0.0719487071037292,0.7678018575851393,323.0,6,29
SKG_SA_41,2016,0.055937647819519,0.7931034482758621,145.0,109,21
SKG_SA_26,2016,0.0669784545898437,0.8985507246376812,69.0,0,14
SKG_MT_905,2016,0.0653390884399414,0.7525773195876289,97.0,38,25
SKG_MT_431,2016,0.1231083869934082,1.0,2.0,25,16
SKG_SA_89,2016,0.0641745328903198,0.8947368421052632,95.0,8,13
SKG_SA_85,2016,0.062421441078186,0.8095238095238095,105.0,49,19
SKG_QA_470,2016,0.1588285565376281,0.8392857142857143,112.0,67,31
SKG_DIA_310,2016,0.0687111020088195,0.8823529411764706,102.0,1047,56
SKG_MT_402,2016,0.0572742223739624,0.7651006711409396,149.0,15,22
SKG_PAR_110,2016,0.0574299097061157,0.8166666666666667,60.0,40,18
SKG_PAR_162,2016,0.076522946357727,0.9230769230769232,13.0,33,19
SKG_PAR_147,2016,0.0819347500801086,0.7083333333333334,24.0,33,14
SKG_MT_1105,2016,0.0527690649032592,0.8314606741573034,89.0,95,39
SKG_MT_247,2016,0.0629640817642211,0.8243243243243243,74.0,9,24
SKG_PAR_135,2016,0.0590742826461792,0.8217821782178217,202.0,39,36
SKG_QA_376,2016,0.0595220327377319,0.826530612244898,98.0,108,42
SKG_QA_375,2016,0.0641430020332336,0.7014218009478673,211.0,19,40
SKG_QA_366,2016,0.0608293414115905,0.7087378640776699,103.0,5,7
SKG_QA_421,2016,0.0704249143600463,0.7678571428571429,112.0,17,23
SKG_QA_419,2016,0.0525309443473815,0.5374149659863946,147.0,30,33
SKG_QA_407,2016,0.0620242357254028,0.8205128205128205,117.0,13,38
SKG_MT_960,2016,0.0613309741020202,0.7307692307692307,78.0,131,20
SKG_MT_381,2016,0.0253340601921081,0.7745664739884393,173.0,40,34
SKG_QA_405,2016,0.0750465393066406,0.8043478260869565,92.0,74,40
SKG_QA_312,2016,0.0788822174072265,0.8,90.0,102,32
SKG_QA_340,2016,0.0756670236587524,0.902439024390244,41.0,50,57
SKG_QA_337,2016,0.0559293627738952,0.7272727272727273,77.0,20,17
SKG_QA_335,2016,0.0628441572189331,0.7299270072992701,137.0,125,44
SKG_MT_994,2016,0.072394847869873,0.7448979591836735,98.0,643,34
SKG_MT_370,2016,0.0568192601203918,0.768595041322314,121.0,46,38
SKG_MT_365,2016,0.026400864124298,0.8455284552845529,123.0,16,34
SKG_MT_362,2016,0.0693145990371704,0.9285714285714286,56.0,2,20
SKG_MT_360,2016,0.0564475059509277,0.7142857142857143,119.0,16,0
SKG_QA_345,2016,0.0556730031967163,0.0,112.0,21,41
SKG_PAR_182,2016,0.0641677975654602,0.7631578947368421,76.0,61,31
SKG_PAR_175,2016,0.05207359790802,0.7017543859649122,57.0,40,32
SKG_PAR_173,2016,0.0651772618293762,0.7128712871287128,101.0,60,21
SKG_PAR_172,2016,0.0737776756286621,0.0,49.0,5,13
SKG_PAR_223,2016,0.061306357383728,0.8695652173913043,69.0,119,38
SKG_QA_182,2016,0.0686712265014648,0.8413461538461539,208.0,1378,69
SKG_QA_197,2016,0.0634139776229858,0.8372093023255814,43.0,11,27
SKG_QA_261,2016,0.063646912574768,0.7910447761194029,134.0,79,22
SKG_MT_1029,2016,0.0719059109687805,0.5957446808510638,47.0,1,18
SKG_MT_327,2016,0.0678237676620483,0.5454545454545454,55.0,7,9
SKG_QA_253,2016,0.0617713928222656,0.7746478873239436,71.0,26,33
SKG_QA_70,2016,0.0555428266525268,0.75,216.0,262,39
SKG_QA_63,2016,0.0652276277542114,0.7796610169491526,118.0,13,34
SKG_QA_131,2016,0.0608293414115905,0.6428571428571429,14.0,5,7
SKG_QA_118,2016,0.0567203760147094,0.7898089171974523,157.0,12,36
SKG_MT_312,2016,0.0336729884147644,0.7857142857142857,84.0,100,23
SKG_MT_1298,2016,0.0564896464347839,0.7935483870967742,155.0,37,38
SKG_MT_1288,2016,0.0633198022842407,0.8260869565217391,92.0,257,32
SKG_MT_107,2016,0.0577180981636047,0.6710526315789473,76.0,2,24
SKG_MT_103,2016,0.0352527499198913,0.9322033898305084,118.0,29,49
SKG_MT_1233,2016,0.0710900425910949,0.8089887640449438,89.0,75,36
SKG_MT_1230,2016,0.0339782834053039,0.8426395939086294,197.0,25,26
SKG_MT_1229,2016,0.060630977153778,0.7727272727272727,66.0,0,29
SKG_MT_1264,2016,0.0525309443473815,0.0,147.0,30,33
SKG_MT_1314,2016,0.0512396097183227,0.7814207650273224,183.0,253,36
SKG_SA_566,2016,0.0536736249923706,0.8767123287671232,73.0,22,31
SKG_DIA_15,2016,0.085522174835205,0.8227848101265823,79.0,95,43
SKG_SA_594,2016,0.07322758436203,0.7794117647058824,68.0,125,42
SKG_SA_583,2016,0.0514163970947265,0.8947368421052632,38.0,118,10
SKG_SA_634,2016,0.0803850293159484,0.8390804597701149,87.0,583,25
SKG_SA_622,2017,0.0656781196594238,0.8277777777777777,180.0,18,29
SKG_SA_630,2017,0.0638157129287719,0.7727272727272727,44.0,98,40
SKG_SA_578,2017,0.0680529475212097,0.8181818181818182,110.0,34,16
SKG_SA_593,2017,0.0639327764511108,0.7888888888888889,90.0,190,28
SKG_DIA_21,2017,0.071248173713684,0.8488372093023255,86.0,44,35
SKG_MT_636,2017,0.0526908636093139,0.7924528301886793,106.0,32,28
SKG_MT_645,2017,0.0607522130012512,0.6857142857142857,140.0,32,36
SKG_MT_650,2017,0.0658863186836242,0.7764705882352941,170.0,10,50
SKG_DIA_24,2017,0.1148929595947265,0.8181818181818182,44.0,145,24
SKG_DIA_25,2017,0.062942624092102,0.7365269461077845,167.0,32,26
SKG_SA_537,2017,0.0569862127304077,0.6933333333333334,75.0,7,21
SKG_MT_88,2017,0.0705410242080688,0.7432432432432432,74.0,16,34
SKG_MT_104,2017,0.0583264231681823,0.7245508982035929,167.0,53,52
SKG_MT_1287,2017,0.0578359365463256,0.8074534161490683,161.0,28,33
SKG_MT_123,2017,0.0555282831192016,0.7005988023952096,167.0,134,27
SKG_MT_136,2017,0.0466148257255554,0.7678571428571429,56.0,101,44
SKG_SUM_191,2017,0.0883601903915405,0.675,40.0,62,21
SKG_SUM_103,2017,0.0815318822860717,0.8333333333333334,18.0,9,17
SKG_QA_145,2017,0.0723853111267089,0.6627906976744186,86.0,9,46
SKG_MT_1034,2017,0.0622327923774719,0.75,44.0,6,20
SKG_MT_1037,2017,0.0473276376724243,0.7121951219512195,205.0,4,37
SKG_QA_157,2017,0.0890499949455261,0.8220338983050848,118.0,18,14
SKG_QA_119,2017,0.05478036403656,0.664179104477612,134.0,179,54
SKG_QA_58,2017,0.0664647221565246,0.765625,128.0,21,35
SKG_QA_42,2017,0.0629017949104309,0.7131147540983607,122.0,27,19
SKG_QA_46,2017,0.0524789690971374,0.6412213740458015,131.0,19,27
SKG_QA_47,2017,0.0314452052116394,0.7655172413793103,145.0,174,57
SKG_QA_4,2017,0.0639605522155761,0.7846153846153846,195.0,213,26
SKG_QA_24,2017,0.076948344707489,0.9,20.0,2,14
SKG_MT_321,2017,0.0770670771598815,0.8041237113402062,97.0,27,40
SKG_MT_333,2017,0.0347242355346679,0.6363636363636364,11.0,11,18
SKG_MT_338,2017,0.0614315271377563,0.8278688524590164,122.0,36,32
SKG_MT_1013,2017,0.0583688616752624,0.7874564459930313,287.0,72,39
SKG_MT_351,2017,0.0579169988632202,0.6759259259259259,108.0,75,25
SKG_QA_235,2017,0.0703362226486206,0.8194444444444444,72.0,12,13
SKG_QA_242,2017,0.0524142980575561,0.7522935779816514,109.0,10,43
SKG_QA_223,2017,0.0576156377792358,0.7619047619047619,63.0,21,9
SKG_QA_172,2017,0.0343810319900512,0.6090909090909091,110.0,91,31
SKG_QA_175,2017,0.0656197667121887,0.8173076923076923,104.0,30,48
SKG_QA_26,2017,0.0607736706733703,0.8,15.0,43,27
SKG_PAR_203,2017,0.08868408203125,0.0,72.0,1,25
SKG_PAR_210,2017,0.0545981526374816,0.7258064516129032,62.0,58,16
SKG_PAR_224,2017,0.0566219091415405,0.7328767123287672,146.0,14,19
SKG_MT_1056,2017,0.1222835779190063,0.824,125.0,187,22
SKG_MT_1063,2017,0.0491365194320678,0.773109243697479,119.0,52,29
SKG_PAR_176,2017,0.0657976269721984,0.796875,64.0,9,12
SKG_PAR_177,2017,0.0551767349243164,0.7664233576642335,137.0,33,18
SKG_PAR_180,2017,0.050319492816925,0.7808219178082192,73.0,6,30
SKG_PAR_183,2017,0.0625877380371093,0.7808219178082192,73.0,106,22
SKG_PAR_186,2017,0.0506795644760131,0.7160493827160493,162.0,101,63
SKG_MT_363,2017,0.0586393475532531,0.6075949367088608,79.0,17,25
SKG_MT_995,2017,0.0519558787345886,0.7560975609756098,123.0,7,28
SKG_QA_341,2017,0.0561918020248413,0.8242424242424242,165.0,1400,43
SKG_QA_272,2017,0.061024785041809,0.7763157894736842,152.0,720,46
SKG_QA_277,2017,0.0687677264213562,0.7380952380952381,126.0,302,36
SKG_QA_288,2017,0.0923234820365905,0.9285714285714286,28.0,46,19
SKG_QA_442,2017,0.0749377012252807,0.8222222222222222,45.0,9,24
SKG_QA_445,2017,0.0459352731704711,0.7317073170731707,41.0,9,14
SKG_QA_455,2017,0.073185920715332,0.7407407407407407,81.0,5,0
SKG_MT_382,2017,0.0675336718559265,0.7368421052631579,133.0,217,61
SKG_MT_982,2017,0.062301754951477,0.8159340659340659,364.0,429,46
SKG_QA_399,2017,0.0564187169075012,0.7375886524822695,141.0,6,19
SKG_QA_369,2017,0.0615957975387573,0.7674418604651163,43.0,65,11
SKG_PAR_194,2017,0.0880347490310669,0.8333333333333334,12.0,15,28
SKG_PAR_197,2017,0.0606066584587097,0.6907216494845361,97.0,77,59
SKG_PAR_143,2017,0.063991904258728,0.7559523809523809,168.0,32,39
SKG_MT_1099,2017,0.0608440637588501,0.7681159420289855,69.0,14,24
SKG_MT_1103,2017,0.0344389081001281,0.7965116279069767,172.0,17,34
SKG_PAR_156,2017,0.1761913299560547,0.8192771084337349,83.0,8,26
SKG_PAR_112,2017,0.0455307960510253,0.6777777777777778,180.0,60,54
SKG_PAR_115,2017,0.0609654188156127,0.7192982456140351,114.0,13,0
SKG_PAR_118,2017,0.0583569407463073,0.8360655737704918,61.0,11,25
SKG_PAR_122,2017,0.0493591427803039,0.6545454545454545,55.0,30,17
SKG_SA_21,2017,0.0550629496574401,0.7350993377483444,151.0,8,8
SKG_MT_397,2017,0.0615102052688598,0.7699115044247787,113.0,143,38
SKG_MT_400,2017,0.0555645823478698,0.7975460122699386,163.0,16,9
SKG_MT_408,2017,0.0519970655441284,0.7853658536585366,205.0,40,40
SKG_MT_934,2017,0.056065559387207,0.7907949790794979,239.0,0,14
SKG_MT_939,2017,0.0695029497146606,0.7017543859649122,114.0,6,24
SKG_DIA_303,2017,0.078973650932312,0.863013698630137,73.0,37,39
SKG_DIA_306,2017,0.0332067608833313,0.875,16.0,299,41
SKG_DIA_307,2017,0.0686113238334655,0.7638888888888888,72.0,28,0
SKG_QA_462,2017,0.0512105822563171,0.7777777777777778,81.0,114,45
SKG_QA_471,2017,0.0655819773674011,0.7619047619047619,105.0,19,28
SKG_QA_472,2017,0.0698382258415222,0.5918367346938775,49.0,4,8
SKG_QA_431,2017,0.08868408203125,0.8472222222222222,72.0,1,25
SKG_SA_108,2017,0.058930218219757,0.6451612903225806,31.0,6,10
SKG_SA_116,2017,0.0643475651741027,0.723404255319149,188.0,112,34
SKG_MT_427,2017,0.0587636232376098,0.8153846153846154,65.0,1,28
SKG_MT_910,2017,0.0850166082382202,0.0,4.0,65,40
SKG_MT_911,2017,0.0285573005676269,1.0,9.0,19,28
SKG_MT_924,2017,0.0622884035110473,0.7880184331797235,217.0,123,23
SKG_MT_448,2017,0.0592609643936157,0.5607476635514018,107.0,9,19
SKG_DIA_302,2017,0.0735713839530944,0.8947368421052632,38.0,41,5
SKG_PAR_125,2017,0.0547629594802856,0.74,150.0,7,23
SKG_PAR_126,2017,0.0523236393928527,0.7555555555555555,180.0,32,20
SKG_MT_246,2017,0.0620139241218566,0.717391304347826,92.0,68,48
