paper_id,year,cited_by_count,reference_count
SKG_MT_568,2020,8,29
SKG_MT_570,2019,19,36
SKG_MT_572,2013,10,32
SKG_MT_573,2020,25,18
SKG_MT_574,2016,191,32
SKG_MT_575,2018,29,26
SKG_MT_576,2012,3,25
SKG_MT_577,2019,1,17
SKG_MT_579,2020,13,52
SKG_MT_580,2019,20,11
SKG_MT_585,2010,6,18
SKG_MT_586,2014,6,19
SKG_MT_587,2018,7,3
SKG_MT_589,2018,7,24
SKG_MT_590,2014,10,49
SKG_MT_591,2013,31,21
SKG_MT_594,2020,82,42
SKG_MT_595,2011,11,17
SKG_MT_597,2019,33,40
SKG_MT_598,2014,1,32
SKG_MT_602,2019,20,23
SKG_MT_603,2010,15,27
SKG_MT_604,2018,37,27
SKG_MT_605,2017,78,40
SKG_MT_606,2010,12,24
SKG_MT_609,2019,1,38
SKG_MT_610,2017,124,33
SKG_MT_611,2020,6,40
SKG_MT_612,2020,3,16
SKG_MT_613,2012,19,41
SKG_MT_614,2020,5,20
SKG_MT_615,2015,72,28
SKG_MT_616,2019,43,29
SKG_MT_618,2019,49,38
SKG_MT_620,2011,6,17
SKG_MT_621,2019,16,42
SKG_MT_622,2012,2,0
SKG_MT_626,2019,28,39
SKG_MT_631,2020,55,31
SKG_MT_636,2017,32,28
SKG_MT_640,2019,43,40
SKG_MT_641,2013,7,28
SKG_MT_642,2015,14,44
SKG_MT_645,2017,32,36
SKG_MT_646,2010,17,11
SKG_MT_647,2014,44,31
SKG_MT_649,2019,109,45
SKG_MT_650,2017,10,50
SKG_MT_651,2015,7,25
SKG_MT_652,2014,99,45
SKG_MT_654,2019,61,22
SKG_MT_655,2019,17,35
SKG_MT_656,2020,0,19
SKG_MT_658,2016,445,31
SKG_MT_659,2018,33,42
SKG_MT_660,2010,20,18
SKG_MT_662,2018,72,42
SKG_MT_665,2017,127,36
SKG_MT_668,2015,9,23
SKG_MT_669,2018,91,37
SKG_MT_672,2018,24,37
SKG_MT_673,2016,182,38
SKG_MT_674,2019,9,34
SKG_MT_676,2014,0,16
SKG_MT_677,2020,2,20
SKG_MT_680,2014,5,29
SKG_MT_681,2013,7,38
SKG_MT_682,2013,14,49
SKG_MT_683,2019,56,40
SKG_MT_684,2018,3,15
SKG_MT_685,2020,1,10
SKG_MT_687,2019,65,28
SKG_MT_689,2020,22,15
SKG_MT_690,2019,4,14
SKG_MT_691,2018,14,25
SKG_MT_693,2020,24,41
SKG_MT_695,2017,460,36
SKG_MT_696,2019,6,27
SKG_MT_697,2011,5,34
SKG_MT_698,2016,3,43
SKG_MT_699,2015,51,42
SKG_MT_701,2018,116,32
SKG_MT_702,2019,86,42
SKG_MT_703,2019,7,28
SKG_MT_705,2013,56,30
SKG_MT_706,2013,21,25
SKG_MT_707,2013,15,36
SKG_MT_708,2013,41,17
SKG_MT_709,2018,275,42
SKG_MT_710,2014,15,16
SKG_MT_712,2011,15,35
SKG_MT_714,2020,34,55
SKG_MT_715,2010,296,15
SKG_MT_717,2018,323,31
SKG_MT_718,2020,12,29
SKG_MT_719,2013,17,17
SKG_MT_721,2019,315,30
SKG_MT_724,2012,2,33
SKG_MT_725,2013,1,25
SKG_MT_729,2017,3,26
SKG_MT_730,2020,3,12
SKG_MT_731,2016,160,39
SKG_MT_732,2014,7,11
SKG_MT_733,2018,2,24
SKG_MT_734,2018,34,41
SKG_MT_735,2018,29,40
SKG_MT_737,2017,60,54
SKG_MT_738,2014,27,38
SKG_MT_740,2013,4,16
SKG_MT_741,2013,20,23
SKG_MT_743,2010,5,21
SKG_MT_745,2018,15,52
SKG_MT_746,2020,20,31
SKG_MT_747,2017,78,40
SKG_MT_748,2013,54,35
SKG_MT_749,2020,2,11
SKG_MT_750,2019,4,22
SKG_MT_751,2019,52,34
SKG_MT_752,2013,14,33
SKG_MT_754,2018,157,49
SKG_MT_756,2019,9,27
SKG_MT_757,2018,143,33
SKG_MT_758,2017,13,39
SKG_MT_759,2018,15,17
SKG_MT_760,2020,35,25
SKG_MT_761,2019,12,38
SKG_MT_764,2018,6,21
SKG_MT_765,2019,25,31
SKG_MT_766,2020,7,39
SKG_MT_767,2017,59,24
SKG_MT_769,2020,21,57
SKG_MT_770,2014,9,47
SKG_MT_771,2010,32,38
SKG_MT_773,2019,12,38
SKG_MT_774,2020,2,11
SKG_MT_775,2020,19,55
SKG_MT_776,2020,20,55
SKG_MT_777,2018,315,51
SKG_MT_780,2019,3,37
SKG_MT_781,2017,220,24
SKG_MT_782,2020,6,14
SKG_MT_783,2019,32,14
SKG_MT_784,2020,11,27
SKG_MT_788,2012,15,33
SKG_MT_789,2011,2,21
SKG_MT_790,2014,11,40
SKG_MT_791,2018,57,31
SKG_MT_792,2019,32,23
SKG_MT_795,2010,35,27
SKG_MT_796,2020,1,49
SKG_MT_799,2018,20,27
SKG_MT_800,2011,12,24
SKG_MT_804,2019,116,30
SKG_MT_807,2018,80,28
SKG_MT_808,2019,18,23
SKG_MT_809,2015,8489,20
SKG_MT_810,2015,5,34
SKG_MT_811,2020,67,46
SKG_MT_813,2011,9,28
SKG_MT_814,2020,33,27
SKG_MT_815,2015,10,25
SKG_MT_818,2018,232,41
SKG_MT_819,2017,129,27
SKG_MT_820,2011,14,15
SKG_MT_821,2018,70,25
SKG_MT_822,2018,344,23
SKG_MT_824,2013,15,38
SKG_MT_825,2018,9,31
SKG_MT_826,2020,3,26
SKG_MT_827,2014,1,41
SKG_MT_828,2014,16,14
SKG_MT_829,2013,5,15
SKG_MT_830,2019,2,0
SKG_MT_831,2018,178,54
SKG_MT_832,2012,25,30
SKG_MT_833,2020,19,63
SKG_MT_835,2012,1,21
SKG_MT_836,2014,9,14
SKG_MT_837,2019,3,0
SKG_MT_838,2010,88,27
SKG_MT_839,2015,5,15
SKG_MT_840,2014,21,31
SKG_MT_842,2017,5,21
SKG_MT_843,2019,7,30
SKG_MT_845,2013,9,23
SKG_MT_846,2019,5,20
SKG_MT_848,2020,52,67
SKG_MT_850,2010,63,21
SKG_MT_852,2019,22,34
SKG_MT_853,2010,5,7
SKG_MT_854,2015,2,32
SKG_MT_855,2018,9,28
SKG_MT_856,2019,64,27
SKG_MT_857,2019,7,0
SKG_MT_859,2020,14,44
SKG_MT_861,2017,0,17
SKG_MT_862,2018,84,37
SKG_MT_864,2019,35,28
SKG_MT_865,2012,4,9
SKG_MT_868,2014,162,23
SKG_MT_869,2013,2,11
SKG_MT_870,2017,5,22
SKG_MT_871,2019,0,11
SKG_MT_872,2017,115,33
SKG_MT_873,2017,62,29
SKG_MT_875,2019,9,2
SKG_MT_876,2019,58,41
SKG_MT_881,2011,43,24
SKG_MT_883,2019,17,30
SKG_MT_885,2013,3,20
SKG_MT_887,2016,307,37
SKG_MT_889,2020,3,24
SKG_MT_891,2013,32,28
SKG_MT_895,2016,732,27
SKG_MT_896,2019,31,14
SKG_MT_897,2016,51,23
SKG_MT_898,2020,26,54
SKG_MT_900,2015,20,20
SKG_MT_901,2016,1,38
SKG_MT_902,2019,403,45
SKG_MT_904,2019,108,43
SKG_MT_905,2016,38,25
SKG_MT_908,2020,0,16
SKG_MT_909,2018,162,40
SKG_MT_910,2017,65,40
SKG_MT_911,2017,19,28
SKG_MT_913,2014,39,20
SKG_MT_916,2018,119,41
SKG_MT_918,2019,0,18
SKG_MT_919,2011,8,82
SKG_MT_920,2018,28,18
SKG_MT_921,2019,25,31
SKG_MT_922,2013,32,27
SKG_MT_924,2017,123,23
SKG_MT_925,2018,80,28
SKG_MT_931,2014,89,37
SKG_MT_933,2019,56,27
SKG_MT_934,2017,0,14
SKG_MT_935,2019,6,12
SKG_MT_937,2020,4,24
SKG_MT_939,2017,6,24
SKG_MT_940,2013,6,17
SKG_MT_941,2018,80,28
SKG_MT_943,2020,2,14
SKG_MT_945,2012,3,12
SKG_MT_948,2020,3,30
SKG_MT_949,2020,73,51
SKG_MT_951,2019,21,30
SKG_MT_952,2018,257,30
SKG_MT_953,2019,8,0
SKG_MT_955,2013,1,32
SKG_MT_959,2015,612,24
SKG_MT_960,2016,131,20
SKG_MT_962,2011,139,21
SKG_MT_963,2020,1,26
SKG_MT_964,2011,4,13
SKG_MT_965,2020,18,35
SKG_MT_966,2011,17,10
SKG_MT_967,2020,5,34
SKG_MT_968,2010,7,15
SKG_MT_970,2019,7,28
SKG_MT_971,2015,4,35
SKG_MT_972,2015,13,14
SKG_MT_973,2013,2,31
SKG_MT_974,2020,1,26
SKG_MT_976,2015,10,38
SKG_MT_978,2020,3,12
SKG_MT_981,2012,1,9
SKG_MT_982,2017,429,46
SKG_MT_985,2018,79,33
SKG_MT_987,2019,22,33
SKG_MT_990,2020,4,11
SKG_MT_991,2018,15,23
SKG_MT_992,2019,37,38
SKG_MT_994,2016,643,34
SKG_MT_995,2017,7,28
SKG_MT_996,2020,3,54
SKG_MT_997,2020,1,36
SKG_MT_998,2019,37,21
SKG_MT_1002,2020,6,17
SKG_MT_1003,2011,6,9
SKG_MT_1004,2015,66,33
SKG_MT_1008,2020,24,50
SKG_MT_1009,2014,73,29
SKG_MT_1011,2019,55,34
SKG_MT_1012,2019,22,50
SKG_MT_1013,2017,72,39
SKG_MT_1014,2020,52,68
SKG_MT_1015,2020,4,40
SKG_MT_1016,2019,60,35
SKG_MT_1018,2020,24,67
SKG_MT_1020,2018,36,37
SKG_MT_1021,2020,6,20
SKG_MT_1022,2019,28,33
SKG_MT_1024,2011,26,27
SKG_MT_1026,2018,37,27
SKG_MT_1028,2019,63,37
SKG_MT_1029,2016,1,18
SKG_MT_1030,2014,8,29
SKG_MT_1031,2019,305,34
SKG_MT_1032,2015,36,27
SKG_MT_1034,2017,6,20
SKG_MT_1035,2015,3,32
SKG_MT_1036,2013,540,42
SKG_MT_1037,2017,4,37
SKG_MT_1038,2018,54,18
SKG_MT_1040,2020,210,51
SKG_MT_1041,2020,1,39
SKG_MT_1043,2019,208,23
SKG_MT_1044,2020,4,37
SKG_MT_1045,2015,9,28
SKG_MT_1046,2014,12,30
SKG_MT_1048,2013,20,19
SKG_MT_1049,2018,17,32
SKG_MT_1051,2020,21,38
SKG_MT_1053,2014,85,17
SKG_MT_1054,2018,54,18
SKG_MT_1056,2017,187,22
SKG_MT_1058,2018,2,10
SKG_MT_1060,2014,34,21
SKG_MT_1062,2012,25,16
SKG_MT_1063,2017,52,29
SKG_MT_1065,2012,43,22
SKG_MT_1066,2019,17,27
SKG_MT_1068,2015,19,38
SKG_MT_1069,2013,11,23
SKG_MT_1070,2019,126,37
SKG_MT_1074,2010,59,30
SKG_MT_1076,2020,5,20
SKG_MT_1077,2012,138,32
SKG_MT_1078,2020,7,23
SKG_MT_1080,2019,96,31
SKG_MT_1082,2013,39,34
SKG_MT_1083,2019,66,22
SKG_MT_1085,2015,10,26
SKG_MT_1087,2018,85,28
SKG_MT_1088,2019,4,39
SKG_MT_1090,2013,258,27
SKG_MT_1094,2020,5,21
SKG_MT_1096,2014,19,38
SKG_MT_1099,2017,14,24
SKG_MT_1101,2013,31,36
SKG_MT_1102,2018,53,22
SKG_MT_1103,2017,17,34
SKG_MT_1104,2020,59,29
SKG_MT_1105,2016,95,39
SKG_MT_1106,2018,33,32
SKG_MT_1107,2018,18,57
SKG_MT_1108,2015,6,22
SKG_MT_1109,2018,139,25
SKG_MT_1110,2018,79,33
SKG_MT_1111,2011,17,14
SKG_MT_1113,2018,49,43
SKG_MT_1118,2015,2,15
SKG_MT_1120,2014,6,30
SKG_MT_1126,2020,18,29
SKG_MT_1127,2014,66,15
SKG_MT_1128,2020,0,33
SKG_MT_1129,2011,17,10
SKG_MT_1132,2011,17,14
SKG_MT_1134,2019,119,45
SKG_MT_1135,2019,16,12
SKG_MT_1136,2019,29,42
SKG_MT_1138,2016,5,13
SKG_MT_1139,2019,122,52
SKG_MT_1142,2020,2,15
SKG_MT_1143,2020,23,43
SKG_MT_1145,2020,66,36
SKG_MT_1146,2020,9,17
SKG_MT_1149,2020,7,16
SKG_MT_1150,2019,9,35
SKG_MT_1151,2010,3,17
SKG_MT_1153,2017,228,2
SKG_MT_1156,2017,185,55
SKG_MT_1158,2014,19,29
SKG_MT_1160,2016,124,22
SKG_MT_1164,2020,37,34
SKG_MT_1165,2012,37,44
SKG_MT_1166,2016,1,26
SKG_MT_1167,2010,7,15
SKG_MT_1169,2013,60,37
SKG_MT_1174,2012,5,11
SKG_MT_1175,2012,7,17
SKG_MT_1176,2019,3,20
SKG_MT_1177,2012,5,34
SKG_MT_1178,2020,16,24
SKG_MT_1179,2019,15,27
SKG_MT_1180,2020,5,48
SKG_MT_1181,2020,3,32
SKG_MT_1182,2020,7,41
SKG_MT_1184,2019,2,23
SKG_MT_1185,2019,45,49
SKG_MT_1188,2020,10,21
SKG_MT_1189,2017,1,21
SKG_MT_1190,2016,2,24
SKG_MT_1191,2012,10,12
SKG_MT_1192,2019,50,37
SKG_MT_1195,2018,41,44
SKG_MT_1196,2019,27,35
SKG_MT_1197,2019,74,26
SKG_MT_1198,2019,14,17
SKG_MT_1199,2010,3,18
SKG_MT_1200,2020,13,56
SKG_MT_1203,2018,34,23
SKG_MT_1206,2014,24,12
SKG_MT_1209,2012,102,52
SKG_MT_1211,2013,32,21
SKG_MT_1212,2020,7,37
SKG_MT_1213,2014,36,30
SKG_MT_1216,2019,8,18
SKG_MT_1217,2019,5,21
SKG_MT_1219,2016,402,27
SKG_MT_1220,2011,2,23
SKG_MT_1222,2017,0,30
SKG_MT_1223,2018,143,34
SKG_MT_1225,2013,6,16
SKG_MT_1227,2011,56,15
SKG_MT_1228,2012,15,25
SKG_MT_1229,2016,0,29
SKG_MT_1230,2016,25,26
SKG_MT_1231,2010,4,14
SKG_MT_1232,2010,14,13
SKG_MT_1233,2016,75,36
SKG_MT_1234,2019,17,38
SKG_MT_1236,2012,26,11
SKG_MT_1238,2020,1,39
SKG_MT_1239,2017,10,19
SKG_MT_1240,2020,142,58
SKG_MT_1241,2019,2,27
SKG_MT_1242,2013,39,19
SKG_MT_1243,2020,19,56
SKG_MT_1244,2013,4,19
SKG_MT_1248,2013,22,31
SKG_MT_1251,2020,4,12
SKG_MT_1252,2014,39,21
SKG_MT_1253,2014,123,34
SKG_MT_1254,2015,4,37
SKG_MT_1257,2016,8,23
SKG_MT_1258,2020,32,36
SKG_MT_1259,2020,2,24
SKG_MT_1261,2019,2,46
SKG_MT_1262,2020,32,57
SKG_MT_1264,2016,30,33
SKG_MT_1267,2019,1,48
SKG_MT_1269,2020,8,53
SKG_MT_1271,2018,13,30
SKG_MT_1272,2020,2,31
SKG_MT_1274,2020,53,41
SKG_MT_1276,2012,15,25
SKG_MT_1277,2011,10,45
SKG_MT_1278,2018,59,27
SKG_MT_1280,2013,46,21
SKG_MT_1282,2013,23,25
SKG_MT_1285,2019,55,44
SKG_MT_1287,2017,28,33
SKG_MT_1288,2016,257,32
SKG_MT_1289,2020,29,46
SKG_MT_1290,2013,36,51
SKG_MT_1291,2018,133,26
SKG_MT_1293,2015,18,18
SKG_MT_1295,2015,5,0
SKG_MT_1296,2019,61,55
SKG_MT_1298,2016,37,38
SKG_MT_1301,2019,77,21
SKG_MT_1304,2016,14,34
SKG_MT_1306,2011,18,34
SKG_MT_1310,2013,83,61
SKG_MT_1311,2016,2,28
SKG_MT_1313,2010,7,24
SKG_MT_1314,2016,253,36
SKG_MT_1316,2014,28,30
SKG_MT_1320,2010,2,13
SKG_MT_1321,2019,37,44
SKG_MT_1323,2020,6,132
SKG_MT_1324,2013,17,20
SKG_MT_1325,2010,34,21
SKG_MT_1326,2013,15,14
SKG_MT_1327,2012,5,31
SKG_MT_1330,2011,17,26
SKG_MT_1331,2020,18,33
SKG_MT_1333,2015,12,11
SKG_MT_1334,2020,23,10
SKG_MT_1342,2020,2,31
SKG_MT_1345,2020,99,45
SKG_MT_1346,2015,96,9
SKG_MT_1347,2014,489,29
SKG_MT_267,2020,14,95
SKG_MT_336,2019,58,46
SKG_MT_388,2010,32,29
SKG_MT_416,2018,131,20
SKG_MT_451,2012,27,22
SKG_MT_508,2019,44,37
SKG_MT_543,2020,11,37
SKG_MT_608,2019,28,30
SKG_MT_628,2020,2,14
SKG_MT_634,2020,0,55
SKG_MT_999,2016,21,41
SKG_MT_1061,2019,2,26
SKG_MT_1140,2018,198,33
SKG_MT_1193,2010,4,29
SKG_MT_1275,2019,0,15
SKG_MT_1341,2020,11,47
SKG_MT_1348,2020,7,85
SKG_MT_1349,2012,8,24
SKG_MT_1350,2019,5,0
SKG_MT_1355,2018,196,31
SKG_MT_1356,2020,14,25
SKG_MT_1357,2019,17,33
SKG_MT_1358,2019,4,19
SKG_MT_1359,2017,17,28
SKG_MT_1361,2012,70,42
SKG_MT_1362,2020,18,41
SKG_MT_1366,2017,276,53
SKG_MT_1367,2014,63,28
SKG_MT_1368,2020,1,34
SKG_MT_1369,2018,241,35
SKG_MT_1370,2017,1,15
SKG_MT_1371,2019,37,48
SKG_MT_1372,2018,5,34
SKG_MT_1374,2019,8,24
SKG_MT_1375,2010,7,15
SKG_MT_1376,2012,8,18
SKG_MT_1380,2015,14,20
SKG_MT_1382,2020,6,29
SKG_MT_1384,2010,30,13
SKG_MT_1386,2013,11,11
SKG_MT_1387,2017,109,43
SKG_MT_1389,2019,9,49
SKG_MT_1391,2020,1,16
SKG_MT_1393,2020,4,27
SKG_MT_1394,2010,2,13
SKG_MT_1395,2012,13,18
SKG_MT_1397,2019,0,28
SKG_MT_1398,2019,235,41
SKG_MT_1399,2011,18,46
SKG_MT_1400,2012,22,21
SKG_MT_1402,2018,14,6
SKG_MT_1403,2014,5,19
SKG_MT_1404,2019,10,24
SKG_MT_1405,2019,3,14
SKG_MT_1407,2020,2,24
SKG_MT_1409,2020,55,26
SKG_MT_1416,2017,105,36
SKG_MT_1417,2018,36,31
SKG_MT_1418,2019,1,15
SKG_MT_1419,2019,0,15
SKG_MT_1420,2019,10,0
SKG_MT_1421,2012,24,28
SKG_MT_1422,2019,136,67
SKG_MT_1424,2018,135,40
SKG_MT_1425,2012,8,20
SKG_MT_1428,2020,62,61
SKG_MT_1429,2013,37,33
SKG_MT_1430,2020,12,45
SKG_MT_1431,2020,21,23
SKG_MT_1432,2017,147,35
SKG_MT_1433,2018,9,23
SKG_MT_1434,2018,35,31
SKG_MT_1437,2013,8,17
SKG_MT_1441,2014,44,8
SKG_MT_1443,2018,2,4
SKG_MT_1444,2017,60,30
SKG_MT_1445,2019,3,36
SKG_MT_1447,2020,54,22
SKG_MT_1450,2020,9,17
SKG_MT_1451,2017,13,28
SKG_MT_1452,2018,20,13
SKG_MT_1456,2015,5,37
SKG_MT_1457,2020,2,22
SKG_MT_1461,2013,41,12
SKG_MT_1463,2019,15,41
SKG_MT_1465,2019,10,14
SKG_MT_1466,2017,55,47
SKG_MT_1467,2017,39,23
SKG_MT_1468,2020,29,20
SKG_MT_1469,2019,301,50
SKG_MT_1473,2012,34,30
SKG_MT_1474,2014,119,52
SKG_MT_1475,2018,42,33
SKG_NLI_0,2020,65,55
SKG_NLI_2,2017,2051,48
SKG_NLI_3,2020,17,45
SKG_NLI_4,2018,43,44
SKG_NLI_5,2020,6,25
SKG_NLI_8,2020,5,55
SKG_NLI_10,2018,17,13
SKG_NLI_12,2018,272,74
SKG_NLI_16,2020,6,49
SKG_NLI_17,2020,6,62
SKG_NLI_18,2020,8,57
SKG_NLI_19,2020,11,28
SKG_PAR_0,2018,54,58
SKG_PAR_1,2020,3,33
SKG_PAR_3,2012,44,35
SKG_PAR_4,2018,483,19
SKG_PAR_5,2016,10,15
SKG_PAR_6,2020,4,20
SKG_PAR_7,2016,20,59
SKG_PAR_8,2020,2,34
SKG_PAR_9,2016,14,11
SKG_PAR_13,2020,4,54
SKG_PAR_14,2011,28,35
SKG_PAR_16,2020,8,49
SKG_PAR_18,2017,22,26
SKG_PAR_20,2013,15,16
SKG_PAR_21,2020,14,25
SKG_PAR_23,2020,83,27
SKG_PAR_25,2019,3,35
SKG_PAR_26,2020,148,55
SKG_PAR_28,2017,37,29
SKG_PAR_29,2017,23,28
SKG_PAR_32,2020,27,72
SKG_PAR_34,2011,6,11
SKG_PAR_35,2014,5,26
SKG_PAR_36,2016,6,23
SKG_PAR_38,2018,16,45
SKG_PAR_39,2018,75,69
SKG_PAR_42,2018,370,54
SKG_PAR_44,2017,5,12
SKG_PAR_46,2017,10,26
SKG_PAR_51,2020,2,52
SKG_PAR_52,2013,25,22
SKG_PAR_53,2013,6,12
SKG_PAR_56,2013,4,34
SKG_PAR_57,2017,43,23
SKG_PAR_59,2016,2,29
SKG_PAR_61,2015,20,22
SKG_PAR_63,2017,17,23
SKG_PAR_64,2020,0,41
SKG_PAR_65,2017,4,23
SKG_PAR_67,2015,26,28
SKG_PAR_68,2018,11,54
SKG_PAR_69,2010,75,34
SKG_PAR_70,2020,5,26
SKG_PAR_72,2017,25,33
SKG_PAR_74,2017,1,40
SKG_PAR_75,2017,563,35
SKG_PAR_76,2018,2,30
SKG_PAR_77,2019,8,40
SKG_PAR_78,2017,7,18
SKG_PAR_79,2015,52,18
SKG_PAR_81,2020,10,46
SKG_PAR_83,2020,17,52
SKG_PAR_84,2015,9,25
SKG_PAR_86,2018,270,23
SKG_PAR_87,2010,9,31
SKG_PAR_88,2018,45,38
SKG_PAR_89,2011,6,17
SKG_PAR_90,2017,37,29
SKG_PAR_92,2017,29,39
SKG_PAR_93,2018,10,37
SKG_PAR_94,2011,25,37
SKG_PAR_95,2017,25,25
SKG_PAR_99,2018,1,13
SKG_PAR_100,2015,181,49
SKG_PAR_101,2019,16,40
SKG_PAR_102,2018,2,24
SKG_PAR_105,2017,17,0
SKG_PAR_106,2013,4,36
SKG_PAR_110,2016,40,18
SKG_PAR_111,2020,65,36
SKG_PAR_112,2017,60,54
SKG_PAR_113,2014,11,13
SKG_PAR_114,2018,21,18
SKG_PAR_115,2017,13,0
SKG_PAR_116,2015,29,27
SKG_PAR_117,2018,4,51
SKG_PAR_118,2017,11,25
SKG_PAR_122,2017,30,17
SKG_PAR_124,2015,94,38
SKG_PAR_125,2017,7,23
SKG_PAR_126,2017,32,20
SKG_PAR_127,2012,9,32
SKG_PAR_131,2020,21,115
SKG_PAR_132,2020,33,63
SKG_PAR_135,2016,39,36
SKG_PAR_137,2020,48,80
SKG_PAR_139,2013,2,28
SKG_PAR_143,2017,32,39
SKG_PAR_146,2020,7,0
SKG_PAR_147,2016,33,14
SKG_PAR_150,2020,3,26
SKG_PAR_151,2018,98,67
SKG_PAR_152,2018,20,47
SKG_PAR_155,2018,66,36
SKG_PAR_156,2017,8,26
SKG_PAR_161,2018,7,27
SKG_PAR_162,2016,33,19
SKG_PAR_163,2020,3,20
SKG_PAR_168,2018,5,52
SKG_PAR_172,2016,5,13
SKG_PAR_173,2016,60,21
SKG_PAR_174,2019,17,26
SKG_PAR_175,2016,40,32
SKG_PAR_176,2017,9,12
SKG_PAR_177,2017,33,18
SKG_PAR_180,2017,6,30
SKG_PAR_182,2016,61,31
SKG_PAR_183,2017,106,22
SKG_PAR_185,2014,423,21
SKG_PAR_186,2017,101,63
SKG_PAR_191,2018,68,51
SKG_PAR_192,2018,50,52
SKG_PAR_194,2017,15,28
SKG_PAR_197,2017,77,59
SKG_PAR_200,2012,21,19
SKG_PAR_202,2010,4,20
SKG_PAR_203,2017,1,25
SKG_PAR_204,2013,24,17
SKG_PAR_210,2017,58,16
SKG_PAR_211,2020,57,55
SKG_PAR_212,2014,44,25
SKG_PAR_213,2020,40,39
SKG_PAR_214,2018,105,19
SKG_PAR_215,2011,62,49
SKG_PAR_219,2010,29,25
SKG_PAR_222,2018,51,40
SKG_PAR_223,2016,119,38
SKG_PAR_224,2017,14,19
SKG_PAR_225,2018,10,34
NOVEL_QA_0,2021,48,90
NOVEL_QA_1,2021,1,0
NOVEL_QA_2,2021,64,44
NOVEL_QA_3,2021,73,38
NOVEL_QA_4,2021,34,57
NOVEL_QA_5,2021,1,48
NOVEL_QA_7,2021,10,19
NOVEL_QA_8,2021,9,33
NOVEL_QA_10,2021,22,51
NOVEL_QA_12,2021,33,51
NOVEL_QA_13,2021,122,48
NOVEL_QA_14,2021,29,49
NOVEL_QA_15,2021,99,45
NOVEL_QA_16,2021,39,40
NOVEL_QA_17,2021,0,11
NOVEL_QA_18,2021,11,25
NOVEL_QA_21,2021,27,28
NOVEL_QA_22,2021,21,43
NOVEL_QA_23,2021,11,18
NOVEL_QA_24,2021,1,0
NOVEL_QA_25,2021,4,28
NOVEL_QA_26,2021,2,37
NOVEL_QA_27,2021,4,38
NOVEL_QA_30,2021,0,51
NOVEL_QA_32,2021,3,39
NOVEL_QA_33,2021,2,31
NOVEL_QA_34,2021,14,31
NOVEL_QA_35,2021,13,34
NOVEL_QA_36,2021,17,90
NOVEL_QA_37,2021,19,26
NOVEL_QA_38,2020,25,54
NOVEL_QA_39,2021,19,21
NOVEL_QA_40,2021,26,42
NOVEL_QA_43,2021,27,38
NOVEL_QA_44,2021,143,46
NOVEL_QA_45,2021,17,87
NOVEL_QA_46,2021,49,58
NOVEL_QA_47,2021,7,45
NOVEL_QA_48,2021,20,43
NOVEL_QA_50,2021,26,20
NOVEL_QA_52,2021,1,25
NOVEL_QA_53,2021,2,58
NOVEL_QA_54,2021,18,46
NOVEL_QA_55,2021,6,18
NOVEL_QA_57,2021,45,24
NOVEL_QA_58,2021,6,32
NOVEL_QA_59,2021,10,39
NOVEL_QA_60,2021,20,53
NOVEL_QA_61,2021,11,23
NOVEL_QA_62,2021,3,29
NOVEL_QA_63,2021,19,31
NOVEL_QA_64,2021,11,49
NOVEL_QA_65,2021,18,38
NOVEL_QA_66,2021,1,24
NOVEL_QA_67,2021,18,39
NOVEL_QA_69,2021,10,35
NOVEL_QA_70,2021,33,37
NOVEL_QA_72,2021,51,31
NOVEL_QA_74,2021,91,46
NOVEL_QA_75,2021,3,33
NOVEL_QA_76,2021,32,49
NOVEL_QA_77,2021,29,27
NOVEL_QA_79,2021,24,63
NOVEL_QA_80,2021,15,32
NOVEL_QA_81,2021,35,77
NOVEL_QA_83,2021,10,48
NOVEL_QA_84,2021,5,41
NOVEL_QA_86,2021,11,51
SKG_QA_2,2020,9,26
SKG_QA_3,2013,3,5
SKG_QA_4,2017,213,26
SKG_QA_5,2011,15,60
SKG_QA_11,2019,30,0
SKG_QA_12,2013,20,27
SKG_QA_15,2015,454,27
SKG_QA_16,2020,0,26
SKG_QA_18,2020,3,43
SKG_QA_19,2019,121,25
SKG_QA_20,2013,228,48
SKG_QA_24,2017,2,14
SKG_QA_25,2019,5,42
SKG_QA_26,2017,43,27
SKG_QA_27,2019,19,27
SKG_QA_28,2015,14,13
SKG_QA_29,2019,116,65
SKG_QA_30,2019,30,48
SKG_QA_32,2020,18,20
SKG_QA_33,2020,47,33
SKG_QA_36,2018,25,13
SKG_QA_38,2018,165,31
SKG_QA_40,2018,41,24
SKG_QA_41,2020,21,37
SKG_QA_42,2017,27,19
SKG_QA_43,2019,28,21
SKG_QA_44,2019,38,32
SKG_QA_46,2017,19,27
SKG_QA_47,2017,174,57
SKG_QA_49,2019,149,56
SKG_QA_50,2019,7,24
SKG_QA_51,2019,87,20
SKG_QA_52,2020,6,31
SKG_QA_55,2019,126,47
SKG_QA_58,2017,21,35
SKG_QA_59,2020,59,41
SKG_QA_60,2018,14,29
SKG_QA_61,2020,55,37
SKG_QA_63,2016,13,34
SKG_QA_68,2019,100,37
SKG_QA_69,2020,9,26
SKG_QA_70,2016,262,39
SKG_QA_71,2018,432,58
SKG_QA_72,2018,147,46
SKG_QA_77,2019,48,35
SKG_QA_81,2019,302,47
SKG_QA_82,2019,5,24
SKG_QA_84,2013,4,32
SKG_QA_86,2019,40,28
SKG_QA_87,2018,70,0
