global_paper_id,local_paper_id,title,domain,split,score,method
SKG_MT_147,147,Systematic Comparison of Professional and Crowdsourced Reference Translations for Machine Translation,MT,SKG,0.724061684240421,tfidf
SKG_MT_150,150,Improved Reordering for Phrase-Based Translation using Sparse Features,MT,SKG,0.7508038207801526,tfidf
SKG_MT_151,151,The UMD Neural Machine Translation Systems at WMT17 Bandit Learning Task,MT,SKG,0.5134339043751499,tfidf
SKG_MT_152,152,ChrEn Cherokee-English Machine Translation for Endangered Language Revitalization,MT,SKG,0.6462518030734632,tfidf
SKG_MT_154,154,Non-Parametric Adaptation for Neural Machine Translation,MT,SKG,0.7302458716836,tfidf
SKG_MT_155,155,Improving Lexical Choice in Neural Machine Translation,MT,SKG,0.5471040557562926,tfidf
SKG_MT_156,156,Stacking for Statistical Machine Translation,MT,SKG,0.5647355845519669,tfidf
SKG_MT_157,157,Maximum Entropy Based Phrase Reordering for Hierarchical Phrase-Based Translation,MT,SKG,0.6618766075826806,tfidf
SKG_MT_158,158,Recursive Neural Network Based Preordering for English-to-Japanese Machine Translation,MT,SKG,0.7565449105861841,tfidf
SKG_MT_159,159,Effective Cross-lingual Transfer of Neural Machine Translation Models without Shared Vocabularies,MT,SKG,0.6742554587807786,tfidf
SKG_MT_161,161,SimulSpeech End-to-End Simultaneous Speech to Text Translation,MT,SKG,0.8486551562608281,tfidf
SKG_MT_163,163,Extremely Low Bit Transformer Quantization for On-Device Neural Machine Translation,MT,SKG,0.505526430912425,tfidf
SKG_MT_165,165,ReVal A Simple and Effective Machine Translation Evaluation Metric Based on Recurrent Neural Networks,MT,SKG,0.6666181550440577,tfidf
SKG_MT_166,166,Facebook AI’s WMT20 News Translation Task Submission,MT,SKG,0.7818912329227383,tfidf
SKG_MT_168,168,Deep Neural Machine Translation with Linear Associative Unit,MT,SKG,0.7155919816616623,tfidf
SKG_MT_169,169,Hybrid Simplification using Deep Semantics and Machine Translation,MT,SKG,0.5258220130331862,tfidf
SKG_MT_171,171,Improving Pivot Translation by Remembering the Pivot,MT,SKG,0.8331901577424956,tfidf
SKG_MT_172,172,Context-Aware Monolingual Repair for Neural Machine Translation,MT,SKG,0.7243442143106287,tfidf
SKG_MT_173,173,"BART Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension",MT,SKG,0.8919311721314872,tfidf
SKG_MT_174,174,Balancing User Effort and Translation Error in Interactive Machine Translation via Confidence Measures,MT,SKG,0.5502528243005791,tfidf
SKG_MT_177,177,Investigating Low-resource Machine Translation for English-to-Tamil,MT,SKG,0.5959903744061821,tfidf
SKG_MT_178,178,Adaptation of Reordering Models for Statistical Machine Translation,MT,SKG,0.6364987194625726,tfidf
SKG_MT_180,180,Vector Space Model for Adaptation in Statistical Machine Translation,MT,SKG,0.8116876836994543,tfidf
SKG_MT_183,183,A Simple and Effective Approach to Coverage-Aware Neural Machine Translation,MT,SKG,0.5244591322368868,tfidf
SKG_MT_186,186,Contextual Neural Machine Translation Improves Translation of Cataphoric Pronouns,MT,SKG,0.628423015430433,tfidf
SKG_MT_187,187,A Lightweight Terminology Verification Service for External Machine Translation Engines,MT,SKG,0.5398507368436384,tfidf
SKG_MT_189,189,Dynamically Composing Domain-Data Selection with Clean-Data Selection by “Co-Curricular Learning” for Neural Machine Translation,MT,SKG,0.54781649445999,tfidf
SKG_MT_190,190,"STIL - Simultaneous Slot Filling, Translation, Intent Classification, and Language Identification Initial Results using mBART on MultiATIS++",MT,SKG,0.7129797680931089,tfidf
SKG_MT_194,194,The RWTH Aachen Machine Translation System for WMT 2012,MT,SKG,0.5050295664332334,tfidf
SKG_MT_195,195,A Visual Attention Grounding Neural Model for Multimodal Machine Translation,MT,SKG,0.6221556083188601,tfidf
SKG_MT_196,196,Extending the METEOR Machine Translation Evaluation Metric to the Phrase Level,MT,SKG,0.5206483550592176,tfidf
SKG_MT_197,197,Neural Machine Translation for Bilingually Scarce Scenarios a Deep Multi-Task Learning Approach,MT,SKG,0.6681083569864819,tfidf
SKG_MT_200,200,Combining Bilingual and Comparable Corpora for Low Resource Machine Translation,MT,SKG,0.7147607356325254,tfidf
SKG_MT_201,201,Incorporating Discrete Translation Lexicons into Neural Machine Translation,MT,SKG,0.5976030105953851,tfidf
SKG_MT_202,202,On the use of BERT for Neural Machine Translation,MT,SKG,0.7881009541466383,tfidf
SKG_MT_203,203,Chunk-based Decoder for Neural Machine Translation,MT,SKG,0.8617739337591473,tfidf
SKG_MT_206,206,Predicting and Using Target Length in Neural Machine Translation,MT,SKG,0.6979766255627932,tfidf
SKG_MT_207,207,FJWU participation for the WMT20 Biomedical Translation Task,MT,SKG,0.5630750299604765,tfidf
SKG_MT_208,208,BERT Enhanced Neural Machine Translation and Sequence Tagging Model for Chinese Grammatical Error Diagnosis,MT,SKG,0.8066053868379437,tfidf
SKG_MT_211,211,The JAIST Machine Translation Systems for WMT 17,MT,SKG,0.6921143221617517,tfidf
SKG_MT_213,213,Improved Zero-shot Neural Machine Translation via Ignoring Spurious Correlations,MT,SKG,0.6650648628589996,tfidf
SKG_MT_214,214,Auto-Encoding Variational Neural Machine Translation,MT,SKG,0.6083464092390185,tfidf
SKG_MT_215,215,Compression of Neural Machine Translation Models via Pruning,MT,SKG,0.7219524482272552,tfidf
SKG_MT_216,216,Context-Aware Graph Segmentation for Graph-Based Translation,MT,SKG,0.7839558514761737,tfidf
SKG_MT_217,217,Investigating Continuous Space Language Models for Machine Translation Quality Estimation,MT,SKG,0.9092538747365757,tfidf
SKG_MT_220,220,SHEF-Lite 2.0 Sparse Multi-task Gaussian Processes for Translation Quality Estimation,MT,SKG,0.66777110402943,tfidf
SKG_MT_221,221,Improving Statistical Machine Translation with a Multilingual Paraphrase Database,MT,SKG,0.6629691957610199,tfidf
SKG_MT_222,222,A High-Quality Multilingual Dataset for Structured Documentation Translation,MT,SKG,0.5881620837980135,tfidf
SKG_MT_223,223,Using Word Vectors to Improve Word Alignments for Low Resource Machine Translation,MT,SKG,0.5188545132438956,tfidf
SKG_MT_224,224,Domain Adaptation for Medical Text Translation using Web Resources,MT,SKG,0.5212588802977846,tfidf
SKG_MT_225,225,A Shift-Reduce Parsing Algorithm for Phrase-based String-to-Dependency Translation,MT,SKG,0.6072538725651748,tfidf
SKG_MT_226,226,Multiscale Collaborative Deep Models for Neural Machine Translation,MT,SKG,0.7229911754340117,tfidf
SKG_MT_230,230,Interlocking Phrases in Phrase-based Statistical Machine Translation,MT,SKG,0.8598428720231243,tfidf
SKG_MT_231,231,Enhancing Machine Translation with Dependency-Aware Self-Attention,MT,SKG,0.6998797747053872,tfidf
SKG_MT_232,232,Reference Network for Neural Machine Translation,MT,SKG,0.6562253889726719,tfidf
SKG_MT_234,234,Topic Models for Dynamic Translation Model Adaptation,MT,SKG,0.678607444999926,tfidf
SKG_MT_235,235,Latent Part-of-Speech Sequences for Neural Machine Translation,MT,SKG,0.8187791098022061,tfidf
SKG_MT_237,237,Synthesizing Compound Words for Machine Translation,MT,SKG,0.5895201617075632,tfidf
SKG_MT_239,239,Combining Word-Level and Character-Level Models for Machine Translation Between Closely-Related Languages,MT,SKG,0.5532567124107917,tfidf
SKG_MT_240,240,Prediction Improves Simultaneous Neural Machine Translation,MT,SKG,0.5382818230243683,tfidf
SKG_MT_241,241,Achieving Open Vocabulary Neural Machine Translation with Hybrid Word-Character Models,MT,SKG,0.66636085969392,tfidf
SKG_MT_242,242,Panlingua-KMI MT System for Similar Language Translation Task at WMT 2019,MT,SKG,0.6418813563628923,tfidf
SKG_MT_244,244,Meta Ensemble for Japanese-Chinese Neural Machine Translation Kyoto-U+ECNU Participation to WAT 2020,MT,SKG,0.5662332362999211,tfidf
SKG_MT_246,246,Neural System Combination for Machine Translation,MT,SKG,0.6403212939962563,tfidf
SKG_MT_247,247,Phrase-based Machine Translation is State-of-the-Art for Automatic Grammatical Error Correction,MT,SKG,0.5606060766424801,tfidf
SKG_MT_248,248,Addressing word-order Divergence in Multilingual Neural Machine Translation for extremely Low Resource Languages,MT,SKG,0.6640926956103917,tfidf
SKG_MT_249,249,Translating Translationese A Two-Step Approach to Unsupervised Machine Translation,MT,SKG,0.5608591758258332,tfidf
SKG_MT_250,250,"On Exposure Bias, Hallucination and Domain Shift in Neural Machine Translation",MT,SKG,0.720973650885833,tfidf
SKG_MT_251,251,Lattice-Based Transformer Encoder for Neural Machine Translation,MT,SKG,0.5741743317198666,tfidf
SKG_MT_252,252,EU-BRIDGE MT Combined Machine Translation,MT,SKG,0.5794697900262833,tfidf
SKG_MT_253,253,WMDO Fluency-based Word Mover’s Distance for Machine Translation Evaluation,MT,SKG,0.8124488916142172,tfidf
SKG_MT_255,255,Opportunistic Decoding with Timely Correction for Simultaneous Translation,MT,SKG,0.7214276747130084,tfidf
SKG_MT_259,259,Fast and Scalable Decoding with Language Model Look-Ahead for Phrase-based Statistical Machine Translation,MT,SKG,0.8435917542507325,tfidf
SKG_MT_261,261,Neural Machine Translation with Reordering Embeddings,MT,SKG,0.78651904237054,tfidf
SKG_MT_262,262,The KIT-LIMSI Translation System for WMT 2015,MT,SKG,0.6645873337297385,tfidf
SKG_MT_263,263,"Selecting, Planning, and Rewriting A Modular Approach for Data-to-Document Generation and Translation",MT,SKG,0.5132167178147455,tfidf
SKG_MT_264,264,Shallow-to-Deep Training for Neural Machine Translation,MT,SKG,0.7140816531408476,tfidf
SKG_MT_265,265,Augmenting Translation Models with Simulated Acoustic Confusions for Improved Spoken Language Translation,MT,SKG,0.5398569177130902,tfidf
SKG_MT_266,266,Minimum Translation Modeling with Recurrent Neural Networks,MT,SKG,0.8249207784306365,tfidf
SKG_MT_267,267,A Systematic Study of Inner-Attention-Based Sentence Representations in Multilingual Neural Machine Translation,MT,SKG,0.6223594509527678,tfidf
SKG_MT_268,268,Online Learning Approaches in Computer Assisted Translation,MT,SKG,0.5577061124799844,tfidf
SKG_MT_269,269,"In Neural Machine Translation, What Does Transfer Learning Transfer",MT,SKG,0.5985304112964837,tfidf
SKG_MT_271,271,Encoders Help You Disambiguate Word Senses in Neural Machine Translation,MT,SKG,0.6639813335001824,tfidf
SKG_MT_274,274,iAppraise A Manual Machine Translation Evaluation Environment Supporting Eye-tracking,MT,SKG,0.6854690676395075,tfidf
SKG_MT_276,276,On Using SpecAugment for End-to-End Speech Translation,MT,SKG,0.7713377103468128,tfidf
SKG_MT_277,277,A Markov Model of Machine Translation using Non-parametric Bayesian Inference,MT,SKG,0.5409628545988424,tfidf
SKG_MT_280,280,Cache-based Document-level Statistical Machine Translation,MT,SKG,0.6750094077259736,tfidf
SKG_MT_281,281,Context-Aware Neural Machine Translation Learns Anaphora Resolution,MT,SKG,0.5186106131003496,tfidf
SKG_MT_282,282,Part-of-Speech Induction in Dependency Trees for Statistical Machine Translation,MT,SKG,0.6156669067628622,tfidf
SKG_MT_283,283,Translation Model Based Cross-Lingual Language Model Adaptation from Word Models to Phrase Models,MT,SKG,0.7106033234111494,tfidf
SKG_MT_286,286,Topic Adaptation for Lecture Translation through Bilingual Latent Semantic Models,MT,SKG,0.6616131728383958,tfidf
SKG_MT_287,287,Fast Consensus Hypothesis Regeneration for Machine Translation,MT,SKG,0.8239585925992369,tfidf
SKG_MT_288,288,Beyond BLEUTraining Neural Machine Translation with Semantic Similarity,MT,SKG,0.7325799834442941,tfidf
SKG_MT_290,290,Handling Ambiguities of Bilingual Predicate-Argument Structures for Statistical Machine Translation,MT,SKG,0.7859996532055818,tfidf
SKG_MT_291,291,Training Flexible Depth Model by Multi-Task Learning for Neural Machine Translation,MT,SKG,0.6125242698927341,tfidf
SKG_MT_292,292,Generic and Specialized Word Embeddings for Multi-Domain Machine Translation,MT,SKG,0.6362986310819178,tfidf
SKG_MT_293,293,How Much Attention Do You Need A Granular Analysis of Neural Machine Translation Architectures,MT,SKG,0.5399267578131987,tfidf
SKG_MT_296,296,"HLTC-HKUST A Neural Network Paraphrase Classifier using Translation Metrics, Semantic Roles and Lexical Similarity Features",MT,SKG,0.5799481063723332,tfidf
SKG_MT_298,298,Enhancing Context Modeling with a Query-Guided Capsule Network for Document-level Translation,MT,SKG,0.6428105761367798,tfidf
SKG_MT_300,300,Machine Translation System Combination by Confusion Forest,MT,SKG,0.7088196822604139,tfidf
SKG_MT_302,302,Multiple Segmentations of Thai Sentences for Neural Machine Translation,MT,SKG,0.6872643347442792,tfidf
SKG_MT_303,303,Reducing Word Omission Errors in Neural Machine Translation A Contrastive Learning Approach,MT,SKG,0.8007434755575741,tfidf
SKG_MT_304,304,Non-linear Learning for Statistical Machine Translation,MT,SKG,0.5427809460832543,tfidf
SKG_MT_305,305,Graph Propagation for Paraphrasing Out-of-Vocabulary Words in Statistical Machine Translation,MT,SKG,0.5350745060209803,tfidf
SKG_MT_307,307,NICT’s Supervised Neural Machine Translation Systems for the WMT19 Translation Robustness Task,MT,SKG,0.6636112596618038,tfidf
SKG_MT_308,308,DFKI Hybrid Machine Translation System for WMT 2011 - On the Integration of SMT and RBMT,MT,SKG,0.5021278531887733,tfidf
SKG_MT_309,309,A Study of Residual Adapters for Multi-Domain Neural Machine Translation,MT,SKG,0.7247869739865666,tfidf
SKG_MT_310,310,SimulMT to SimulST Adapting Simultaneous Text Translation to End-to-End Simultaneous Speech Translation,MT,SKG,0.6101783039486456,tfidf
SKG_MT_312,312,Agreement on Target-bidirectional Neural Machine Translation,MT,SKG,0.6644916427245697,tfidf
SKG_MT_314,314,Online Polylingual Topic Models for Fast Document Translation Detection,MT,SKG,0.6253054314872255,tfidf
SKG_MT_317,317,Learning New Semi-Supervised Deep Auto-encoder Features for Statistical Machine Translation,MT,SKG,0.9007798603407746,tfidf
SKG_MT_318,318,Towards Multimodal Simultaneous Neural Machine Translation,MT,SKG,0.6685333660635108,tfidf
SKG_MT_319,319,The KIT-LIMSI Translation System for WMT 2014,MT,SKG,0.7358288132500245,tfidf
SKG_MT_320,320,A Coactive Learning View of Online Structured Prediction in Statistical Machine Translation,MT,SKG,0.5455314858362682,tfidf
SKG_MT_321,321,Reinforcement Learning for Bandit Neural Machine Translation with Simulated Human Feedback,MT,SKG,0.6683619147250124,tfidf
SKG_MT_322,322,English to Hindi Multi-modal Neural Machine Translation and Hindi Image Captioning,MT,SKG,0.7327863685834433,tfidf
SKG_MT_327,327,RTM at SemEval-2016 Task 1 Predicting Semantic Similarity with Referential Translation Machines and Related Statistics,MT,SKG,0.7035934318777487,tfidf
SKG_MT_328,328,Neural Machine Translation System using a Content-equivalently Translated Parallel Corpus for the Newswire Translation Tasks at WAT 2019,MT,SKG,0.8348098408053843,tfidf
SKG_MT_329,329,Incorporating a Local Translation Mechanism into Non-autoregressive Translation,MT,SKG,0.815009395665665,tfidf
SKG_MT_330,330,An Iterative Knowledge Transfer NMT System for WMT20 News Translation Task,MT,SKG,0.5901353559341768,tfidf
SKG_MT_331,331,A Sense-Based Translation Model for Statistical Machine Translation,MT,SKG,0.7588428964137018,tfidf
SKG_MT_332,332,Improving Syntax-Augmented Machine Translation by Coarsening the Label Set,MT,SKG,0.6622747877414602,tfidf
SKG_MT_333,333,Alto Rapid Prototyping for Parsing and Translation,MT,SKG,0.5623193120533116,tfidf
SKG_MT_334,334,Recycling a Pre-trained BERT Encoder for Neural Machine Translation,MT,SKG,0.7712175550448029,tfidf
SKG_MT_336,336,Exploiting Monolingual Data at Scale for Neural Machine Translation,MT,SKG,0.720882668852493,tfidf
SKG_MT_337,337,A Phrase Orientation Model for Hierarchical Machine Translation,MT,SKG,0.6084934842994253,tfidf
SKG_MT_338,338,Towards Decoding as Continuous Optimisation in Neural Machine Translation,MT,SKG,0.5417876914573261,tfidf
SKG_MT_339,339,Fast Lexically Constrained Decoding with Dynamic Beam Allocation for Neural Machine Translation,MT,SKG,0.5398593505632971,tfidf
SKG_MT_343,343,Lite Training Strategies for Portuguese-English and English-Portuguese Translation,MT,SKG,0.7975745425957346,tfidf
SKG_MT_346,346,Modeling the Translation of Predicate-Argument Structure for SMT,MT,SKG,0.8318406041492196,tfidf
SKG_MT_347,347,EED Extended Edit Distance Measure for Machine Translation,MT,SKG,0.6369311088823114,tfidf
SKG_MT_351,351,Using Target-side Monolingual Data for Neural Machine Translation through Multi-task Learning,MT,SKG,0.5112864770161034,tfidf
SKG_MT_353,353,Online Distilling from Checkpoints for Neural Machine Translation,MT,SKG,0.5533140124141273,tfidf
SKG_MT_354,354,Character Mapping and Ad-hoc Adaptation Edinburgh’s IWSLT 2020 Open Domain Translation System,MT,SKG,0.514297480893554,tfidf
SKG_MT_357,357,The Box is in the Pen Evaluating Commonsense Reasoning in Neural Machine Translation,MT,SKG,0.718049178617028,tfidf
SKG_MT_358,358,Eyes Don’t Lie Predicting Machine Translation Quality Using Eye Movement,MT,SKG,0.5781302354142982,tfidf
SKG_MT_359,359,Exploring Consensus in Machine Translation for Quality Estimation,MT,SKG,0.685045516702066,tfidf
SKG_MT_360,360,LSTM Neural Reordering Feature for Statistical Machine Translation,MT,SKG,0.7546788560853559,tfidf
SKG_MT_361,361,Multi-task Learning for Multilingual Neural Machine Translation,MT,SKG,0.7830971512002377,tfidf
SKG_MT_362,362,An Unsupervised Method for Automatic Translation Memory Cleaning,MT,SKG,0.6835516864169754,tfidf
SKG_MT_363,363,Sheffield MultiMT Using Object Posterior Predictions for Multimodal Machine Translation,MT,SKG,0.554367372468245,tfidf
SKG_MT_364,364,Neural Machine Translation Decoding with Terminology Constraints,MT,SKG,0.5538504052750117,tfidf
SKG_MT_365,365,"Selecting Syntactic, Non-redundant Segments in Active Learning for Machine Translation",MT,SKG,0.5283392074703269,tfidf
SKG_MT_366,366,Neural Machine Translation of Text from Non-Native Speakers,MT,SKG,0.5663175184854594,tfidf
SKG_MT_367,367,Supervised and Unsupervised Machine Translation for Myanmar-English and Khmer-English,MT,SKG,0.5249366964458707,tfidf
SKG_MT_368,368,Instance Selection for Machine Translation using Feature Decay Algorithms,MT,SKG,0.6776005366802244,tfidf
SKG_MT_370,370,Models and Inference for Prefix-Constrained Machine Translation,MT,SKG,0.5774201760425159,tfidf
SKG_MT_371,371,Lexical Chain Based Cohesion Models for Document-Level Statistical Machine Translation,MT,SKG,0.8784793972988104,tfidf
SKG_MT_372,372,Max-Margin Synchronous Grammar Induction for Machine Translation,MT,SKG,0.6165074906935804,tfidf
SKG_MT_373,373,Optimization Strategies for Online Large-Margin Learning in Machine Translation,MT,SKG,0.5738063062327015,tfidf
SKG_MT_374,374,Unsupervised Statistical Machine Translation,MT,SKG,0.6722393947159259,tfidf
SKG_MT_375,375,Bilingual Lexical Cohesion Trigger Model for Document-Level Machine Translation,MT,SKG,0.8446246326866799,tfidf
SKG_MT_376,376,Online Relative Margin Maximization for Statistical Machine Translation,MT,SKG,0.7857050548652557,tfidf
SKG_MT_377,377,Machine Translation Human Evaluation an investigation of evaluation based on Post-Editing and its relation with Direct Assessment,MT,SKG,0.510726040782756,tfidf
SKG_MT_378,378,Predicting Machine Translation Adequacy with Document Embeddings,MT,SKG,0.5045481988970202,tfidf
SKG_MT_380,380,Coreference and Coherence in Neural Machine Translation A Study Using Oracle Experiments,MT,SKG,0.6328618030325235,tfidf
SKG_MT_381,381,A Novel Approach to Dropped Pronoun Translation,MT,SKG,0.8463299526912521,tfidf
SKG_MT_382,382,Paraphrasing Revisited with Neural Machine Translation,MT,SKG,0.6993966280487068,tfidf
SKG_MT_383,383,Dynamic Context Selection for Document-level Neural Machine Translation via Reinforcement Learning,MT,SKG,0.657903348464327,tfidf
SKG_MT_384,384,Context-Dependent Translation Selection Using Convolutional Neural Network,MT,SKG,0.6438005311732208,tfidf
SKG_MT_385,385,Semantic Structural Decomposition for Neural Machine Translation,MT,SKG,0.586563657399226,tfidf
SKG_MT_386,386,Monolingual Adapters for Zero-Shot Neural Machine Translation,MT,SKG,0.6972393017907292,tfidf
SKG_MT_388,388,Soft Syntactic Constraints for Hierarchical Phrase-Based Translation Using Latent Syntactic Distributions,MT,SKG,0.5174269221102291,tfidf
SKG_MT_389,389,N-gram-based Tense Models for Statistical Machine Translation,MT,SKG,0.5257333478523366,tfidf
SKG_MT_390,390,Tackling Sparse Data Issue in Machine Translation Evaluation,MT,SKG,0.6424027222137763,tfidf
SKG_MT_392,392,Start-Before-End and End-to-End Neural Speech Translation by AppTek and RWTH Aachen University,MT,SKG,0.5913030558290118,tfidf
SKG_MT_393,393,Accelerating Asynchronous Stochastic Gradient Descent for Neural Machine Translation,MT,SKG,0.6831102126766228,tfidf
SKG_MT_394,394,A Hybrid Approach to Skeleton-based Translation,MT,SKG,0.7909319138691896,tfidf
SKG_MT_397,397,Learning to Parse and Translate Improves Neural Machine Translation,MT,SKG,0.6546566926221844,tfidf
SKG_MT_400,400,Deep architectures for Neural Machine Translation,MT,SKG,0.7624840932563142,tfidf
SKG_MT_401,401,Normalized Word Embedding and Orthogonal Transform for Bilingual Word Translation,MT,SKG,0.6294540149419698,tfidf
SKG_MT_402,402,Incorporating Structural Alignment Biases into an Attentional Neural Translation Model,MT,SKG,0.5232939396494096,tfidf
SKG_MT_403,403,Incremental Decoding and Training Methods for Simultaneous Translation in Neural Machine Translation,MT,SKG,0.73201135455229,tfidf
SKG_MT_405,405,Investigations on Phrase-based Decoding with Recurrent Neural Network Language and Translation Models,MT,SKG,0.7615638012388346,tfidf
SKG_MT_407,407,Tencent AI Lab Machine Translation Systems for WMT20 Chat Translation Task,MT,SKG,0.7089602625328705,tfidf
SKG_MT_408,408,Incorporating Word Reordering Knowledge into Attention-based Neural Machine Translation,MT,SKG,0.6436236446738705,tfidf
SKG_MT_409,409,Spell Checking Techniques for Replacement of Unknown Words and Data Cleaning for Haitian Creole SMS Translation,MT,SKG,0.6325824698342664,tfidf
SKG_MT_410,410,Phrase Model Training for Statistical Machine Translation with Word Lattices of Preprocessing Alternatives,MT,SKG,0.710089721990831,tfidf
SKG_MT_411,411,Analysis of Positional Encodings for Neural Machine Translation,MT,SKG,0.8299590166172912,tfidf
SKG_MT_412,412,Beyond Weight Tying Learning Joint Input-Output Embeddings for Neural Machine Translation,MT,SKG,0.5622408440716349,tfidf
SKG_MT_414,414,The IWSLT 2019 KIT Speech Translation System,MT,SKG,0.5241782502852705,tfidf
SKG_MT_415,415,An Exploration of Forest-to-String Translation Does Translation Help or Hurt Parsing,MT,SKG,0.5405401113740985,tfidf
SKG_MT_416,416,The Best of Both Worlds Combining Recent Advances in Neural Machine Translation,MT,SKG,0.6673521755580617,tfidf
SKG_MT_418,418,Machine Translation Reference-less Evaluation using YiSi-2 with Bilingual Mappings of Massive Multilingual Language Model,MT,SKG,0.7476148319266311,tfidf
SKG_MT_419,419,Improving Zero-shot Translation with Language-Independent Constraints,MT,SKG,0.6569699352346441,tfidf
SKG_MT_420,420,Russian-English Bidirectional Machine Translation System,MT,SKG,0.5214988716020863,tfidf
SKG_MT_424,424,Customizing Neural Machine Translation for Subtitling,MT,SKG,0.5933808423130933,tfidf
SKG_MT_425,425,Learning Unsupervised Word Translations Without Adversaries,MT,SKG,0.6294007938736524,tfidf
SKG_MT_427,427,A Shared Task on Bandit Learning for Machine Translation,MT,SKG,0.5415615345422107,tfidf
SKG_MT_428,428,Graph-Based Collective Lexical Selection for Statistical Machine Translation,MT,SKG,0.6028456160627385,tfidf
SKG_MT_429,429,A Binarized Neural Network Joint Model for Machine Translation,MT,SKG,0.9081480914903557,tfidf
SKG_MT_430,430,Automatic Machine Translation Evaluation using Source Language Inputs and Cross-lingual Language Model,MT,SKG,0.7866571729395754,tfidf
SKG_MT_431,431,Reference Bias in Monolingual Machine Translation Evaluation,MT,SKG,0.5037777579116343,tfidf
SKG_MT_432,432,Dense Information Flow for Neural Machine Translation,MT,SKG,0.8228176956026447,tfidf
SKG_MT_434,434,An Effective Optimization Method for Neural Machine Translation The Case of English-Persian Bilingually Low-Resource Scenario,MT,SKG,0.7387879106010685,tfidf
SKG_MT_436,436,Tencent Neural Machine Translation Systems for the WMT20 News Translation Task,MT,SKG,0.6451866901908418,tfidf
SKG_MT_437,437,Syntax-based Rewriting for Simultaneous Machine Translation,MT,SKG,0.522644915452232,tfidf
SKG_MT_438,438,Learning Adaptive Segmentation Policy for Simultaneous Translation,MT,SKG,0.5660754992996894,tfidf
SKG_MT_439,439,Transformer-based Cascaded Multimodal Speech Translation,MT,SKG,0.7768379076885626,tfidf
SKG_MT_440,440,SampleRank Training for Phrase-Based Machine Translation,MT,SKG,0.6573595531625747,tfidf
SKG_MT_441,441,On Using Very Large Target Vocabulary for Neural Machine Translation,MT,SKG,0.5625870829245939,tfidf
SKG_MT_442,442,The ADAPT System Description for the WMT20 News Translation Task,MT,SKG,0.5208665056477786,tfidf
SKG_MT_444,444,One Model to Learn Both Zero Pronoun Prediction and Translation,MT,SKG,0.8700070246261215,tfidf
SKG_MT_447,447,Are ACT’s Scores Increasing with Better Translation Quality,MT,SKG,0.7153249539030475,tfidf
SKG_MT_448,448,NICT-NAIST System for WMT17 Multimodal Translation Task,MT,SKG,0.8244592275199834,tfidf
SKG_MT_450,450,Mitigating Gender Bias in Machine Translation with Target Gender Annotations,MT,SKG,0.8333688529826678,tfidf
SKG_MT_451,451,Combining Coherence Models and Machine Translation Evaluation Metrics for Summarization Evaluation,MT,SKG,0.589051173007897,tfidf
SKG_MT_452,452,Sparse and Constrained Attention for Neural Machine Translation,MT,SKG,0.5645429124254923,tfidf
SKG_MT_453,453,Opinion Target Extraction Using Word-Based Translation Model,MT,SKG,0.7648155378329472,tfidf
SKG_MT_454,454,On the Relation between Position Information and Sentence Length in Neural Machine Translation,MT,SKG,0.7817712184281955,tfidf
SKG_MT_455,455,Pretrained Language Models and Backtranslation for English-Basque Biomedical Neural Machine Translation,MT,SKG,0.7237925748493288,tfidf
SKG_MT_456,456,Improving Document-Level Neural Machine Translation with Domain Adaptation,MT,SKG,0.6557884771573897,tfidf
SKG_MT_459,459,Improving Neural Machine Translation Models with Monolingual Data,MT,SKG,0.6407933696532755,tfidf
SKG_MT_460,460,Speeding Up Neural Machine Translation Decoding by Shrinking Run-time Vocabulary,MT,SKG,0.5283422278530208,tfidf
SKG_MT_464,464,Norm-Based Curriculum Learning for Neural Machine Translation,MT,SKG,0.7449650322853628,tfidf
SKG_MT_465,465,XMU Neural Machine Translation Systems for WMT 17,MT,SKG,0.5730524976232287,tfidf
SKG_MT_469,469,Twitter Translation using Translation-Based Cross-Lingual Retrieval,MT,SKG,0.6069463077403787,tfidf
SKG_MT_470,470,How Transformer Revitalizes Character-based Neural Machine Translation An Investigation on Japanese-Vietnamese Translation Systems,MT,SKG,0.5315120449901649,tfidf
SKG_MT_471,471,A Coarse-Grained Model for Optimal Coupling of ASR and SMT Systems for Speech Translation,MT,SKG,0.566318379259683,tfidf
SKG_MT_472,472,Exploring Recombination for Efficient Decoding of Neural Machine Translation,MT,SKG,0.6097018252811293,tfidf
SKG_MT_473,473,Transliteration Better than Translation Answering Code-mixed Questions over a Knowledge Base,MT,SKG,0.7286438924106639,tfidf
SKG_MT_475,475,Incorporating Global Visual Features into Attention-based Neural Machine Translation.,MT,SKG,0.8060745499406194,tfidf
SKG_MT_476,476,Efforts on Machine Learning over Human-mediated Translation Edit Rate,MT,SKG,0.5291416977496465,tfidf
SKG_MT_477,477,Adaptive Feature Selection for End-to-End Speech Translation,MT,SKG,0.9364056275148439,tfidf
SKG_MT_478,478,A Joint Rule Selection Model for Hierarchical Phrase-Based Translation,MT,SKG,0.5920966629951848,tfidf
SKG_MT_479,479,Multimodal Transformer for Multimodal Machine Translation,MT,SKG,0.5628769045202989,tfidf
SKG_MT_480,480,Real-time Incremental Speech-to-Speech Translation of Dialogs,MT,SKG,0.5216527225791215,tfidf
