topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights,year
MT,W4377206081,472,auto,Characterization,of,monocyte / macrophage,Characterization of monocyte / macrophage,0.52772987,2023
MT,W4377206081,473,auto,Ther,12,128 2010 Association,Ther 12 128 2010 Association,0.48389354,2023
MT,W4377206081,474,auto,Increase,in,circulating cells coexpressing,Increase in circulating cells coexpressing,0.53411525,2023
MT,W4377206081,475,auto,h,systemic,sclerosis S Soldano,h systemic sclerosis S Soldano,0.7071946,2023
MT,W4377206081,476,auto,Dis,77,2018 Harnessing tumor,Dis 77 2018 Harnessing tumor,0.6137711,2023
MT,W4377206081,477,auto,Ontogeny,of,tissue - resident,Ontogeny of tissue - resident,0.5176035,2023
MT,W4377206081,478,auto,Immunol,6,486 2015 Tumor,Immunol 6 486 2015 Tumor,0.6076913,2023
MT,W4377206081,479,auto,Ther,.,Exp 66 2018,Ther . Exp 66 2018,0.57572705,2023
MT,W4377206081,480,auto,Front,N,Tong Cell Dev.,Front N Tong Cell Dev.,0.42396387,2023
MT,W4377206081,481,auto,Tumor,-,associated macrophages in,Tumor - associated macrophages in,0.56944317,2023
MT,W4377206081,482,auto,Oncol,12,76 2019 Macrophages,Oncol 12 76 2019 Macrophages,0.6158183,2023
MT,W4377206081,483,auto,Oncol,8,49 2018 MerTK,Oncol 8 49 2018 MerTK,0.6430621,2023
MT,W4377206081,484,auto,Invest,123,2013 Role of,Invest 123 2013 Role of,0.5668062,2023
MT,W4377206081,485,auto,The,role,of JAK /,The role of JAK /,0.67615384,2023
MT,W4377206081,486,auto,Immunol,10,1197 2019 S,Immunol 10 1197 2019 S,0.6329734,2023
MT,W4377206081,487,auto,Cell,140,2010 Inflammation and,Cell 140 2010 Inflammation and,0.54375136,2023
MT,W4377206081,488,auto,Med,12,2015 CTLA -,Med 12 2015 CTLA -,0.54021245,2023
MT,W4377206081,489,auto,Res,9,77 2021,Res 9 77 2021,0.700897,2023
MT,W4377206081,490,auto,Myeloid,-,derived suppressor cells,Myeloid - derived suppressor cells,0.5840793,2023
MT,W4377206081,491,auto,Tumor,-,associated macrophages :,Tumor - associated macrophages :,0.6079924,2023
MT,W4377206081,492,auto,Oncol,9,10 2020,Oncol 9 10 2020,0.7089574,2023
MT,W4377206081,493,auto,Targeting,a,scavenger receptor on,Targeting a scavenger receptor on,0.6658856,2023
MT,W4377206081,494,auto,Natl,Acad,.,Natl Acad .,0.5737429,2023
MT,W4377206081,495,auto,Sci.,USA,117 2020 Hedgehog,Sci. USA 117 2020 Hedgehog,0.7449206,2023
MT,W4377206081,496,auto,Invest,129,2019 miR -,Invest 129 2019 miR -,0.53348273,2023
MT,W4377206081,497,auto,JNK,pathway,H Ying J.,JNK pathway H Ying J.,0.6173054,2023
MT,W4377206081,498,auto,Natl,Acad,.,Natl Acad .,0.5737429,2023
MT,W4377206081,499,auto,Sci.,USA,119 2114006119,Sci. USA 119 2114006119,0.6635428,2023
MT,W4377206081,500,auto,2022,MicroRNA,- mediated control,2022 MicroRNA - mediated control,0.752754,2023
MT,W4377206081,501,auto,F,Balkwill,A Mantovani Lancet,F Balkwill A Mantovani Lancet,0.78593105,2023
MT,W4377206081,502,auto,Targeting,inflammatory,pathways for prevention,Targeting inflammatory pathways for prevention,0.6443737,2023
MT,W4377206081,503,auto,Cancer,Res,15 2009,Cancer Res 15 2009,0.5884646,2023
MT,W4377206081,504,auto,Cancer,-,related inflammation :,Cancer - related inflammation :,0.60174346,2023
MT,W4377206081,505,auto,Cancer,Biol,22 2012 Inflammation,Cancer Biol 22 2012 Inflammation,0.6555756,2023
MT,W4377206081,506,auto,Adenoma,-,linked barrier defects,Adenoma - linked barrier defects,0.617457,2023
MT,W4377206081,507,auto,Deletion,of,interleukin - 6,Deletion of interleukin - 6,0.611931,2023
MT,W4377206081,508,auto,Cancer,Res,35 131 2016,Cancer Res 35 131 2016,0.59454423,2023
MT,W4377206081,509,auto,Tumor,-,associated macrophage -,Tumor - associated macrophage -,0.65535784,2023
MT,W4377206081,510,auto,Breast,phyllodes,tumors recruit and,Breast phyllodes tumors recruit and,0.7432606,2023
MT,W4377206081,511,auto,Cancer,Res,25 2019 CCL26,Cancer Res 25 2019 CCL26,0.5740525,2023
MT,W4377206081,512,auto,Cancer,Ther,17 2018 M2,Cancer Ther 17 2018 M2,0.65022695,2023
MT,W4377206081,513,auto,ated,macrophages,induce epithelial to,ated macrophages induce epithelial to,0.65901023,2023
MT,W4377206081,514,auto,Rep,40,2018 Chitinase 3,Rep 40 2018 Chitinase 3,0.57008475,2023
MT,W4377206081,515,auto,Recruitment,of,monocytes / macrophages,Recruitment of monocytes / macrophages,0.5030574,2023
MT,W4377206081,516,auto,Overcoming,disappointing,results with antiangiogenic,Overcoming disappointing results with antiangiogenic,0.744829,2023
MT,W4377206081,518,auto,Oncol,9,2012 HIF1alpha induces,Oncol 9 2012 HIF1alpha induces,0.558168,2023
MT,W4377206081,519,auto,Invest,126,2016 Hacking macrophage,Invest 126 2016 Hacking macrophage,0.5970347,2023
MT,W4377206081,520,auto,The,lncRNA,NEAT1 activates Wnt,The lncRNA NEAT1 activates Wnt,0.7052767,2023
MT,W4377206081,521,auto,Oncol,11,113 2018 WNT7A,Oncol 11 113 2018 WNT7A,0.63336676,2023
MT,W4377206081,522,auto,Oncol,10,12 2021 Tumor,Oncol 10 12 2021 Tumor,0.65425706,2023
MT,W4377206081,523,auto,Cancer,cell,CD44 mediates macrophage,Cancer cell CD44 mediates macrophage,0.78878736,2023
MT,W4377206081,524,auto,Oncol,9,36 2020,Oncol 9 36 2020,0.67393446,2023
MT,W4377206081,525,auto,Macrophages,are,a double -,Macrophages are a double -,0.6136532,2023
MT,W4377206081,526,auto,Tumor,-,associated macrophages increase,Tumor - associated macrophages increase,0.6124562,2023
MT,W4377206081,527,auto,Res,11,2019 CCL8 secreted,Res 11 2019 CCL8 secreted,0.5912199,2023
MT,W4377206081,528,auto,oblastoma,cells,via ERK 1,oblastoma cells via ERK 1,0.7053836,2023
MT,W4377206081,529,auto,Invest,100,2020 TNF -,Invest 100 2020 TNF -,0.63730943,2023
MT,W4377206081,530,auto,Ageing,populations,: the challenges,Ageing populations : the challenges,0.63320297,2023
MT,W4377206081,531,auto,Macrophage,function,in the elderly,Macrophage function in the elderly,0.74517304,2023
MT,W4377206081,532,auto,Ageing,18,4 2021,Ageing 18 4 2021,0.6302887,2023
MT,W4377206081,533,auto,Innate,immunity,and aging C,Innate immunity and aging C,0.7734507,2023
MT,W4377206081,534,auto,Aging,promotes,the development of,Aging promotes the development of,0.67092997,2023
MT,W4377206081,535,auto,Lett,162,2014 Metabolic alterations,Lett 162 2014 Metabolic alterations,0.5948607,2023
MT,W4377206081,536,auto,A,A,Van Beek Trends,A A Van Beek Trends,0.70306474,2023
MT,W4377206081,537,auto,Senescent,cells,and macrophages :,Senescent cells and macrophages :,0.70350724,2023
MT,W4377206081,538,auto,S,S,Elder E Emmerson,S S Elder E Emmerson,0.7560064,2023
MT,W4377206081,540,auto,The,senescence,- associated secretory,The senescence - associated secretory,0.74134773,2023
MT,W4377206081,541,auto,Senolytics,decrease,senescent cells in,Senolytics decrease senescent cells in,0.6651794,2023
MT,W4377206081,542,auto,Biol,98,2015 CD47 is,Biol 98 2015 CD47 is,0.56659937,2023
MT,W4377206081,543,auto,Natl,Acad,.,Natl Acad .,0.57374287,2023
MT,W4377206081,544,auto,Sci.,USA,109 2012 CD47,Sci. USA 109 2012 CD47,0.65946096,2023
MT,W4377206081,545,auto,Invest,126,2016 Engagement of,Invest 126 2016 Engagement of,0.5309696,2023
MT,W4377206081,546,auto,Immunol,19,2018,Immunol 19 2018,0.5129653,2023
MT,W4377206081,547,auto,A,cell,- specific nuclear,A cell - specific nuclear,0.7079718,2023
MT,W4377206081,548,auto,Gene,Ther,30 2019 Exosomes,Gene Ther 30 2019 Exosomes,0.6844717,2023
MT,W4377206081,549,auto,Ther,25,2017 Listeria -,Ther 25 2017 Listeria -,0.54960555,2023
MT,W4377206081,550,auto,olarization,G,Xu Oncogene 39,olarization G Xu Oncogene 39,0.7037097,2023
MT,W4377206081,551,auto,Macrophage,biology,"in development ,","Macrophage biology in development ,",0.7590006,2023
MT,W4377206081,552,auto,Natl,Acad,.,Natl Acad .,0.57374287,2023
MT,W4377206081,553,auto,Sci.,USA,114 2017,Sci. USA 114 2017,0.5973589,2023
MT,W4377206081,554,auto,Targeting,tumor,- associated macrophages,Targeting tumor - associated macrophages,0.7200816,2023
MT,W4377206081,555,auto,Neurosci,22,2019 Human chimeric,Neurosci 22 2019 Human chimeric,0.57159877,2023
MT,W4377206081,556,auto,Phase,2,randomized trial of,Phase 2 randomized trial of,0.6260566,2023
MT,W4377206081,557,auto,The,interaction,of anticancer therapies,The interaction of anticancer therapies,0.74233073,2023
MT,W4377206081,558,auto,High,infiltration,of tumor -,High infiltration of tumor -,0.7668569,2023
MT,W4377206081,559,auto,Oncol,111,2015 Macrophages and,Oncol 111 2015 Macrophages and,0.61348933,2023
MT,W4377206081,560,auto,The,role,of carboplatin in,The role of carboplatin in,0.63568616,2023
MT,W4377206081,561,auto,Rev,11,324 2017,Rev 11 324 2017,0.6753328,2023
MT,W4377206081,562,auto,A,single,institution experience of,A single institution experience of,0.71370476,2023
MT,W4377206081,563,auto,Med.,Insights,Oncol 12 1179554918794672,Med. Insights Oncol 12 1179554918794672,0.6483702,2023
MT,W4377206081,565,auto,Association,of,intra-tumoral infiltrating macrophages,Association of intra-tumoral infiltrating macrophages,0.60016805,2023
MT,W4377206081,567,auto,Oncol,18,2011 Tumor -,Oncol 18 2011 Tumor -,0.5537892,2023
MT,W4377206081,569,auto,Dual,prognostic,significance of tumour,Dual prognostic significance of tumour,0.7584208,2023
MT,W4377206081,570,auto,Int,45,2021 Tumor -,Int 45 2021 Tumor -,0.50824267,2023
MT,W4377206081,571,auto,Tyrosine,kinase,inhibitors for solid,Tyrosine kinase inhibitors for solid,0.6027634,2023
MT,W4377206081,572,auto,Oncol,13,143 2001-2020 .,Oncol 13 143 2001-2020 .,0.48088738,2023
MT,W4377206081,573,auto,ociated,macrophages,correlate with response,ociated macrophages correlate with response,0.65989244,2023
MT,W4377206081,574,auto,Dequalinium,blocks,macrophage - induced,Dequalinium blocks macrophage - induced,0.68700093,2023
MT,W4377206081,577,auto,Phys,100,2018 Blockade of,Phys 100 2018 Blockade of,0.58817476,2023
MT,W4377206081,578,auto,Cancer,Inst,107 17 2015,Cancer Inst 107 17 2015,0.64040774,2023
MT,W4377206081,579,auto,Interfaces,14,2022 Local arginase,Interfaces 14 2022 Local arginase,0.51078254,2023
MT,W4377206081,580,auto,Dermatol,133,2013 TNF counterbalances,Dermatol 133 2013 TNF counterbalances,0.54464406,2023
MT,W4377206081,581,auto,Target,Ther,6 75 2021,Target Ther 6 75 2021,0.6574243,2023
MT,W4377206081,582,auto,Ther,158,2016 Depletion of,Ther 158 2016 Depletion of,0.5649834,2023
MT,W4377206081,583,auto,Cancer,Res,16 2010,Cancer Res 16 2010,0.593065,2023
MT,W4377206081,584,auto,An,amino,- bisphosphonate targets,An amino - bisphosphonate targets,0.7292221,2023
MT,W4377206081,585,auto,Invest,114,2004 Zoledronic acid,Invest 114 2004 Zoledronic acid,0.5994636,2023
MT,W4377206081,586,auto,The,CD47,- SIRPα pathway,The CD47 - SIRPα pathway,0.6944426,2023
MT,W4377206081,587,auto,Immunol,24,2012 Antibody mediated,Immunol 24 2012 Antibody mediated,0.5475159,2023
MT,W4377206081,588,auto,Sci.,USA,113 2016 CSF1,Sci. USA 113 2016 CSF1,0.62216634,2023
MT,W4377206081,589,auto,e,therapy,J Escamilla Cancer,e therapy J Escamilla Cancer,0.72371984,2023
MT,W4377206081,590,auto,Engineering,macrophages,for cancer immunotherapy,Engineering macrophages for cancer immunotherapy,0.6052406,2023
MT,W4377206081,591,auto,Pluripotent,stem,cell - derived,Pluripotent stem cell - derived,0.7399839,2023
MT,W4377206081,592,auto,Oncol,13,153 2020 Nanocomplex,Oncol 13 153 2020 Nanocomplex,0.5402905,2023
MT,W4377206081,593,auto,Oncolytic,virotherapy,- mediated anti-tumor,Oncolytic virotherapy - mediated anti-tumor,0.7338494,2023
MT,W4377206081,594,auto,Recurrent,glioblastoma,treated with recombinant,Recurrent glioblastoma treated with recombinant,0.7083895,2023
MT,W4377206081,595,auto,Treating,autoimmune,inflammatory diseases with,Treating autoimmune inflammatory diseases with,0.63095075,2023
MT,W4377206081,596,auto,Med,22,2016 IL -,Med 22 2016 IL -,0.5036994,2023
MT,W4377206081,597,auto,Ther,30,2022 MiR -690,Ther 30 2022 MiR -690,0.5652884,2023
MT,W4377206081,598,auto,Anti,-,severe acute respiratory,Anti - severe acute respiratory,0.684014,2023
MT,W4377206081,599,auto,The,long,noncoding RNA THRIL,The long noncoding RNA THRIL,0.66002804,2023
MT,W4377206081,600,auto,Natl,Acad,.,Natl Acad .,0.5737429,2023
MT,W4377206081,601,auto,Sci.,USA,111 2014 Deep,Sci. USA 111 2014 Deep,0.59092677,2023
MT,W4377206081,602,auto,The,long,noncoding RNA MALAT1,The long noncoding RNA MALAT1,0.6034556,2023
MT,W4377206081,604,auto,Vasc.,Biol,35 2015,Vasc. Biol 35 2015,0.60055566,2023
MT,W4377206081,605,auto,Circular,non-coding,RNA modulates ribosomal,Circular non-coding RNA modulates ribosomal,0.7206515,2023
MT,W4377206081,606,auto,ndent,signal,transduction pathway is,ndent signal transduction pathway is,0.7379349,2023
MT,W4377206081,607,auto,Long,non-coding,RNAs and enhancer,Long non-coding RNAs and enhancer,0.67576295,2023
MT,W4377206081,608,auto,Commun,5,3979 2014 eIF4E,Commun 5 3979 2014 eIF4E,0.6026297,2023
MT,W4377206081,610,auto,Acta,Gene,Regul. Mech 1860,Acta Gene Regul. Mech 1860,0.6809832,2023
MT,W4377206081,611,auto,The,LPS,- inducible lncRNA,The LPS - inducible lncRNA,0.7528314,2023
MT,W4377206081,612,auto,Commun,8,2049 2017 Cytoplasmic,Commun 8 2049 2017 Cytoplasmic,0.611359,2023
MT,W4377206081,613,auto,Invest,127,2017 LncRNA KCNQ1OT1,Invest 127 2017 LncRNA KCNQ1OT1,0.5413652,2023
MT,W4377206081,614,auto,Chem,399,2018,Chem 399 2018,0.4687686,2023
MT,W4377206081,615,auto,Long,non-coding,RNA - ATB,Long non-coding RNA - ATB,0.7767014,2023
MT,W4377206081,617,auto,Acta,Mol.,Basis Dis 1864,Acta Mol. Basis Dis 1864,0.5286343,2023
MT,W4377206081,618,auto,The,NF,- κB -,The NF - κB -,0.62017936,2023
MT,W4377206081,619,auto,Res,9,2021,Res 9 2021,0.7050787,2023
MT,W4385986528,0,auto,PI3K,/,AKT / mTOR,PI3K / AKT / mTOR,0.5667625,2023
MT,W4385986528,1,auto,ngapore,117600,"Singapore , Singapore","ngapore 117600 Singapore , Singapore",0.5890592,2023
MT,W4385986528,2,auto,Alan,P,Kumar apkumar@nus.edu.sg Department,Alan P Kumar apkumar@nus.edu.sg Department,0.58653396,2023
MT,W4385986528,3,auto,10.1186/s12943-023-01827,-6,Received : 21,10.1186/s12943-023-01827 -6 Received : 21,0.47154683,2023
MT,W4385986528,4,auto,Growth,factor,signalling to transcription,Growth factor signalling to transcription,0.6655163,2023
MT,W4385986528,5,auto,The,PAM,axis is the,The PAM axis is the,0.7026946,2023
MT,W4385986528,6,auto,Dysfunction,of,components of this,Dysfunction of components of this,0.6150421,2023
MT,W4385986528,7,auto,In,this,review we highlight,In this review we highlight,0.68329036,2023
MT,W4385986528,8,auto,Finally,",",the major mechanisms,"Finally , the major mechanisms",0.60944146,2023
MT,W4385986528,9,auto,The,PAM,pathway in can,The PAM pathway in can,0.7622273,2023
MT,W4385986528,11,auto,The,PAM,signaling pathway is,The PAM signaling pathway is,0.7066816,2023
MT,W4385986528,12,auto,1,b,PTEN inactivation or,1 b PTEN inactivation or,0.6763794,2023
MT,W4385986528,13,auto,Thus,",",PTEN acts as,"Thus , PTEN acts as",0.6326756,2023
MT,W4385986528,14,auto,Indeed,",",PIP3 binds AKT,"Indeed , PIP3 binds AKT",0.5934856,2023
MT,W4385986528,15,auto,Signaling,network,in cancer Feedback,Signaling network in cancer Feedback,0.68578154,2023
MT,W4385986528,16,auto,The,PAM,pathway is regulated,The PAM pathway is regulated,0.7064686,2023
MT,W4385986528,17,auto,signal,transductions,are captured and,signal transductions are captured and,0.68921983,2023
MT,W4385986528,18,auto,Clinical,developments,in PAM inhibitors,Clinical developments in PAM inhibitors,0.8234768,2023
MT,W4385986528,19,auto,Along,the,PAM pathway PI3,Along the PAM pathway PI3,0.6675158,2023
MT,W4385986528,20,auto,Thus,",",these drugs are,"Thus , these drugs are",0.6812076,2023
MT,W4385986528,21,auto,Potentially,",",pan -PI3 Ki,"Potentially , pan -PI3 Ki",0.56461185,2023
MT,W4385986528,22,auto,Isoform,-,Specific PI3K Inhibitors,Isoform - Specific PI3K Inhibitors,0.5419538,2023
MT,W4385986528,23,auto,Conventionally,",",these drugs show,"Conventionally , these drugs show",0.64032626,2023
MT,W4385986528,24,auto,Notably,",",PI3K α and,"Notably , PI3K α and",0.62967163,2023
MT,W4385986528,25,auto,sections,of,the PAM signaling,sections of the PAM signaling,0.6043846,2023
MT,W4385986528,26,auto,There,are,several ongoing clinical,There are several ongoing clinical,0.6838119,2023
MT,W4385986528,27,auto,However,",",none of them,"However , none of them",0.65447235,2023
MT,W4385986528,28,auto,Indeed,",",there are several,"Indeed , there are several",0.6297223,2023
MT,W4385986528,29,auto,However,",",none of these,"However , none of these",0.6790454,2023
MT,W4385986528,30,auto,Since,allosteric,inhibitors can only,Since allosteric inhibitors can only,0.6801852,2023
MT,W4385986528,31,auto,Indeed,",",PDK1 can exert,"Indeed , PDK1 can exert",0.570286,2023
MT,W4385986528,33,auto,The,PAM,signaling pathway involves,The PAM signaling pathway involves,0.6831876,2023
MT,W4385986528,34,auto,Indeed,",",recent studies have,"Indeed , recent studies have",0.60770893,2023
MT,W4385986528,35,auto,Additionally,",",chr,"Additionally , chr",0.683927,2023
MT,W4385986528,36,auto,onic,administration,of inhibitor -,onic administration of inhibitor -,0.6603617,2023
MT,W4385986528,37,auto,Mechanisms,of,resistance to PI3K,Mechanisms of resistance to PI3K,0.5272506,2023
MT,W4385986528,38,auto,RTK,Reactivation,RTKs are often,RTK Reactivation RTKs are often,0.7206018,2023
MT,W4385986528,39,auto,Clinical,studies,with PI3K α,Clinical studies with PI3K α,0.66269207,2023
MT,W4385986528,40,auto,Gene,expression,profile analysis of,Gene expression profile analysis of,0.75048906,2023
MT,W4385986528,41,auto,This,supports,the notion that,This supports the notion that,0.6734026,2023
MT,W4385986528,42,auto,1,IGF1R,upregulation has been,1 IGF1R upregulation has been,0.6591883,2023
MT,W4385986528,43,auto,Indeed,",",IGF1R expression is,"Indeed , IGF1R expression is",0.6285356,2023
MT,W4385986528,44,auto,This,indicates,a potential role,This indicates a potential role,0.6919356,2023
MT,W4385986528,45,auto,Acquired,mutation,and amplification of,Acquired mutation and amplification of,0.7449151,2023
MT,W4385986528,46,auto,Analysis,of,tumor biopsies from,Analysis of tumor biopsies from,0.620542,2023
MT,W4385986528,47,auto,Constitutive,mutational,MAPK pathway activation,Constitutive mutational MAPK pathway activation,0.7320709,2023
MT,W4385986528,48,auto,In,a,recent analysis of,In a recent analysis of,0.67184925,2023
MT,W4385986528,49,auto,",",KRAS,and BRAF [,", KRAS and BRAF [",0.6155716,2023
MT,W4385986528,50,auto,Indeed,",",PAM pathway -,"Indeed , PAM pathway -",0.6842775,2023
MT,W4385986528,51,auto,The,role,of the PAM,The role of the PAM,0.68771344,2023
MT,W4385986528,52,auto,Effects,of,PAM signaling on,Effects of PAM signaling on,0.57632416,2023
MT,W4385986528,53,auto,However,",",each layer of,"However , each layer of",0.6349907,2023
MT,W4385986528,54,auto,PI3K,",",especially in the,"PI3K , especially in the",0.62611365,2023
MT,W4385986528,55,auto,PI3K,δ,is unique among,PI3K δ is unique among,0.64101875,2023
MT,W4385986528,56,auto,Several,studies,have shown that,Several studies have shown that,0.62203264,2023
MT,W4385986528,57,auto,In,particular,", T -","In particular , T -",0.7087064,2023
MT,W4385986528,59,auto,Signaling,alongside,immunotherapy,Signaling alongside immunotherapy,0.77576065,2023
MT,W4385986528,60,auto,Over,the,"last decade ,","Over the last decade ,",0.7875488,2023
MT,W4385986528,61,auto,New,agents,that target the,New agents that target the,0.7715512,2023
MT,W4385986528,62,auto,Yet,",",despite these successes,"Yet , despite these successes",0.6350563,2023
MT,W4385986528,63,auto,Immune,checkpoint,inhibitors ( ICIs,Immune checkpoint inhibitors ( ICIs,0.6702848,2023
MT,W4385986528,64,auto,Many,of,the mechanisms that,Many of the mechanisms that,0.595756,2023
MT,W4385986528,65,auto,nce,",",excess immunosuppressive cytokines,"nce , excess immunosuppressive cytokines",0.60591495,2023
MT,W4385986528,66,auto,Chimeric,antigen,receptor ( CAR,Chimeric antigen receptor ( CAR,0.7791192,2023
MT,W4385986528,67,auto,There,is,evidence that PAM,There is evidence that PAM,0.6917386,2023
MT,W4385986528,68,auto,Unfortunately,",",past and present,"Unfortunately , past and present",0.570962,2023
MT,W4385986528,69,auto,Indeed,",",over the last,"Indeed , over the last",0.6331251,2023
MT,W4385986528,70,auto,As,a,"result , few","As a result , few",0.69086367,2023
MT,W4385986528,71,auto,Since,selective,isoforms of PI3,Since selective isoforms of PI3,0.6873028,2023
MT,W4385986528,72,auto,Of,late,", IS PI3","Of late , IS PI3",0.72234094,2023
MT,W4385986528,73,auto,PAM,pathway,inhibitors have produced,PAM pathway inhibitors have produced,0.64937955,2023
MT,W4385986528,74,auto,Hence,",",most PAM pathway,"Hence , most PAM pathway",0.6400125,2023
MT,W4385986528,75,auto,For,this,"reason , combination","For this reason , combination",0.82445985,2023
MT,W4385986528,76,auto,In,line,"with this ,","In line with this ,",0.7089345,2023
MT,W4385986528,77,auto,In,future,studies it would,In future studies it would,0.59002525,2023
MT,W4385986528,78,auto,The,mechanism,exerted by PI3,The mechanism exerted by PI3,0.6961557,2023
MT,W4385986528,79,auto,The,design,of novel PI3,The design of novel PI3,0.59051746,2023
MT,W4385986528,80,auto,Therefore,",",demystifying the mechanisms,"Therefore , demystifying the mechanisms",0.6234597,2023
MT,W4385986528,81,auto,would,in,turn enhance the,would in turn enhance the,0.66525644,2023
MT,W4385986528,82,auto,Inhibition,of,AKT can potentially,Inhibition of AKT can potentially,0.5958942,2023
MT,W4385986528,83,auto,Indeed,",",pharmacodynamic markers of,"Indeed , pharmacodynamic markers of",0.6196212,2023
MT,W4385986528,84,auto,Nowadays,",",there are no,"Nowadays , there are no",0.63329536,2023
MT,W4385986528,85,auto,Thus,",",it is not,"Thus , it is not",0.6785818,2023
MT,W4385986528,86,auto,Targeting,AKT,is considered a,Targeting AKT is considered a,0.6477972,2023
MT,W4385986528,87,auto,Several,classes,of mTORi have,Several classes of mTORi have,0.6885958,2023
MT,W4385986528,88,auto,The,clinical,application of these,The clinical application of these,0.679368,2023
MT,W4385986528,89,auto,Importantly,",",pre-clinical and clinical,"Importantly , pre-clinical and clinical",0.5956147,2023
MT,W4385986528,90,auto,Thus,",",bisteric mTORi may,"Thus , bisteric mTORi may",0.62710404,2023
MT,W4385986528,91,auto,Also,",",developing novel therapeutic,"Also , developing novel therapeutic",0.6373563,2023
MT,W4385986528,92,auto,Besides,",",optimisation of treatment,"Besides , optimisation of treatment",0.6054048,2023
MT,W4385986528,93,auto,Additionally,",",PAM signaling exert,"Additionally , PAM signaling exert",0.59196603,2023
MT,W4385986528,94,auto,Ongoing,studies,are evaluating the,Ongoing studies are evaluating the,0.6592084,2023
MT,W4385986528,95,auto,The,potential,of PAM inhibitors,The potential of PAM inhibitors,0.74804366,2023
MT,W4385986528,96,auto,However,",",the main difficulties,"However , the main difficulties",0.61810136,2023
MT,W4385986528,97,auto,In,addition,", the biomarker","In addition , the biomarker",0.66822016,2023
MT,W4385986528,98,auto,Finally,",",we must also,"Finally , we must also",0.64014214,2023
MT,W4385986528,99,auto,(,Fig.,10 ( 10,( Fig. 10 ( 10,0.65618825,2023
MT,W4385986528,100,auto,Table,1,1 Pre-existing and,Table 1 1 Pre-existing and,0.60691035,2023
MT,W4385986528,101,auto,ns,implicated,in clinical resistance,ns implicated in clinical resistance,0.63627744,2023
MT,W4385986528,102,auto,This,table,includes mutations and,This table includes mutations and,0.5679609,2023
MT,W4385986528,103,auto,Expression,level,changes in clinical,Expression level changes in clinical,0.6464202,2023
MT,W4385986528,104,auto,P,breast,cancer ESR1 F461V,P breast cancer ESR1 F461V,0.73716086,2023
MT,W4385986528,105,auto,A,Primary,CLL 361 activating,A Primary CLL 361 activating,0.7377703,2023
MT,W4385986528,106,auto,A,Idelalisib,BIRC3 inactivating mutation,A Idelalisib BIRC3 inactivating mutation,0.7435824,2023
MT,W4385986528,107,auto,Funding,Medecin,- Chercheur Parrainage,Funding Medecin - Chercheur Parrainage,0.73892444,2023
MT,W4385986528,108,auto,Availability,of,data and materials,Availability of data and materials,0.2978734,2023
MT,W4385986528,109,auto,Abbreviations,Supplementary,Information,Abbreviations Supplementary Information,0.7658148,2023
MT,W4385986528,110,auto,The,online,version contains supplementary,The online version contains supplementary,0.6224351,2023
MT,W4385986528,111,auto,Additional,file,1 : Supplementary,Additional file 1 : Supplementary,0.78368586,2023
MT,W4385986528,113,auto,The,authors,declare no competing,The authors declare no competing,0.5684483,2023
MT,W4385986528,114,auto,•,convenient,online submission •,• convenient online submission •,0.41514334,2023
MT,W4385986528,115,auto,and,complex,data types •,and complex data types •,0.66892296,2023
MT,W4385986528,116,auto,Learn,more,biomedcentral.com / submissions,Learn more biomedcentral.com / submissions,0.36680144,2023
MT,W4385986528,117,auto,Choose,BMC,and benefit from,Choose BMC and benefit from,0.6455199,2023
MT,W4385986528,118,auto,Choose,BMC,and benefit from,Choose BMC and benefit from,0.6455199,2023
MT,W4385986528,119,auto,AKT,/,PKB signaling :,AKT / PKB signaling :,0.6394462,2023
MT,W4385986528,120,auto,The,Role,of PI3K /,The Role of PI3K /,0.60181,2023
MT,W4385986528,121,auto,F,Janku,T A Yap,F Janku T A Yap,0.54277575,2023
MT,W4385986528,122,auto,Farnesol,abrogates,epithelial to mesenchymal,Farnesol abrogates epithelial to mesenchymal,0.68940884,2023
MT,W4385986528,123,auto,Natural,products,targeting the PI3K,Natural products targeting the PI3K,0.62558484,2023
MT,W4385986528,124,auto,The,PI3K,- AKT network,The PI3K - AKT network,0.6578778,2023
MT,W4385986528,125,auto,Y,-,tocotrienol inhibits angiogenesis,Y - tocotrienol inhibits angiogenesis,0.58324504,2023
MT,W4385986528,126,auto,Discovery,and,saturation analysis of,Discovery and saturation analysis of,0.6207156,2023
MT,W4385986528,127,auto,Targeting,Phosphatases,an,Targeting Phosphatases an,0.63478357,2023
MT,W4385986528,128,auto,d,Kinases,: How to,d Kinases : How to,0.63332534,2023
MT,W4385986528,129,auto,The,phosphatidylinositol,3 - Kinase,The phosphatidylinositol 3 - Kinase,0.73091835,2023
MT,W4385986528,130,auto,Attacking,the,PI3K / Akt,Attacking the PI3K / Akt,0.6373685,2023
MT,W4385986528,131,auto,The,phosphatidyl,inositol 3 -,The phosphatidyl inositol 3 -,0.6685701,2023
MT,W4385986528,132,auto,Pathway,Alterations,Y Zhang Kwok,Pathway Alterations Y Zhang Kwok,0.6990467,2023
MT,W4385986528,133,auto,Akt,/,mTOR signaling pathway,Akt / mTOR signaling pathway,0.5516305,2023
MT,W4385986528,134,auto,Pathway,and,Its Role in,Pathway and Its Role in,0.67412573,2023
MT,W4385986528,135,auto,Y,Peng,Y Wang C,Y Peng Y Wang C,0.7379071,2023
