paper_id,year,semantic_knn,structural_novelty,triple_count,cited_by_count,reference_count
SKG_PAR_35,2014,0.7344380617141724,0.868421052631579,114.0,5,26
SKG_MT_224,2014,0.945649027824402,0.8505747126436781,87.0,7,22
SKG_MT_827,2014,0.9510356783866882,1.0,12.0,1,41
SKG_MT_828,2014,0.9327203631401062,0.6911764705882353,68.0,16,14
SKG_MT_545,2014,0.9409793615341188,0.7894736842105263,133.0,60,38
SKG_MT_560,2014,0.939796268939972,0.7948717948717948,117.0,21,33
SKG_MT_770,2014,0.9531439542770386,0.7304347826086957,115.0,9,47
SKG_SA_540,2014,0.9249137043952942,0.9130434782608696,92.0,36,29
SKG_MT_652,2014,0.9397424459457396,0.8257575757575758,132.0,99,45
SKG_MT_187,2014,0.902751088142395,1.0,4.0,2,7
SKG_MT_220,2014,0.9173527956008912,0.6857142857142857,35.0,9,18
SKG_MT_1158,2014,0.9284904599189758,0.8679245283018868,53.0,19,29
SKG_MT_647,2014,0.9377168416976928,0.8202247191011236,89.0,44,31
SKG_SA_556,2014,0.933588206768036,0.8512396694214877,121.0,241,21
SKG_SA_517,2014,0.910736083984375,0.8421052631578947,57.0,615,23
SKG_DIA_64,2014,0.9244036674499512,0.8961038961038961,77.0,8,31
SKG_SA_490,2014,0.9348580241203308,0.8461538461538461,195.0,125,31
SKG_MT_738,2014,0.9239727258682252,0.8404255319148937,94.0,27,38
SKG_MT_732,2014,0.932684063911438,0.75,40.0,7,11
SKG_SA_441,2014,0.9251314401626588,0.7368421052631579,38.0,11,9
SKG_SUM_145,2014,0.9243994951248168,0.8352941176470589,85.0,19,16
SKG_SUM_68,2014,0.9337981939315796,0.85,20.0,37,19
SKG_SUM_22,2014,0.9271745681762696,0.8792134831460674,356.0,31,29
SKG_SUM_186,2015,0.9152652025222778,0.95,20.0,15,14
SKG_SUM_178,2015,0.926824390888214,0.8849557522123894,113.0,134,19
SKG_SUM_177,2015,0.9451953768730164,0.7529411764705882,170.0,29,34
SKG_SUM_172,2015,0.9271829724311828,0.8541666666666666,48.0,239,45
SKG_MT_668,2015,0.9383306503295898,0.8313253012048193,83.0,9,23
SKG_SUM_17,2015,0.9241344332695008,0.8941176470588236,85.0,145,19
SKG_SA_608,2015,0.9219738841056824,0.7209302325581395,43.0,45,35
SKG_MT_1293,2015,0.7900733351707458,0.823170731707317,164.0,18,18
SKG_MT_1295,2015,0.9027055501937866,0.8666666666666667,90.0,5,0
SKG_SUM_129,2015,0.9247485399246216,0.7948717948717948,39.0,2,23
SKG_SUM_107,2015,0.9424495697021484,0.8044692737430168,179.0,37,49
SKG_PAR_100,2015,0.9290922284126282,0.7486910994764397,191.0,181,49
SKG_PAR_61,2015,0.920019507408142,0.7768595041322314,121.0,20,22
SKG_PAR_67,2015,0.9286472201347352,0.7875647668393783,193.0,26,28
SKG_MT_217,2015,0.9417913556098938,0.8165137614678899,109.0,11,22
SKG_MT_221,2015,0.9542441368103028,0.7948717948717948,78.0,24,58
SKG_MT_642,2015,0.9462165832519532,0.7897727272727273,176.0,14,44
SKG_MT_651,2015,0.9416718482971193,0.8333333333333334,72.0,7,25
SKG_SA_564,2015,0.943066954612732,0.75,144.0,9,20
SKG_PAR_79,2015,0.9249542355537416,0.8373983739837398,123.0,52,18
SKG_PAR_124,2015,0.9240806698799132,0.7850467289719626,107.0,94,38
SKG_PAR_84,2015,0.926963210105896,0.8620689655172413,87.0,9,25
SKG_MT_1118,2015,0.7844511866569519,0.875,32.0,2,15
SKG_MT_262,2015,0.9448484182357788,0.8333333333333334,90.0,2,34
SKG_MT_1108,2015,0.941682994365692,0.845360824742268,97.0,6,22
SKG_PAR_116,2015,0.9344849586486816,0.8214285714285714,84.0,29,27
SKG_MT_296,2015,0.9319493174552916,0.819672131147541,61.0,9,28
SKG_MT_1085,2015,0.930279552936554,0.7209302325581395,86.0,10,26
SKG_QA_168,2015,0.9286982417106628,0.7857142857142857,56.0,372,29
SKG_QA_107,2015,0.9272851943969728,0.8555555555555555,180.0,58,23
SKG_QA_28,2015,0.9147764444351196,1.0,2.0,14,13
SKG_QA_15,2015,0.9253596067428588,0.8343949044585988,157.0,454,27
SKG_MT_1456,2015,0.9251357316970824,0.6666666666666666,42.0,5,37
SKG_MT_615,2015,0.9213331341743468,0.7651006711409396,149.0,72,28
SKG_QA_155,2015,0.949079692363739,0.775,120.0,178,30
SKG_MT_304,2015,0.9258715510368348,0.7545454545454545,110.0,4,29
SKG_MT_320,2015,0.9226373434066772,0.7142857142857143,35.0,4,58
SKG_MT_1035,2015,0.9700798988342284,0.5882352941176471,102.0,3,32
SKG_MT_1045,2015,0.93465393781662,0.8395061728395061,81.0,9,28
SKG_QA_298,2015,0.9214287996292114,0.8933333333333333,75.0,62,10
SKG_MT_1032,2015,0.9324204325675964,0.7719298245614035,57.0,36,27
SKG_QA_256,2015,0.9221209287643432,0.8977272727272727,88.0,112,30
SKG_QA_269,2015,0.9284855127334596,0.7894736842105263,38.0,43,16
SKG_MT_18,2015,0.9289509654045104,0.875,32.0,65,44
SKG_MT_24,2015,0.943223774433136,0.7888888888888889,90.0,47,29
SKG_MT_1380,2015,0.9372695088386536,0.7608695652173914,46.0,14,20
SKG_MT_48,2015,0.9403508901596068,0.5121951219512195,41.0,9,18
SKG_MT_1004,2015,0.9431637525558472,0.75,80.0,66,33
SKG_QA_352,2015,0.9405443072319032,0.7663551401869159,107.0,74,16
SKG_QA_356,2015,0.9264686703681946,0.9411764705882352,17.0,141,24
SKG_QA_328,2015,0.9224637746810912,0.8194444444444444,72.0,18,23
SKG_QA_446,2015,0.9332946538925172,0.7457627118644068,59.0,21,22
SKG_MT_378,2015,0.9381273984909058,0.8695652173913043,46.0,14,45
SKG_MT_384,2015,0.9294143915176392,0.8080808080808081,99.0,20,24
SKG_MT_971,2015,0.9511508941650392,0.8135593220338984,177.0,4,35
SKG_MT_976,2015,0.9170230031013488,0.7567567567567568,74.0,10,38
SKG_QA_423,2015,0.9340287446975708,0.853448275862069,116.0,39,27
SKG_SA_531,2015,0.935799479484558,0.9,90.0,24,30
SKG_SA_535,2015,0.9335702061653136,0.7974683544303798,158.0,534,25
SKG_MT_699,2015,0.9250736236572266,0.8926553672316384,177.0,51,42
SKG_SA_9,2015,0.9291566610336304,0.7862595419847328,131.0,66,29
SKG_MT_401,2015,0.9364083409309388,0.7333333333333333,45.0,414,20
SKG_MT_405,2015,0.9349185824394226,0.7987421383647799,159.0,9,33
SKG_MT_165,2015,0.9389210939407348,0.8026315789473685,76.0,49,29
SKG_MT_171,2015,0.925166130065918,0.82,100.0,6,13
SKG_MT_959,2015,0.9165172576904296,0.8014184397163121,141.0,612,24
SKG_QA_438,2015,0.922710120677948,0.8383838383838383,99.0,102,22
SKG_MT_428,2015,0.9440857172012328,0.7301587301587301,126.0,6,34
SKG_MT_429,2015,0.933484673500061,0.8118811881188119,101.0,3,19
SKG_MT_437,2015,0.940869152545929,0.675,40.0,25,32
SKG_MT_441,2015,0.928734004497528,0.7272727272727273,88.0,867,24
SKG_DIA_300,2015,0.935154139995575,0.9078947368421052,76.0,838,54
SKG_MT_900,2015,0.9238846898078918,0.7714285714285715,35.0,20,20
SKG_MT_471,2015,0.9376754760742188,0.7662337662337663,77.0,6,16
SKG_DIA_275,2015,0.9331414103507996,0.7906976744186046,86.0,18,18
SKG_SA_107,2015,0.9455803036689758,0.8584905660377359,106.0,11,21
SKG_SA_114,2015,0.9314967393875122,0.75,76.0,14,19
SKG_SA_65,2015,0.9055343866348268,1.0,4.0,21,12
SKG_SA_78,2015,0.9374345541000366,0.8461538461538461,39.0,28,21
SKG_MT_1254,2015,0.9516363143920898,0.6385542168674698,83.0,4,37
SKG_MT_1333,2015,0.9205470085144044,0.6619718309859155,71.0,12,11
SKG_MT_1346,2015,0.7576358914375305,0.8416666666666667,120.0,96,9
SKG_SA_143,2015,0.9366868138313292,0.8778625954198473,262.0,1512,56
SKG_SA_240,2015,0.9270334243774414,0.7777777777777778,99.0,247,32
SKG_MT_854,2015,0.9340699911117554,0.7017543859649122,57.0,2,32
SKG_MT_839,2015,0.9297744631767272,0.8169934640522876,153.0,5,15
SKG_SA_266,2015,0.94657963514328,0.7818181818181819,220.0,18,59
SKG_SA_366,2015,0.9299306869506836,0.75,16.0,83,38
SKG_SA_313,2015,0.9397709965705872,0.8095238095238095,63.0,38,28
SKG_SA_321,2015,0.9299396276474,0.7717391304347826,92.0,16,22
SKG_SA_323,2015,0.9490636587142944,0.8494623655913979,93.0,245,38
SKG_SA_334,2015,0.9280017018318176,0.7672413793103449,116.0,115,32
SKG_SA_293,2015,0.9313661456108092,0.9130434782608696,115.0,91,26
SKG_SA_382,2015,0.9179534912109376,1.0,4.0,375,9
SKG_SA_393,2015,0.9426290392875672,0.7727272727272727,66.0,14,16
SKG_MT_108,2015,0.9238311052322388,0.75,44.0,119,15
SKG_MT_109,2015,0.9416676759719848,0.7755102040816326,49.0,1,34
SKG_SA_401,2015,0.9217156171798706,0.8253968253968254,189.0,22,35
SKG_MT_809,2015,0.9438775777816772,0.8742857142857143,175.0,8489,20
SKG_MT_810,2015,0.9433525204658508,0.84375,224.0,5,34
SKG_MT_815,2015,0.9471827745437622,0.9008264462809916,121.0,10,25
SKG_SA_415,2015,0.938457190990448,0.8333333333333334,114.0,201,13
SKG_MT_555,2015,0.9175397157669068,0.9090909090909092,11.0,95,18
SKG_SA_432,2015,0.9223923683166504,0.8846153846153846,26.0,30,33
SKG_SA_542,2015,0.9108344316482544,0.7575757575757576,33.0,29,26
SKG_SA_545,2015,0.9323848485946656,0.7777777777777778,9.0,1,13
SKG_DIA_40,2015,0.9336131811141968,0.7586206896551724,29.0,3,20
SKG_SA_509,2015,0.9258068203926086,0.8247422680412371,97.0,71,30
SKG_SA_437,2015,0.9278286695480348,0.8035714285714286,168.0,376,51
SKG_SA_592,2015,0.9390878677368164,0.8541666666666666,48.0,8,14
SKG_SA_596,2015,0.9205344915390016,0.7978723404255319,94.0,266,16
SKG_SA_458,2015,0.933605968952179,0.8627450980392157,51.0,11,29
SKG_SA_410,2015,0.9320022463798524,0.8518518518518519,27.0,163,31
SKG_SUM_136,2015,0.9253082275390624,0.8102189781021898,137.0,159,56
SKG_SUM_92,2015,0.9295282363891602,0.8651685393258427,89.0,69,27
SKG_SUM_64,2015,0.8876203298568726,0.8275862068965517,29.0,6,28
SKG_SUM_190,2016,0.9464012384414672,0.8764044943820225,89.0,99,42
SKG_MT_673,2016,0.9243429899215698,0.8108108108108109,111.0,182,38
SKG_SUM_217,2016,0.9215534925460817,0.8688524590163934,61.0,24,27
SKG_MT_658,2016,0.943590760231018,0.7647058823529411,170.0,445,31
SKG_SUM_197,2016,0.9190260767936708,0.9230769230769232,13.0,27,26
SKG_SUM_85,2016,0.9423885345458984,0.8269230769230769,104.0,922,25
SKG_SUM_78,2016,0.9335027933120728,0.8529411764705882,68.0,13,33
SKG_SUM_128,2016,0.9299561381340028,0.8596491228070176,57.0,25,27
SKG_SA_617,2016,0.9342864751815796,0.8888888888888888,9.0,13,14
SKG_SUM_108,2016,0.9737150073051452,0.7821782178217822,101.0,48,49
SKG_MT_1311,2016,0.9714692831039428,0.801980198019802,101.0,2,28
SKG_MT_1304,2016,0.9393514394760132,0.7246376811594203,69.0,14,34
SKG_MT_999,2016,0.9443269968032836,0.8125,112.0,21,41
SKG_MT_1219,2016,0.9376306533813475,0.7142857142857143,98.0,402,27
SKG_SA_463,2016,0.9426833987236024,0.6808510638297872,47.0,11,17
SKG_SA_504,2016,0.9391423463821412,0.8656716417910447,134.0,20,42
SKG_SA_497,2016,0.9496184587478638,0.8577981651376146,218.0,423,51
SKG_MT_698,2016,0.9592517614364624,0.7894736842105263,171.0,3,43
SKG_SA_462,2016,0.9470115900039672,0.8064516129032258,155.0,21,11
SKG_MT_731,2016,0.9641973376274108,0.7073170731707317,82.0,160,39
SKG_DIA_86,2016,0.9376103281974792,0.8108108108108109,111.0,4,27
SKG_SA_493,2016,0.9374706149101256,0.8114035087719298,228.0,340,27
SKG_DIA_153,2016,0.9388028383255004,0.8492063492063492,126.0,73,44
SKG_SA_385,2016,0.9333661794662476,0.8294573643410853,129.0,126,24
SKG_DIA_109,2016,0.9320856928825378,0.8586956521739131,92.0,60,0
SKG_SA_431,2016,0.9379597902297974,0.8518518518518519,54.0,4,16
SKG_SA_427,2016,0.9502445459365844,0.8256880733944955,109.0,38,11
SKG_SA_426,2016,0.9457508325576782,0.7578947368421053,95.0,5,45
SKG_MT_574,2016,0.9370369911193848,0.813953488372093,129.0,191,32
SKG_MT_2,2016,0.9484211206436156,0.827906976744186,215.0,102,22
SKG_MT_1,2016,0.9418048858642578,0.8433048433048433,351.0,57,23
SKG_MT_201,2016,0.9408456087112428,0.8345864661654135,133.0,199,36
SKG_MT_1190,2016,0.9454106092453004,0.8297872340425532,47.0,2,24
SKG_SA_309,2016,0.9352682828903198,0.803921568627451,102.0,11,29
SKG_DIA_158,2016,0.928792119026184,0.7555555555555555,90.0,69,35
SKG_SA_369,2016,0.9207264184951782,0.797752808988764,89.0,3,7
SKG_SA_354,2016,0.9366445541381836,0.7840909090909091,88.0,3,6
SKG_SA_252,2016,0.929382026195526,0.7428571428571429,35.0,23,5
SKG_SA_238,2016,0.9349491000175476,0.7169811320754716,106.0,2305,37
SKG_SA_275,2016,0.9333416819572448,0.7732558139534884,172.0,1027,48
SKG_SA_269,2016,0.9318457841873168,0.8227848101265823,79.0,37,12
SKG_MT_513,2016,0.9526306390762328,0.768,125.0,6,26
SKG_DIA_204,2016,0.9333661794662476,0.8294573643410853,129.0,126,24
SKG_PAR_9,2016,0.9198229908943176,0.8048780487804879,41.0,14,11
SKG_PAR_7,2016,0.9237077832221984,0.900709219858156,141.0,20,59
SKG_PAR_36,2016,0.9317291975021362,0.8666666666666667,135.0,6,23
SKG_MT_1166,2016,0.923287034034729,0.8163265306122449,49.0,1,26
SKG_MT_1160,2016,0.9459717869758606,0.822429906542056,107.0,124,22
SKG_MT_215,2016,0.9421426057815552,0.7625,80.0,50,27
SKG_SA_160,2016,0.9424278140068054,0.7681159420289855,138.0,90,26
SKG_DIA_245,2016,0.912775695323944,0.9444444444444444,18.0,73,10
SKG_SA_193,2016,0.9405914545059204,0.7352941176470589,68.0,60,32
SKG_SA_190,2016,0.9301494359970092,0.8865979381443299,97.0,28,18
SKG_DIA_267,2016,0.9440401792526244,0.8303571428571429,112.0,172,50
SKG_MT_901,2016,0.9159606695175172,0.7560975609756098,82.0,1,38
SKG_MT_897,2016,0.9673351049423218,0.8666666666666667,105.0,51,23
SKG_MT_895,2016,0.9384377598762512,0.8465909090909091,176.0,732,27
SKG_MT_459,2016,0.9470346570014954,0.7654320987654321,162.0,147,20
SKG_DIA_260,2016,0.9108562469482422,0.8333333333333334,12.0,24,40
SKG_MT_1138,2016,0.926222324371338,0.8775510204081632,49.0,5,13
SKG_MT_241,2016,0.94842129945755,0.823943661971831,142.0,102,22
SKG_MT_237,2016,0.9415037035942078,0.8163265306122449,49.0,8,28
SKG_MT_230,2016,0.9456452131271362,0.6904761904761905,42.0,0,17
SKG_SA_17,2016,0.9396945238113404,0.7862595419847328,131.0,185,46
SKG_SA_8,2016,0.9280512928962708,0.7801857585139319,323.0,6,29
SKG_SA_41,2016,0.944062352180481,0.8068965517241379,145.0,109,21
SKG_SA_26,2016,0.9330215454101562,0.9130434782608696,69.0,0,14
SKG_MT_905,2016,0.9346609115600586,0.7731958762886598,97.0,38,25
SKG_MT_431,2016,0.8768916130065918,1.0,2.0,25,16
SKG_SA_89,2016,0.9358254671096802,0.9052631578947368,95.0,8,13
SKG_SA_85,2016,0.937578558921814,0.8571428571428571,105.0,49,19
SKG_QA_470,2016,0.8411714434623718,0.8392857142857143,112.0,67,31
SKG_DIA_310,2016,0.9312888979911804,0.8921568627450981,102.0,1047,56
SKG_MT_402,2016,0.9427257776260376,0.785234899328859,149.0,15,22
SKG_PAR_110,2016,0.9425700902938844,0.8166666666666667,60.0,40,18
SKG_PAR_162,2016,0.923477053642273,0.9230769230769232,13.0,33,19
SKG_PAR_147,2016,0.9180652499198914,0.7083333333333334,24.0,33,14
SKG_MT_1105,2016,0.9472309350967408,0.8314606741573034,89.0,95,39
SKG_MT_247,2016,0.9370359182357788,0.8243243243243243,74.0,9,24
SKG_PAR_135,2016,0.9409257173538208,0.8217821782178217,202.0,39,36
SKG_QA_376,2016,0.940477967262268,0.826530612244898,98.0,108,42
SKG_QA_375,2016,0.9358569979667664,0.7914691943127962,211.0,19,40
SKG_QA_366,2016,0.9391706585884094,0.7378640776699029,103.0,5,7
SKG_QA_421,2016,0.9295750856399536,0.7767857142857143,112.0,17,23
SKG_QA_419,2016,0.9474690556526184,0.782312925170068,147.0,30,33
SKG_QA_407,2016,0.9379757642745972,0.8205128205128205,117.0,13,38
SKG_MT_960,2016,0.9386690258979796,0.8076923076923077,78.0,131,20
SKG_MT_381,2016,0.9746659398078918,0.7861271676300579,173.0,40,34
SKG_QA_405,2016,0.9249534606933594,0.8043478260869565,92.0,74,40
SKG_QA_312,2016,0.9211177825927734,0.8,90.0,102,32
SKG_QA_340,2016,0.9243329763412476,0.902439024390244,41.0,50,57
SKG_QA_337,2016,0.9440706372261048,0.7532467532467533,77.0,20,17
SKG_QA_335,2016,0.9371558427810668,0.7518248175182481,137.0,125,44
SKG_MT_994,2016,0.927605152130127,0.7448979591836735,98.0,643,34
SKG_MT_370,2016,0.9431807398796082,0.7933884297520661,121.0,46,38
SKG_MT_365,2016,0.973599135875702,0.8536585365853658,123.0,16,34
SKG_MT_362,2016,0.9306854009628296,0.9285714285714286,56.0,2,20
SKG_MT_360,2016,0.9435524940490724,0.7310924369747899,119.0,16,0
SKG_QA_345,2016,0.9443269968032836,0.8125,112.0,21,41
SKG_PAR_182,2016,0.9358322024345398,0.7894736842105263,76.0,61,31
SKG_PAR_175,2016,0.94792640209198,0.7192982456140351,57.0,40,32
SKG_PAR_173,2016,0.9348227381706238,0.7425742574257426,101.0,60,21
SKG_PAR_172,2016,0.926222324371338,0.8775510204081632,49.0,5,13
SKG_PAR_223,2016,0.938693642616272,0.8840579710144928,69.0,119,38
SKG_QA_182,2016,0.9313287734985352,0.8605769230769231,208.0,1378,69
SKG_QA_197,2016,0.9365860223770142,0.8372093023255814,43.0,11,27
SKG_QA_261,2016,0.936353087425232,0.7985074626865671,134.0,79,22
SKG_MT_1029,2016,0.9280940890312196,0.6170212765957447,47.0,1,18
SKG_MT_327,2016,0.9321762323379515,0.5454545454545454,55.0,7,9
SKG_QA_253,2016,0.9382286071777344,0.8309859154929577,71.0,26,33
SKG_QA_70,2016,0.9444571733474731,0.7870370370370371,216.0,262,39
SKG_QA_63,2016,0.9347723722457886,0.7796610169491526,118.0,13,34
SKG_QA_131,2016,0.9391706585884094,0.6428571428571429,14.0,5,7
SKG_QA_118,2016,0.9432796239852904,0.821656050955414,157.0,12,36
SKG_MT_312,2016,0.9663270115852356,0.7976190476190477,84.0,100,23
SKG_MT_1298,2016,0.943510353565216,0.7935483870967742,155.0,37,38
SKG_MT_1288,2016,0.9366801977157592,0.8260869565217391,92.0,257,32
SKG_MT_107,2016,0.9422819018363952,0.6973684210526315,76.0,2,24
SKG_MT_103,2016,0.9647472500801086,0.9322033898305084,118.0,29,49
SKG_MT_1233,2016,0.928909957408905,0.8314606741573034,89.0,75,36
SKG_MT_1230,2016,0.966021716594696,0.8477157360406091,197.0,25,26
SKG_MT_1229,2016,0.939369022846222,0.7727272727272727,66.0,0,29
SKG_MT_1264,2016,0.9474690556526184,0.782312925170068,147.0,30,33
SKG_MT_1314,2016,0.9487603902816772,0.7814207650273224,183.0,253,36
SKG_SA_566,2016,0.9463263750076294,0.8767123287671232,73.0,22,31
SKG_DIA_15,2016,0.9144778251647948,0.8481012658227848,79.0,95,43
SKG_SA_594,2016,0.92677241563797,0.7794117647058824,68.0,125,42
SKG_SA_583,2016,0.9485836029052734,0.8947368421052632,38.0,118,10
SKG_SA_634,2016,0.9196149706840516,0.8505747126436781,87.0,583,25
SKG_SA_622,2017,0.9343218803405762,0.8333333333333334,180.0,18,29
SKG_SA_630,2017,0.936184287071228,0.7727272727272727,44.0,98,40
SKG_SA_578,2017,0.9319470524787904,0.8181818181818182,110.0,34,16
SKG_SA_593,2017,0.9360672235488892,0.8,90.0,190,28
SKG_DIA_21,2017,0.928751826286316,0.8488372093023255,86.0,44,35
SKG_MT_636,2017,0.947309136390686,0.8207547169811321,106.0,32,28
SKG_MT_645,2017,0.9392477869987488,0.7142857142857143,140.0,32,36
SKG_MT_650,2017,0.9341136813163756,0.788235294117647,170.0,10,50
SKG_DIA_24,2017,0.8851070404052734,0.8409090909090909,44.0,145,24
SKG_DIA_25,2017,0.937057375907898,0.7844311377245509,167.0,32,26
SKG_SA_537,2017,0.9430137872695924,0.6933333333333334,75.0,7,21
SKG_MT_88,2017,0.9294589757919312,0.7432432432432432,74.0,16,34
SKG_MT_104,2017,0.9416735768318176,0.7485029940119761,167.0,53,52
SKG_MT_1287,2017,0.9421640634536744,0.8260869565217391,161.0,28,33
SKG_MT_123,2017,0.9444717168807985,0.7065868263473054,167.0,134,27
SKG_MT_136,2017,0.9533851742744446,0.7678571428571429,56.0,101,44
SKG_SUM_191,2017,0.9116398096084596,0.7,40.0,62,21
SKG_SUM_103,2017,0.9184681177139282,0.8333333333333334,18.0,9,17
SKG_QA_145,2017,0.927614688873291,0.6744186046511628,86.0,9,46
SKG_MT_1034,2017,0.937767207622528,0.7727272727272727,44.0,6,20
SKG_MT_1037,2017,0.9526723623275756,0.7219512195121951,205.0,4,37
SKG_QA_157,2017,0.910950005054474,0.847457627118644,118.0,18,14
SKG_QA_119,2017,0.94521963596344,0.6865671641791045,134.0,179,54
SKG_QA_58,2017,0.9335352778434752,0.8046875,128.0,21,35
SKG_QA_42,2017,0.9370982050895692,0.7377049180327869,122.0,27,19
SKG_QA_46,2017,0.9475210905075072,0.6870229007633588,131.0,19,27
SKG_QA_47,2017,0.9685547947883606,0.7724137931034483,145.0,174,57
SKG_QA_4,2017,0.9360394477844238,0.8051282051282052,195.0,213,26
SKG_QA_24,2017,0.923051655292511,0.9,20.0,2,14
SKG_MT_321,2017,0.9229329228401184,0.8041237113402062,97.0,27,40
SKG_MT_333,2017,0.965275764465332,0.6363636363636364,11.0,11,18
SKG_MT_338,2017,0.9385684728622437,0.8360655737704918,122.0,36,32
SKG_MT_1013,2017,0.9416311383247375,0.7874564459930313,287.0,72,39
SKG_MT_351,2017,0.9420830011367798,0.6944444444444444,108.0,75,25
SKG_QA_235,2017,0.9296637773513794,0.8333333333333334,72.0,12,13
SKG_QA_242,2017,0.9475857019424438,0.7706422018348624,109.0,10,43
SKG_QA_223,2017,0.9423843622207642,0.7936507936507936,63.0,21,9
SKG_QA_172,2017,0.9656189680099488,0.6272727272727273,110.0,91,31
SKG_QA_175,2017,0.9343802332878112,0.8269230769230769,104.0,30,48
SKG_QA_26,2017,0.9392263293266296,0.8,15.0,43,27
SKG_PAR_203,2017,0.91131591796875,0.8472222222222222,72.0,1,25
SKG_PAR_210,2017,0.9454018473625184,0.7580645161290323,62.0,58,16
SKG_PAR_224,2017,0.9433780908584596,0.7671232876712328,146.0,14,19
SKG_MT_1056,2017,0.8777164220809937,0.824,125.0,187,22
SKG_MT_1063,2017,0.950863480567932,0.773109243697479,119.0,52,29
SKG_PAR_176,2017,0.9342023730278016,0.8125,64.0,9,12
SKG_PAR_177,2017,0.9448232650756836,0.7737226277372263,137.0,33,18
SKG_PAR_180,2017,0.949680507183075,0.7945205479452054,73.0,6,30
SKG_PAR_183,2017,0.9374122619628906,0.7808219178082192,73.0,106,22
SKG_PAR_186,2017,0.9493204355239868,0.7592592592592593,162.0,101,63
SKG_MT_363,2017,0.9413606524467468,0.620253164556962,79.0,17,25
SKG_MT_995,2017,0.9480441212654114,0.7560975609756098,123.0,7,28
SKG_QA_341,2017,0.9438081979751588,0.8242424242424242,165.0,1400,43
SKG_QA_272,2017,0.9389752149581908,0.8223684210526315,152.0,720,46
SKG_QA_277,2017,0.9312322735786438,0.7619047619047619,126.0,302,36
SKG_QA_288,2017,0.9076765179634094,0.9285714285714286,28.0,46,19
SKG_QA_442,2017,0.9250622987747192,0.8222222222222222,45.0,9,24
SKG_QA_445,2017,0.9540647268295288,0.7317073170731707,41.0,9,14
SKG_QA_455,2017,0.926814079284668,0.7901234567901234,81.0,5,0
SKG_MT_382,2017,0.9324663281440736,0.7368421052631579,133.0,217,61
SKG_MT_982,2017,0.937698245048523,0.8159340659340659,364.0,429,46
SKG_QA_399,2017,0.9435812830924988,0.7801418439716312,141.0,6,19
SKG_QA_369,2017,0.9384042024612428,0.7906976744186046,43.0,65,11
SKG_PAR_194,2017,0.9119652509689332,0.8333333333333334,12.0,15,28
SKG_PAR_197,2017,0.9393933415412904,0.6907216494845361,97.0,77,59
SKG_PAR_143,2017,0.936008095741272,0.7738095238095238,168.0,32,39
SKG_MT_1099,2017,0.93915593624115,0.7971014492753623,69.0,14,24
SKG_MT_1103,2017,0.9655610918998718,0.8023255813953488,172.0,17,34
SKG_PAR_156,2017,0.8238086700439453,0.8192771084337349,83.0,8,26
SKG_PAR_112,2017,0.9544692039489746,0.7166666666666667,180.0,60,54
SKG_PAR_115,2017,0.9390345811843872,0.7368421052631579,114.0,13,0
SKG_PAR_118,2017,0.9416430592536926,0.8360655737704918,61.0,11,25
SKG_PAR_122,2017,0.950640857219696,0.6909090909090909,55.0,30,17
SKG_SA_21,2017,0.9449370503425598,0.7748344370860927,151.0,8,8
SKG_MT_397,2017,0.93848979473114,0.7964601769911505,113.0,143,38
SKG_MT_400,2017,0.94443541765213,0.7975460122699386,163.0,16,9
SKG_MT_408,2017,0.9480029344558716,0.8,205.0,40,40
SKG_MT_934,2017,0.943934440612793,0.803347280334728,239.0,0,14
SKG_MT_939,2017,0.9304970502853394,0.7017543859649122,114.0,6,24
SKG_DIA_303,2017,0.921026349067688,0.8904109589041096,73.0,37,39
SKG_DIA_306,2017,0.9667932391166688,0.875,16.0,299,41
SKG_DIA_307,2017,0.9313886761665344,0.7916666666666666,72.0,28,0
SKG_QA_462,2017,0.9487894177436828,0.7777777777777778,81.0,114,45
SKG_QA_471,2017,0.9344180226325988,0.780952380952381,105.0,19,28
SKG_QA_472,2017,0.9301617741584778,0.5918367346938775,49.0,4,8
SKG_QA_431,2017,0.91131591796875,0.8472222222222222,72.0,1,25
SKG_SA_108,2017,0.9410697817802428,0.7096774193548387,31.0,6,10
SKG_SA_116,2017,0.9356524348258972,0.7606382978723404,188.0,112,34
SKG_MT_427,2017,0.94123637676239,0.8307692307692308,65.0,1,28
SKG_MT_910,2017,0.9149833917617798,1.0,4.0,65,40
SKG_MT_911,2017,0.971442699432373,1.0,9.0,19,28
SKG_MT_924,2017,0.9377115964889526,0.7926267281105991,217.0,123,23
SKG_MT_448,2017,0.9407390356063844,0.6074766355140186,107.0,9,19
SKG_DIA_302,2017,0.9264286160469056,0.8947368421052632,38.0,41,5
SKG_PAR_125,2017,0.9452370405197144,0.7466666666666667,150.0,7,23
SKG_PAR_126,2017,0.9476763606071472,0.7666666666666667,180.0,32,20
SKG_MT_246,2017,0.9379860758781432,0.717391304347826,92.0,68,48
SKG_PAR_90,2017,0.9285224676132202,0.6470588235294118,17.0,37,29
SKG_PAR_92,2017,0.9346973299980164,0.7456140350877193,114.0,29,39
SKG_PAR_95,2017,0.943057417869568,0.773972602739726,146.0,25,25
SKG_PAR_105,2017,0.9301488995552064,0.7435897435897436,78.0,17,0
SKG_PAR_63,2017,0.9212214350700378,0.7570093457943925,107.0,17,23
SKG_PAR_65,2017,0.9438021779060364,0.75,40.0,4,23
