global_paper_id,title
SKG_MT_134,Explicit Cross-lingual Pre-training for Unsupervised Machine Translation
SKG_MT_136,Personalized Machine Translation Preserving Original Author Traits
SKG_MT_137,Task-based Evaluation of Multiword Expressions a Pilot Study in Statistical Machine Translation
SKG_MT_138,Rapid Adaptation of Neural Machine Translation to New Languages
SKG_MT_139,Neural Machine Translation between Myanmar (Burmese) and Rakhine (Arakanese)
SKG_MT_140,Unsupervised Word Translation with Adversarial Autoencoder
SKG_MT_142,IMaT Unsupervised Text Attribute Transfer via Iterative Matching and Translation
SKG_MT_143,Beyond Error Propagation in Neural Machine Translation Characteristics of Language Also Matter
SKG_MT_144,Automatic Evaluation of Chinese Translation Output Word-Level or Character-Level
SKG_MT_145,Phone Features Improve Speech Translation
SKG_MT_147,Systematic Comparison of Professional and Crowdsourced Reference Translations for Machine Translation
SKG_MT_150,Improved Reordering for Phrase-Based Translation using Sparse Features
SKG_MT_151,The UMD Neural Machine Translation Systems at WMT17 Bandit Learning Task
SKG_MT_152,ChrEn Cherokee-English Machine Translation for Endangered Language Revitalization
SKG_MT_154,Non-Parametric Adaptation for Neural Machine Translation
SKG_MT_155,Improving Lexical Choice in Neural Machine Translation
SKG_MT_156,Stacking for Statistical Machine Translation
SKG_MT_157,Maximum Entropy Based Phrase Reordering for Hierarchical Phrase-Based Translation
SKG_MT_158,Recursive Neural Network Based Preordering for English-to-Japanese Machine Translation
SKG_MT_159,Effective Cross-lingual Transfer of Neural Machine Translation Models without Shared Vocabularies
SKG_MT_161,SimulSpeech End-to-End Simultaneous Speech to Text Translation
SKG_MT_163,Extremely Low Bit Transformer Quantization for On-Device Neural Machine Translation
SKG_MT_165,ReVal A Simple and Effective Machine Translation Evaluation Metric Based on Recurrent Neural Networks
SKG_MT_166,Facebook AI’s WMT20 News Translation Task Submission
SKG_MT_168,Deep Neural Machine Translation with Linear Associative Unit
SKG_MT_169,Hybrid Simplification using Deep Semantics and Machine Translation
SKG_MT_171,Improving Pivot Translation by Remembering the Pivot
SKG_MT_172,Context-Aware Monolingual Repair for Neural Machine Translation
SKG_MT_173,"BART Denoising Sequence-to-Sequence Pre-training for Natural Language Generation, Translation, and Comprehension"
SKG_MT_174,Balancing User Effort and Translation Error in Interactive Machine Translation via Confidence Measures
SKG_MT_177,Investigating Low-resource Machine Translation for English-to-Tamil
SKG_MT_178,Adaptation of Reordering Models for Statistical Machine Translation
SKG_MT_180,Vector Space Model for Adaptation in Statistical Machine Translation
SKG_MT_183,A Simple and Effective Approach to Coverage-Aware Neural Machine Translation
SKG_MT_186,Contextual Neural Machine Translation Improves Translation of Cataphoric Pronouns
SKG_MT_187,A Lightweight Terminology Verification Service for External Machine Translation Engines
SKG_MT_189,Dynamically Composing Domain-Data Selection with Clean-Data Selection by “Co-Curricular Learning” for Neural Machine Translation
SKG_MT_190,"STIL - Simultaneous Slot Filling, Translation, Intent Classification, and Language Identification Initial Results using mBART on MultiATIS++"
SKG_MT_194,The RWTH Aachen Machine Translation System for WMT 2012
SKG_MT_195,A Visual Attention Grounding Neural Model for Multimodal Machine Translation
SKG_MT_196,Extending the METEOR Machine Translation Evaluation Metric to the Phrase Level
SKG_MT_197,Neural Machine Translation for Bilingually Scarce Scenarios a Deep Multi-Task Learning Approach
SKG_MT_200,Combining Bilingual and Comparable Corpora for Low Resource Machine Translation
SKG_MT_201,Incorporating Discrete Translation Lexicons into Neural Machine Translation
SKG_MT_202,On the use of BERT for Neural Machine Translation
SKG_MT_203,Chunk-based Decoder for Neural Machine Translation
SKG_MT_206,Predicting and Using Target Length in Neural Machine Translation
SKG_MT_207,FJWU participation for the WMT20 Biomedical Translation Task
SKG_MT_208,BERT Enhanced Neural Machine Translation and Sequence Tagging Model for Chinese Grammatical Error Diagnosis
SKG_MT_211,The JAIST Machine Translation Systems for WMT 17
SKG_MT_213,Improved Zero-shot Neural Machine Translation via Ignoring Spurious Correlations
SKG_MT_214,Auto-Encoding Variational Neural Machine Translation
SKG_MT_215,Compression of Neural Machine Translation Models via Pruning
SKG_MT_216,Context-Aware Graph Segmentation for Graph-Based Translation
SKG_MT_217,Investigating Continuous Space Language Models for Machine Translation Quality Estimation
SKG_MT_220,SHEF-Lite 2.0 Sparse Multi-task Gaussian Processes for Translation Quality Estimation
SKG_MT_221,Improving Statistical Machine Translation with a Multilingual Paraphrase Database
SKG_MT_222,A High-Quality Multilingual Dataset for Structured Documentation Translation
SKG_MT_223,Using Word Vectors to Improve Word Alignments for Low Resource Machine Translation
SKG_MT_224,Domain Adaptation for Medical Text Translation using Web Resources
SKG_MT_225,A Shift-Reduce Parsing Algorithm for Phrase-based String-to-Dependency Translation
SKG_MT_226,Multiscale Collaborative Deep Models for Neural Machine Translation
SKG_MT_230,Interlocking Phrases in Phrase-based Statistical Machine Translation
SKG_MT_231,Enhancing Machine Translation with Dependency-Aware Self-Attention
SKG_MT_232,Reference Network for Neural Machine Translation
SKG_MT_234,Topic Models for Dynamic Translation Model Adaptation
SKG_MT_235,Latent Part-of-Speech Sequences for Neural Machine Translation
SKG_MT_237,Synthesizing Compound Words for Machine Translation
SKG_MT_239,Combining Word-Level and Character-Level Models for Machine Translation Between Closely-Related Languages
SKG_MT_240,Prediction Improves Simultaneous Neural Machine Translation
SKG_MT_241,Achieving Open Vocabulary Neural Machine Translation with Hybrid Word-Character Models
SKG_MT_242,Panlingua-KMI MT System for Similar Language Translation Task at WMT 2019
SKG_MT_244,Meta Ensemble for Japanese-Chinese Neural Machine Translation Kyoto-U+ECNU Participation to WAT 2020
SKG_MT_246,Neural System Combination for Machine Translation
SKG_MT_247,Phrase-based Machine Translation is State-of-the-Art for Automatic Grammatical Error Correction
SKG_MT_248,Addressing word-order Divergence in Multilingual Neural Machine Translation for extremely Low Resource Languages
SKG_MT_249,Translating Translationese A Two-Step Approach to Unsupervised Machine Translation
SKG_MT_250,"On Exposure Bias, Hallucination and Domain Shift in Neural Machine Translation"
SKG_MT_251,Lattice-Based Transformer Encoder for Neural Machine Translation
SKG_MT_252,EU-BRIDGE MT Combined Machine Translation
SKG_MT_253,WMDO Fluency-based Word Mover’s Distance for Machine Translation Evaluation
SKG_MT_255,Opportunistic Decoding with Timely Correction for Simultaneous Translation
SKG_MT_259,Fast and Scalable Decoding with Language Model Look-Ahead for Phrase-based Statistical Machine Translation
SKG_MT_261,Neural Machine Translation with Reordering Embeddings
SKG_MT_262,The KIT-LIMSI Translation System for WMT 2015
SKG_MT_263,"Selecting, Planning, and Rewriting A Modular Approach for Data-to-Document Generation and Translation"
SKG_MT_264,Shallow-to-Deep Training for Neural Machine Translation
SKG_MT_265,Augmenting Translation Models with Simulated Acoustic Confusions for Improved Spoken Language Translation
SKG_MT_266,Minimum Translation Modeling with Recurrent Neural Networks
SKG_MT_267,A Systematic Study of Inner-Attention-Based Sentence Representations in Multilingual Neural Machine Translation
SKG_MT_268,Online Learning Approaches in Computer Assisted Translation
SKG_MT_269,"In Neural Machine Translation, What Does Transfer Learning Transfer"
SKG_MT_271,Encoders Help You Disambiguate Word Senses in Neural Machine Translation
SKG_MT_274,iAppraise A Manual Machine Translation Evaluation Environment Supporting Eye-tracking
SKG_MT_276,On Using SpecAugment for End-to-End Speech Translation
SKG_MT_277,A Markov Model of Machine Translation using Non-parametric Bayesian Inference
SKG_MT_280,Cache-based Document-level Statistical Machine Translation
SKG_MT_281,Context-Aware Neural Machine Translation Learns Anaphora Resolution
SKG_MT_282,Part-of-Speech Induction in Dependency Trees for Statistical Machine Translation
SKG_MT_283,Translation Model Based Cross-Lingual Language Model Adaptation from Word Models to Phrase Models
SKG_MT_286,Topic Adaptation for Lecture Translation through Bilingual Latent Semantic Models
SKG_MT_287,Fast Consensus Hypothesis Regeneration for Machine Translation
SKG_MT_288,Beyond BLEUTraining Neural Machine Translation with Semantic Similarity
SKG_MT_290,Handling Ambiguities of Bilingual Predicate-Argument Structures for Statistical Machine Translation
SKG_MT_291,Training Flexible Depth Model by Multi-Task Learning for Neural Machine Translation
SKG_MT_292,Generic and Specialized Word Embeddings for Multi-Domain Machine Translation
SKG_MT_293,How Much Attention Do You Need A Granular Analysis of Neural Machine Translation Architectures
SKG_MT_296,"HLTC-HKUST A Neural Network Paraphrase Classifier using Translation Metrics, Semantic Roles and Lexical Similarity Features"
SKG_MT_298,Enhancing Context Modeling with a Query-Guided Capsule Network for Document-level Translation
SKG_MT_300,Machine Translation System Combination by Confusion Forest
SKG_MT_302,Multiple Segmentations of Thai Sentences for Neural Machine Translation
SKG_MT_303,Reducing Word Omission Errors in Neural Machine Translation A Contrastive Learning Approach
SKG_MT_304,Non-linear Learning for Statistical Machine Translation
SKG_MT_305,Graph Propagation for Paraphrasing Out-of-Vocabulary Words in Statistical Machine Translation
SKG_MT_307,NICT’s Supervised Neural Machine Translation Systems for the WMT19 Translation Robustness Task
SKG_MT_308,DFKI Hybrid Machine Translation System for WMT 2011 - On the Integration of SMT and RBMT
SKG_MT_309,A Study of Residual Adapters for Multi-Domain Neural Machine Translation
SKG_MT_310,SimulMT to SimulST Adapting Simultaneous Text Translation to End-to-End Simultaneous Speech Translation
SKG_MT_312,Agreement on Target-bidirectional Neural Machine Translation
SKG_MT_314,Online Polylingual Topic Models for Fast Document Translation Detection
SKG_MT_317,Learning New Semi-Supervised Deep Auto-encoder Features for Statistical Machine Translation
SKG_MT_318,Towards Multimodal Simultaneous Neural Machine Translation
SKG_MT_319,The KIT-LIMSI Translation System for WMT 2014
SKG_MT_320,A Coactive Learning View of Online Structured Prediction in Statistical Machine Translation
SKG_MT_321,Reinforcement Learning for Bandit Neural Machine Translation with Simulated Human Feedback
SKG_MT_322,English to Hindi Multi-modal Neural Machine Translation and Hindi Image Captioning
SKG_MT_327,RTM at SemEval-2016 Task 1 Predicting Semantic Similarity with Referential Translation Machines and Related Statistics
SKG_MT_328,Neural Machine Translation System using a Content-equivalently Translated Parallel Corpus for the Newswire Translation Tasks at WAT 2019
SKG_MT_329,Incorporating a Local Translation Mechanism into Non-autoregressive Translation
SKG_MT_330,An Iterative Knowledge Transfer NMT System for WMT20 News Translation Task
SKG_MT_331,A Sense-Based Translation Model for Statistical Machine Translation
SKG_MT_332,Improving Syntax-Augmented Machine Translation by Coarsening the Label Set
SKG_MT_333,Alto Rapid Prototyping for Parsing and Translation
SKG_MT_334,Recycling a Pre-trained BERT Encoder for Neural Machine Translation
SKG_MT_336,Exploiting Monolingual Data at Scale for Neural Machine Translation
SKG_MT_337,A Phrase Orientation Model for Hierarchical Machine Translation
SKG_MT_338,Towards Decoding as Continuous Optimisation in Neural Machine Translation
SKG_MT_339,Fast Lexically Constrained Decoding with Dynamic Beam Allocation for Neural Machine Translation
SKG_MT_343,Lite Training Strategies for Portuguese-English and English-Portuguese Translation
SKG_MT_346,Modeling the Translation of Predicate-Argument Structure for SMT
SKG_MT_347,EED Extended Edit Distance Measure for Machine Translation
SKG_MT_351,Using Target-side Monolingual Data for Neural Machine Translation through Multi-task Learning
SKG_MT_353,Online Distilling from Checkpoints for Neural Machine Translation
SKG_MT_354,Character Mapping and Ad-hoc Adaptation Edinburgh’s IWSLT 2020 Open Domain Translation System
SKG_MT_357,The Box is in the Pen Evaluating Commonsense Reasoning in Neural Machine Translation
SKG_MT_358,Eyes Don’t Lie Predicting Machine Translation Quality Using Eye Movement
SKG_MT_359,Exploring Consensus in Machine Translation for Quality Estimation
SKG_MT_360,LSTM Neural Reordering Feature for Statistical Machine Translation
SKG_MT_361,Multi-task Learning for Multilingual Neural Machine Translation
SKG_MT_362,An Unsupervised Method for Automatic Translation Memory Cleaning
SKG_MT_363,Sheffield MultiMT Using Object Posterior Predictions for Multimodal Machine Translation
SKG_MT_364,Neural Machine Translation Decoding with Terminology Constraints
SKG_MT_365,"Selecting Syntactic, Non-redundant Segments in Active Learning for Machine Translation"
SKG_MT_366,Neural Machine Translation of Text from Non-Native Speakers
SKG_MT_367,Supervised and Unsupervised Machine Translation for Myanmar-English and Khmer-English
SKG_MT_368,Instance Selection for Machine Translation using Feature Decay Algorithms
SKG_MT_370,Models and Inference for Prefix-Constrained Machine Translation
SKG_MT_371,Lexical Chain Based Cohesion Models for Document-Level Statistical Machine Translation
SKG_MT_372,Max-Margin Synchronous Grammar Induction for Machine Translation
SKG_MT_373,Optimization Strategies for Online Large-Margin Learning in Machine Translation
SKG_MT_374,Unsupervised Statistical Machine Translation
SKG_MT_375,Bilingual Lexical Cohesion Trigger Model for Document-Level Machine Translation
SKG_MT_376,Online Relative Margin Maximization for Statistical Machine Translation
SKG_MT_377,Machine Translation Human Evaluation an investigation of evaluation based on Post-Editing and its relation with Direct Assessment
SKG_MT_378,Predicting Machine Translation Adequacy with Document Embeddings
SKG_MT_380,Coreference and Coherence in Neural Machine Translation A Study Using Oracle Experiments
SKG_MT_381,A Novel Approach to Dropped Pronoun Translation
SKG_MT_382,Paraphrasing Revisited with Neural Machine Translation
SKG_MT_383,Dynamic Context Selection for Document-level Neural Machine Translation via Reinforcement Learning
SKG_MT_384,Context-Dependent Translation Selection Using Convolutional Neural Network
SKG_MT_385,Semantic Structural Decomposition for Neural Machine Translation
SKG_MT_386,Monolingual Adapters for Zero-Shot Neural Machine Translation
SKG_MT_388,Soft Syntactic Constraints for Hierarchical Phrase-Based Translation Using Latent Syntactic Distributions
SKG_MT_389,N-gram-based Tense Models for Statistical Machine Translation
SKG_MT_390,Tackling Sparse Data Issue in Machine Translation Evaluation
SKG_MT_392,Start-Before-End and End-to-End Neural Speech Translation by AppTek and RWTH Aachen University
SKG_MT_393,Accelerating Asynchronous Stochastic Gradient Descent for Neural Machine Translation
SKG_MT_394,A Hybrid Approach to Skeleton-based Translation
SKG_MT_397,Learning to Parse and Translate Improves Neural Machine Translation
SKG_MT_400,Deep architectures for Neural Machine Translation
SKG_MT_401,Normalized Word Embedding and Orthogonal Transform for Bilingual Word Translation
SKG_MT_402,Incorporating Structural Alignment Biases into an Attentional Neural Translation Model
SKG_MT_403,Incremental Decoding and Training Methods for Simultaneous Translation in Neural Machine Translation
SKG_MT_405,Investigations on Phrase-based Decoding with Recurrent Neural Network Language and Translation Models
SKG_MT_407,Tencent AI Lab Machine Translation Systems for WMT20 Chat Translation Task
SKG_MT_408,Incorporating Word Reordering Knowledge into Attention-based Neural Machine Translation
SKG_MT_409,Spell Checking Techniques for Replacement of Unknown Words and Data Cleaning for Haitian Creole SMS Translation
SKG_MT_410,Phrase Model Training for Statistical Machine Translation with Word Lattices of Preprocessing Alternatives
SKG_MT_411,Analysis of Positional Encodings for Neural Machine Translation
SKG_MT_412,Beyond Weight Tying Learning Joint Input-Output Embeddings for Neural Machine Translation
SKG_MT_414,The IWSLT 2019 KIT Speech Translation System
SKG_MT_415,An Exploration of Forest-to-String Translation Does Translation Help or Hurt Parsing
SKG_MT_416,The Best of Both Worlds Combining Recent Advances in Neural Machine Translation
SKG_MT_418,Machine Translation Reference-less Evaluation using YiSi-2 with Bilingual Mappings of Massive Multilingual Language Model
SKG_MT_419,Improving Zero-shot Translation with Language-Independent Constraints
SKG_MT_420,Russian-English Bidirectional Machine Translation System
SKG_MT_424,Customizing Neural Machine Translation for Subtitling
SKG_MT_425,Learning Unsupervised Word Translations Without Adversaries
SKG_MT_427,A Shared Task on Bandit Learning for Machine Translation
SKG_MT_428,Graph-Based Collective Lexical Selection for Statistical Machine Translation
SKG_MT_429,A Binarized Neural Network Joint Model for Machine Translation
SKG_MT_430,Automatic Machine Translation Evaluation using Source Language Inputs and Cross-lingual Language Model
SKG_MT_431,Reference Bias in Monolingual Machine Translation Evaluation
SKG_MT_432,Dense Information Flow for Neural Machine Translation
SKG_MT_434,An Effective Optimization Method for Neural Machine Translation The Case of English-Persian Bilingually Low-Resource Scenario
SKG_MT_436,Tencent Neural Machine Translation Systems for the WMT20 News Translation Task
SKG_MT_437,Syntax-based Rewriting for Simultaneous Machine Translation
SKG_MT_438,Learning Adaptive Segmentation Policy for Simultaneous Translation
SKG_MT_439,Transformer-based Cascaded Multimodal Speech Translation
SKG_MT_440,SampleRank Training for Phrase-Based Machine Translation
SKG_MT_441,On Using Very Large Target Vocabulary for Neural Machine Translation
SKG_MT_442,The ADAPT System Description for the WMT20 News Translation Task
SKG_MT_444,One Model to Learn Both Zero Pronoun Prediction and Translation
SKG_MT_447,Are ACT’s Scores Increasing with Better Translation Quality
SKG_MT_448,NICT-NAIST System for WMT17 Multimodal Translation Task
SKG_MT_450,Mitigating Gender Bias in Machine Translation with Target Gender Annotations
SKG_MT_451,Combining Coherence Models and Machine Translation Evaluation Metrics for Summarization Evaluation
SKG_MT_452,Sparse and Constrained Attention for Neural Machine Translation
SKG_MT_453,Opinion Target Extraction Using Word-Based Translation Model
SKG_MT_454,On the Relation between Position Information and Sentence Length in Neural Machine Translation
SKG_MT_455,Pretrained Language Models and Backtranslation for English-Basque Biomedical Neural Machine Translation
SKG_MT_456,Improving Document-Level Neural Machine Translation with Domain Adaptation
SKG_MT_459,Improving Neural Machine Translation Models with Monolingual Data
SKG_MT_460,Speeding Up Neural Machine Translation Decoding by Shrinking Run-time Vocabulary
SKG_MT_464,Norm-Based Curriculum Learning for Neural Machine Translation
SKG_MT_465,XMU Neural Machine Translation Systems for WMT 17
SKG_MT_469,Twitter Translation using Translation-Based Cross-Lingual Retrieval
SKG_MT_470,How Transformer Revitalizes Character-based Neural Machine Translation An Investigation on Japanese-Vietnamese Translation Systems
SKG_MT_471,A Coarse-Grained Model for Optimal Coupling of ASR and SMT Systems for Speech Translation
SKG_MT_472,Exploring Recombination for Efficient Decoding of Neural Machine Translation
SKG_MT_473,Transliteration Better than Translation Answering Code-mixed Questions over a Knowledge Base
SKG_MT_475,Incorporating Global Visual Features into Attention-based Neural Machine Translation.
SKG_MT_476,Efforts on Machine Learning over Human-mediated Translation Edit Rate
SKG_MT_477,Adaptive Feature Selection for End-to-End Speech Translation
SKG_MT_478,A Joint Rule Selection Model for Hierarchical Phrase-Based Translation
SKG_MT_479,Multimodal Transformer for Multimodal Machine Translation
SKG_MT_480,Real-time Incremental Speech-to-Speech Translation of Dialogs
SKG_MT_481,QCRI-MES Submission at WMT13 Using Transliteration Mining to Improve Statistical Machine Translation
SKG_MT_482,Attention over Heads A Multi-Hop Attention for Neural Machine Translation
SKG_MT_483,The ADAPT’s Submissions to the WMT20 Biomedical Translation Task
SKG_MT_485,Controlling the Output Length of Neural Machine Translation
SKG_MT_486,"Distill, Adapt, Distill Training Small, In-Domain Models for Neural Machine Translation"
SKG_MT_487,Efficient Elicitation of Annotations for Human Evaluation of Machine Translation
SKG_MT_488,Incremental Decoding for Phrase-Based Statistical Machine Translation
SKG_MT_489,On the Same Page Comparing Inter-Annotator Agreement in Sentence and Document Level Human Machine Translation Evaluation
SKG_MT_490,Losing Heads in the Lottery Pruning Transformer Attention in Neural Machine Translation
SKG_MT_494,Neural Machine Translation by Minimising the Bayes-risk with Respect to Syntactic Translation Lattices
SKG_MT_495,Leveraging Monolingual Data with Self-Supervision for Multilingual Neural Machine Translation
SKG_MT_496,Fast Generation of Translation Forest for Large-Scale SMT Discriminative Training
SKG_MT_497,Improving Machine Translation Quality Estimation with Neural Network Features
SKG_MT_499,DiDi’s Machine Translation System for WMT2020
SKG_MT_500,Learning a Phrase-based Translation Model from Monolingual Data with Application to Domain Adaptation
SKG_MT_501,Distilling Translations with Visual Awareness
SKG_MT_502,ParaNMT-50M Pushing the Limits of Paraphrastic Sentence Embeddings with Millions of Machine Translations
SKG_MT_505,Attention Focusing for Neural Machine Translation by Bridging Source and Target Embeddings
SKG_MT_506,A Multi-Task Architecture on Relevance-based Neural Query Translation
SKG_MT_507,Style Transfer Through Back-Translation
SKG_MT_508,Towards Understanding Neural Machine Translation with Word Importance
SKG_MT_511,Overcoming Catastrophic Forgetting During Domain Adaptation of Neural Machine Translation
SKG_MT_512,AdvAug Robust Adversarial Augmentation for Neural Machine Translation
SKG_MT_513,Improving Statistical Machine Translation Performance by Oracle-BLEU Model Re-estimation
SKG_MT_515,Modelling Annotator Bias with Multi-task Gaussian Processes An Application to Machine Translation Quality Estimation
SKG_MT_516,The ADAPT System Description for the IWSLT 2018 Basque to English Translation Task
SKG_MT_517,Neural Machine Translation with Recurrent Attention Modeling
SKG_MT_519,Learning to Navigate Unseen Environments Back Translation with Environmental Dropout
SKG_MT_521,Transfer Learning for Related Languages Submissions to the WMT20 Similar Language Translation Task
SKG_MT_522,Syntactically Supervised Transformers for Faster Neural Machine Translation
SKG_MT_524,Improving Word Sense Disambiguation with Translations
SKG_MT_525,Unsupervised Multimodal Neural Machine Translation with Pseudo Visual Pivoting
SKG_MT_526,Inference Strategies for Machine Translation with Conditional Masking
SKG_MT_530,Dependency-based Automatic Enumeration of Semantically Equivalent Word Orders for Evaluating Japanese Translations
SKG_MT_531,A Novel Graph-based Multi-modal Fusion Encoder for Neural Machine Translation
SKG_MT_532,Target Foresight Based Attention for Neural Machine Translation
SKG_MT_533,Modeling Target-Side Inflection in Neural Machine Translation
SKG_MT_535,A Topic Similarity Model for Hierarchical Phrase-based Translation
SKG_MT_536,Huawei’s Submissions to the WMT20 Biomedical Translation Task
SKG_MT_539,Facebook FAIR’s WMT19 News Translation Task Submission
SKG_MT_540,Language Modeling Teaches You More than Translation Does Lessons Learned Through Auxiliary Syntactic Task Analysis
SKG_MT_541,Are we Estimating or Guesstimating Translation Quality
SKG_MT_543,On the Sparsity of Neural Machine Translation Models
SKG_MT_544,A High-Quality Multilingual Dataset for Structured Documentation Translation
SKG_MT_545,Learning from Post-Editing Online Model Adaptation for Statistical Machine Translation
SKG_MT_546,Sharp Models on Dull Hardware Fast and Accurate Neural Machine Translation Decoding on the CPU
SKG_MT_547,"Jane Open Source Hierarchical Translation, Extended with Reordering and Lexicon Models"
SKG_MT_548,Iterative Dual Domain Adaptation for Neural Machine Translation
SKG_MT_549,Ensembling Factored Neural Machine Translation Models for Automatic Post-Editing and Quality Estimation
SKG_MT_550,Continuous Space Translation Models with Neural Networks
SKG_MT_552,Unsupervised Extraction of Partial Translations for Neural Machine Translation
SKG_MT_555,Accurate Evaluation of Segment-level Machine Translation Metrics
SKG_MT_556,Latent Variable Model for Multi-modal Translation
SKG_MT_557,Better Evaluation Metrics Lead to Better Machine Translation
SKG_MT_558,Combining Character and Word Information in Neural Machine Translation Using a Multi-Level Attention
SKG_MT_559,SuperNMT Neural Machine Translation with Semantic Supersenses and Syntactic Supertags
SKG_MT_560,Hallucinating Phrase Translations for Low Resource MT
SKG_MT_561,Facebook AI’s WAT19 Myanmar-English Translation Task Submission
SKG_MT_562,Improving Back-Translation with Uncertainty-based Confidence Estimation
SKG_MT_565,Improving On-line Handwritten Recognition using Translation Models in Multimodal Interactive Machine Translation
SKG_MT_566,Approaching Neural Grammatical Error Correction as a Low-Resource Machine Translation Task
SKG_MT_567,Efficient Path Counting Transducers for Minimum Bayes-Risk Decoding of Statistical Machine Translation Lattices
SKG_MT_568,End-to-End Offline Speech Translation System for IWSLT 2020 using Modality Agnostic Meta-Learning
SKG_MT_569,CMU’s Machine Translation System for IWSLT 2019
SKG_MT_570,Findings of the WMT 2019 Biomedical Translation Shared Task Evaluation for MEDLINE Abstracts and Biomedical Terminologies
SKG_MT_572,Advancements in Reordering Models for Statistical Machine Translation
SKG_MT_573,Character-Level Translation with Self-attention
SKG_MT_574,Variational Neural Machine Translation
SKG_MT_575,Dynamic Sentence Sampling for Efficient Training of Neural Machine Translation
SKG_MT_576,SAGAN A Machine Translation Approach for Cross-Lingual Textual Entailment
SKG_MT_577,Utilizing Monolingual Data in NMT for Similar Languages Submission to Similar Language Translation Task
SKG_MT_579,Multi-Hypothesis Machine Translation Evaluation
SKG_MT_580,Neural Machine Translation Hindi-Nepali
SKG_MT_585,Vs and OOVs Two Problems for Translation between German and English
SKG_MT_586,Factored Markov Translation with Robust Modeling
SKG_MT_587,Compact Personalized Models for Neural Machine Translation
SKG_MT_589,Metric for Automatic Machine Translation Evaluation based on Universal Sentence Representations
SKG_MT_590,Augmenting String-to-Tree and Tree-to-String Translation with Non-Syntactic Phrases
SKG_MT_591,Enlisting the Ghost Modeling Empty Categories for Machine Translation
SKG_MT_594,Pre-training Multilingual Neural Machine Translation by Leveraging Alignment Information
SKG_MT_595,"RegMT System for Machine Translation, System Combination, and Evaluation"
SKG_MT_597,Shared-Private Bilingual Word Embeddings for Neural Machine Translation
SKG_MT_598,Undirected Machine Translation with Discriminative Reinforcement Learning
SKG_MT_602,Recurrent Positional Embedding for Neural Machine Translation
SKG_MT_603,Unsupervised Search for the Optimal Segmentation for Statistical Machine Translation
SKG_MT_604,Subword Regularization Improving Neural Network Translation Models with Multiple Subword Candidates
SKG_MT_605,Graph Convolutional Encoders for Syntax-aware Neural Machine Translation
SKG_MT_606,Decision Trees for Lexical Smoothing in Statistical Machine Translation
SKG_MT_608,Unsupervised Pivot Translation for Distant Languages
SKG_MT_609,Domain Differential Adaptation for Neural Machine Translation
SKG_MT_610,Improving Word Sense Disambiguation in Neural Machine Translation with Sense Embeddings
SKG_MT_611,Factorized Transformer for Multi-Domain Neural Machine Translation
SKG_MT_612,Zero-shot North Korean to English Neural Machine Translation by Character Tokenization and Phoneme Decomposition
SKG_MT_613,Optimized Online Rank Learning for Machine Translation
SKG_MT_614,"MMPE A Multi-Modal Interface using Handwriting, Touch Reordering, and Speech Commands for Post-Editing Machine Translation"
SKG_MT_615,Encoding Source Language with Convolutional Neural Network for Machine Translation
SKG_MT_616,Code-Switching for Enhancing NMT with Pre-Specified Translation
SKG_MT_618,Multi-Granularity Self-Attention for Neural Machine Translation
SKG_MT_620,Effects of Noun Phrase Bracketing in Dependency Parsing and Machine Translation
SKG_MT_621,Robust Neural Machine Translation for Clean and Noisy Speech Transcripts
SKG_MT_622,Collaborative Machine Translation Service for Scientific texts
SKG_MT_626,Exploiting Sentential Context for Neural Machine Translation
SKG_MT_628,The LMU Munich System for the WMT 2020 Unsupervised Machine Translation Shared Task
SKG_MT_631,Jointly Masked Sequence-to-Sequence Model for Non-Autoregressive Neural Machine Translation
SKG_MT_634,Training with Adversaries to Improve Faithfulness of Attention in Neural Machine Translation
SKG_MT_636,Towards Bidirectional Hierarchical Representations for Attention-based Neural Machine Translation
SKG_MT_640,Improving Domain Adaptation Translation with Domain Invariant and Specific Information
SKG_MT_641,Investigations in Exact Inference for Hierarchical Translation
SKG_MT_642,A Comparison between Count and Neural Network Models Based on Joint Translation and Reordering Sequences
SKG_MT_645,Word Representations in Factored Neural Machine Translation
SKG_MT_646,To Cache or Not To Cache Experiments with Adaptive Models in Statistical Machine Translation
SKG_MT_647,Learning Translational and Knowledge-based Similarities from Relevance Rankings for Cross-Language Retrieval
SKG_MT_649,Generalized Data Augmentation for Low-Resource Translation
SKG_MT_650,Unfolding and Shrinking Neural Machine Translation Ensembles
SKG_MT_651,A Joint Dependency Model of Morphological and Syntactic Structure for Statistical Machine Translation
SKG_MT_652,Using Discourse Structure Improves Machine Translation Evaluation
SKG_MT_654,Improving Robustness of Machine Translation with Synthetic Noise
SKG_MT_655,Incorporating Word and Subword Units in Unsupervised Machine Translation Using Language Model Rescoring
SKG_MT_656,Multimodal Quality Estimation for Machine Translation
SKG_MT_658,Neural Machine Translation of Rare Words with Subword Units
SKG_MT_659,Bidirectional Generative Adversarial Networks for Neural Machine Translation
SKG_MT_660,Maximum Entropy Translation Model in Dependency-Based MT Framework
SKG_MT_661,tSEARCH Flexible and Fast Search over Automatic Translations for Improved QualityError Analysis
SKG_MT_662,Freezing Subnetworks to Analyze Domain Adaptation in Neural Machine Translation
SKG_MT_665,Modeling Source Syntax for Neural Machine Translation
SKG_MT_668,USAAR-SHEFFIELD Semantic Textual Similarity with Deep Regression and Machine Translation Evaluation Metrics
