topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights,year
MT,W4377206081,406,auto,Melatonin,attenuates,the TLR4 -,Melatonin attenuates the TLR4 -,,2023
MT,W4377206081,407,auto,Rev,226,2008 IRF5 promotes,Rev 226 2008 IRF5 promotes,,2023
MT,W4377206081,408,auto,Sci.,USA,102 2005,Sci. USA 102 2005,,2023
MT,W4377206081,409,auto,The,Jmjd3,- Irf4 axis,The Jmjd3 - Irf4 axis,,2023
MT,W4377206081,410,auto,Immunol,11,2010 Peroxisome proliferator,Immunol 11 2010 Peroxisome proliferator,,2023
MT,W4377206081,411,auto,The,PPARalpha,- leukotriene B4,The PPARalpha - leukotriene B4,,2023
MT,W4377206081,413,auto,Vasc.,Biol,28 2008,Vasc. Biol 28 2008,,2023
MT,W4377206081,414,auto,Treatment,in,vitro with PPARα,Treatment in vitro with PPARα,,2023
MT,W4377206081,415,auto,Biophys,.,Acta 1852 2015,Biophys . Acta 1852 2015,,2023
MT,W4377206081,416,auto,The,peroxisome,proliferator - activated,The peroxisome proliferator - activated,,2023
MT,W4377206081,417,auto,Rev.,Immunol,27 2009 Alternative,Rev. Immunol 27 2009 Alternative,,2023
MT,W4377206081,418,auto,activation,of,Kupffer cells by,activation of Kupffer cells by,,2023
MT,W4377206081,419,auto,The,functions,and prognostic value,The functions and prognostic value,,2023
MT,W4377206081,420,auto,Invest,121,2011 Krüppel -,Invest 121 2011 Krüppel -,,2023
MT,W4377206081,421,auto,Chem,295,2020 KLF6 contributes,Chem 295 2020 KLF6 contributes,,2023
MT,W4377206081,422,auto,Chem,289,2014,Chem 289 2014,,2023
MT,W4377206081,423,auto,The,transcription,factor KLF14 regulates,The transcription factor KLF14 regulates,,2023
MT,W4377206081,424,auto,Mol.,Immunol,19 2022 Hypoxia,Mol. Immunol 19 2022 Hypoxia,,2023
MT,W4377206081,425,auto,Oncol,15,77 2022,Oncol 15 77 2022,,2023
MT,W4377206081,426,auto,Differential,activation,and antagonistic function,Differential activation and antagonistic function,,2023
MT,W4377206081,427,auto,The,role,and regulation of,The role and regulation of,,2023
MT,W4377206081,428,auto,Res,11,17 2023,Res 11 17 2023,,2023
MT,W4377206081,429,auto,Transcription,factor,c - Maf,Transcription factor c - Maf,,2023
MT,W4377206081,430,auto,Invest,130,2020 Self -,Invest 130 2020 Self -,,2023
MT,W4377206081,431,auto,Mol.,Immunol,17 2020 Impact,Mol. Immunol 17 2020 Impact,,2023
MT,W4377206081,432,auto,Lett,225,2014,Lett 225 2014,,2023
MT,W4377206081,433,auto,Diabetes,impairs,wound healing by,Diabetes impairs wound healing by,,2023
MT,W4377206081,434,auto,A,selective,jumonji H3K27 demethylase,A selective jumonji H3K27 demethylase,,2023
MT,W4377206081,435,auto,rograms,by,regulated trimethylation and,rograms by regulated trimethylation and,,2023
MT,W4377206081,436,auto,Simple,combinations,of lineage -,Simple combinations of lineage -,,2023
MT,W4377206081,437,auto,Redox,Signal,25 2016 Prostaglandin,Redox Signal 25 2016 Prostaglandin,,2023
MT,W4377206081,438,auto,Histone,deacetylase,3 is an,Histone deacetylase 3 is an,,2023
MT,W4377206081,439,auto,Immunol,5,420 2014 Intermediates,Immunol 5 420 2014 Intermediates,,2023
MT,W4377206081,440,auto,Sci,41,2016 driving recurrence,Sci 41 2016 driving recurrence,,2023
MT,W4377206081,441,auto,Oncol,15,2020 Terminal uridyltransferase,Oncol 15 2020 Terminal uridyltransferase,,2023
MT,W4377206081,442,auto,Immunol,8,1062 2017,Immunol 8 1062 2017,,2023
MT,W4377206081,443,auto,Single,cell,RNA sequencing identifies,Single cell RNA sequencing identifies,,2023
MT,W4377206081,444,auto,Emerging,functions,for snoRNAs and,Emerging functions for snoRNAs and,,2023
MT,W4377206081,445,auto,Noncoding,RNAs,in cardiovascular disease,Noncoding RNAs in cardiovascular disease,,2023
MT,W4377206081,446,auto,Circ.,Genom,.,Circ. Genom .,,2023
MT,W4377206081,448,auto,Med,13,62 2020,Med 13 62 2020,,2023
MT,W4377206081,449,auto,The,lncRNA,Caren antagonizes heart,The lncRNA Caren antagonizes heart,,2023
MT,W4377206081,450,auto,mming,and,exacerbates osteoarthritis associated,mming and exacerbates osteoarthritis associated,,2023
MT,W4377206081,451,auto,The,role,of monocytes and,The role of monocytes and,,2023
MT,W4377206081,452,auto,Immunol,10,1140 2019 Plasma,Immunol 10 1140 2019 Plasma,,2023
MT,W4377206081,453,auto,Immunol,9,427 2018,Immunol 9 427 2018,,2023
MT,W4377206081,454,auto,Aberrant,expression,of the costimulatory,Aberrant expression of the costimulatory,,2023
MT,W4377206081,455,auto,Immunol,103,2002,Immunol 103 2002,,2023
MT,W4377206081,456,auto,Responsiveness,of,peripheral blood B,Responsiveness of peripheral blood B,,2023
MT,W4377206081,457,auto,Distinct,synovial,tissue macrophage subsets,Distinct synovial tissue macrophage subsets,,2023
MT,W4377206081,458,auto,Med,26,2020,Med 26 2020,,2023
MT,W4377206081,459,auto,Identifying,immune,cell infiltration and,Identifying immune cell infiltration and,,2023
MT,W4377206081,460,auto,Immunol,12,726747 2021 Systemic,Immunol 12 726747 2021 Systemic,,2023
MT,W4377206081,461,auto,Contribution,of,monocytes and macrophages,Contribution of monocytes and macrophages,,2023
MT,W4377206081,463,auto,Rheumatol,33,2021,Rheumatol 33 2021,,2023
MT,W4377206081,464,auto,Macrophage,infiltration,in the skin,Macrophage infiltration in the skin,,2023
MT,W4377206081,465,auto,Mycophenolate,mofetil,treatment of systemic,Mycophenolate mofetil treatment of systemic,,2023
MT,W4377206081,466,auto,Dermatol,138,2018,Dermatol 138 2018,,2023
MT,W4377206081,467,auto,The,evolution,of our understanding,The evolution of our understanding,,2023
MT,W4377206081,469,auto,Immunol,11,2015 AhR -,Immunol 11 2015 AhR -,,2023
MT,W4377206081,470,auto,Appl.,Pharmacol,285 2015,Appl. Pharmacol 285 2015,,2023
MT,W4377206081,471,auto,Osteopontin,links,myeloid activation and,Osteopontin links myeloid activation and,,2023
MT,W4377206081,472,auto,Characterization,of,monocyte / macrophage,Characterization of monocyte / macrophage,,2023
MT,W4377206081,473,auto,Ther,12,128 2010 Association,Ther 12 128 2010 Association,,2023
MT,W4377206081,474,auto,Increase,in,circulating cells coexpressing,Increase in circulating cells coexpressing,,2023
MT,W4377206081,475,auto,h,systemic,sclerosis S Soldano,h systemic sclerosis S Soldano,,2023
MT,W4377206081,476,auto,Dis,77,2018 Harnessing tumor,Dis 77 2018 Harnessing tumor,,2023
MT,W4377206081,477,auto,Ontogeny,of,tissue - resident,Ontogeny of tissue - resident,,2023
MT,W4377206081,478,auto,Immunol,6,486 2015 Tumor,Immunol 6 486 2015 Tumor,,2023
MT,W4377206081,479,auto,Ther,.,Exp 66 2018,Ther . Exp 66 2018,,2023
MT,W4377206081,480,auto,Front,N,Tong Cell Dev.,Front N Tong Cell Dev.,,2023
MT,W4377206081,481,auto,Tumor,-,associated macrophages in,Tumor - associated macrophages in,,2023
MT,W4377206081,482,auto,Oncol,12,76 2019 Macrophages,Oncol 12 76 2019 Macrophages,,2023
MT,W4377206081,483,auto,Oncol,8,49 2018 MerTK,Oncol 8 49 2018 MerTK,,2023
MT,W4377206081,484,auto,Invest,123,2013 Role of,Invest 123 2013 Role of,,2023
MT,W4377206081,485,auto,The,role,of JAK /,The role of JAK /,,2023
MT,W4377206081,486,auto,Immunol,10,1197 2019 S,Immunol 10 1197 2019 S,,2023
MT,W4377206081,487,auto,Cell,140,2010 Inflammation and,Cell 140 2010 Inflammation and,,2023
MT,W4377206081,488,auto,Med,12,2015 CTLA -,Med 12 2015 CTLA -,,2023
MT,W4377206081,489,auto,Res,9,77 2021,Res 9 77 2021,,2023
MT,W4377206081,490,auto,Myeloid,-,derived suppressor cells,Myeloid - derived suppressor cells,,2023
MT,W4377206081,491,auto,Tumor,-,associated macrophages :,Tumor - associated macrophages :,,2023
MT,W4377206081,492,auto,Oncol,9,10 2020,Oncol 9 10 2020,,2023
MT,W4377206081,493,auto,Targeting,a,scavenger receptor on,Targeting a scavenger receptor on,,2023
MT,W4377206081,494,auto,Natl,Acad,.,Natl Acad .,,2023
MT,W4377206081,495,auto,Sci.,USA,117 2020 Hedgehog,Sci. USA 117 2020 Hedgehog,,2023
MT,W4377206081,496,auto,Invest,129,2019 miR -,Invest 129 2019 miR -,,2023
MT,W4377206081,497,auto,JNK,pathway,H Ying J.,JNK pathway H Ying J.,,2023
MT,W4377206081,498,auto,Natl,Acad,.,Natl Acad .,,2023
MT,W4377206081,499,auto,Sci.,USA,119 2114006119,Sci. USA 119 2114006119,,2023
MT,W4377206081,500,auto,2022,MicroRNA,- mediated control,2022 MicroRNA - mediated control,,2023
MT,W4377206081,501,auto,F,Balkwill,A Mantovani Lancet,F Balkwill A Mantovani Lancet,,2023
MT,W4377206081,502,auto,Targeting,inflammatory,pathways for prevention,Targeting inflammatory pathways for prevention,,2023
MT,W4377206081,503,auto,Cancer,Res,15 2009,Cancer Res 15 2009,,2023
MT,W4377206081,504,auto,Cancer,-,related inflammation :,Cancer - related inflammation :,,2023
MT,W4377206081,505,auto,Cancer,Biol,22 2012 Inflammation,Cancer Biol 22 2012 Inflammation,,2023
MT,W4377206081,506,auto,Adenoma,-,linked barrier defects,Adenoma - linked barrier defects,,2023
MT,W4377206081,507,auto,Deletion,of,interleukin - 6,Deletion of interleukin - 6,,2023
MT,W4377206081,508,auto,Cancer,Res,35 131 2016,Cancer Res 35 131 2016,,2023
MT,W4377206081,509,auto,Tumor,-,associated macrophage -,Tumor - associated macrophage -,,2023
MT,W4377206081,510,auto,Breast,phyllodes,tumors recruit and,Breast phyllodes tumors recruit and,,2023
MT,W4377206081,511,auto,Cancer,Res,25 2019 CCL26,Cancer Res 25 2019 CCL26,,2023
MT,W4377206081,512,auto,Cancer,Ther,17 2018 M2,Cancer Ther 17 2018 M2,,2023
MT,W4377206081,513,auto,ated,macrophages,induce epithelial to,ated macrophages induce epithelial to,,2023
MT,W4377206081,514,auto,Rep,40,2018 Chitinase 3,Rep 40 2018 Chitinase 3,,2023
MT,W4377206081,515,auto,Recruitment,of,monocytes / macrophages,Recruitment of monocytes / macrophages,,2023
MT,W4377206081,516,auto,Overcoming,disappointing,results with antiangiogenic,Overcoming disappointing results with antiangiogenic,,2023
MT,W4377206081,518,auto,Oncol,9,2012 HIF1alpha induces,Oncol 9 2012 HIF1alpha induces,,2023
MT,W4377206081,519,auto,Invest,126,2016 Hacking macrophage,Invest 126 2016 Hacking macrophage,,2023
MT,W4377206081,520,auto,The,lncRNA,NEAT1 activates Wnt,The lncRNA NEAT1 activates Wnt,,2023
MT,W4377206081,521,auto,Oncol,11,113 2018 WNT7A,Oncol 11 113 2018 WNT7A,,2023
MT,W4377206081,522,auto,Oncol,10,12 2021 Tumor,Oncol 10 12 2021 Tumor,,2023
MT,W4377206081,523,auto,Cancer,cell,CD44 mediates macrophage,Cancer cell CD44 mediates macrophage,,2023
MT,W4377206081,524,auto,Oncol,9,36 2020,Oncol 9 36 2020,,2023
MT,W4377206081,525,auto,Macrophages,are,a double -,Macrophages are a double -,,2023
MT,W4377206081,526,auto,Tumor,-,associated macrophages increase,Tumor - associated macrophages increase,,2023
MT,W4377206081,527,auto,Res,11,2019 CCL8 secreted,Res 11 2019 CCL8 secreted,,2023
MT,W4377206081,528,auto,oblastoma,cells,via ERK 1,oblastoma cells via ERK 1,,2023
MT,W4377206081,529,auto,Invest,100,2020 TNF -,Invest 100 2020 TNF -,,2023
MT,W4377206081,530,auto,Ageing,populations,: the challenges,Ageing populations : the challenges,,2023
MT,W4377206081,531,auto,Macrophage,function,in the elderly,Macrophage function in the elderly,,2023
MT,W4377206081,532,auto,Ageing,18,4 2021,Ageing 18 4 2021,,2023
MT,W4377206081,533,auto,Innate,immunity,and aging C,Innate immunity and aging C,,2023
MT,W4377206081,534,auto,Aging,promotes,the development of,Aging promotes the development of,,2023
MT,W4377206081,535,auto,Lett,162,2014 Metabolic alterations,Lett 162 2014 Metabolic alterations,,2023
MT,W4377206081,536,auto,A,A,Van Beek Trends,A A Van Beek Trends,,2023
MT,W4377206081,537,auto,Senescent,cells,and macrophages :,Senescent cells and macrophages :,,2023
MT,W4377206081,538,auto,S,S,Elder E Emmerson,S S Elder E Emmerson,,2023
MT,W4377206081,540,auto,The,senescence,- associated secretory,The senescence - associated secretory,,2023
MT,W4377206081,541,auto,Senolytics,decrease,senescent cells in,Senolytics decrease senescent cells in,,2023
MT,W4377206081,542,auto,Biol,98,2015 CD47 is,Biol 98 2015 CD47 is,,2023
MT,W4377206081,543,auto,Natl,Acad,.,Natl Acad .,,2023
MT,W4377206081,544,auto,Sci.,USA,109 2012 CD47,Sci. USA 109 2012 CD47,,2023
MT,W4377206081,545,auto,Invest,126,2016 Engagement of,Invest 126 2016 Engagement of,,2023
MT,W4377206081,546,auto,Immunol,19,2018,Immunol 19 2018,,2023
MT,W4377206081,547,auto,A,cell,- specific nuclear,A cell - specific nuclear,,2023
MT,W4377206081,548,auto,Gene,Ther,30 2019 Exosomes,Gene Ther 30 2019 Exosomes,,2023
MT,W4377206081,549,auto,Ther,25,2017 Listeria -,Ther 25 2017 Listeria -,,2023
MT,W4377206081,550,auto,olarization,G,Xu Oncogene 39,olarization G Xu Oncogene 39,,2023
MT,W4377206081,551,auto,Macrophage,biology,"in development ,","Macrophage biology in development ,",,2023
MT,W4377206081,552,auto,Natl,Acad,.,Natl Acad .,,2023
MT,W4377206081,553,auto,Sci.,USA,114 2017,Sci. USA 114 2017,,2023
MT,W4377206081,554,auto,Targeting,tumor,- associated macrophages,Targeting tumor - associated macrophages,,2023
MT,W4377206081,555,auto,Neurosci,22,2019 Human chimeric,Neurosci 22 2019 Human chimeric,,2023
MT,W4377206081,556,auto,Phase,2,randomized trial of,Phase 2 randomized trial of,,2023
MT,W4377206081,557,auto,The,interaction,of anticancer therapies,The interaction of anticancer therapies,,2023
MT,W4377206081,558,auto,High,infiltration,of tumor -,High infiltration of tumor -,,2023
MT,W4377206081,559,auto,Oncol,111,2015 Macrophages and,Oncol 111 2015 Macrophages and,,2023
MT,W4377206081,560,auto,The,role,of carboplatin in,The role of carboplatin in,,2023
MT,W4377206081,561,auto,Rev,11,324 2017,Rev 11 324 2017,,2023
MT,W4377206081,562,auto,A,single,institution experience of,A single institution experience of,,2023
MT,W4377206081,563,auto,Med.,Insights,Oncol 12 1179554918794672,Med. Insights Oncol 12 1179554918794672,,2023
MT,W4377206081,565,auto,Association,of,intra-tumoral infiltrating macrophages,Association of intra-tumoral infiltrating macrophages,,2023
MT,W4377206081,567,auto,Oncol,18,2011 Tumor -,Oncol 18 2011 Tumor -,,2023
MT,W4377206081,569,auto,Dual,prognostic,significance of tumour,Dual prognostic significance of tumour,,2023
MT,W4377206081,570,auto,Int,45,2021 Tumor -,Int 45 2021 Tumor -,,2023
MT,W4377206081,571,auto,Tyrosine,kinase,inhibitors for solid,Tyrosine kinase inhibitors for solid,,2023
MT,W4377206081,572,auto,Oncol,13,143 2001-2020 .,Oncol 13 143 2001-2020 .,,2023
MT,W4377206081,573,auto,ociated,macrophages,correlate with response,ociated macrophages correlate with response,,2023
MT,W4377206081,574,auto,Dequalinium,blocks,macrophage - induced,Dequalinium blocks macrophage - induced,,2023
MT,W4377206081,577,auto,Phys,100,2018 Blockade of,Phys 100 2018 Blockade of,,2023
MT,W4377206081,578,auto,Cancer,Inst,107 17 2015,Cancer Inst 107 17 2015,,2023
MT,W4377206081,579,auto,Interfaces,14,2022 Local arginase,Interfaces 14 2022 Local arginase,,2023
MT,W4377206081,580,auto,Dermatol,133,2013 TNF counterbalances,Dermatol 133 2013 TNF counterbalances,,2023
MT,W4377206081,581,auto,Target,Ther,6 75 2021,Target Ther 6 75 2021,,2023
MT,W4377206081,582,auto,Ther,158,2016 Depletion of,Ther 158 2016 Depletion of,,2023
MT,W4377206081,583,auto,Cancer,Res,16 2010,Cancer Res 16 2010,,2023
MT,W4377206081,584,auto,An,amino,- bisphosphonate targets,An amino - bisphosphonate targets,,2023
MT,W4377206081,585,auto,Invest,114,2004 Zoledronic acid,Invest 114 2004 Zoledronic acid,,2023
MT,W4377206081,586,auto,The,CD47,- SIRPα pathway,The CD47 - SIRPα pathway,,2023
MT,W4377206081,587,auto,Immunol,24,2012 Antibody mediated,Immunol 24 2012 Antibody mediated,,2023
MT,W4377206081,588,auto,Sci.,USA,113 2016 CSF1,Sci. USA 113 2016 CSF1,,2023
MT,W4377206081,589,auto,e,therapy,J Escamilla Cancer,e therapy J Escamilla Cancer,,2023
MT,W4377206081,590,auto,Engineering,macrophages,for cancer immunotherapy,Engineering macrophages for cancer immunotherapy,,2023
MT,W4377206081,591,auto,Pluripotent,stem,cell - derived,Pluripotent stem cell - derived,,2023
MT,W4377206081,592,auto,Oncol,13,153 2020 Nanocomplex,Oncol 13 153 2020 Nanocomplex,,2023
MT,W4377206081,593,auto,Oncolytic,virotherapy,- mediated anti-tumor,Oncolytic virotherapy - mediated anti-tumor,,2023
MT,W4377206081,594,auto,Recurrent,glioblastoma,treated with recombinant,Recurrent glioblastoma treated with recombinant,,2023
MT,W4377206081,595,auto,Treating,autoimmune,inflammatory diseases with,Treating autoimmune inflammatory diseases with,,2023
MT,W4377206081,596,auto,Med,22,2016 IL -,Med 22 2016 IL -,,2023
MT,W4377206081,597,auto,Ther,30,2022 MiR -690,Ther 30 2022 MiR -690,,2023
MT,W4377206081,598,auto,Anti,-,severe acute respiratory,Anti - severe acute respiratory,,2023
MT,W4377206081,599,auto,The,long,noncoding RNA THRIL,The long noncoding RNA THRIL,,2023
MT,W4377206081,600,auto,Natl,Acad,.,Natl Acad .,,2023
MT,W4377206081,601,auto,Sci.,USA,111 2014 Deep,Sci. USA 111 2014 Deep,,2023
MT,W4377206081,602,auto,The,long,noncoding RNA MALAT1,The long noncoding RNA MALAT1,,2023
MT,W4377206081,604,auto,Vasc.,Biol,35 2015,Vasc. Biol 35 2015,,2023
MT,W4377206081,605,auto,Circular,non-coding,RNA modulates ribosomal,Circular non-coding RNA modulates ribosomal,,2023
MT,W4377206081,606,auto,ndent,signal,transduction pathway is,ndent signal transduction pathway is,,2023
MT,W4377206081,607,auto,Long,non-coding,RNAs and enhancer,Long non-coding RNAs and enhancer,,2023
MT,W4377206081,608,auto,Commun,5,3979 2014 eIF4E,Commun 5 3979 2014 eIF4E,,2023
MT,W4377206081,610,auto,Acta,Gene,Regul. Mech 1860,Acta Gene Regul. Mech 1860,,2023
MT,W4377206081,611,auto,The,LPS,- inducible lncRNA,The LPS - inducible lncRNA,,2023
MT,W4377206081,612,auto,Commun,8,2049 2017 Cytoplasmic,Commun 8 2049 2017 Cytoplasmic,,2023
MT,W4377206081,613,auto,Invest,127,2017 LncRNA KCNQ1OT1,Invest 127 2017 LncRNA KCNQ1OT1,,2023
MT,W4377206081,614,auto,Chem,399,2018,Chem 399 2018,,2023
MT,W4377206081,615,auto,Long,non-coding,RNA - ATB,Long non-coding RNA - ATB,,2023
MT,W4377206081,617,auto,Acta,Mol.,Basis Dis 1864,Acta Mol. Basis Dis 1864,,2023
MT,W4377206081,618,auto,The,NF,- κB -,The NF - κB -,,2023
MT,W4377206081,619,auto,Res,9,2021,Res 9 2021,,2023
MT,W4385986528,0,auto,PI3K,/,AKT / mTOR,PI3K / AKT / mTOR,,2023
MT,W4385986528,1,auto,ngapore,117600,"Singapore , Singapore","ngapore 117600 Singapore , Singapore",,2023
MT,W4385986528,2,auto,Alan,P,Kumar apkumar@nus.edu.sg Department,Alan P Kumar apkumar@nus.edu.sg Department,,2023
MT,W4385986528,3,auto,10.1186/s12943-023-01827,-6,Received : 21,10.1186/s12943-023-01827 -6 Received : 21,,2023
MT,W4385986528,4,auto,Growth,factor,signalling to transcription,Growth factor signalling to transcription,,2023
MT,W4385986528,5,auto,The,PAM,axis is the,The PAM axis is the,,2023
MT,W4385986528,6,auto,Dysfunction,of,components of this,Dysfunction of components of this,,2023
MT,W4385986528,7,auto,In,this,review we highlight,In this review we highlight,,2023
MT,W4385986528,8,auto,Finally,",",the major mechanisms,"Finally , the major mechanisms",,2023
MT,W4385986528,9,auto,The,PAM,pathway in can,The PAM pathway in can,,2023
MT,W4385986528,11,auto,The,PAM,signaling pathway is,The PAM signaling pathway is,,2023
MT,W4385986528,12,auto,1,b,PTEN inactivation or,1 b PTEN inactivation or,,2023
MT,W4385986528,13,auto,Thus,",",PTEN acts as,"Thus , PTEN acts as",,2023
MT,W4385986528,14,auto,Indeed,",",PIP3 binds AKT,"Indeed , PIP3 binds AKT",,2023
MT,W4385986528,15,auto,Signaling,network,in cancer Feedback,Signaling network in cancer Feedback,,2023
MT,W4385986528,16,auto,The,PAM,pathway is regulated,The PAM pathway is regulated,,2023
MT,W4385986528,17,auto,signal,transductions,are captured and,signal transductions are captured and,,2023
MT,W4385986528,18,auto,Clinical,developments,in PAM inhibitors,Clinical developments in PAM inhibitors,,2023
MT,W4385986528,19,auto,Along,the,PAM pathway PI3,Along the PAM pathway PI3,,2023
MT,W4385986528,20,auto,Thus,",",these drugs are,"Thus , these drugs are",,2023
MT,W4385986528,21,auto,Potentially,",",pan -PI3 Ki,"Potentially , pan -PI3 Ki",,2023
MT,W4385986528,22,auto,Isoform,-,Specific PI3K Inhibitors,Isoform - Specific PI3K Inhibitors,,2023
MT,W4385986528,23,auto,Conventionally,",",these drugs show,"Conventionally , these drugs show",,2023
MT,W4385986528,24,auto,Notably,",",PI3K α and,"Notably , PI3K α and",,2023
MT,W4385986528,25,auto,sections,of,the PAM signaling,sections of the PAM signaling,,2023
MT,W4385986528,26,auto,There,are,several ongoing clinical,There are several ongoing clinical,,2023
MT,W4385986528,27,auto,However,",",none of them,"However , none of them",,2023
MT,W4385986528,28,auto,Indeed,",",there are several,"Indeed , there are several",,2023
MT,W4385986528,29,auto,However,",",none of these,"However , none of these",,2023
MT,W4385986528,30,auto,Since,allosteric,inhibitors can only,Since allosteric inhibitors can only,,2023
MT,W4385986528,31,auto,Indeed,",",PDK1 can exert,"Indeed , PDK1 can exert",,2023
MT,W4385986528,33,auto,The,PAM,signaling pathway involves,The PAM signaling pathway involves,,2023
MT,W4385986528,34,auto,Indeed,",",recent studies have,"Indeed , recent studies have",,2023
MT,W4385986528,35,auto,Additionally,",",chr,"Additionally , chr",,2023
MT,W4385986528,36,auto,onic,administration,of inhibitor -,onic administration of inhibitor -,,2023
MT,W4385986528,37,auto,Mechanisms,of,resistance to PI3K,Mechanisms of resistance to PI3K,,2023
MT,W4385986528,38,auto,RTK,Reactivation,RTKs are often,RTK Reactivation RTKs are often,,2023
MT,W4385986528,39,auto,Clinical,studies,with PI3K α,Clinical studies with PI3K α,,2023
MT,W4385986528,40,auto,Gene,expression,profile analysis of,Gene expression profile analysis of,,2023
MT,W4385986528,41,auto,This,supports,the notion that,This supports the notion that,,2023
MT,W4385986528,42,auto,1,IGF1R,upregulation has been,1 IGF1R upregulation has been,,2023
MT,W4385986528,43,auto,Indeed,",",IGF1R expression is,"Indeed , IGF1R expression is",,2023
MT,W4385986528,44,auto,This,indicates,a potential role,This indicates a potential role,,2023
MT,W4385986528,45,auto,Acquired,mutation,and amplification of,Acquired mutation and amplification of,,2023
MT,W4385986528,46,auto,Analysis,of,tumor biopsies from,Analysis of tumor biopsies from,,2023
MT,W4385986528,47,auto,Constitutive,mutational,MAPK pathway activation,Constitutive mutational MAPK pathway activation,,2023
MT,W4385986528,48,auto,In,a,recent analysis of,In a recent analysis of,,2023
MT,W4385986528,49,auto,",",KRAS,and BRAF [,", KRAS and BRAF [",,2023
MT,W4385986528,50,auto,Indeed,",",PAM pathway -,"Indeed , PAM pathway -",,2023
MT,W4385986528,51,auto,The,role,of the PAM,The role of the PAM,,2023
MT,W4385986528,52,auto,Effects,of,PAM signaling on,Effects of PAM signaling on,,2023
MT,W4385986528,53,auto,However,",",each layer of,"However , each layer of",,2023
MT,W4385986528,54,auto,PI3K,",",especially in the,"PI3K , especially in the",,2023
MT,W4385986528,55,auto,PI3K,δ,is unique among,PI3K δ is unique among,,2023
MT,W4385986528,56,auto,Several,studies,have shown that,Several studies have shown that,,2023
MT,W4385986528,57,auto,In,particular,", T -","In particular , T -",,2023
MT,W4385986528,59,auto,Signaling,alongside,immunotherapy,Signaling alongside immunotherapy,,2023
MT,W4385986528,60,auto,Over,the,"last decade ,","Over the last decade ,",,2023
MT,W4385986528,61,auto,New,agents,that target the,New agents that target the,,2023
MT,W4385986528,62,auto,Yet,",",despite these successes,"Yet , despite these successes",,2023
MT,W4385986528,63,auto,Immune,checkpoint,inhibitors ( ICIs,Immune checkpoint inhibitors ( ICIs,,2023
MT,W4385986528,64,auto,Many,of,the mechanisms that,Many of the mechanisms that,,2023
MT,W4385986528,65,auto,nce,",",excess immunosuppressive cytokines,"nce , excess immunosuppressive cytokines",,2023
MT,W4385986528,66,auto,Chimeric,antigen,receptor ( CAR,Chimeric antigen receptor ( CAR,,2023
MT,W4385986528,67,auto,There,is,evidence that PAM,There is evidence that PAM,,2023
MT,W4385986528,68,auto,Unfortunately,",",past and present,"Unfortunately , past and present",,2023
MT,W4385986528,69,auto,Indeed,",",over the last,"Indeed , over the last",,2023
MT,W4385986528,70,auto,As,a,"result , few","As a result , few",,2023
MT,W4385986528,71,auto,Since,selective,isoforms of PI3,Since selective isoforms of PI3,,2023
MT,W4385986528,72,auto,Of,late,", IS PI3","Of late , IS PI3",,2023
MT,W4385986528,73,auto,PAM,pathway,inhibitors have produced,PAM pathway inhibitors have produced,,2023
MT,W4385986528,74,auto,Hence,",",most PAM pathway,"Hence , most PAM pathway",,2023
MT,W4385986528,75,auto,For,this,"reason , combination","For this reason , combination",,2023
MT,W4385986528,76,auto,In,line,"with this ,","In line with this ,",,2023
MT,W4385986528,77,auto,In,future,studies it would,In future studies it would,,2023
MT,W4385986528,78,auto,The,mechanism,exerted by PI3,The mechanism exerted by PI3,,2023
MT,W4385986528,79,auto,The,design,of novel PI3,The design of novel PI3,,2023
MT,W4385986528,80,auto,Therefore,",",demystifying the mechanisms,"Therefore , demystifying the mechanisms",,2023
MT,W4385986528,81,auto,would,in,turn enhance the,would in turn enhance the,,2023
MT,W4385986528,82,auto,Inhibition,of,AKT can potentially,Inhibition of AKT can potentially,,2023
MT,W4385986528,83,auto,Indeed,",",pharmacodynamic markers of,"Indeed , pharmacodynamic markers of",,2023
MT,W4385986528,84,auto,Nowadays,",",there are no,"Nowadays , there are no",,2023
MT,W4385986528,85,auto,Thus,",",it is not,"Thus , it is not",,2023
MT,W4385986528,86,auto,Targeting,AKT,is considered a,Targeting AKT is considered a,,2023
MT,W4385986528,87,auto,Several,classes,of mTORi have,Several classes of mTORi have,,2023
MT,W4385986528,88,auto,The,clinical,application of these,The clinical application of these,,2023
MT,W4385986528,89,auto,Importantly,",",pre-clinical and clinical,"Importantly , pre-clinical and clinical",,2023
MT,W4385986528,90,auto,Thus,",",bisteric mTORi may,"Thus , bisteric mTORi may",,2023
MT,W4385986528,91,auto,Also,",",developing novel therapeutic,"Also , developing novel therapeutic",,2023
MT,W4385986528,92,auto,Besides,",",optimisation of treatment,"Besides , optimisation of treatment",,2023
MT,W4385986528,93,auto,Additionally,",",PAM signaling exert,"Additionally , PAM signaling exert",,2023
MT,W4385986528,94,auto,Ongoing,studies,are evaluating the,Ongoing studies are evaluating the,,2023
MT,W4385986528,95,auto,The,potential,of PAM inhibitors,The potential of PAM inhibitors,,2023
MT,W4385986528,96,auto,However,",",the main difficulties,"However , the main difficulties",,2023
MT,W4385986528,97,auto,In,addition,", the biomarker","In addition , the biomarker",,2023
MT,W4385986528,98,auto,Finally,",",we must also,"Finally , we must also",,2023
