topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights,year
QA,W4225323055,711,auto,What,do,you think the,What do you think the,,2022
QA,W4225323055,712,auto,The,robot,is picking up,The robot is picking up,,2022
QA,W4225323055,713,auto,What,color,is the ball,What color is the ball,,2022
QA,W4225323055,714,auto,It's,red,.,It's red .,,2022
QA,W4225323055,715,auto,I,want,the ball to,I want the ball to,,2022
QA,W4225323055,716,auto,Is,there,something the robot,Is there something the robot,,2022
QA,W4225323055,717,auto,The,robot,can use a,The robot can use a,,2022
QA,W4225323055,718,auto,What,color,is the cloth,What color is the cloth,,2022
QA,W4225323055,719,auto,The,cloth,is blue .,The cloth is blue .,,2022
QA,W4225323055,720,auto,Figure,11,Input Prompt Completion,Figure 11 Input Prompt Completion,,2022
QA,W4225323055,721,auto,Answer,:,-→,Answer : -→,,2022
QA,W4225323055,722,auto,The,dachschund,puppy is being,The dachschund puppy is being,,2022
QA,W4225323055,723,auto,Question,:,What object is,Question : What object is,,2022
QA,W4225323055,724,auto,Answer,:,-→ A sword,Answer : -→ A sword,,2022
QA,W4225323055,725,auto,Question,:,What is the,Question : What is the,,2022
QA,W4225323055,726,auto,Answer,:,-→,Answer : -→,,2022
QA,W4225323055,727,auto,The,object,is a small,The object is a small,,2022
QA,W4225323055,728,auto,Question,:,What are the,Question : What are the,,2022
QA,W4225323055,729,auto,Answer,:,-→ A scissors,Answer : -→ A scissors,,2022
QA,W4225323055,730,auto,Question,:,What is written,Question : What is written,,2022
QA,W4225323055,731,auto,Answer,:,-→ Flamingo .,Answer : -→ Flamingo .,,2022
QA,W4225323055,732,auto,What,happens,to the man,What happens to the man,,2022
QA,W4225323055,733,auto,Answer,:,-→ he falls,Answer : -→ he falls,,2022
QA,W4225323055,734,auto,(,by,caching the keys,( by caching the keys,,2022
QA,W4225323055,735,auto,In,contrast,", gradient -","In contrast , gradient -",,2022
QA,W4225323055,736,auto,Prompt,sensitivity,.,Prompt sensitivity .,,2022
QA,W4225323055,737,auto,In,-,context learning has,In - context learning has,,2022
QA,W4225323055,738,auto,Leveraging,more,shots .,Leveraging more shots .,,2022
QA,W4225323055,739,auto,When,using,in - context,When using in - context,,2022
QA,W4225323055,740,auto,ateaus,rapidly,as the number,ateaus rapidly as the number,,2022
QA,W4225323055,741,auto,This,proves,a striking contrast,This proves a striking contrast,,2022
QA,W4225323055,742,auto,We,note,that RICES (,We note that RICES (,,2022
QA,W4225323055,743,auto,Task,location,.,Task location .,,2022
QA,W4225323055,744,auto,Recent,work,on understanding what,Recent work on understanding what,,2022
QA,W4225323055,745,auto,We,present,a model card,We present a model card,,2022
QA,W4225323055,746,auto,Broadly,speaking,", the model","Broadly speaking , the model",,2022
QA,W4225323055,747,auto,Factors,Card,Prompts - Relevant,Factors Card Prompts - Relevant,,2022
QA,W4225323055,748,auto,Our,model,is trained on,Our model is trained on,,2022
QA,W4225323055,749,auto,Our,model,is designed for,Our model is designed for,,2022
QA,W4225323055,750,auto,The,model,should not be,The model should not be,,2022
QA,W4225323055,751,auto,Card,Prompts,- Evaluation Factors,Card Prompts - Evaluation Factors,,2022
QA,W4225323055,752,auto,Risks,and,Harms,Risks and Harms,,2022
QA,W4225323055,753,auto,The,data,is collected from,The data is collected from,,2022
QA,W4225323055,754,auto,Furthermore,",",it is likely,"Furthermore , it is likely",,2022
QA,W4225323055,755,auto,We,defer,to the more,We defer to the more,,2022
QA,W4225323055,756,auto,Use,Cases,Especially fraught use,Use Cases Especially fraught use,,2022
QA,W4225323055,757,auto,Many,more,use cases that,Many more use cases that,,2022
QA,W4225323055,758,auto,Such,applications,to malicious use,Such applications to malicious use,,2022
QA,W4225323055,759,auto,We,follow,the framework defined,We follow the framework defined,,2022
QA,W4225323055,761,auto,For,what,purpose was the,For what purpose was the,,2022
QA,W4225323055,762,auto,Who,created,the dataset ?,Who created the dataset ?,,2022
QA,W4225323055,763,auto,Who,funded,the creation of,Who funded the creation of,,2022
QA,W4225323055,764,auto,The,dataset,was created for,The dataset was created for,,2022
QA,W4225323055,765,auto,Any,other,comments ?,Any other comments ?,,2022
QA,W4225323055,768,auto,What,do,the instances that,What do the instances that,,2022
QA,W4225323055,769,auto,All,instances,of the dataset,All instances of the dataset,,2022
QA,W4225323055,770,auto,How,many,instances are there,How many instances are there,,2022
QA,W4225323055,771,auto,There,are,43.3 M instances,There are 43.3 M instances,,2022
QA,W4225323055,772,auto,h,a,total of 185M,h a total of 185M,,2022
QA,W4225323055,773,auto,Does,the,dataset contain all,Does the dataset contain all,,2022
QA,W4225323055,774,auto,The,dataset,is a sample,The dataset is a sample,,2022
QA,W4225323055,775,auto,What,data,does each instance,What data does each instance,,2022
QA,W4225323055,776,auto,Each,instance,is made up,Each instance is made up,,2022
QA,W4225323055,777,auto,Is,there,a label or,Is there a label or,,2022
QA,W4225323055,778,auto,No,",",there are no,"No , there are no",,2022
QA,W4225323055,779,auto,F.2.1,Datasheet,for LTIP Motivation,F.2.1 Datasheet for LTIP Motivation,,2022
QA,W4225323055,780,auto,For,what,purpose was the,For what purpose was the,,2022
QA,W4225323055,781,auto,Who,created,the dataset ?,Who created the dataset ?,,2022
QA,W4225323055,782,auto,Who,funded,the creation of,Who funded the creation of,,2022
QA,W4225323055,783,auto,The,dataset,was created for,The dataset was created for,,2022
QA,W4225323055,784,auto,Any,other,comments ?,Any other comments ?,,2022
QA,W4225323055,787,auto,What,do,the instances that,What do the instances that,,2022
QA,W4225323055,788,auto,All,instances,of the dataset,All instances of the dataset,,2022
QA,W4225323055,789,auto,How,many,instances are there,How many instances are there,,2022
QA,W4225323055,790,auto,The,dataset,contains 312M image,The dataset contains 312M image,,2022
QA,W4225323055,791,auto,Does,the,dataset contain all,Does the dataset contain all,,2022
QA,W4225323055,792,auto,The,dataset,is a sample,The dataset is a sample,,2022
QA,W4225323055,793,auto,What,data,does each instance,What data does each instance,,2022
QA,W4225323055,794,auto,Each,instance,is made up,Each instance is made up,,2022
QA,W4225323055,795,auto,Is,there,a label or,Is there a label or,,2022
QA,W4225323055,796,auto,No,",",there are no,"No , there are no",,2022
QA,W4225323055,797,auto,Is,any,information missing from,Is any information missing from,,2022
QA,W4225323055,799,auto,Are,relationships,between individual instances,Are relationships between individual instances,,2022
QA,W4225323055,800,auto,There,are,no relationships between,There are no relationships between,,2022
QA,W4225323055,801,auto,Are,there,recommended data splits,Are there recommended data splits,,2022
QA,W4225323055,802,auto,We,use,random splits for,We use random splits for,,2022
QA,W4225323055,803,auto,Are,there,"any errors ,","Are there any errors ,",,2022
QA,W4225323055,804,auto,The,data,is relatively high,The data is relatively high,,2022
QA,W4225323055,805,auto,Is,the,dataset self -,Is the dataset self -,,2022
QA,W4225323055,806,auto,The,dataset,is self -,The dataset is self -,,2022
QA,W4225323055,807,auto,Does,the,dataset contain data,Does the dataset contain data,,2022
QA,W4225323055,809,auto,Does,the,dataset contain data,Does the dataset contain data,,2022
QA,W4225323055,810,auto,The,websites,that were used,The websites that were used,,2022
QA,W4225323055,811,auto,However,given,the scale of,However given the scale of,,2022
QA,W4225323055,813,auto,How,was,the data associated,How was the data associated,,2022
QA,W4225323055,814,auto,The,data,is available publicly,The data is available publicly,,2022
QA,W4225323055,815,auto,What,mechanisms,or procedures were,What mechanisms or procedures were,,2022
QA,W4225323055,816,auto,The,data,was collected using,The data was collected using,,2022
QA,W4225323055,817,auto,F.2.2,Datasheet,for VTP Motivation,F.2.2 Datasheet for VTP Motivation,,2022
QA,W4225323055,818,auto,For,what,purpose was the,For what purpose was the,,2022
QA,W4225323055,819,auto,Who,created,the data,Who created the data,,2022
QA,W4225323055,821,auto,Who,funded,the creation of,Who funded the creation of,,2022
QA,W4225323055,822,auto,The,dataset,was created for,The dataset was created for,,2022
QA,W4225323055,823,auto,Any,other,comments ?,Any other comments ?,,2022
QA,W4225323055,826,auto,What,do,the instances that,What do the instances that,,2022
QA,W4225323055,827,auto,All,instances,of the dataset,All instances of the dataset,,2022
QA,W4225323055,828,auto,How,many,instances are there,How many instances are there,,2022
QA,W4225323055,829,auto,The,dataset,contains 27 M,The dataset contains 27 M,,2022
QA,W4225323055,830,auto,Does,the,dataset contain all,Does the dataset contain all,,2022
QA,W4225323055,831,auto,The,dataset,is a sample,The dataset is a sample,,2022
QA,W4225323055,832,auto,What,data,does each instance,What data does each instance,,2022
QA,W4225323055,833,auto,Each,instance,is made up,Each instance is made up,,2022
QA,W4225323055,834,auto,Is,there,a label or,Is there a label or,,2022
QA,W4225323055,835,auto,No,",",there are no,"No , there are no",,2022
QA,W4225323055,836,auto,Is,any,information missing from,Is any information missing from,,2022
QA,W4225323055,838,auto,Are,relationships,between individual instances,Are relationships between individual instances,,2022
QA,W4225323055,839,auto,There,are,no relationships between,There are no relationships between,,2022
QA,W4225323055,840,auto,Are,there,recommended data splits,Are there recommended data splits,,2022
QA,W4225323055,841,auto,We,use,random splits for,We use random splits for,,2022
QA,W4225323055,842,auto,Are,there,"any errors ,","Are there any errors ,",,2022
QA,W4225323055,843,auto,The,data,is relatively high,The data is relatively high,,2022
QA,W4225323055,844,auto,Is,the,dataset self -,Is the dataset self -,,2022
QA,W4225323055,845,auto,The,dataset,is self -,The dataset is self -,,2022
QA,W4225323055,846,auto,Does,the,dataset contain data,Does the dataset contain data,,2022
QA,W4225323055,848,auto,Does,the,dataset contain data,Does the dataset contain data,,2022
QA,W4225323055,849,auto,The,websites,that were used,The websites that were used,,2022
QA,W4225323055,850,auto,However,given,the scale of,However given the scale of,,2022
QA,W4225323055,852,auto,How,was,the data associated,How was the data associated,,2022
QA,W4225323055,853,auto,The,data,is available publicly,The data is available publicly,,2022
QA,W4225323055,854,auto,What,mechanisms,or procedures were,What mechanisms or procedures were,,2022
QA,W4225323055,855,auto,The,data,was collected using,The data was collected using,,2022
QA,W4225323055,856,auto,-,Row,3 : First,- Row 3 : First,,2022
QA,W4225323055,857,auto,-,Row,5 : Available,- Row 5 : Available,,2022
QA,W4225323055,858,auto,t,convergence,at large depth,t convergence at large depth,,2022
QA,W4225323055,859,auto,Meta,-,learning with differentiable,Meta - learning with differentiable,,2022
QA,W4225323055,860,auto,Probabilistic,interpretation,of feedforward classification,Probabilistic interpretation of feedforward classification,,2022
QA,W4225323055,861,auto,Language,models,are few -,Language models are few -,,2022
QA,W4225323055,862,auto,Gender,shades,: Intersectional accuracy,Gender shades : Intersectional accuracy,,2022
QA,W4225323055,863,auto,Unifying,vision,- and -,Unifying vision - and -,,2022
QA,W4225323055,864,auto,henko,Joshua,Maynez Abhishek Rao,henko Joshua Maynez Abhishek Rao,,2022
QA,W4225323055,865,auto,PaLM,:,Scaling language modeling,PaLM : Scaling language modeling,,2022
QA,W4225323055,866,auto,Does,object,recognition work for,Does object recognition work for,,2022
QA,W4225323055,867,auto,Terrance,De,Vries Ishan Misra,Terrance De Vries Ishan Misra,,2022
QA,W4225323055,868,auto,Long,-,term recurrent convolutional,Long - term recurrent convolutional,,2022
QA,W4225323055,869,auto,Model,-,agnostic meta -,Model - agnostic meta -,,2022
QA,W4225323055,870,auto,Large,-,scale adversarial training,Large - scale adversarial training,,2022
QA,W4225323055,871,auto,Datasheets,for,datasets Timnit Gebru,Datasheets for datasets Timnit Gebru,,2022
QA,W4225323055,872,auto,ichard,E,Turner arXiv:1805.09921,ichard E Turner arXiv:1805.09921,,2022
QA,W4225323055,873,auto,Meta,-,learning probabilistic inference,Meta - learning probabilistic inference,,2022
QA,W4225323055,874,auto,Doing,more,with less :,Doing more with less :,,2022
QA,W4225323055,875,auto,Transformer,language,models without positional,Transformer language models without positional,,2022
QA,W4225323055,876,auto,Women,also,snowboard : Overcoming,Women also snowboard : Overcoming,,2022
QA,W4225323055,877,auto,Decoupling,the,role of data,Decoupling the role of data,,2022
QA,W4225323055,878,auto,Training,compute,- optimal large,Training compute - optimal large,,2022
QA,W4225323055,879,auto,Universal,language,model fine -,Universal language model fine -,,2022
QA,W4225323055,880,auto,Scaling,up,vision - language,Scaling up vision - language,,2022
QA,W4225323055,881,auto,Attention,on,attention for image,Attention on attention for image,,2022
QA,W4225323055,882,auto,nternational,Conference,on Machine Learning,nternational Conference on Machine Learning,,2022
QA,W4225323055,883,auto,Scaling,up,visual and vision,Scaling up visual and vision,,2022
QA,W4225323055,884,auto,All,in,one : Exploring,All in one : Exploring,,2022
QA,W4225323055,885,auto,Scaling,laws,for neural language,Scaling laws for neural language,,2022
QA,W4225323055,886,auto,The,power,of scale for,The power of scale for,,2022
QA,W4225323055,887,auto,Align,before,fuse : Vision,Align before fuse : Vision,,2022
QA,W4225323055,888,auto,Prefix,-,tuning : Optimizing,Prefix - tuning : Optimizing,,2022
QA,W4225323055,889,auto,A,multimodal,framework for the,A multimodal framework for the,,2022
QA,W4225323055,890,auto,What,makes,good in -,What makes good in -,,2022
QA,W4225323055,891,auto,Optimization,of,image description metrics,Optimization of image description metrics,,2022
QA,W4225323055,892,auto,Enhancing,textual,cues in multi-modal,Enhancing textual cues in multi-modal,,2022
QA,W4225323055,893,auto,Yingya,Zhang,Pan Pan VizWiz,Yingya Zhang Pan Pan VizWiz,,2022
QA,W4225323055,894,auto,The,sequential,learning problem Michael,The sequential learning problem Michael,,2022
QA,W4225323055,895,auto,Teaching,language,models to support,Teaching language models to support,,2022
QA,W4225323055,896,auto,End,-,to - end,End - to - end,,2022
QA,W4225323055,897,auto,Rethinking,the,role of demonstrations,Rethinking the role of demonstrations,,2022
QA,W4225323055,898,auto,Sewon,Min,Xinxi Lyu Ari,Sewon Min Xinxi Lyu Ari,,2022
QA,W4225323055,899,auto,Model,cards,for model reporting,Model cards for model reporting,,2022
QA,W4225323055,900,auto,Conference,on,"Fairness , Accountability","Conference on Fairness , Accountability",,2022
QA,W4225323055,901,auto,True,few,- shot learning,True few - shot learning,,2022
QA,W4225323055,902,auto,Red,teaming,language models with,Red teaming language models with,,2022
QA,W4225323055,903,auto,ng,Tan,V Quoc Le,ng Tan V Quoc Le,,2022
QA,W4225323055,904,auto,Train,short,", test long","Train short , test long",,2022
QA,W4225323055,905,auto,Learning,transferable,visual models from,Learning transferable visual models from,,2022
QA,W4225323055,906,auto,Scaling,language,models : Methods,Scaling language models : Methods,,2022
QA,W4225323055,907,auto,Self,-,critical sequence training,Self - critical sequence training,,2022
QA,W4225323055,908,auto,Fast,and,flexible multi -,Fast and flexible multi -,,2022
QA,W4225323055,909,auto,eural,Information,Processing Systems 2019,eural Information Processing Systems 2019,,2022
QA,W4225323055,910,auto,Gender,bias,in coreference resolution,Gender bias in coreference resolution,,2022
QA,W4225323055,911,auto,Diagnosing,gender,bias in image,Diagnosing gender bias in image,,2022
QA,W4225323055,912,auto,A,short,note on the,A short note on the,,2022
QA,W4225323055,913,auto,Energy,and,policy considera,Energy and policy considera,,2022
QA,W4225323055,914,auto,tions,for,deep learning in,tions for deep learning in,,2022
QA,W4225323055,915,auto,Language,models,for dialog applications,Language models for dialog applications,,2022
QA,W4225323055,916,auto,Rethinking,few,- shot image,Rethinking few - shot image,,2022
QA,W4225323055,917,auto,Yonglong,Tian,Yue Wang Dilip,Yonglong Tian Yue Wang Dilip,,2022
QA,W4225323055,918,auto,Fixing,the,train - test,Fixing the train - test,,2022
QA,W4225323055,919,auto,Show,and,tell : A,Show and tell : A,,2022
QA,W4225323055,920,auto,yang,Dai,Zicheng Liu Yumao,yang Dai Zicheng Liu Yumao,,2022
QA,W4225323055,921,auto,Unifying,architectures,", tasks ,","Unifying architectures , tasks ,",,2022
QA,W4225323055,922,auto,What,language,model architecture and,What language model architecture and,,2022
QA,W4225323055,923,auto,Thomas,Wang,Adam Roberts Daniel,Thomas Wang Adam Roberts Daniel,,2022
QA,W4225323055,924,auto,Finetuned,language,models are zero,Finetuned language models are zero,,2022
QA,W4225323055,925,auto,Ethical,and,social risks of,Ethical and social risks of,,2022
QA,W4225323055,926,auto,Video,question,answering via gradually,Video question answering via gradually,,2022
QA,W4225323055,927,auto,ichtenhofer,Florian,Metze Luke Zettlemoyer,ichtenhofer Florian Metze Luke Zettlemoyer,,2022
QA,W4225323055,928,auto,Achieving,human,parity on visual,Achieving human parity on visual,,2022
QA,W4225323055,929,auto,Just,ask,: Learning to,Just ask : Learning to,,2022
QA,W4225323055,930,auto,An,empirical,study of GPT,An empirical study of GPT,,2022
QA,W4225323055,931,auto,From,image,descriptions to visual,From image descriptions to visual,,2022
QA,W4225323055,932,auto,A,new,foundation model for,A new foundation model for,,2022
QA,W4225323055,933,auto,Socratic,models,: Composing zero,Socratic models : Composing zero,,2022
QA,W4225323055,934,auto,g,and,evaluating racial biases,g and evaluating racial biases,,2022
QA,W4225323055,935,auto,Towards,automatic,learning of procedures,Towards automatic learning of procedures,,2022
QA,W4225323055,936,auto,Enhance,multimodal,transformer with external,Enhance multimodal transformer with external,,2022
QA,W4225323055,937,auto,Vatex,video,captioning challenge 2020,Vatex video captioning challenge 2020,,2022
QA,W4225323055,938,auto,Fast,context,adaptation via meta,Fast context adaptation via meta,,2022
QA,W4283522546,0,auto,Pseudomonas,aeruginosa,": pathogenesis ,","Pseudomonas aeruginosa : pathogenesis ,",,2022
QA,W4283522546,1,auto,10.1038/s41392-022-01056,-1,Received : 1,10.1038/s41392-022-01056 -1 Received : 1,,2022
QA,W4283522546,2,auto,.,.,Qin et al,. . Qin et al,,2022
QA,W4283522546,3,auto,In,addition,"to continued ,","In addition to continued ,",,2022
QA,W4283522546,4,auto,),",",CRISPR - Cas,") , CRISPR - Cas",,2022
QA,W4283522546,5,auto,Furthermore,",",numerous technologic advances,"Furthermore , numerous technologic advances",,2022
QA,W4283522546,6,auto,Nevertheless,",",much remains to,"Nevertheless , much remains to",,2022
QA,W4283522546,7,auto,The,widespread,use of antibiotics,The widespread use of antibiotics,,2022
QA,W4283522546,8,auto,Benefited,from,has advancing in,Benefited from has advancing in,,2022
QA,W4283522546,9,auto,Herein,",",we comprehensively review,"Herein , we comprehensively review",,2022
QA,W4283522546,10,auto,nosocomial,9,% of infections,nosocomial 9 % of infections,,2022
QA,W4283522546,11,auto,12,13,"9 , 10","12 13 9 , 10",,2022
QA,W4283522546,12,auto,The,aforementioned,statistics necessitate the,The aforementioned statistics necessitate the,,2022
QA,W4283522546,13,auto,However,",",both efforts have,"However , both efforts have",,2022
QA,W4283522546,14,auto,This,article,broadly reviews the,This article broadly reviews the,,2022
QA,W4283522546,15,auto,16,17,18 19 20,16 17 18 19 20,,2022
QA,W4283522546,16,auto,OMVs,are,bacterial components that,OMVs are bacterial components that,,2022
QA,W4283522546,17,auto,Bacterial,-,derived OMVs have,Bacterial - derived OMVs have,,2022
QA,W4283522546,18,auto,44,",","47 , [","44 , 47 , [",,2022
QA,W4283522546,19,auto,SECRETION,SYSTEMS,", AN INTEGRAL","SECRETION SYSTEMS , AN INTEGRAL",,2022
QA,W4283522546,20,auto,Gram,-,negative pathogens cause,Gram - negative pathogens cause,,2022
QA,W4283522546,21,auto,61,62,2 One -,61 62 2 One -,,2022
QA,W4283522546,22,auto,Two,different,T1 SS types,Two different T1 SS types,,2022
QA,W4283522546,23,auto,63,64,65 66 67,63 64 65 66 67,,2022
QA,W4283522546,24,auto,The,T3,SS of P.,The T3 SS of P.,,2022
QA,W4283522546,25,auto,89,T6SS,is a novel,89 T6SS is a novel,,2022
QA,W4283522546,26,auto,In,P.,"aeruginosa , T6SS","In P. aeruginosa , T6SS",,2022
QA,W4283522546,27,auto,90,91,", 92 93","90 91 , 92 93",,2022
QA,W4283522546,28,auto,The,H1,- T6 SS,The H1 - T6 SS,,2022
QA,W4283522546,29,auto,104,Antibody,Phase III 380,104 Antibody Phase III 380,,2022
QA,W4283522546,30,auto,The,main,protein component of,The main protein component of,,2022
QA,W4283522546,31,auto,Flagella,provide,motility and chemotaxis,Flagella provide motility and chemotaxis,,2022
QA,W4283522546,32,auto,Bacteriophages,Phase,"III 366 ,","Bacteriophages Phase III 366 ,",,2022
QA,W4283522546,33,auto,Outer,membrane,proteins,Outer membrane proteins,,2022
QA,W4283522546,34,auto,The,outer,membrane contains a,The outer membrane contains a,,2022
QA,W4283522546,35,auto,These,protein,members are involved,These protein members are involved,,2022
QA,W4283522546,36,auto,They,are,essential for bacterial,They are essential for bacterial,,2022
QA,W4283522546,37,auto,Potential,receptor,for the internalization,Potential receptor for the internalization,,2022
QA,W4283522546,38,auto,104,105,106,104 105 106,,2022
QA,W4283522546,39,auto,In,spite,of the relative,In spite of the relative,,2022
QA,W4283522546,40,auto,107,108,", 109 3","107 108 , 109 3",,2022
QA,W4283522546,41,auto,The,function,of T2SS is,The function of T2SS is,,2022
QA,W4283522546,42,auto,134,135,"136 , 137","134 135 136 , 137",,2022
QA,W4283522546,43,auto,The,regulation,of all these,The regulation of all these,,2022
QA,W4283522546,44,auto,154,155,"156 , 157","154 155 156 , 157",,2022
QA,W4283522546,45,auto,Once,the,population reaching a,Once the population reaching a,,2022
QA,W4283522546,46,auto,ctivate,their,cognate receptors to,ctivate their cognate receptors to,,2022
QA,W4283522546,47,auto,158,159,", 160 161","158 159 , 160 161",,2022
QA,W4283522546,48,auto,174,185,186 187 188,174 185 186 187 188,,2022
QA,W4283522546,49,auto,The,two,- component regulatory,The two - component regulatory,,2022
QA,W4283522546,50,auto,The,two,- component systems,The two - component systems,,2022
QA,W4283522546,51,auto,189,190,191 192 193,189 190 191 192 193,,2022
QA,W4283522546,52,auto,The,number,of TCSs related,The number of TCSs related,,2022
QA,W4283522546,53,auto,192,(,1 ) GacS,192 ( 1 ) GacS,,2022
QA,W4283522546,54,auto,Small,non-coding,regulatory RNAs play,Small non-coding regulatory RNAs play,,2022
QA,W4283522546,55,auto,213,[,213 ] [,213 [ 213 ] [,,2022
QA,W4283522546,56,auto,The,acquisition,of drug resistance,The acquisition of drug resistance,,2022
QA,W4283522546,57,auto,223,224,225 4 Outer,223 224 225 4 Outer,,2022
QA,W4283522546,58,auto,226,[,227 ] [,226 [ 227 ] [,,2022
QA,W4283522546,59,auto,Multiple,lines,of evidence suggest,Multiple lines of evidence suggest,,2022
QA,W4283522546,60,auto,Hence,",",targeting this mechanism,"Hence , targeting this mechanism",,2022
QA,W4283522546,61,auto,244,245,"246 , 247","244 245 246 , 247",,2022
QA,W4283522546,62,auto,The,currently,known aminoglycoside modifying,The currently known aminoglycoside modifying,,2022
QA,W4283522546,63,auto,249,",","250 251 ,","249 , 250 251 ,",,2022
QA,W4283522546,64,auto,Acquiring,the,antibiotic resistance throughout,Acquiring the antibiotic resistance throughout,,2022
QA,W4283522546,65,auto,255,",",25,"255 , 25",,2022
QA,W4283522546,66,auto,6,234,257 258 259,6 234 257 258 259,,2022
QA,W4283522546,67,auto,Adaptive,antibiotic,resistance,Adaptive antibiotic resistance,,2022
QA,W4283522546,68,auto,When,facing,the diverse environmental,When facing the diverse environmental,,2022
QA,W4283522546,69,auto,261,262,", 263 223","261 262 , 263 223",,2022
QA,W4283522546,70,auto,The,opportunistic,pathogen P. aeruginosa,The opportunistic pathogen P. aeruginosa,,2022
QA,W4283522546,71,auto,In,immunosuppressed,"people , there","In immunosuppressed people , there",,2022
QA,W4283522546,72,auto,As,the,first line of,As the first line of,,2022
QA,W4283522546,73,auto,Several,types,of host systems,Several types of host systems,,2022
QA,W4283522546,74,auto,Although,a,well - balanced,Although a well - balanced,,2022
QA,W4283522546,75,auto,Some,host,molecules including cytosolic,Some host molecules including cytosolic,,2022
QA,W4283522546,76,auto,Toll,-,like receptors (,Toll - like receptors (,,2022
QA,W4283522546,77,auto,268,269,"270 271 ,","268 269 270 271 ,",,2022
QA,W4283522546,78,auto,Although,paradoxical,"at times ,","Although paradoxical at times ,",,2022
QA,W4283522546,79,auto,It,is,imperative that scientists,It is imperative that scientists,,2022
QA,W4283522546,80,auto,The,inflammasome,is a multiprotein,The inflammasome is a multiprotein,,2022
QA,W4283522546,81,auto,77,306,307 308 280,77 306 307 308 280,,2022
QA,W4283522546,82,auto,223,6,335,223 6 335,,2022
QA,W4283522546,83,auto,In,addition,", novel antimicrobial","In addition , novel antimicrobial",,2022
QA,W4283522546,84,auto,The,sequences,of amino acids,The sequences of amino acids,,2022
QA,W4283522546,85,auto,With,the,diversity of species,With the diversity of species,,2022
QA,W4283522546,86,auto,336,6,337 337,336 6 337 337,,2022
QA,W4283522546,87,auto,Eravacycline,is,a novel fluorocycline,Eravacycline is a novel fluorocycline,,2022
QA,W4283522546,88,auto,Eravacycline,demonstrates,potent broadspectrum activity,Eravacycline demonstrates potent broadspectrum activity,,2022
QA,W4283522546,89,auto,Nanoparticles,may,be useful for,Nanoparticles may be useful for,,2022
QA,W4283522546,90,auto,Since,the,CRISPR / Cas,Since the CRISPR / Cas,,2022
QA,W4283522546,91,auto,Use,of,nanoparticles for delivering,Use of nanoparticles for delivering,,2022
QA,W4283522546,93,auto,The,drawback,of using nanoparticle,The drawback of using nanoparticle,,2022
QA,W4283522546,94,auto,340,336,341 342 343,340 336 341 342 343,,2022
QA,W4283522546,95,auto,Another,limitation,is that bacteria,Another limitation is that bacteria,,2022
QA,W4283522546,96,auto,Research,has,been conducted with,Research has been conducted with,,2022
QA,W4283522546,97,auto,324,319,354 355 41,324 319 354 355 41,,2022
QA,W4283522546,98,auto,The,major,strategies for gene,The major strategies for gene,,2022
QA,W4283522546,99,auto,Non-viral,strategy,includes electroporation (,Non-viral strategy includes electroporation (,,2022
QA,W4283522546,100,auto,Research,has,also shown that,Research has also shown that,,2022
QA,W4283522546,101,auto,358,360,361 362 363,358 360 361 362 363,,2022
QA,W4283522546,102,auto,Development,of,vaccines is painfully,Development of vaccines is painfully,,2022
QA,W4283522546,103,auto,ow,Nip,in the bud,ow Nip in the bud,,2022
QA,W4283522546,104,auto,Vaccine,formulations,can be efficiently,Vaccine formulations can be efficiently,,2022
QA,W4283522546,105,auto,Only,can,a few of,Only can a few of,,2022
QA,W4283522546,106,auto,A,major,component of the,A major component of the,,2022
QA,W4283522546,107,auto,Vaccines,based,on these components,Vaccines based on these components,,2022
QA,W4283522546,108,auto,Two,strategies,have been adopted,Two strategies have been adopted,,2022
QA,W4283522546,109,auto,365,366,367 368 369,365 366 367 368 369,,2022
QA,W4283522546,110,auto,In,the,past several decades,In the past several decades,,2022
QA,W4283522546,111,auto,There,are,a large number,There are a large number,,2022
QA,W4283522546,112,auto,(,1,) How do,( 1 ) How do,,2022
QA,W4283522546,113,auto,(,2,) How many,( 2 ) How many,,2022
QA,W4283522546,114,auto,(,3,) How the,( 3 ) How the,,2022
QA,W4283522546,115,auto,(,4,) What are,( 4 ) What are,,2022
QA,W4283522546,116,auto,(,5,) How to,( 5 ) How to,,2022
QA,W4283522546,117,auto,(,6,) Can the,( 6 ) Can the,,2022
QA,W4283522546,119,auto,As,an,"opportunistic pathogen ,","As an opportunistic pathogen ,",,2022
QA,W4283522546,120,auto,Type,I,"- C ,","Type I - C ,",,2022
QA,W4283522546,121,auto,Type,I,CRISPR - Cas,Type I CRISPR - Cas,,2022
QA,W4283522546,122,auto,Similarly,",",type I CRISPR,"Similarly , type I CRISPR",,2022
QA,W4283522546,123,auto,Ultimately,",",CRISPR - mediated,"Ultimately , CRISPR - mediated",,2022
QA,W4283522546,124,auto,malian,host,immunity Fig. 7,malian host immunity Fig. 7,,2022
QA,W4283522546,125,auto,Interactions,between,various regulatory systems,Interactions between various regulatory systems,,2022
QA,W4283522546,126,auto,QS,systems,primarily comprise Las,QS systems primarily comprise Las,,2022
QA,W4283522546,127,auto,When,signaling,molecules reach a,When signaling molecules reach a,,2022
QA,W4283522546,128,auto,TCSs,regulatory,"systems , consisting","TCSs regulatory systems , consisting",,2022
QA,W4283522546,129,auto,GacS,/,GacA TCS is,GacS / GacA TCS is,,2022
