topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights,year
SUM,W3212386989,193,auto,Due,to,the complexity of,Due to the complexity of,,2022
SUM,W3212386989,194,auto,The,first,term can be,The first term can be,,2022
SUM,W3212386989,195,auto,Functions,F,Δ ij (,Functions F Δ ij (,,2022
SUM,W3212386989,196,auto,The,above,process aggregates global,The above process aggregates global,,2022
SUM,W3212386989,197,auto,It,can,be added to,It can be added to,,2022
SUM,W3212386989,198,auto,Temporal,attention,Temporal attention can,Temporal attention Temporal attention can,,2022
SUM,W3212386989,199,auto,Previous,works,"[ 172 ,","Previous works [ 172 ,",,2022
SUM,W3212386989,200,auto,To,overcome,"them , Li","To overcome them , Li",,2022
SUM,W3212386989,201,auto,The,self,- attention mechanism,The self - attention mechanism,,2022
SUM,W3212386989,202,auto,The,short,- term temporal,The short - term temporal,,2022
SUM,W3212386989,203,auto,GLTR,combines,the advantages of,GLTR combines the advantages of,,2022
SUM,W3212386989,204,auto,It,can,be incorporated into,It can be incorporated into,,2022
SUM,W3212386989,205,auto,However,",",the self -,"However , the self -",,2022
SUM,W3212386989,207,auto,To,capture,complex temporal relationships,To capture complex temporal relationships,,2022
SUM,W3212386989,208,auto,daptive,kernel,based on global,daptive kernel based on global,,2022
SUM,W3212386989,209,auto,For,the,c - th,For the c - th,,2022
SUM,W3212386989,210,auto,Finally,",",TAM convolves the,"Finally , TAM convolves the",,2022
SUM,W3212386989,211,auto,With,the,help of the,With the help of the,,2022
SUM,W3212386989,212,auto,Due,to,its flexibility and,Due to its flexibility and,,2022
SUM,W3212386989,213,auto,Branch,attention,Branch attention can,Branch attention Branch attention can,,2022
SUM,W3212386989,214,auto,We,first,summarize representative branch,We first summarize representative branch,,2022
SUM,W3212386989,215,auto,Supposing,a,plain neural network,Supposing a plain neural network,,2022
SUM,W3212386989,216,auto,X,l,and Y l,X l and Y l,,2022
SUM,W3212386989,217,auto,The,gating,mechanism and skip,The gating mechanism and skip,,2022
SUM,W3212386989,218,auto,Unlike,fixed,skip - connections,Unlike fixed skip - connections,,2022
SUM,W3212386989,219,auto,A,highway,network can be,A highway network can be,,2022
SUM,W3212386989,220,auto,SKNet,Research,in the neuroscience,SKNet Research in the neuroscience,,2022
SUM,W3212386989,221,auto,Here,",",each transformation F,"Here , each transformation F",,2022
SUM,W3212386989,222,auto,For,efficiency,", F k","For efficiency , F k",,2022
SUM,W3212386989,223,auto,t,(,c ) denotes,t ( c ) denotes,,2022
SUM,W3212386989,224,auto,The,gate,mechanism in SK,The gate mechanism in SK,,2022
SUM,W3212386989,225,auto,Due,to,its lightweight design,Due to its lightweight design,,2022
SUM,W3212386989,226,auto,ResNeSt,[,115 ] [,ResNeSt [ 115 ] [,,2022
SUM,W3212386989,227,auto,A,basic,assumption in CNNs,A basic assumption in CNNs,,2022
SUM,W3212386989,228,auto,Given,this,", the typical","Given this , the typical",,2022
SUM,W3212386989,229,auto,omputational,cost,.,omputational cost .,,2022
SUM,W3212386989,230,auto,In,order,to more efficiently,In order to more efficiently,,2022
SUM,W3212386989,231,auto,An,ordinary,convolution can be,An ordinary convolution can be,,2022
SUM,W3212386989,232,auto,The,learnable,parameter W is,The learnable parameter W is,,2022
SUM,W3212386989,233,auto,CondConv,adaptively,combines multiple convolution,CondConv adaptively combines multiple convolution,,2022
SUM,W3212386989,234,auto,This,process,is equivalent to,This process is equivalent to,,2022
SUM,W3212386989,235,auto,10,Dynamic,convolution,10 Dynamic convolution,,2022
SUM,W3212386989,236,auto,The,extremely,low computational cost,The extremely low computational cost,,2022
SUM,W3212386989,237,auto,To,address,the above problem,To address the above problem,,2022
SUM,W3212386989,238,auto,Dynamic,convolution,uses K parallel,Dynamic convolution uses K parallel,,2022
SUM,W3212386989,239,auto,Like,SE,"blocks , it","Like SE blocks , it",,2022
SUM,W3212386989,240,auto,These,kernels,are then aggregated,These kernels are then aggregated,,2022
SUM,W3212386989,241,auto,Here,the,convolutions are combined,Here the convolutions are combined,,2022
SUM,W3212386989,242,auto,Compared,to,applying convolution to,Compared to applying convolution to,,2022
SUM,W3212386989,243,auto,Dynamic,convolution,thus provides an,Dynamic convolution thus provides an,,2022
SUM,W3212386989,244,auto,Channel,&,spatial attention Channel,Channel & spatial attention Channel,,2022
SUM,W3212386989,245,auto,It,adaptively,selects both important,It adaptively selects both important,,2022
SUM,W3212386989,246,auto,To,leverage,global spatial information,To leverage global spatial information,,2022
SUM,W3212386989,247,auto,Each,attention,module stacked in,Each attention module stacked in,,2022
SUM,W3212386989,248,auto,The,trunk,branch processes features,The trunk branch processes features,,2022
SUM,W3212386989,249,auto,The,mask,branch uses a,The mask branch uses a,,2022
SUM,W3212386989,250,auto,A,sigmoid,layer normalizes the,A sigmoid layer normalizes the,,2022
SUM,W3212386989,251,auto,Overall,the,residual attention mechanism,Overall the residual attention mechanism,,2022
SUM,W3212386989,252,auto,There,are,also skipconnec,There are also skipconnec,,2022
SUM,W3212386989,253,auto,tions,between,the two parts,tions between the two parts,,2022
SUM,W3212386989,254,auto,f,represents,the trunk branch,f represents the trunk branch,,2022
SUM,W3212386989,255,auto,Inside,each,"attention module ,","Inside each attention module ,",,2022
SUM,W3212386989,256,auto,Residual,attention,can be incorporated,Residual attention can be incorporated,,2022
SUM,W3212386989,257,auto,However,",",the proposed bottom,"However , the proposed bottom",,2022
SUM,W3212386989,258,auto,Furthermore,",",directly predicting a,"Furthermore , directly predicting a",,2022
SUM,W3212386989,260,auto,To,enhance,informative channels as,To enhance informative channels as,,2022
SUM,W3212386989,261,auto,The,spatial,attention sub-module models,The spatial attention sub-module models,,2022
SUM,W3212386989,262,auto,Unlike,channel,"attention , it","Unlike channel attention , it",,2022
SUM,W3212386989,263,auto,The,overall,attention process can,The overall attention process can,,2022
SUM,W3212386989,264,auto,To,be,"more specific ,","To be more specific ,",,2022
SUM,W3212386989,265,auto,Due,to,its lightweight design,Due to its lightweight design,,2022
SUM,W3212386989,266,auto,Nevertheless,",",there is still,"Nevertheless , there is still",,2022
SUM,W3212386989,267,auto,For,instance,", CBAM adopts","For instance , CBAM adopts",,2022
SUM,W3212386989,269,auto,At,the,same time as,At the same time as,,2022
SUM,W3212386989,270,auto,For,a,given input feature,For a given input feature,,2022
SUM,W3212386989,271,auto,The,channel,"attention branch ,","The channel attention branch ,",,2022
SUM,W3212386989,272,auto,In,order,to utilize contextual,In order to utilize contextual,,2022
SUM,W3212386989,273,auto,Overall,",",BAM can be,"Overall , BAM can be",,2022
SUM,W3212386989,274,auto,Dimensional,reduction,applied to both,Dimensional reduction applied to both,,2022
SUM,W3212386989,275,auto,it,to,be integrated with,it to be integrated with,,2022
SUM,W3212386989,276,auto,However,",",although dilated convolutions,"However , although dilated convolutions",,2022
SUM,W3212386989,277,auto,s,c,= BN (,s c = BN (,,2022
SUM,W3212386989,278,auto,To,aggregate,global spatial information,To aggregate global spatial information,,2022
SUM,W3212386989,279,auto,However,",",it ignores pixel,"However , it ignores pixel",,2022
SUM,W3212386989,280,auto,Therefore,",",Roy et al,"Therefore , Roy et al",,2022
SUM,W3212386989,281,auto,Given,the,input feature map,Given the input feature map,,2022
SUM,W3212386989,282,auto,The,channel,SE module is,The channel SE module is,,2022
SUM,W3212386989,283,auto,The,outputs,from the two,The outputs from the two,,2022
SUM,W3212386989,284,auto,The,overall,process can be,The overall process can be,,2022
SUM,W3212386989,285,auto,The,proposed,scSE block combines,The proposed scSE block combines,,2022
SUM,W3212386989,286,auto,Segmentation,tasks,are greatly benefited,Segmentation tasks are greatly benefited,,2022
SUM,W3212386989,287,auto,The,integration,of an scSE,The integration of an scSE,,2022
SUM,W3212386989,289,auto,In,CBAM,"and BAM ,","In CBAM and BAM ,",,2022
SUM,W3212386989,290,auto,Given,an,input feature map,Given an input feature map,,2022
SUM,W3212386989,291,auto,In,each,"branch , rotation","In each branch , rotation",,2022
SUM,W3212386989,292,auto,Finally,",",a standard convolution,"Finally , a standard convolution",,2022
SUM,W3212386989,293,auto,This,process,can be written,This process can be written,,2022
SUM,W3212386989,294,auto,Z,-,Pool concatenates max,Z - Pool concatenates max,,2022
SUM,W3212386989,295,auto,Y,=,Z - Pool,Y = Z - Pool,,2022
SUM,W3212386989,296,auto,This,helps,to capture rich,This helps to capture rich,,2022
SUM,W3212386989,297,auto,Due,to,its simple but,Due to its simple but,,2022
SUM,W3212386989,298,auto,efficient,structure,", triplet attention","efficient structure , triplet attention",,2022
SUM,W3212386989,299,auto,SimAM,Yang,et al .,SimAM Yang et al .,,2022
SUM,W3212386989,300,auto,Motivated,by,the spatial suppression,Motivated by the spatial suppression,,2022
SUM,W3212386989,301,auto,An,optimal,closed - form,An optimal closed - form,,2022
SUM,W3212386989,302,auto,A,sigmoid,function is used,A sigmoid function is used,,2022
SUM,W3212386989,303,auto,This,work,simplifies the process,This work simplifies the process,,2022
SUM,W3212386989,305,auto,An,SE,block aggregates global,An SE block aggregates global,,2022
SUM,W3212386989,306,auto,BAM,and,CBAM adopt convolutions,BAM and CBAM adopt convolutions,,2022
SUM,W3212386989,307,auto,To,solve,"these problems ,","To solve these problems ,",,2022
SUM,W3212386989,308,auto,The,coordinate,attention mechanism has,The coordinate attention mechanism has,,2022
SUM,W3212386989,309,auto,First,",",two spatial extents,"First , two spatial extents",,2022
SUM,W3212386989,310,auto,In,the,"second step ,","In the second step ,",,2022
SUM,W3212386989,311,auto,Then,coordinate,attention splits the,Then coordinate attention splits the,,2022
SUM,W3212386989,312,auto,This,can,be written as,This can be written as,,2022
SUM,W3212386989,313,auto,Using,coordinate,"attention , the","Using coordinate attention , the",,2022
SUM,W3212386989,314,auto,This,approach,has a larger,This approach has a larger,,2022
SUM,W3212386989,315,auto,Like,an,"SE block ,","Like an SE block ,",,2022
SUM,W3212386989,316,auto,Due,to,its lightweight design,Due to its lightweight design,,2022
SUM,W3212386989,318,auto,In,the,field of scene,In the field of scene,,2022
SUM,W3212386989,319,auto,To,address,the above problems,To address the above problems,,2022
SUM,W3212386989,320,auto,DANet,uses,in parallel a,DANet uses in parallel a,,2022
SUM,W3212386989,321,auto,ndencies,in,spatial and channel,ndencies in spatial and channel,,2022
SUM,W3212386989,322,auto,Given,the,input feature map,Given the input feature map,,2022
SUM,W3212386989,323,auto,Then,the,position attention module,Then the position attention module,,2022
SUM,W3212386989,324,auto,The,channel,attention module has,The channel attention module has,,2022
SUM,W3212386989,325,auto,Finally,the,outputs from the,Finally the outputs from the,,2022
SUM,W3212386989,326,auto,For,simplicity,", we reshape","For simplicity , we reshape",,2022
SUM,W3212386989,327,auto,The,position,attention module enables,The position attention module enables,,2022
SUM,W3212386989,328,auto,Taking,spatial,and channel relationships,Taking spatial and channel relationships,,2022
SUM,W3212386989,329,auto,However,",",it is computationally,"However , it is computationally",,2022
SUM,W3212386989,331,auto,Unlike,coordinate,attention and DANet,Unlike coordinate attention and DANet,,2022
SUM,W3212386989,332,auto,RGA,-,S first reshapes,RGA - S first reshapes,,2022
SUM,W3212386989,333,auto,The,relation,vector r i,The relation vector r i,,2022
SUM,W3212386989,334,auto,Finally,",",the spatial attention,"Finally , the spatial attention",,2022
SUM,W3212386989,335,auto,RGA,uses,global relations to,RGA uses global relations to,,2022
SUM,W3212386989,336,auto,RGA,-,S and RGA,RGA - S and RGA,,2022
SUM,W3212386989,337,auto,Self,-,calibrated convolutions Motivated,Self - calibrated convolutions Motivated,,2022
SUM,W3212386989,338,auto,Self,-,calibrated convolution is,Self - calibrated convolution is,,2022
SUM,W3212386989,339,auto,It,first,divides the input,It first divides the input,,2022
SUM,W3212386989,340,auto,The,selfcalibrated,convolution first uses,The selfcalibrated convolution first uses,,2022
SUM,W3212386989,341,auto,ing,to,reduce the input,ing to reduce the input,,2022
SUM,W3212386989,342,auto,Then,a,convolution is used,Then a convolution is used,,2022
SUM,W3212386989,343,auto,It,achieves,excellent results in,It achieves excellent results in,,2022
SUM,W3212386989,344,auto,SPNet,Spatial,pooling usually operates,SPNet Spatial pooling usually operates,,2022
SUM,W3212386989,345,auto,To,overcome,"this , Hou","To overcome this , Hou",,2022
SUM,W3212386989,346,auto,Strip,pooling,has two branches,Strip pooling has two branches,,2022
SUM,W3212386989,347,auto,The,horizontal,strip pooling part,The horizontal strip pooling part,,2022
SUM,W3212386989,348,auto,This,is,repeated W times,This is repeated W times,,2022
SUM,W3212386989,349,auto,Finally,",",the outputs of,"Finally , the outputs of",,2022
SUM,W3212386989,350,auto,The,strip,pooling module (,The strip pooling module (,,2022
SUM,W3212386989,351,auto,Both,consider,spatial and channel,Both consider spatial and channel,,2022
SUM,W3212386989,352,auto,SPNet,achieves,state - of,SPNet achieves state - of,,2022
SUM,W3212386989,353,auto,SCA,-,CNN,SCA - CNN,,2022
SUM,W3212386989,354,auto,As,CNN,features are naturally,As CNN features are naturally,,2022
SUM,W3212386989,355,auto,Similarly,",",channel - wise,"Similarly , channel - wise",,2022
SUM,W3212386989,356,auto,If,channel,- wise attention,If channel - wise attention,,2022
SUM,W3212386989,357,auto,Unlike,previous,attention mechanisms which,Unlike previous attention mechanisms which,,2022
SUM,W3212386989,358,auto,obal,spatial,information to tell,obal spatial information to tell,,2022
SUM,W3212386989,359,auto,Being,more,than a powerful,Being more than a powerful,,2022
SUM,W3212386989,361,auto,Most,attention,mechanisms learn where,Most attention mechanisms learn where,,2022
SUM,W3212386989,362,auto,Given,the,input feature map,Given the input feature map,,2022
SUM,W3212386989,363,auto,As,in,"SE blocks ,","As in SE blocks ,",,2022
SUM,W3212386989,364,auto,In,local,"attention , two","In local attention , two",,2022
SUM,W3212386989,365,auto,The,outputs,of the local,The outputs of the local,,2022
SUM,W3212386989,366,auto,Formally,",",GALA can be,"Formally , GALA can be",,2022
SUM,W3212386989,367,auto,Supervised,by,human - provided,Supervised by human - provided,,2022
SUM,W3212386989,368,auto,Spatial,&,temporal attention Spatial,Spatial & temporal attention Spatial,,2022
SUM,W3212386989,369,auto,Some,works,"[ 16 ,","Some works [ 16 ,",,2022
SUM,W3212386989,370,auto,In,human,"action recognition ,","In human action recognition ,",,2022
SUM,W3212386989,371,auto,Note,that,use of the,Note that use of the,,2022
SUM,W3212386989,372,auto,The,temporal,attention sub-network is,The temporal attention sub-network is,,2022
SUM,W3212386989,373,auto,It,adopts,a ReLU function,It adopts a ReLU function,,2022
SUM,W3212386989,374,auto,It,also,uses a regularized,It also uses a regularized,,2022
SUM,W3212386989,375,auto,Overall,",",this paper presents,"Overall , this paper presents",,2022
SUM,W3212386989,377,auto,To,capture,spatiotemporal contexts in,To capture spatiotemporal contexts in,,2022
SUM,W3212386989,378,auto,The,spatiotemporal,attention mechanism in,The spatiotemporal attention mechanism in,,2022
SUM,W3212386989,379,auto,Given,an,input feature map,Given an input feature map,,2022
SUM,W3212386989,380,auto,an,RNN,"model , spatiotemporal","an RNN model , spatiotemporal",,2022
SUM,W3212386989,381,auto,First,",",the given feature,"First , the given feature",,2022
SUM,W3212386989,382,auto,At,time,"t , the","At time t , the",,2022
SUM,W3212386989,383,auto,After,obtaining,framewise features {l,After obtaining framewise features {l,,2022
SUM,W3212386989,384,auto,The,spatiotemporal,attention mechanism used,The spatiotemporal attention mechanism used,,2022
SUM,W3212386989,385,auto,This,efficiently,enhances the representation,This efficiently enhances the representation,,2022
SUM,W3212386989,386,auto,STA,Previous,attention - based,STA Previous attention - based,,2022
SUM,W3212386989,387,auto,To,address,"this issue ,","To address this issue ,",,2022
SUM,W3212386989,388,auto,Given,the,feature maps of,Given the feature maps of,,2022
SUM,W3212386989,389,auto,Then,both,the feature maps,Then both the feature maps,,2022
SUM,W3212386989,390,auto,The,spatial,attention score for,The spatial attention score for,,2022
SUM,W3212386989,391,auto,To,capture,the relationships between,To capture the relationships between,,2022
SUM,W3212386989,392,auto,This,reduces,the influence of,This reduces the influence of,,2022
SUM,W3212386989,393,auto,Because,of,its non-parametric design,Because of its non-parametric design,,2022
SUM,W3212386989,395,auto,To,model,the spatial relations,To model the spatial relations,,2022
SUM,W3212386989,396,auto,Given,the,feature maps of,Given the feature maps of,,2022
SUM,W3212386989,397,auto,CN,first,horizontally partitions each,CN first horizontally partitions each,,2022
SUM,W3212386989,398,auto,For,the,"temporal module ,","For the temporal module ,",,2022
SUM,W3212386989,399,auto,Given,the,adjacency matrix A,Given the adjacency matrix A,,2022
SUM,W3212386989,400,auto,For,the,"spatial module ,","For the spatial module ,",,2022
SUM,W3212386989,401,auto,Flattening,spatial,and temporal dimensions,Flattening spatial and temporal dimensions,,2022
SUM,W3212386989,402,auto,Pairwise,attention,is used to,Pairwise attention is used to,,2022
SUM,W3212386989,403,auto,By,leveraging,spatial and temporal,By leveraging spatial and temporal,,2022
SUM,W3212386989,404,auto,It,can,be used with,It can be used with,,2022
SUM,W3212386989,406,auto,We,present,our thoughts on,We present our thoughts on,,2022
SUM,W3212386989,407,auto,Necessary,and,sufficient condition for,Necessary and sufficient condition for,,2022
SUM,W3212386989,408,auto,General,attention,block,General attention block,,2022
SUM,W3212386989,409,auto,At,present,", a special","At present , a special",,2022
SUM,W3212386989,410,auto,For,instance,", channel attention","For instance , channel attention",,2022
SUM,W3212386989,411,auto,Channel,attention,focuses on what,Channel attention focuses on what,,2022
SUM,W3212386989,412,auto,Based,on,"this observation ,","Based on this observation ,",,2022
SUM,W3212386989,413,auto,For,example,", a soft","For example , a soft",,2022
SUM,W3212386989,414,auto,Characterisation,and,interpretability Attention mechanisms,Characterisation and interpretability Attention mechanisms,,2022
SUM,W3212386989,415,auto,Typically,",",attention - based,"Typically , attention - based",,2022
SUM,W3212386989,417,auto,olutional,neural,networks have a,olutional neural networks have a,,2022
SUM,W3212386989,418,auto,However,",",it is difficult,"However , it is difficult",,2022
SUM,W3212386989,419,auto,Nevertheless,",",experiments in Refs,"Nevertheless , experiments in Refs",,2022
SUM,W3212386989,420,auto,Conclusions,Attention,mechanisms have become,Conclusions Attention mechanisms have become,,2022
SUM,W3212386989,421,auto,This,survey,has systematically reviewed,This survey has systematically reviewed,,2022
SUM,W3212386989,422,auto,We,have,grouped different attention,We have grouped different attention,,2022
SUM,W3212386989,423,auto,We,have,concluded with some,We have concluded with some,,2022
SUM,W3212386989,424,auto,We,hope,that this work,We hope that this work,,2022
SUM,W3212386989,425,auto,We,also,hope that this,We also hope that this,,2022
SUM,W3212386989,426,auto,Fig.,2,2 Fig. 2,Fig. 2 2 Fig. 2,,2022
SUM,W3212386989,427,auto,These,include,four fundamental categories,These include four fundamental categories,,2022
SUM,W3212386989,428,auto,∅,means,such combinations do,∅ means such combinations do,,2022
SUM,W3212386989,429,auto,Fig.,4,4 Fig. 4,Fig. 4 4 Fig. 4,,2022
SUM,W3212386989,430,auto,Fig.,5,5 Fig. 5,Fig. 5 5 Fig. 5,,2022
SUM,W3212386989,431,auto,GAP,=,global average pooling,GAP = global average pooling,,2022
SUM,W3212386989,432,auto,Fig.,7,7 Fig. 7,Fig. 7 7 Fig. 7,,2022
SUM,W3212386989,433,auto,Left,:,architecture .,Left : architecture .,,2022
SUM,W3212386989,434,auto,Vision,transformer,first splits the,Vision transformer first splits the,,2022
SUM,W3212386989,435,auto,Right,:,basic vision transformer,Right : basic vision transformer,,2022
SUM,W3212386989,436,auto,Reproduced,with,permission from Ref,Reproduced with permission from Ref,,2022
SUM,W3212386989,437,auto,Table,5,5 Representative temporal,Table 5 5 Representative temporal,,2022
SUM,W3212386989,438,auto,ReID,=,"re-identification , Action","ReID = re-identification , Action",,2022
SUM,W3212386989,439,auto,Ranges,means,the ranges of,Ranges means the ranges of,,2022
SUM,W3212386989,440,auto,S,or,H means soft,S or H means soft,,2022
SUM,W3212386989,441,auto,g(,x,) and f,g( x ) and f,,2022
SUM,W3212386989,442,auto,(,A,) Aggregate information,( A ) Aggregate information,,2022
SUM,W3212386989,443,auto,Cls,=,"classification , Det","Cls = classification , Det",,2022
SUM,W3212386989,444,auto,g(,x,) and f,g( x ) and f,,2022
SUM,W3212386989,446,auto,s,the,ranges of attention,s the ranges of attention,,2022
SUM,W3212386989,447,auto,S,or,H means soft,S or H means soft,,2022
SUM,W3212386989,448,auto,(,A,) Element -,( A ) Element -,,2022
SUM,W3212386989,449,auto,(,I,) Overcome the,( I ) Overcome the,,2022
SUM,W3212386989,450,auto,(,b,) Mixture of,( b ) Mixture of,,2022
SUM,W3212386989,451,auto,While,(,a ) and,While ( a ) and,,2022
SUM,W3212386989,452,auto,Reproduced,with,permission from Ref,Reproduced with permission from Ref,,2022
SUM,W3212386989,453,auto,DC,3×3,i denotes a,DC 3×3 i denotes a,,2022
SUM,W3212386989,454,auto,Expand,expands,the attention maps,Expand expands the attention maps,,2022
SUM,W3212386989,455,auto,Table,1,1 Brief summary,Table 1 1 Brief summary,,2022
SUM,W3212386989,456,auto,Other,minor,notation is explained,Other minor notation is explained,,2022
SUM,W3212386989,457,auto,Expand,expan,input by repetition,Expand expan input by repetition,,2022
SUM,W3212386989,458,auto,Their,key,aims are to,Their key aims are to,,2022
SUM,W3212386989,459,auto,Application,areas,include : Cls,Application areas include : Cls,,2022
SUM,W3212386989,460,auto,g(,x,) and f,g( x ) and f,,2022
SUM,W3212386989,461,auto,Ranges,means,the ranges of,Ranges means the ranges of,,2022
SUM,W3212386989,462,auto,S,or,H means soft,S or H means soft,,2022
SUM,W3212386989,463,auto,(,A,) Channel -,( A ) Channel -,,2022
SUM,W3212386989,464,auto,Cls,",",global average pooling,"Cls , global average pooling",,2022
SUM,W3212386989,465,auto,Cls,",",global average pooling,"Cls , global average pooling",,2022
SUM,W3212386989,466,auto,Cls,",",style pooling →,"Cls , style pooling →",,2022
SUM,W3212386989,467,auto,LP,→,sigmoid excitation module,LP → sigmoid excitation module,,2022
SUM,W3212386989,468,auto,Cls,=,"classification , ICap","Cls = classification , ICap",,2022
SUM,W3212386989,469,auto,g(,x,) and f,g( x ) and f,,2022
SUM,W3212386989,470,auto,Cls,top,- down network,Cls top - down network,,2022
SUM,W3212386989,471,auto,Cls,",",top - down,"Cls , top - down",,2022
SUM,W3212386989,472,auto,Action,=,"action recognition ,","Action = action recognition ,",,2022
SUM,W3212386989,473,auto,Ranges,means,the ranges of,Ranges means the ranges of,,2022
SUM,W3212386989,474,auto,S,or,H means soft,S or H means soft,,2022
SUM,W3212386989,475,auto,g(,x,) and f,g( x ) and f,,2022
SUM,W3212386989,476,auto,(,A,) Element -,( A ) Element -,,2022
SUM,W3212386989,477,auto,(,I,) Emphasize key,( I ) Emphasize key,,2022
SUM,W3212386989,478,auto,This,work,was supported by,This work was supported by,,2022
SUM,W3212386989,479,auto,Declaration,of,competing interest,Declaration of competing interest,,2022
SUM,W3212386989,480,auto,The,authors,have no competing,The authors have no competing,,2022
SUM,W3212386989,481,auto,A,model,of saliencybased visual,A model of saliencybased visual,,2022
SUM,W3212386989,482,auto,Eye,movements,in natural behavior,Eye movements in natural behavior,,2022
SUM,W3212386989,483,auto,005,The,dynamic representation of,005 The dynamic representation of,,2022
SUM,W3212386989,484,auto,Deformable,convolutional,networks J F,Deformable convolutional networks J F,,2022
SUM,W3212386989,485,auto,erence,on,Computer Vision 2017,erence on Computer Vision 2017,,2022
SUM,W3212386989,486,auto,Point,cloud,transformer M H,Point cloud transformer M H,,2022
SUM,W3212386989,487,auto,Pre-training,of,generic visuallinguistic representations,Pre-training of generic visuallinguistic representations,,2022
SUM,W3212386989,488,auto,ing,Systems,the 28th International,ing Systems the 28th International,,2022
SUM,W3212386989,489,auto,An,image,is worth 16×16,An image is worth 16×16,,2022
SUM,W3212386989,490,auto,Pre-training,of,deep bidirectional transformers,Pre-training of deep bidirectional transformers,,2022
SUM,W3212386989,491,auto,Transactions,on,Pattern Analysis and,Transactions on Pattern Analysis and,,2022
SUM,W3212386989,492,auto,Z,Geng,M.- H Guo,Z Geng M.- H Guo,,2022
SUM,W3212386989,493,auto,an,Proceedings,of the IEEE,an Proceedings of the IEEE,,2022
SUM,W3212386989,494,auto,Vision,outlooker,for visual recognition,Vision outlooker for visual recognition,,2022
SUM,W3212386989,495,auto,Accelerating,deep,network training by,Accelerating deep network training by,,2022
SUM,W3212386989,496,auto,A,stylebased,recalibration module for,A stylebased recalibration module for,,2022
SUM,W3212386989,497,auto,/,CVF,International Conference on,/ CVF International Conference on,,2022
SUM,W3212386989,498,auto,You,look,twice : GaterNet,You look twice : GaterNet,,2022
SUM,W3212386989,499,auto,An,empirical,study of spatial,An empirical study of spatial,,2022
SUM,W3212386989,500,auto,International,Conference,on Computer Vision,International Conference on Computer Vision,,2022
SUM,W3212386989,501,auto,Beyond,self,- attention :,Beyond self - attention :,,2022
SUM,W3212386989,502,auto,Transformer,in,transformer 2021 arXiv,Transformer in transformer 2021 arXiv,,2022
SUM,W3212386989,503,auto,A,simple,transformer way to,A simple transformer way to,,2022
SUM,W3212386989,504,auto,7.10834,2021,arXiv preprint,7.10834 2021 arXiv preprint,,2022
SUM,W3212386989,505,auto,An,empirical,study of training,An empirical study of training,,2022
SUM,W3212386989,506,auto,Multiple,object,recognition with visual,Multiple object recognition with visual,,2022
SUM,W3212386989,507,auto,person,re-identification,H Liu J,person re-identification H Liu J,,2022
SUM,W3212386989,508,auto,Dynamic,anchor,boxes are better,Dynamic anchor boxes are better,,2022
SUM,W3212386989,509,auto,A,framework,for attentionbased permutation,A framework for attentionbased permutation,,2022
SUM,W3212386989,510,auto,ssing,28,10 2019,ssing 28 10 2019,,2022
SUM,W3212386989,511,auto,Video,person,re-identification with competitive,Video person re-identification with competitive,,2022
SUM,W3212386989,512,auto,Split,-,attention networks 2020,Split - attention networks 2020,,2022
SUM,W3212386989,513,auto,Bottleneck,attention,module 2018 arXiv,Bottleneck attention module 2018 arXiv,,2022
SUM,W3212386989,514,auto,A,joint,convolutional network of,A joint convolutional network of,,2022
SUM,W3212386989,515,auto,Interpretable,spatiotemporal,attention for video,Interpretable spatiotemporal attention for video,,2022
SUM,W3212386989,516,auto,mputer,Vision,and Pattern Recognition,mputer Vision and Pattern Recognition,,2022
SUM,W3212386989,517,auto,Decoupled,spatial,- temporal transformer,Decoupled spatial - temporal transformer,,2022
SUM,W3212386989,518,auto,An,attentive,survey of attention,An attentive survey of attention,,2022
SUM,W3212386989,519,auto,A,survey,on visual transformer,A survey on visual transformer,,2022
SUM,W3212386989,520,auto,Computing,Surveys,2022,Computing Surveys 2022,,2022
SUM,W3212386989,521,auto,Survey,on,the attention based,Survey on the attention based,,2022
SUM,W3212386989,522,auto,Rethinking,attention,with performers 2020,Rethinking attention with performers 2020,,2022
SUM,W3212386989,523,auto,Looking,wider,to see be,Looking wider to see be,,2022
SUM,W3212386989,524,auto,tter,2015,arXiv preprint Large,tter 2015 arXiv preprint Large,,2022
SUM,W3212386989,525,auto,An,all,- MLP architecture,An all - MLP architecture,,2022
SUM,W3212386989,526,auto,Feedforward,networks,for image classification,Feedforward networks for image classification,,2022
SUM,W3212386989,527,auto,Self,-,attention with relative,Self - attention with relative,,2022
SUM,W3212386989,528,auto,Layer,normalization,2016 arXiv preprint,Layer normalization 2016 arXiv preprint,,2022
SUM,W3212386989,529,auto,Gaussian,error,linear units (,Gaussian error linear units (,,2022
SUM,W3212386989,530,auto,Towards,deeper,vision transformer 2021,Towards deeper vision transformer 2021,,2022
SUM,W3212386989,531,auto,1.06377,Masked,autoencoders are scalable,1.06377 Masked autoencoders are scalable,,2022
SUM,W3212386989,532,auto,M,H,Guo Z N,M H Guo Z N,,2022
SUM,W3212386989,533,auto,Global,-,local temporal representations,Global - local temporal representations,,2022
SUM,W3212386989,534,auto,Temporal,adaptive,module for video,Temporal adaptive module for video,,2022
SUM,W3212386989,535,auto,The,effect,of contextual stimuli,The effect of contextual stimuli,,2022
